ko:K10563	ypi:YpsIP31758_0064
ko:K07346	ypi:YpsIP31758_0170
ko:K07346	ypi:YpsIP31758_1664
ko:K07346	ypi:YpsIP31758_1679
ko:K06147	ypi:YpsIP31758_0690
ko:K06147	ypi:YpsIP31758_2389
ko:K02058	ypi:YpsIP31758_2457
ko:K02058	ypi:YpsIP31758_3265
ko:K02056	ypi:YpsIP31758_3266
ko:K02030	ypi:YpsIP31758_3190
ko:K02030	ypi:YpsIP31758_4165
ko:K02028	ypi:YpsIP31758_3187
ko:K06858	ypi:YpsIP31758_3326
ko:K01607	ypi:YpsIP31758_0381
ko:K01990	ypi:YpsIP31758_2813
ko:K14979	ypi:YpsIP31758_3833
ko:K02083	ypi:YpsIP31758_3185
ko:K14978	ypi:YpsIP31758_3832
ko:K14588	ypi:YpsIP31758_3352
ko:K11902	ypi:YpsIP31758_1359
ko:K06919	ypi:YpsIP31758_0049
ko:K14682	ypi:YpsIP31758_0993
ko:K11016	ypi:YpsIP31758_2044
ko:K14762	ypi:YpsIP31758_4125
ko:K01146	ypi:YpsIP31758_1002
ko:K16013	ypi:YpsIP31758_2600
ko:K13409	ypi:YpsIP31758_0105
ko:K13408	ypi:YpsIP31758_0106
ko:K11939	ypi:YpsIP31758_1500
ko:K10823	ypi:YpsIP31758_1956
ko:K01185	ypi:YpsIP31758_2236
ko:K06919	ypi:YpsIP31758_0890
ko:K14761	ypi:YpsIP31758_3013
ko:K14742	ypi:YpsIP31758_2016
ko:K16012	ypi:YpsIP31758_2601
ko:K15257	ypi:YpsIP31758_2039
ko:K15256	ypi:YpsIP31758_2038
ko:K19298	ypi:YpsIP31758_3751
ko:K12055	ypi:YpsIP31758_3748
ko:K15547	ypi:YpsIP31758_0534
ko:K15580	ypi:YpsIP31758_1960
ko:K15580	ypi:YpsIP31758_1798
ko:K03468	ypi:YpsIP31758_0421
ko:K15549	ypi:YpsIP31758_0535
ko:K15545	ypi:YpsIP31758_1869
ko:K15552	ypi:YpsIP31758_3936
ko:K15554	ypi:YpsIP31758_0355
ko:K15738	ypi:YpsIP31758_2551
ko:K15461	ypi:YpsIP31758_1410
ko:K01082	ypi:YpsIP31758_3630
ko:K15536	ypi:YpsIP31758_0428
ko:K15634	ypi:YpsIP31758_3480
ko:K15771	ypi:YpsIP31758_0915
ko:K15553	ypi:YpsIP31758_0353
ko:K15633	ypi:YpsIP31758_0075
ko:K15772	ypi:YpsIP31758_0916
ko:K15551	ypi:YpsIP31758_3938
ko:K10831	ypi:YpsIP31758_3937
ko:K02428	ypi:YpsIP31758_0826
ko:K15582	ypi:YpsIP31758_1958
ko:K04765	ypi:YpsIP31758_3318
ko:K03585	ypi:YpsIP31758_3586
ko:K15460	ypi:YpsIP31758_1127
ko:K15723	ypi:YpsIP31758_1005
ko:K15583	ypi:YpsIP31758_1957
ko:K15539	ypi:YpsIP31758_1185
ko:K15536	ypi:YpsIP31758_3255
ko:K15724	ypi:YpsIP31758_3328
ko:K15342	ypi:YpsIP31758_1535
ko:K01713	ypi:YpsIP31758_3279
ko:K18138	ypi:YpsIP31758_3068
ko:K18446	ypi:YpsIP31758_0562
ko:K18139	ypi:YpsIP31758_3584
ko:K18138	ypi:YpsIP31758_3585
ko:K15984	ypi:YpsIP31758_4038
ko:K15974	ypi:YpsIP31758_3200
ko:K15977	ypi:YpsIP31758_0480
ko:K19734	ypi:YpsIP31758_1547
ko:K19734	ypi:YpsIP31758_0720
ko:K16152	ypi:YpsIP31758_0130
ko:K16135	ypi:YpsIP31758_1511
ko:K14229	ypi:YpsIP31758_4248
ko:K16089	ypi:YpsIP31758_3276
ko:K16092	ypi:YpsIP31758_0142
ko:K16088	ypi:YpsIP31758_2440
ko:K16089	ypi:YpsIP31758_2666
ko:K16137	ypi:YpsIP31758_1763
ko:K11903	ypi:YpsIP31758_2506
ko:K14229	ypi:YpsIP31758_4246
ko:K14229	ypi:YpsIP31758_4249
ko:K14229	ypi:YpsIP31758_4247
ko:K02014	ypi:YpsIP31758_0710
ko:K14219	ypi:YpsIP31758_4267
ko:K16087	ypi:YpsIP31758_3801
ko:K16053	ypi:YpsIP31758_1534
ko:K16078	ypi:YpsIP31758_1160
ko:K07347	ypi:YpsIP31758_2165
ko:K16074	ypi:YpsIP31758_1799
ko:K16066	ypi:YpsIP31758_1864
ko:K02049	ypi:YpsIP31758_1847
ko:K11736	ypi:YpsIP31758_3132
ko:K15540	ypi:YpsIP31758_1676
ko:K11906	ypi:YpsIP31758_1370
ko:K16210	ypi:YpsIP31758_2756
ko:K00209	ypi:YpsIP31758_4159
ko:K16321	ypi:YpsIP31758_0693
ko:K09476	ypi:YpsIP31758_2559
ko:K16515	ypi:YpsIP31758_0094
ko:K16516	ypi:YpsIP31758_0095
ko:K03299	ypi:YpsIP31758_4051
ko:K16322	ypi:YpsIP31758_4033
ko:K11734	ypi:YpsIP31758_3366
ko:K11734	ypi:YpsIP31758_2381
ko:K18288	ypi:YpsIP31758_2158
ko:K16263	ypi:YpsIP31758_0565
ko:K16264	ypi:YpsIP31758_2863
ko:K11959	ypi:YpsIP31758_2794
ko:K11960	ypi:YpsIP31758_2793
ko:K16693	ypi:YpsIP31758_0190
ko:K02071	ypi:YpsIP31758_2661
ko:K12209	ypi:YpsIP31758_B0116
ko:K16704	ypi:YpsIP31758_0188
ko:K19230	ypi:YpsIP31758_1780
ko:K11961	ypi:YpsIP31758_2792
ko:K11962	ypi:YpsIP31758_2791
ko:K11963	ypi:YpsIP31758_2790
ko:K02055	ypi:YpsIP31758_2059
ko:K16842	ypi:YpsIP31758_1058
ko:K16868	ypi:YpsIP31758_2133
ko:K19227	ypi:YpsIP31758_1783
ko:K18334	ypi:YpsIP31758_2410
ko:K02503	ypi:YpsIP31758_1588
ko:K17202	ypi:YpsIP31758_1853
ko:K17202	ypi:YpsIP31758_3253
ko:K17206	ypi:YpsIP31758_0911
ko:K17210	ypi:YpsIP31758_2972
ko:K17209	ypi:YpsIP31758_2971
ko:K17247	ypi:YpsIP31758_0394
ko:K12678	ypi:YpsIP31758_0673
ko:K15841	ypi:YpsIP31758_4309
ko:K17713	ypi:YpsIP31758_1189
ko:K17203	ypi:YpsIP31758_1852
ko:K17203	ypi:YpsIP31758_3250
ko:K17204	ypi:YpsIP31758_1851
ko:K17204	ypi:YpsIP31758_3251
ko:K17205	ypi:YpsIP31758_0909
ko:K17207	ypi:YpsIP31758_0912
ko:K17208	ypi:YpsIP31758_2973
ko:K01990	ypi:YpsIP31758_3349
ko:K05601	ypi:YpsIP31758_2617
ko:K01992	ypi:YpsIP31758_3348
ko:K10112	ypi:YpsIP31758_0525
ko:K10111	ypi:YpsIP31758_1524
ko:K10112	ypi:YpsIP31758_3572
ko:K17686	ypi:YpsIP31758_3027
ko:K02495	ypi:YpsIP31758_0024
ko:K10111	ypi:YpsIP31758_0913
ko:K10111	ypi:YpsIP31758_2169
ko:K19229	ypi:YpsIP31758_1781
ko:K19789	ypi:YpsIP31758_2719
ko:K17758	ypi:YpsIP31758_3658
ko:K17759	ypi:YpsIP31758_3658
ko:K00254	ypi:YpsIP31758_2555
ko:K03585	ypi:YpsIP31758_3067
ko:K07491	ypi:YpsIP31758_1768
ko:K07491	ypi:YpsIP31758_0181
ko:K17948	ypi:YpsIP31758_2260
ko:K17733	ypi:YpsIP31758_0412
ko:K18292	ypi:YpsIP31758_2156
ko:K18335	ypi:YpsIP31758_2412
ko:K21908	ypi:YpsIP31758_0502
ko:K11904	ypi:YpsIP31758_2504
ko:K18290	ypi:YpsIP31758_2157
ko:K18324	ypi:YpsIP31758_1268
ko:K18326	ypi:YpsIP31758_1212
ko:K00138	ypi:YpsIP31758_1862
ko:K16234	ypi:YpsIP31758_4084
ko:K11904	ypi:YpsIP31758_0785
ko:K11904	ypi:YpsIP31758_1374
ko:K11893	ypi:YpsIP31758_3423
ko:K11904	ypi:YpsIP31758_0339
ko:K11904	ypi:YpsIP31758_0328
ko:K11891	ypi:YpsIP31758_3421
ko:K11892	ypi:YpsIP31758_3422
ko:K11906	ypi:YpsIP31758_3424
ko:K11904	ypi:YpsIP31758_3429
ko:K18475	ypi:YpsIP31758_1231
ko:K11901	ypi:YpsIP31758_3436
ko:K11902	ypi:YpsIP31758_3437
ko:K18507	ypi:YpsIP31758_4329
ko:K18522	ypi:YpsIP31758_4305
ko:K18521	ypi:YpsIP31758_4306
ko:K18518	ypi:YpsIP31758_4312
ko:K18504	ypi:YpsIP31758_4301
ko:K18511	ypi:YpsIP31758_4323
ko:K18508	ypi:YpsIP31758_4317
ko:K18520	ypi:YpsIP31758_4311
ko:K18503	ypi:YpsIP31758_4321
ko:K18515	ypi:YpsIP31758_4307
ko:K18516	ypi:YpsIP31758_4298
ko:K18527	ypi:YpsIP31758_4297
ko:K18691	ypi:YpsIP31758_1146
ko:K18640	ypi:YpsIP31758_B0106
ko:K18697	ypi:YpsIP31758_1144
ko:K18765	ypi:YpsIP31758_0397
ko:K11741	ypi:YpsIP31758_3671
ko:K07172	ypi:YpsIP31758_B0073
ko:K18889	ypi:YpsIP31758_3080
ko:K18850	ypi:YpsIP31758_2988
ko:K18507	ypi:YpsIP31758_4313
ko:K20881	ypi:YpsIP31758_3975
ko:K18800	ypi:YpsIP31758_0862
ko:K18778	ypi:YpsIP31758_3375
ko:K18657	ypi:YpsIP31758_2554
ko:K18890	ypi:YpsIP31758_3079
ko:K18843	ypi:YpsIP31758_1336
ko:K18850	ypi:YpsIP31758_1606
ko:K18918	ypi:YpsIP31758_2226
ko:K07493	ypi:YpsIP31758_0015
ko:K07493	ypi:YpsIP31758_0291
ko:K03976	ypi:YpsIP31758_3029
ko:K03526	ypi:YpsIP31758_1186
ko:K18984	ypi:YpsIP31758_3828
ko:K19048	ypi:YpsIP31758_0336
ko:K18979	ypi:YpsIP31758_3660
ko:K18988	ypi:YpsIP31758_2758
ko:K19000	ypi:YpsIP31758_1033
ko:K07491	ypi:YpsIP31758_0496
ko:K07491	ypi:YpsIP31758_1673
ko:K07491	ypi:YpsIP31758_1725
ko:K07491	ypi:YpsIP31758_2543
ko:K07491	ypi:YpsIP31758_3224
ko:K07491	ypi:YpsIP31758_3413
ko:K07491	ypi:YpsIP31758_3858
ko:K07491	ypi:YpsIP31758_3905
ko:K07491	ypi:YpsIP31758_1967
ko:K07491	ypi:YpsIP31758_2877
ko:K07491	ypi:YpsIP31758_3127
ko:K07491	ypi:YpsIP31758_3398
ko:K07491	ypi:YpsIP31758_3869
ko:K19092	ypi:YpsIP31758_A0042
ko:K19129	ypi:YpsIP31758_1539
ko:K19221	ypi:YpsIP31758_1927
ko:K19162	ypi:YpsIP31758_3072
ko:K19222	ypi:YpsIP31758_1740
ko:K19226	ypi:YpsIP31758_1784
ko:K19236	ypi:YpsIP31758_1747
ko:K19127	ypi:YpsIP31758_1537
ko:K07012	ypi:YpsIP31758_1536
ko:K19130	ypi:YpsIP31758_1540
ko:K19228	ypi:YpsIP31758_1782
ko:K01406	ypi:YpsIP31758_4037
ko:K19128	ypi:YpsIP31758_1538
ko:K19168	ypi:YpsIP31758_0874
ko:K19270	ypi:YpsIP31758_1446
ko:K19265	ypi:YpsIP31758_1329
ko:K01992	ypi:YpsIP31758_2814
ko:K01992	ypi:YpsIP31758_2815
ko:K07489	ypi:YpsIP31758_0735
ko:K03722	ypi:YpsIP31758_2017
ko:K01138	ypi:YpsIP31758_0945
ko:K11904	ypi:YpsIP31758_0788
ko:K19267	ypi:YpsIP31758_1619
ko:K19337	ypi:YpsIP31758_2023
ko:K19304	ypi:YpsIP31758_2026
ko:K19334	ypi:YpsIP31758_3550
ko:K19270	ypi:YpsIP31758_1697
ko:K19302	ypi:YpsIP31758_2651
ko:K19333	ypi:YpsIP31758_1683
ko:K19303	ypi:YpsIP31758_1757
ko:K19577	ypi:YpsIP31758_0971
ko:K20866	ypi:YpsIP31758_0029
ko:K19775	ypi:YpsIP31758_0489
ko:K19745	ypi:YpsIP31758_0396
ko:K19778	ypi:YpsIP31758_1086
ko:K13060	ypi:YpsIP31758_1546
ko:K07497	ypi:YpsIP31758_2077
ko:K00799	ypi:YpsIP31758_2665
ko:K15777	ypi:YpsIP31758_0570
ko:K11904	ypi:YpsIP31758_0733
ko:K18837	ypi:YpsIP31758_0748
ko:K18838	ypi:YpsIP31758_0747
ko:K19802	ypi:YpsIP31758_1796
ko:K19803	ypi:YpsIP31758_2706
ko:K19804	ypi:YpsIP31758_1915
ko:K19810	ypi:YpsIP31758_3673
ko:K15540	ypi:YpsIP31758_1364
ko:K07263	ypi:YpsIP31758_4063
ko:K21636	ypi:YpsIP31758_3556
ko:K20266	ypi:YpsIP31758_A0055
ko:K20268	ypi:YpsIP31758_1480
ko:K20264	ypi:YpsIP31758_2402
ko:K20332	ypi:YpsIP31758_B0063
ko:K20333	ypi:YpsIP31758_B0064
ko:K20542	ypi:YpsIP31758_4070
ko:K19591	ypi:YpsIP31758_3026
ko:K20527	ypi:YpsIP31758_A0047
ko:K20531	ypi:YpsIP31758_A0051
ko:K20529	ypi:YpsIP31758_A0049
ko:K20532	ypi:YpsIP31758_A0052
ko:K20533	ypi:YpsIP31758_A0054
ko:K20528	ypi:YpsIP31758_A0048
ko:K20530	ypi:YpsIP31758_A0050
ko:K22443	ypi:YpsIP31758_1516
ko:K22132	ypi:YpsIP31758_0996
ko:K20885	ypi:YpsIP31758_1530
ko:K20862	ypi:YpsIP31758_0208
ko:K21021	ypi:YpsIP31758_3487
ko:K22025	ypi:YpsIP31758_1902
ko:K21086	ypi:YpsIP31758_4059
ko:K21087	ypi:YpsIP31758_3148
ko:K08968	ypi:YpsIP31758_1670
ko:K21405	ypi:YpsIP31758_1863
ko:K21470	ypi:YpsIP31758_2563
ko:K02015	ypi:YpsIP31758_2634
ko:K21698	ypi:YpsIP31758_0418
ko:K21695	ypi:YpsIP31758_0419
ko:K21936	ypi:YpsIP31758_3797
ko:K21948	ypi:YpsIP31758_2748
ko:K22015	ypi:YpsIP31758_3682
ko:K22051	ypi:YpsIP31758_3664
ko:K22130	ypi:YpsIP31758_2747
ko:K22105	ypi:YpsIP31758_0139
ko:K22131	ypi:YpsIP31758_2745
ko:K22110	ypi:YpsIP31758_4068
ko:K22110	ypi:YpsIP31758_1687
ko:K03079	ypi:YpsIP31758_3269
ko:K22444	ypi:YpsIP31758_1517
ko:K03077	ypi:YpsIP31758_3262
ko:K22278	ypi:YpsIP31758_2405
ko:K03077	ypi:YpsIP31758_1910
ko:K02257	ypi:YpsIP31758_3102
ko:K11391	ypi:YpsIP31758_0500
ko:K22302	ypi:YpsIP31758_2247
ko:K13566	ypi:YpsIP31758_3184
ko:K00424	ypi:YpsIP31758_2874
ko:K22601	ypi:YpsIP31758_3194
