ko:K02028	kpp:A79E_2147
ko:K02794	kpp:A79E_3695
ko:K02031	kpp:A79E_3662
ko:K02032	kpp:A79E_1573
ko:K02035	kpp:A79E_3681
ko:K02031	kpp:A79E_3677
ko:K13038	kpp:A79E_0134
ko:K01758	kpp:A79E_0712
ko:K08348	kpp:A79E_2378
ko:K07483	kpp:A79E_0216
ko:K07483	kpp:A79E_3664
ko:K17938	kpp:A79E_3966
ko:K02032	kpp:A79E_2224
ko:K18325	kpp:A79E_3689
ko:K08351	kpp:A79E_3598
ko:K05396	kpp:A79E_1814
ko:K02058	kpp:A79E_3616
ko:K07483	kpp:A79E_3980
ko:K07483	kpp:A79E_4132
ko:K03719	kpp:A79E_2028
ko:K03366	kpp:A79E_2190
ko:K02770	kpp:A79E_2492
ko:K01485	kpp:A79E_3608
ko:K01485	kpp:A79E_2213
ko:K06122	kpp:A79E_0631
ko:K00086	kpp:A79E_0627
ko:K15373	kpp:A79E_3668
ko:K13053	kpp:A79E_3254
ko:K02031	kpp:A79E_1572
ko:K02031	kpp:A79E_2225
ko:K03446	kpp:A79E_2458
ko:K04103	kpp:A79E_1361
ko:K02464	kpp:A79E_4147
ko:K18142	kpp:A79E_0439
ko:K02769	kpp:A79E_2491
ko:K21430	kpp:A79E_3371
ko:K06120	kpp:A79E_0629
ko:K06121	kpp:A79E_0630
ko:K02783	kpp:A79E_4482
ko:K01007	kpp:A79E_2080
ko:K07782	kpp:A79E_1817
ko:K18325	kpp:A79E_4739
ko:K02487	kpp:A79E_4464
ko:K11901	kpp:A79E_2863
ko:K04750	kpp:A79E_4688
ko:K00101	kpp:A79E_2098
ko:K00031	kpp:A79E_3046
ko:K02358	kpp:A79E_0386
ko:K13643	kpp:A79E_3081
ko:K13631	kpp:A79E_2254
ko:K00059	kpp:A79E_4026
ko:K03431	kpp:A79E_0524
ko:K03673	kpp:A79E_3182
ko:K07393	kpp:A79E_0587
ko:K03823	kpp:A79E_1533
ko:K02761	kpp:A79E_2407
ko:K07307	kpp:A79E_3312
ko:K11932	kpp:A79E_3452
ko:K02679	kpp:A79E_0875
ko:K02075	kpp:A79E_1740
ko:K03288	kpp:A79E_3533
ko:K07106	kpp:A79E_2685
ko:K01676	kpp:A79E_2688
ko:K06447	kpp:A79E_2743
ko:K01175	kpp:A79E_3529
ko:K18324	kpp:A79E_1297
ko:K18326	kpp:A79E_1578
ko:K00138	kpp:A79E_1108
ko:K03293	kpp:A79E_4892
ko:K02483	kpp:A79E_2429
ko:K19587	kpp:A79E_1152
ko:K00433	kpp:A79E_1656
ko:K04333	kpp:A79E_0735
ko:K11904	kpp:A79E_2832
ko:K18446	kpp:A79E_0662
ko:K16235	kpp:A79E_3976
ko:K11904	kpp:A79E_1968
ko:K00681	kpp:A79E_0306
ko:K00335	kpp:A79E_1428
ko:K19504	kpp:A79E_4343
ko:K18640	kpp:A79E_4682
ko:K18673	kpp:A79E_1276
ko:K18697	kpp:A79E_1217
ko:K18691	kpp:A79E_1219
ko:K18765	kpp:A79E_0453
ko:K18699	kpp:A79E_2629
ko:K11741	kpp:A79E_4644
ko:K18850	kpp:A79E_3094
ko:K18889	kpp:A79E_3872
ko:K21645	kpp:A79E_1953
ko:K18900	kpp:A79E_1157
ko:K18920	kpp:A79E_0194
ko:K18850	kpp:A79E_4413
ko:K20861	kpp:A79E_3364
ko:K20866	kpp:A79E_5008
ko:K20881	kpp:A79E_0343
ko:K20862	kpp:A79E_4876
ko:K18800	kpp:A79E_0765
ko:K18778	kpp:A79E_4194
ko:K18918	kpp:A79E_4554
ko:K18657	kpp:A79E_3266
ko:K07316	kpp:A79E_1793
ko:K18890	kpp:A79E_3871
ko:K18954	kpp:A79E_4332
ko:K09691	kpp:A79E_1614
ko:K11685	kpp:A79E_1099
ko:K03746	kpp:A79E_2035
ko:K03169	kpp:A79E_2979
ko:K05839	kpp:A79E_3839
ko:K03502	kpp:A79E_3004
ko:K03503	kpp:A79E_3005
ko:K05785	kpp:A79E_4852
ko:K04565	kpp:A79E_2263
ko:K07724	kpp:A79E_0514
ko:K08722	kpp:A79E_1420
ko:K01856	kpp:A79E_2370
ko:K03674	kpp:A79E_3359
ko:K03196	kpp:A79E_1686
ko:K03204	kpp:A79E_1689
ko:K03203	kpp:A79E_1690
ko:K03201	kpp:A79E_1692
ko:K03194	kpp:A79E_1696
ko:K03646	kpp:A79E_3491
ko:K07796	kpp:A79E_4417
ko:K07810	kpp:A79E_4418
ko:K03746	kpp:A79E_1780
ko:K10748	kpp:A79E_2719
ko:K03169	kpp:A79E_4459
ko:K07724	kpp:A79E_4481
ko:K07497	kpp:A79E_4442
ko:K01699	kpp:A79E_0904
ko:K07497	kpp:A79E_4016
ko:K07497	kpp:A79E_2827
ko:K07497	kpp:A79E_1660
ko:K03761	kpp:A79E_1192
ko:K03976	kpp:A79E_3818
ko:K19055	kpp:A79E_3010
ko:K06884	kpp:A79E_3040
ko:K03526	kpp:A79E_1256
ko:K07497	kpp:A79E_1661
ko:K18979	kpp:A79E_4628
ko:K18991	kpp:A79E_0078
ko:K18988	kpp:A79E_3968
ko:K18997	kpp:A79E_4680
ko:K19048	kpp:A79E_1044
ko:K19000	kpp:A79E_4088
ko:K02777	kpp:A79E_1336
ko:K19221	kpp:A79E_2917
ko:K19222	kpp:A79E_2083
ko:K19165	kpp:A79E_0298
ko:K19226	kpp:A79E_2888
ko:K19236	kpp:A79E_3119
ko:K19125	kpp:A79E_2165
ko:K16291	kpp:A79E_1770
ko:K22444	kpp:A79E_3222
ko:K01710	kpp:A79E_4900
ko:K19238	kpp:A79E_1761
ko:K19148	kpp:A79E_0031
ko:K19229	kpp:A79E_2891
ko:K19124	kpp:A79E_2164
ko:K00336	kpp:A79E_1429
ko:K19046	kpp:A79E_2162
ko:K19228	kpp:A79E_2890
ko:K19126	kpp:A79E_2163
ko:K19234	kpp:A79E_2108
ko:K12979	kpp:A79E_1101
ko:K19235	kpp:A79E_3391
ko:K19168	kpp:A79E_0781
ko:K19270	kpp:A79E_1418
ko:K19265	kpp:A79E_1360
ko:K00020	kpp:A79E_2535
ko:K01992	kpp:A79E_0129
ko:K01992	kpp:A79E_3421
ko:K01992	kpp:A79E_3422
ko:K01992	kpp:A79E_4405
ko:K01066	kpp:A79E_5004
ko:K03722	kpp:A79E_1908
ko:K19416	kpp:A79E_3241
ko:K03722	kpp:A79E_3411
ko:K19335	kpp:A79E_2815
ko:K07497	kpp:A79E_0215
ko:K07497	kpp:A79E_2187
ko:K07497	kpp:A79E_2188
ko:K07497	kpp:A79E_3979
ko:K07497	kpp:A79E_4015
ko:K07497	kpp:A79E_4131
ko:K07497	kpp:A79E_0716
ko:K07497	kpp:A79E_4441
ko:K07497	kpp:A79E_2828
ko:K07497	kpp:A79E_2829
ko:K07497	kpp:A79E_3665
ko:K19267	kpp:A79E_4590
ko:K19337	kpp:A79E_1864
ko:K19338	kpp:A79E_1768
ko:K19304	kpp:A79E_1861
ko:K19505	kpp:A79E_4348
ko:K19334	kpp:A79E_4539
ko:K19302	kpp:A79E_3366
ko:K19270	kpp:A79E_2945
ko:K19336	kpp:A79E_2816
ko:K19333	kpp:A79E_1890
ko:K01785	kpp:A79E_1231
ko:K19303	kpp:A79E_2255
ko:K19510	kpp:A79E_4342
ko:K19577	kpp:A79E_2252
ko:K19507	kpp:A79E_4346
ko:K19509	kpp:A79E_3697
ko:K06884	kpp:A79E_3202
ko:K06884	kpp:A79E_2390
ko:K19611	kpp:A79E_3638
ko:K11209	kpp:A79E_1410
ko:K19506	kpp:A79E_4347
ko:K19508	kpp:A79E_4345
ko:K19509	kpp:A79E_4344
ko:K19585	kpp:A79E_1153
ko:K16238	kpp:A79E_3978
ko:K19697	kpp:A79E_0888
ko:K07315	kpp:A79E_2847
ko:K19688	kpp:A79E_3372
ko:K19776	kpp:A79E_0008
ko:K19775	kpp:A79E_0595
ko:K19778	kpp:A79E_0634
ko:K19778	kpp:A79E_0639
ko:K19784	kpp:A79E_5070
ko:K00799	kpp:A79E_3370
ko:K00799	kpp:A79E_4029
ko:K06131	kpp:A79E_3425
ko:K00799	kpp:A79E_1411
ko:K15777	kpp:A79E_0670
ko:K07147	kpp:A79E_0451
ko:K02444	kpp:A79E_2793
ko:K19802	kpp:A79E_2870
ko:K19803	kpp:A79E_1496
ko:K19804	kpp:A79E_2904
ko:K21613	kpp:A79E_2348
ko:K15540	kpp:A79E_3766
ko:K19810	kpp:A79E_4648
ko:K21636	kpp:A79E_4551
ko:K21405	kpp:A79E_1106
ko:K20034	kpp:A79E_3102
ko:K00040	kpp:A79E_1498
ko:K21265	kpp:A79E_4395
ko:K07686	kpp:A79E_0035
ko:K03292	kpp:A79E_0698
ko:K22443	kpp:A79E_3220
ko:K01612	kpp:A79E_1001
ko:K20542	kpp:A79E_0234
ko:K20542	kpp:A79E_0227
ko:K20543	kpp:A79E_0225
ko:K20543	kpp:A79E_0235
ko:K03200	kpp:A79E_1693
ko:K03197	kpp:A79E_1695
ko:K19591	kpp:A79E_3815
ko:K20541	kpp:A79E_0233
ko:K21759	kpp:A79E_1002
ko:K20541	kpp:A79E_0224
ko:K22602	kpp:A79E_2466
ko:K22132	kpp:A79E_0931
ko:K22003	kpp:A79E_1958
ko:K03199	kpp:A79E_1694
ko:K03195	kpp:A79E_1688
ko:K02790	kpp:A79E_2725
ko:K02791	kpp:A79E_2725
ko:K18301	kpp:A79E_2099
ko:K02438	kpp:A79E_0317
ko:K11529	kpp:A79E_2928
ko:K01200	kpp:A79E_4133
ko:K21029	kpp:A79E_3381
ko:K21085	kpp:A79E_1807
ko:K21088	kpp:A79E_2443
ko:K21021	kpp:A79E_1176
ko:K21086	kpp:A79E_0831
ko:K02495	kpp:A79E_5014
ko:K08968	kpp:A79E_1885
ko:K13075	kpp:A79E_2497
ko:K21028	kpp:A79E_2973
ko:K00525	kpp:A79E_1461
ko:K13609	kpp:A79E_4358
ko:K21090	kpp:A79E_1902
ko:K00525	kpp:A79E_1091
ko:K02335	kpp:A79E_5017
ko:K03676	kpp:A79E_0161
ko:K06191	kpp:A79E_1093
ko:K14623	kpp:A79E_0017
ko:K06197	kpp:A79E_2006
ko:K00857	kpp:A79E_2037
ko:K07336	kpp:A79E_2937
ko:K06866	kpp:A79E_1200
ko:K02314	kpp:A79E_4751
ko:K06223	kpp:A79E_0353
ko:K10906	kpp:A79E_3082
ko:K03546	kpp:A79E_3947
ko:K06217	kpp:A79E_3183
ko:K02316	kpp:A79E_0645
ko:K00287	kpp:A79E_4256
ko:K02315	kpp:A79E_4338
ko:K00560	kpp:A79E_0874
ko:K00558	kpp:A79E_1803
ko:K06217	kpp:A79E_3553
ko:K00558	kpp:A79E_4451
ko:K07313	kpp:A79E_1879
ko:K04068	kpp:A79E_4552
ko:K03292	kpp:A79E_4184
ko:K00526	kpp:A79E_1090
ko:K20938	kpp:A79E_0950
ko:K07497	kpp:A79E_1659
ko:K00863	kpp:A79E_0619
ko:K05934	kpp:A79E_0918
ko:K14333	kpp:A79E_4910
ko:K03651	kpp:A79E_4516
ko:K21416	kpp:A79E_4018
ko:K21417	kpp:A79E_4019
ko:K21470	kpp:A79E_3285
ko:K01451	kpp:A79E_3728
ko:K01420	kpp:A79E_2704
ko:K01451	kpp:A79E_2884
ko:K21698	kpp:A79E_0461
ko:K21695	kpp:A79E_0462
ko:K00875	kpp:A79E_1560
ko:K21948	kpp:A79E_2632
ko:K21963	kpp:A79E_4000
ko:K21965	kpp:A79E_3998
ko:K21974	kpp:A79E_3462
ko:K21966	kpp:A79E_3997
ko:K21968	kpp:A79E_3995
ko:K21976	kpp:A79E_3464
ko:K21990	kpp:A79E_1373
ko:K21973	kpp:A79E_2638
ko:K22041	kpp:A79E_3121
ko:K22015	kpp:A79E_4706
ko:K22015	kpp:A79E_2153
ko:K22024	kpp:A79E_2598
ko:K22044	kpp:A79E_3404
ko:K22051	kpp:A79E_4636
ko:K21964	kpp:A79E_3999
ko:K21967	kpp:A79E_3996
ko:K21972	kpp:A79E_3460
ko:K21973	kpp:A79E_3461
ko:K21975	kpp:A79E_3463
ko:K08319	kpp:A79E_2631
ko:K15576	kpp:A79E_2013
ko:K22131	kpp:A79E_2634
ko:K05275	kpp:A79E_0834
ko:K01816	kpp:A79E_1149
ko:K01816	kpp:A79E_3800
ko:K14274	kpp:A79E_1180
ko:K22024	kpp:A79E_3109
ko:K22129	kpp:A79E_3108
ko:K13874	kpp:A79E_2531
ko:K03595	kpp:A79E_1211
ko:K22130	kpp:A79E_2633
ko:K22129	kpp:A79E_2599
ko:K22105	kpp:A79E_4936
ko:K22110	kpp:A79E_0839
ko:K08994	kpp:A79E_2404
ko:K03077	kpp:A79E_4241
ko:K15634	kpp:A79E_4298
ko:K02257	kpp:A79E_3895
ko:K22293	kpp:A79E_2647
ko:K13566	kpp:A79E_4056
ko:K11206	kpp:A79E_3581
ko:K00424	kpp:A79E_3496
ko:K22489	kpp:A79E_0999
ko:K22601	kpp:A79E_2464
