ko:K19272	kpg:KPNIH32_28420
ko:K00074	kpg:KPNIH32_12190
ko:K02614	kpg:KPNIH32_12195
ko:K01912	kpg:KPNIH32_12205
ko:K02616	kpg:KPNIH32_12210
ko:K02617	kpg:KPNIH32_12215
ko:K01118	kpg:KPNIH32_12225
ko:K03578	kpg:KPNIH32_12230
ko:K06075	kpg:KPNIH32_12255
ko:K00261	kpg:KPNIH32_12270
ko:K00840	kpg:KPNIH32_12280
ko:K00673	kpg:KPNIH32_12285
ko:K06447	kpg:KPNIH32_12290
ko:K01484	kpg:KPNIH32_12295
ko:K05526	kpg:KPNIH32_12300
ko:K07248	kpg:KPNIH32_12325
ko:K00134	kpg:KPNIH32_12330
ko:K11892	kpg:KPNIH32_16525
ko:K11893	kpg:KPNIH32_16530
ko:K09912	kpg:KPNIH32_16550
ko:K06177	kpg:KPNIH32_16555
ko:K03288	kpg:KPNIH32_16575
ko:K01610	kpg:KPNIH32_16590
ko:K01996	kpg:KPNIH32_16600
ko:K01995	kpg:KPNIH32_16605
ko:K01998	kpg:KPNIH32_16610
ko:K01997	kpg:KPNIH32_16615
ko:K01999	kpg:KPNIH32_16620
ko:K00656	kpg:KPNIH32_16630
ko:K00932	kpg:KPNIH32_16635
ko:K03838	kpg:KPNIH32_16640
ko:K01754	kpg:KPNIH32_16645
ko:K07592	kpg:KPNIH32_16650
ko:K07395	kpg:KPNIH32_16675
ko:K00998	kpg:KPNIH32_20715
ko:K05811	kpg:KPNIH32_20720
ko:K03695	kpg:KPNIH32_20755
ko:K05810	kpg:KPNIH32_20760
ko:K06180	kpg:KPNIH32_20765
ko:K05807	kpg:KPNIH32_20770
ko:K05809	kpg:KPNIH32_20775
ko:K14170	kpg:KPNIH32_20780
ko:K14187	kpg:KPNIH32_20790
ko:K01626	kpg:KPNIH32_20795
ko:K02884	kpg:KPNIH32_20830
ko:K00554	kpg:KPNIH32_20835
ko:K02860	kpg:KPNIH32_20840
ko:K02959	kpg:KPNIH32_20845
ko:K03106	kpg:KPNIH32_20850
ko:K03687	kpg:KPNIH32_20865
ko:K00858	kpg:KPNIH32_20870
ko:K03631	kpg:KPNIH32_20875
ko:K06186	kpg:KPNIH32_20885
ko:K09801	kpg:KPNIH32_20890
ko:K03664	kpg:KPNIH32_20900
ko:K17247	kpg:KPNIH32_25025
ko:K03786	kpg:KPNIH32_25030
ko:K02160	kpg:KPNIH32_25035
ko:K01961	kpg:KPNIH32_25040
ko:K14392	kpg:KPNIH32_25050
ko:K02687	kpg:KPNIH32_25055
ko:K05540	kpg:KPNIH32_25060
ko:K03557	kpg:KPNIH32_25065
ko:K18140	kpg:KPNIH32_25180
ko:K18141	kpg:KPNIH32_25185
ko:K18142	kpg:KPNIH32_25190
ko:K00014	kpg:KPNIH32_25235
ko:K07566	kpg:KPNIH32_25240
ko:K07479	kpg:KPNIH32_25245
ko:K03747	kpg:KPNIH32_25250
ko:K04096	kpg:KPNIH32_25255
ko:K01462	kpg:KPNIH32_25260
ko:K00604	kpg:KPNIH32_25265
ko:K03500	kpg:KPNIH32_25270
ko:K03499	kpg:KPNIH32_25275
ko:K03282	kpg:KPNIH32_25280
ko:K02879	kpg:KPNIH32_25295
ko:K03088	kpg:KPNIH32_29335
ko:K01999	kpg:KPNIH32_29350
ko:K02034	kpg:KPNIH32_29360
ko:K02033	kpg:KPNIH32_29365
ko:K02035	kpg:KPNIH32_29370
ko:K02031	kpg:KPNIH32_29380
ko:K02032	kpg:KPNIH32_29380
ko:K01661	kpg:KPNIH32_19155
ko:K08680	kpg:KPNIH32_19160
ko:K02551	kpg:KPNIH32_19165
ko:K02552	kpg:KPNIH32_19170
ko:K02348	kpg:KPNIH32_19175
ko:K00784	kpg:KPNIH32_19180
ko:K00343	kpg:KPNIH32_19185
ko:K00342	kpg:KPNIH32_19190
ko:K00341	kpg:KPNIH32_19195
ko:K00340	kpg:KPNIH32_19200
ko:K00339	kpg:KPNIH32_19205
ko:K00338	kpg:KPNIH32_19210
ko:K00337	kpg:KPNIH32_19215
ko:K00334	kpg:KPNIH32_19230
ko:K13378	kpg:KPNIH32_19235
ko:K00331	kpg:KPNIH32_19240
ko:K00330	kpg:KPNIH32_19245
ko:K14260	kpg:KPNIH32_19260
ko:K09161	kpg:KPNIH32_19280
ko:K09899	kpg:KPNIH32_19285
ko:K00925	kpg:KPNIH32_19290
ko:K13788	kpg:KPNIH32_19295
ko:K07095	kpg:KPNIH32_19305
ko:K07589	kpg:KPNIH32_19320
ko:K07071	kpg:KPNIH32_19325
ko:K10017	kpg:KPNIH32_19340
ko:K10015	kpg:KPNIH32_19345
ko:K10016	kpg:KPNIH32_19350
ko:K10014	kpg:KPNIH32_19355
ko:K10013	kpg:KPNIH32_19360
ko:K03704	kpg:KPNIH32_23430
ko:K12055	kpg:KPNIH32_23675
ko:K07807	kpg:KPNIH32_27855
ko:K03970	kpg:KPNIH32_11345
ko:K03971	kpg:KPNIH32_11355
ko:K06918	kpg:KPNIH32_11360
ko:K08990	kpg:KPNIH32_11365
ko:K13636	kpg:KPNIH32_11370
ko:K01222	kpg:KPNIH32_11375
ko:K03721	kpg:KPNIH32_11380
ko:K07120	kpg:KPNIH32_11385
ko:K11065	kpg:KPNIH32_11390
ko:K14054	kpg:KPNIH32_11400
ko:K15580	kpg:KPNIH32_11410
ko:K06889	kpg:KPNIH32_11430
ko:K04757	kpg:KPNIH32_11450
ko:K06885	kpg:KPNIH32_11465
ko:K05520	kpg:KPNIH32_11470
ko:K02014	kpg:KPNIH32_15615
ko:K02049	kpg:KPNIH32_15620
ko:K02050	kpg:KPNIH32_15625
ko:K02051	kpg:KPNIH32_15630
ko:K15553	kpg:KPNIH32_15635
ko:K04091	kpg:KPNIH32_15645
ko:K05810	kpg:KPNIH32_15665
ko:K05819	kpg:KPNIH32_15670
ko:K01666	kpg:KPNIH32_15675
ko:K04073	kpg:KPNIH32_15680
ko:K02554	kpg:KPNIH32_15685
ko:K05713	kpg:KPNIH32_15695
ko:K05712	kpg:KPNIH32_15700
ko:K05818	kpg:KPNIH32_15705
ko:K02016	kpg:KPNIH32_15710
ko:K02015	kpg:KPNIH32_15715
ko:K02013	kpg:KPNIH32_15720
ko:K02020	kpg:KPNIH32_15725
ko:K00014	kpg:KPNIH32_15730
ko:K08194	kpg:KPNIH32_15735
ko:K00457	kpg:KPNIH32_15740
ko:K00873	kpg:KPNIH32_15765
ko:K06078	kpg:KPNIH32_15770
ko:K02426	kpg:KPNIH32_15780
ko:K11717	kpg:KPNIH32_15785
ko:K09015	kpg:KPNIH32_15790
ko:K09013	kpg:KPNIH32_15795
ko:K09014	kpg:KPNIH32_15800
ko:K05997	kpg:KPNIH32_15805
ko:K00101	kpg:KPNIH32_15830
ko:K02016	kpg:KPNIH32_15860
ko:K02015	kpg:KPNIH32_15865
ko:K02013	kpg:KPNIH32_15870
ko:K12945	kpg:KPNIH32_19900
ko:K18324	kpg:KPNIH32_19910
ko:K01439	kpg:KPNIH32_19920
ko:K06999	kpg:KPNIH32_19930
ko:K06957	kpg:KPNIH32_19935
ko:K07054	kpg:KPNIH32_19940
ko:K01923	kpg:KPNIH32_19945
ko:K07287	kpg:KPNIH32_19950
ko:K01714	kpg:KPNIH32_19955
ko:K03567	kpg:KPNIH32_19960
ko:K03564	kpg:KPNIH32_19965
ko:K03548	kpg:KPNIH32_19970
ko:K00537	kpg:KPNIH32_19985
ko:K10763	kpg:KPNIH32_19995
ko:K02824	kpg:KPNIH32_20000
ko:K00761	kpg:KPNIH32_20005
ko:K01223	kpg:KPNIH32_20010
ko:K18673	kpg:KPNIH32_20015
ko:K01933	kpg:KPNIH32_20020
ko:K11175	kpg:KPNIH32_20025
ko:K00937	kpg:KPNIH32_20030
ko:K01524	kpg:KPNIH32_20035
ko:K06871	kpg:KPNIH32_20060
ko:K10556	kpg:KPNIH32_24220
ko:K10558	kpg:KPNIH32_24225
ko:K11531	kpg:KPNIH32_24230
ko:K11216	kpg:KPNIH32_24235
ko:K00219	kpg:KPNIH32_24240
ko:K11391	kpg:KPNIH32_24245
ko:K07043	kpg:KPNIH32_24260
ko:K07862	kpg:KPNIH32_24275
ko:K01685	kpg:KPNIH32_24285
ko:K01812	kpg:KPNIH32_24290
ko:K08191	kpg:KPNIH32_24295
ko:K15977	kpg:KPNIH32_24335
ko:K07393	kpg:KPNIH32_24340
ko:K06911	kpg:KPNIH32_24385
ko:K00865	kpg:KPNIH32_24410
ko:K01630	kpg:KPNIH32_24420
ko:K12299	kpg:KPNIH32_24425
ko:K01708	kpg:KPNIH32_24435
ko:K08302	kpg:KPNIH32_24455
ko:K16370	kpg:KPNIH32_24460
ko:K02769	kpg:KPNIH32_24465
ko:K02770	kpg:KPNIH32_24465
ko:K11189	kpg:KPNIH32_24470
ko:K16371	kpg:KPNIH32_24475
ko:K02773	kpg:KPNIH32_24480
ko:K02774	kpg:KPNIH32_24485
ko:K02775	kpg:KPNIH32_24490
ko:K03799	kpg:KPNIH32_28530
ko:K01551	kpg:KPNIH32_28605
ko:K03893	kpg:KPNIH32_28610
ko:K00537	kpg:KPNIH32_28615
ko:K03823	kpg:KPNIH32_28620
ko:K03088	kpg:KPNIH32_28635
ko:K03823	kpg:KPNIH32_28650
ko:K07644	kpg:KPNIH32_28685
ko:K07665	kpg:KPNIH32_28690
ko:K07245	kpg:KPNIH32_28695
ko:K07156	kpg:KPNIH32_28700
ko:K07233	kpg:KPNIH32_28705
ko:K17686	kpg:KPNIH32_28730
ko:K07787	kpg:KPNIH32_28740
ko:K07798	kpg:KPNIH32_28745
ko:K07665	kpg:KPNIH32_28760
ko:K07644	kpg:KPNIH32_28765
ko:K03527	kpg:KPNIH32_03935
ko:K12700	kpg:KPNIH32_03940
ko:K07702	kpg:KPNIH32_03960
ko:K07700	kpg:KPNIH32_03965
ko:K01572	kpg:KPNIH32_03970
ko:K01571	kpg:KPNIH32_03975
ko:K01573	kpg:KPNIH32_03980
ko:K01910	kpg:KPNIH32_03990
ko:K01646	kpg:KPNIH32_03995
ko:K01644	kpg:KPNIH32_04000
ko:K01643	kpg:KPNIH32_04005
ko:K05966	kpg:KPNIH32_04010
ko:K00215	kpg:KPNIH32_04015
ko:K01956	kpg:KPNIH32_04030
ko:K01955	kpg:KPNIH32_04035
ko:K11746	kpg:KPNIH32_04045
ko:K01525	kpg:KPNIH32_04060
ko:K06195	kpg:KPNIH32_04065
ko:K02528	kpg:KPNIH32_04070
ko:K00097	kpg:KPNIH32_04075
ko:K03771	kpg:KPNIH32_04080
ko:K04744	kpg:KPNIH32_04085
ko:K05801	kpg:KPNIH32_04090
ko:K07702	kpg:KPNIH32_04095
ko:K07700	kpg:KPNIH32_04100
ko:K05964	kpg:KPNIH32_04115
ko:K06177	kpg:KPNIH32_04120
ko:K03580	kpg:KPNIH32_04125
ko:K02336	kpg:KPNIH32_04130
ko:K01804	kpg:KPNIH32_04140
ko:K00853	kpg:KPNIH32_04145
ko:K02099	kpg:KPNIH32_04155
ko:K02062	kpg:KPNIH32_04165
ko:K02063	kpg:KPNIH32_04170
ko:K02064	kpg:KPNIH32_04175
ko:K11925	kpg:KPNIH32_04180
ko:K03291	kpg:KPNIH32_04195
ko:K03517	kpg:KPNIH32_08295
ko:K03811	kpg:KPNIH32_08300
ko:K16264	kpg:KPNIH32_08305
ko:K01626	kpg:KPNIH32_08315
ko:K01834	kpg:KPNIH32_08320
ko:K01785	kpg:KPNIH32_08325
ko:K00849	kpg:KPNIH32_08330
ko:K00965	kpg:KPNIH32_08335
ko:K01784	kpg:KPNIH32_08340
ko:K05776	kpg:KPNIH32_08350
ko:K02019	kpg:KPNIH32_08355
ko:K02020	kpg:KPNIH32_08365
ko:K02018	kpg:KPNIH32_08370
ko:K02017	kpg:KPNIH32_08375
ko:K07404	kpg:KPNIH32_08385
ko:K01051	kpg:KPNIH32_08445
ko:K01468	kpg:KPNIH32_08450
ko:K01479	kpg:KPNIH32_08455
ko:K05836	kpg:KPNIH32_08460
ko:K01712	kpg:KPNIH32_08465
ko:K01745	kpg:KPNIH32_08470
ko:K16234	kpg:KPNIH32_08475
ko:K06910	kpg:KPNIH32_08480
ko:K00833	kpg:KPNIH32_08485
ko:K01012	kpg:KPNIH32_08490
ko:K00652	kpg:KPNIH32_08495
ko:K02169	kpg:KPNIH32_08500
ko:K01935	kpg:KPNIH32_08505
ko:K13928	kpg:KPNIH32_12615
ko:K13935	kpg:KPNIH32_12620
ko:K13934	kpg:KPNIH32_12625
ko:K13936	kpg:KPNIH32_12630
ko:K13933	kpg:KPNIH32_12635
ko:K13932	kpg:KPNIH32_12640
ko:K13931	kpg:KPNIH32_12645
ko:K13930	kpg:KPNIH32_12650
ko:K13929	kpg:KPNIH32_12655
ko:K11744	kpg:KPNIH32_12660
ko:K11743	kpg:KPNIH32_12665
ko:K11742	kpg:KPNIH32_12670
ko:K04775	kpg:KPNIH32_12680
ko:K01299	kpg:KPNIH32_12700
ko:K08224	kpg:KPNIH32_12705
ko:K15545	kpg:KPNIH32_12715
ko:K01935	kpg:KPNIH32_12720
ko:K03281	kpg:KPNIH32_12725
ko:K07312	kpg:KPNIH32_12735
ko:K07307	kpg:KPNIH32_12740
ko:K07309	kpg:KPNIH32_12745
ko:K00657	kpg:KPNIH32_12770
ko:K09771	kpg:KPNIH32_12780
ko:K00040	kpg:KPNIH32_12790
ko:K11932	kpg:KPNIH32_12795
ko:K16066	kpg:KPNIH32_12805
ko:K01284	kpg:KPNIH32_12810
ko:K04080	kpg:KPNIH32_12855
ko:K11392	kpg:KPNIH32_16960
ko:K09824	kpg:KPNIH32_16980
ko:K07245	kpg:KPNIH32_16995
ko:K07156	kpg:KPNIH32_17000
ko:K10857	kpg:KPNIH32_17010
ko:K01354	kpg:KPNIH32_17015
ko:K09918	kpg:KPNIH32_17025
ko:K08289	kpg:KPNIH32_17030
ko:K01625	kpg:KPNIH32_17035
ko:K01690	kpg:KPNIH32_17040
ko:K00036	kpg:KPNIH32_17045
ko:K00873	kpg:KPNIH32_17060
ko:K02560	kpg:KPNIH32_17065
ko:K09815	kpg:KPNIH32_17075
ko:K09817	kpg:KPNIH32_17080
ko:K09816	kpg:KPNIH32_17085
ko:K03551	kpg:KPNIH32_17090
ko:K03550	kpg:KPNIH32_17095
ko:K01159	kpg:KPNIH32_17100
ko:K08310	kpg:KPNIH32_17110
ko:K01876	kpg:KPNIH32_17115
ko:K07136	kpg:KPNIH32_17130
ko:K15256	kpg:KPNIH32_17135
ko:K15257	kpg:KPNIH32_17140
ko:K06201	kpg:KPNIH32_17145
ko:K09907	kpg:KPNIH32_17150
ko:K01887	kpg:KPNIH32_17155
ko:K15532	kpg:KPNIH32_17160
ko:K16210	kpg:KPNIH32_17165
ko:K14064	kpg:KPNIH32_17170
ko:K00697	kpg:KPNIH32_17175
ko:K01087	kpg:KPNIH32_17180
ko:K10538	kpg:KPNIH32_17185
ko:K10539	kpg:KPNIH32_17190
ko:K10537	kpg:KPNIH32_17195
ko:K02255	kpg:KPNIH32_17200
ko:K16210	kpg:KPNIH32_17210
ko:K07345	kpg:KPNIH32_21260
ko:K00138	kpg:KPNIH32_21265
ko:K01118	kpg:KPNIH32_21280
ko:K00375	kpg:KPNIH32_21330
ko:K03647	kpg:KPNIH32_21345
ko:K02000	kpg:KPNIH32_21360
ko:K02001	kpg:KPNIH32_21365
ko:K02002	kpg:KPNIH32_21370
ko:K15974	kpg:KPNIH32_21390
ko:K03543	kpg:KPNIH32_21400
ko:K03446	kpg:KPNIH32_21405
ko:K01649	kpg:KPNIH32_21410
ko:K07173	kpg:KPNIH32_21420
ko:K01919	kpg:KPNIH32_21425
ko:K03563	kpg:KPNIH32_21475
ko:K01872	kpg:KPNIH32_21480
ko:K03565	kpg:KPNIH32_21485
ko:K03743	kpg:KPNIH32_21495
ko:K02077	kpg:KPNIH32_21500
ko:K02075	kpg:KPNIH32_21505
ko:K02074	kpg:KPNIH32_21510
ko:K08305	kpg:KPNIH32_21515
ko:K02783	kpg:KPNIH32_21520
ko:K02782	kpg:KPNIH32_21525
ko:K02783	kpg:KPNIH32_21525
ko:K04095	kpg:KPNIH32_25565
ko:K03767	kpg:KPNIH32_25575
ko:K06141	kpg:KPNIH32_25580
ko:K01485	kpg:KPNIH32_25585
ko:K00362	kpg:KPNIH32_25595
ko:K00363	kpg:KPNIH32_25600
ko:K02302	kpg:KPNIH32_25605
ko:K01867	kpg:KPNIH32_25610
ko:K01091	kpg:KPNIH32_25615
ko:K01783	kpg:KPNIH32_25620
ko:K03112	kpg:KPNIH32_25630
ko:K01735	kpg:KPNIH32_25635
ko:K00891	kpg:KPNIH32_25640
ko:K02507	kpg:KPNIH32_25645
ko:K12291	kpg:KPNIH32_25650
ko:K12290	kpg:KPNIH32_25655
ko:K12289	kpg:KPNIH32_25660
ko:K12288	kpg:KPNIH32_25665
ko:K05366	kpg:KPNIH32_25670
ko:K08312	kpg:KPNIH32_25675
ko:K04762	kpg:KPNIH32_25690
ko:K04083	kpg:KPNIH32_25695
ko:K01610	kpg:KPNIH32_25705
ko:K07638	kpg:KPNIH32_25710
ko:K07659	kpg:KPNIH32_25715
ko:K04760	kpg:KPNIH32_25720
ko:K06959	kpg:KPNIH32_25725
ko:K04758	kpg:KPNIH32_25730
ko:K04759	kpg:KPNIH32_25735
ko:K07490	kpg:KPNIH32_25740
ko:K02170	kpg:KPNIH32_25750
ko:K07400	kpg:KPNIH32_25760
ko:K06155	kpg:KPNIH32_25765
ko:K00705	kpg:KPNIH32_25770
ko:K00688	kpg:KPNIH32_25775
ko:K03556	kpg:KPNIH32_25780
ko:K02444	kpg:KPNIH32_25785
ko:K02441	kpg:KPNIH32_25790
ko:K02439	kpg:KPNIH32_25795
ko:K00111	kpg:KPNIH32_25800
ko:K00688	kpg:KPNIH32_25815
ko:K00703	kpg:KPNIH32_25820
ko:K04564	kpg:KPNIH32_00365
ko:K07640	kpg:KPNIH32_00375
ko:K06006	kpg:KPNIH32_00385
ko:K13283	kpg:KPNIH32_00390
ko:K00850	kpg:KPNIH32_00395
ko:K02553	kpg:KPNIH32_00400
ko:K02548	kpg:KPNIH32_00405
ko:K03667	kpg:KPNIH32_00410
ko:K01419	kpg:KPNIH32_00415
ko:K03591	kpg:KPNIH32_00420
ko:K05499	kpg:KPNIH32_00425
ko:K04066	kpg:KPNIH32_00435
ko:K02909	kpg:KPNIH32_00440
ko:K03764	kpg:KPNIH32_00445
ko:K01739	kpg:KPNIH32_00450
ko:K12525	kpg:KPNIH32_00455
ko:K01607	kpg:KPNIH32_00470
ko:K00297	kpg:KPNIH32_00480
ko:K00005	kpg:KPNIH32_00490
ko:K08314	kpg:KPNIH32_00495
ko:K01595	kpg:KPNIH32_00510
ko:K01438	kpg:KPNIH32_00515
ko:K00145	kpg:KPNIH32_00520
ko:K00930	kpg:KPNIH32_00525
ko:K01755	kpg:KPNIH32_00530
ko:K04761	kpg:KPNIH32_00535
ko:K00322	kpg:KPNIH32_00540
ko:K16092	kpg:KPNIH32_00560
ko:K01776	kpg:KPNIH32_00565
ko:K09897	kpg:KPNIH32_00610
ko:K07391	kpg:KPNIH32_00615
ko:K01652	kpg:KPNIH32_00625
ko:K11258	kpg:KPNIH32_00630
ko:K05365	kpg:KPNIH32_04725
ko:K02014	kpg:KPNIH32_04730
ko:K02013	kpg:KPNIH32_04735
ko:K02016	kpg:KPNIH32_04740
ko:K02015	kpg:KPNIH32_04745
ko:K01845	kpg:KPNIH32_04750
ko:K03281	kpg:KPNIH32_04755
ko:K15724	kpg:KPNIH32_04760
ko:K06858	kpg:KPNIH32_04770
ko:K01243	kpg:KPNIH32_04775
ko:K01129	kpg:KPNIH32_04780
ko:K02647	kpg:KPNIH32_04790
ko:K00674	kpg:KPNIH32_04800
ko:K00990	kpg:KPNIH32_04805
ko:K01265	kpg:KPNIH32_04810
ko:K02967	kpg:KPNIH32_04815
ko:K02357	kpg:KPNIH32_04820
ko:K09903	kpg:KPNIH32_04825
ko:K02838	kpg:KPNIH32_04830
ko:K00099	kpg:KPNIH32_04835
ko:K00806	kpg:KPNIH32_04840
ko:K00981	kpg:KPNIH32_04845
ko:K18918	kpg:KPNIH32_02655
ko:K18768	kpg:KPNIH32_27890
ko:K18890	kpg:KPNIH32_06045
ko:K14237	kpg:KPNIH32_15115
ko:K18954	kpg:KPNIH32_03605
ko:K14230	kpg:KPNIH32_07945
ko:K14230	kpg:KPNIH32_07965
ko:K07480	kpg:KPNIH32_29425
ko:K09691	kpg:KPNIH32_18275
ko:K01977	kpg:KPNIH32_20750
ko:K01977	kpg:KPNIH32_00075
ko:K01977	kpg:KPNIH32_00570
ko:K01977	kpg:KPNIH32_04980
ko:K01977	kpg:KPNIH32_01040
ko:K01977	kpg:KPNIH32_25220
ko:K01977	kpg:KPNIH32_03185
ko:K01977	kpg:KPNIH32_01265
ko:K18698	kpg:KPNIH32_27945
ko:K14224	kpg:KPNIH32_00080
ko:K14224	kpg:KPNIH32_20745
ko:K14224	kpg:KPNIH32_03190
ko:K14224	kpg:KPNIH32_01270
ko:K14234	kpg:KPNIH32_05350
ko:K14223	kpg:KPNIH32_07935
ko:K14223	kpg:KPNIH32_07940
ko:K14223	kpg:KPNIH32_07950
ko:K14223	kpg:KPNIH32_07955
ko:K14233	kpg:KPNIH32_09990
ko:K14233	kpg:KPNIH32_10010
ko:K14222	kpg:KPNIH32_17265
ko:K14233	kpg:KPNIH32_21470
ko:K14225	kpg:KPNIH32_22920
ko:K14228	kpg:KPNIH32_24670
ko:K14226	kpg:KPNIH32_00785
ko:K01978	kpg:KPNIH32_27665
ko:K18916	kpg:KPNIH32_28465
ko:K18974	kpg:KPNIH32_28365
ko:K18146	kpg:KPNIH32_15395
ko:K01699	kpg:KPNIH32_22330
ko:K01185	kpg:KPNIH32_21000
ko:K07483	kpg:KPNIH32_01930
ko:K07483	kpg:KPNIH32_02000
ko:K07483	kpg:KPNIH32_07290
ko:K07483	kpg:KPNIH32_26385
ko:K03496	kpg:KPNIH32_28835
ko:K07484	kpg:KPNIH32_27685
ko:K07484	kpg:KPNIH32_29395
ko:K07484	kpg:KPNIH32_29300
ko:K07497	kpg:KPNIH32_17850
ko:K04028	kpg:KPNIH32_19845
ko:K00632	kpg:KPNIH32_19485
ko:K00336	kpg:KPNIH32_19220
ko:K02485	kpg:KPNIH32_16160
ko:K08348	kpg:KPNIH32_14385
ko:K00335	kpg:KPNIH32_19225
ko:K07483	kpg:KPNIH32_27690
ko:K18824	kpg:KPNIH32_27965
ko:K14233	kpg:KPNIH32_09770
ko:K14232	kpg:KPNIH32_26390
ko:K14236	kpg:KPNIH32_01085
ko:K14236	kpg:KPNIH32_16180
ko:K14236	kpg:KPNIH32_16185
ko:K01185	kpg:KPNIH32_11600
ko:K08970	kpg:KPNIH32_06100
ko:K11745	kpg:KPNIH32_04050
ko:K00344	kpg:KPNIH32_01525
ko:K03976	kpg:KPNIH32_06315
ko:K14219	kpg:KPNIH32_06435
ko:K19055	kpg:KPNIH32_10630
ko:K09472	kpg:KPNIH32_09825
ko:K08970	kpg:KPNIH32_27850
ko:K03668	kpg:KPNIH32_12095
ko:K03973	kpg:KPNIH32_11350
ko:K06884	kpg:KPNIH32_10475
ko:K09017	kpg:KPNIH32_09935
ko:K01185	kpg:KPNIH32_09030
ko:K00130	kpg:KPNIH32_07395
ko:K00146	kpg:KPNIH32_07090
ko:K01271	kpg:KPNIH32_01020
ko:K00632	kpg:KPNIH32_01010
ko:K08172	kpg:KPNIH32_18090
ko:K01582	kpg:KPNIH32_06865
ko:K00557	kpg:KPNIH32_00555
ko:K07481	kpg:KPNIH32_17950
ko:K07481	kpg:KPNIH32_02130
ko:K07481	kpg:KPNIH32_02140
ko:K07481	kpg:KPNIH32_12750
ko:K07481	kpg:KPNIH32_12835
ko:K07481	kpg:KPNIH32_12880
ko:K07481	kpg:KPNIH32_14215
ko:K07481	kpg:KPNIH32_16440
ko:K07481	kpg:KPNIH32_18290
ko:K07481	kpg:KPNIH32_28480
ko:K18975	kpg:KPNIH32_28360
ko:K03526	kpg:KPNIH32_20395
ko:K14742	kpg:KPNIH32_16810
ko:K05839	kpg:KPNIH32_06200
ko:K03503	kpg:KPNIH32_10650
ko:K03502	kpg:KPNIH32_10655
ko:K04565	kpg:KPNIH32_15000
ko:K08722	kpg:KPNIH32_19265
ko:K07724	kpg:KPNIH32_23425
ko:K07724	kpg:KPNIH32_23440
ko:K03497	kpg:KPNIH32_27700
ko:K03502	kpg:KPNIH32_27705
ko:K03503	kpg:KPNIH32_27710
ko:K02345	kpg:KPNIH32_27770
ko:K03497	kpg:KPNIH32_27790
ko:K04343	kpg:KPNIH32_27955
ko:K10673	kpg:KPNIH32_27960
ko:K03169	kpg:KPNIH32_10830
ko:K18320	kpg:KPNIH32_27985
ko:K07480	kpg:KPNIH32_28005
ko:K18320	kpg:KPNIH32_28040
ko:K11685	kpg:KPNIH32_28110
ko:K03169	kpg:KPNIH32_28115
ko:K03205	kpg:KPNIH32_28140
ko:K03196	kpg:KPNIH32_28145
ko:K03204	kpg:KPNIH32_28160
ko:K03201	kpg:KPNIH32_28170
ko:K03194	kpg:KPNIH32_28190
ko:K03503	kpg:KPNIH32_06770
ko:K03496	kpg:KPNIH32_28275
ko:K03503	kpg:KPNIH32_28290
ko:K18320	kpg:KPNIH32_28295
ko:K18828	kpg:KPNIH32_28305
ko:K18829	kpg:KPNIH32_28310
ko:K06979	kpg:KPNIH32_28410
ko:K18320	kpg:KPNIH32_28415
ko:K18320	kpg:KPNIH32_28425
ko:K18320	kpg:KPNIH32_28440
ko:K07480	kpg:KPNIH32_28485
ko:K18320	kpg:KPNIH32_24380
ko:K05839	kpg:KPNIH32_28570
ko:K11811	kpg:KPNIH32_28640
ko:K07810	kpg:KPNIH32_28750
ko:K07796	kpg:KPNIH32_28755
ko:K07480	kpg:KPNIH32_28780
ko:K07724	kpg:KPNIH32_24740
ko:K07480	kpg:KPNIH32_28795
ko:K03497	kpg:KPNIH32_28840
ko:K03502	kpg:KPNIH32_28855
ko:K03503	kpg:KPNIH32_28860
ko:K03497	kpg:KPNIH32_28925
ko:K12068	kpg:KPNIH32_29035
ko:K12067	kpg:KPNIH32_29040
ko:K12066	kpg:KPNIH32_29045
ko:K12065	kpg:KPNIH32_29050
ko:K07810	kpg:KPNIH32_03145
ko:K07796	kpg:KPNIH32_03150
ko:K03746	kpg:KPNIH32_16150
ko:K12062	kpg:KPNIH32_29100
ko:K12061	kpg:KPNIH32_29105
ko:K12060	kpg:KPNIH32_29110
ko:K12059	kpg:KPNIH32_29115
ko:K12058	kpg:KPNIH32_29120
ko:K12057	kpg:KPNIH32_29140
ko:K12072	kpg:KPNIH32_29160
ko:K12056	kpg:KPNIH32_29165
ko:K18320	kpg:KPNIH32_29470
ko:K07483	kpg:KPNIH32_27810
ko:K07483	kpg:KPNIH32_06835
ko:K07483	kpg:KPNIH32_28785
ko:K07483	kpg:KPNIH32_11690
ko:K12064	kpg:KPNIH32_29060
ko:K07483	kpg:KPNIH32_04515
ko:K03646	kpg:KPNIH32_08235
ko:K10748	kpg:KPNIH32_12410
ko:K11685	kpg:KPNIH32_21305
ko:K15773	kpg:KPNIH32_13285
ko:K03194	kpg:KPNIH32_17675
ko:K03201	kpg:KPNIH32_17695
ko:K03203	kpg:KPNIH32_17705
ko:K03204	kpg:KPNIH32_17710
ko:K03196	kpg:KPNIH32_17725
ko:K03674	kpg:KPNIH32_09155
ko:K03646	kpg:KPNIH32_13650
ko:K03746	kpg:KPNIH32_18005
ko:K05785	kpg:KPNIH32_00990
ko:K03496	kpg:KPNIH32_05340
ko:K15269	kpg:KPNIH32_22745
ko:K01856	kpg:KPNIH32_14430
