ko:K16238	kpy:KPNIH31_05620
ko:K14057	kpy:KPNIH31_11760
ko:K07283	kpy:KPNIH31_15320
ko:K16370	kpy:KPNIH31_15325
ko:K03832	kpy:KPNIH31_15340
ko:K09780	kpy:KPNIH31_15345
ko:K06131	kpy:KPNIH31_15370
ko:K09901	kpy:KPNIH31_15375
ko:K10716	kpy:KPNIH31_15380
ko:K10823	kpy:KPNIH31_15385
ko:K15583	kpy:KPNIH31_15390
ko:K15582	kpy:KPNIH31_15395
ko:K15581	kpy:KPNIH31_15400
ko:K15580	kpy:KPNIH31_15405
ko:K04072	kpy:KPNIH31_15425
ko:K00963	kpy:KPNIH31_15445
ko:K07001	kpy:KPNIH31_15455
ko:K09858	kpy:KPNIH31_15460
ko:K01433	kpy:KPNIH31_15465
ko:K03719	kpy:KPNIH31_15480
ko:K00374	kpy:KPNIH31_15490
ko:K00373	kpy:KPNIH31_15495
ko:K00371	kpy:KPNIH31_15500
ko:K00370	kpy:KPNIH31_15505
ko:K02575	kpy:KPNIH31_15515
ko:K07673	kpy:KPNIH31_15520
ko:K07684	kpy:KPNIH31_15525
ko:K00372	kpy:KPNIH31_15535
ko:K00362	kpy:KPNIH31_15540
ko:K15578	kpy:KPNIH31_15545
ko:K15577	kpy:KPNIH31_15550
ko:K02624	kpy:KPNIH31_11770
ko:K01031	kpy:KPNIH31_11775
ko:K01032	kpy:KPNIH31_11780
ko:K01857	kpy:KPNIH31_11790
ko:K01055	kpy:KPNIH31_11795
ko:K01607	kpy:KPNIH31_11800
ko:K01676	kpy:KPNIH31_11810
ko:K11106	kpy:KPNIH31_11815
ko:K00244	kpy:KPNIH31_11825
ko:K03734	kpy:KPNIH31_11830
ko:K07703	kpy:KPNIH31_11835
ko:K07701	kpy:KPNIH31_11840
ko:K07106	kpy:KPNIH31_11850
ko:K00116	kpy:KPNIH31_11855
ko:K13928	kpy:KPNIH31_11865
ko:K13935	kpy:KPNIH31_11870
ko:K13934	kpy:KPNIH31_11875
ko:K13936	kpy:KPNIH31_11880
ko:K13933	kpy:KPNIH31_11885
ko:K13932	kpy:KPNIH31_11890
ko:K13931	kpy:KPNIH31_11895
ko:K13930	kpy:KPNIH31_11900
ko:K13929	kpy:KPNIH31_11905
ko:K11744	kpy:KPNIH31_11910
ko:K11743	kpy:KPNIH31_11915
ko:K11742	kpy:KPNIH31_11920
ko:K04775	kpy:KPNIH31_11930
ko:K01299	kpy:KPNIH31_11950
ko:K08224	kpy:KPNIH31_11955
ko:K15545	kpy:KPNIH31_11965
ko:K01935	kpy:KPNIH31_11970
ko:K03281	kpy:KPNIH31_11975
ko:K07312	kpy:KPNIH31_11985
ko:K07307	kpy:KPNIH31_11990
ko:K00657	kpy:KPNIH31_12010
ko:K09771	kpy:KPNIH31_12020
ko:K00040	kpy:KPNIH31_12030
ko:K11932	kpy:KPNIH31_12035
ko:K16066	kpy:KPNIH31_12045
ko:K01284	kpy:KPNIH31_12050
ko:K04080	kpy:KPNIH31_12095
ko:K03299	kpy:KPNIH31_12125
ko:K02532	kpy:KPNIH31_12170
ko:K01190	kpy:KPNIH31_12175
ko:K13633	kpy:KPNIH31_12200
ko:K00549	kpy:KPNIH31_12210
ko:K11959	kpy:KPNIH31_12215
ko:K11960	kpy:KPNIH31_12220
ko:K11961	kpy:KPNIH31_12225
ko:K11962	kpy:KPNIH31_12230
ko:K11963	kpy:KPNIH31_12235
ko:K13630	kpy:KPNIH31_12255
ko:K13632	kpy:KPNIH31_12260
ko:K03712	kpy:KPNIH31_12265
ko:K05595	kpy:KPNIH31_12275
ko:K08159	kpy:KPNIH31_12280
ko:K00058	kpy:KPNIH31_12295
ko:K01714	kpy:KPNIH31_12300
ko:K00016	kpy:KPNIH31_12325
ko:K03829	kpy:KPNIH31_12330
ko:K08324	kpy:KPNIH31_12340
ko:K01425	kpy:KPNIH31_12345
ko:K00041	kpy:KPNIH31_12365
ko:K01607	kpy:KPNIH31_12390
ko:K00598	kpy:KPNIH31_12395
ko:K00459	kpy:KPNIH31_12425
ko:K02072	kpy:KPNIH31_12430
ko:K02073	kpy:KPNIH31_12440
ko:K16839	kpy:KPNIH31_12490
ko:K16345	kpy:KPNIH31_12495
ko:K16840	kpy:KPNIH31_12500
ko:K07127	kpy:KPNIH31_12505
ko:K07154	kpy:KPNIH31_12515
ko:K01265	kpy:KPNIH31_12550
ko:K07017	kpy:KPNIH31_12570
ko:K01232	kpy:KPNIH31_12600
ko:K02749	kpy:KPNIH31_12605
ko:K02750	kpy:KPNIH31_12605
ko:K03482	kpy:KPNIH31_12610
ko:K07090	kpy:KPNIH31_12615
ko:K00626	kpy:KPNIH31_12655
ko:K00059	kpy:KPNIH31_12660
ko:K01026	kpy:KPNIH31_12665
ko:K01759	kpy:KPNIH31_12675
ko:K02429	kpy:KPNIH31_12680
ko:K17195	kpy:KPNIH31_12690
ko:K02430	kpy:KPNIH31_12695
ko:K01619	kpy:KPNIH31_12700
ko:K03436	kpy:KPNIH31_12710
ko:K06889	kpy:KPNIH31_12725
ko:K00134	kpy:KPNIH31_12740
ko:K02352	kpy:KPNIH31_12765
ko:K08476	kpy:KPNIH31_12790
ko:K08475	kpy:KPNIH31_12795
ko:K08478	kpy:KPNIH31_12800
ko:K11382	kpy:KPNIH31_12805
ko:K02770	kpy:KPNIH31_12820
ko:K02769	kpy:KPNIH31_12825
ko:K02768	kpy:KPNIH31_12830
ko:K17195	kpy:KPNIH31_12835
ko:K03475	kpy:KPNIH31_12840
ko:K02822	kpy:KPNIH31_12845
ko:K02821	kpy:KPNIH31_12850
ko:K11903	kpy:KPNIH31_12880
ko:K08178	kpy:KPNIH31_12910
ko:K02371	kpy:KPNIH31_12935
ko:K02083	kpy:KPNIH31_12940
ko:K02028	kpy:KPNIH31_12950
ko:K02029	kpy:KPNIH31_12955
ko:K02029	kpy:KPNIH31_12960
ko:K02030	kpy:KPNIH31_12965
ko:K00133	kpy:KPNIH31_13000
ko:K03543	kpy:KPNIH31_13015
ko:K09458	kpy:KPNIH31_13025
ko:K09936	kpy:KPNIH31_13030
ko:K01951	kpy:KPNIH31_13055
ko:K07090	kpy:KPNIH31_13085
ko:K16842	kpy:KPNIH31_13090
ko:K16841	kpy:KPNIH31_13095
ko:K03457	kpy:KPNIH31_13105
ko:K01487	kpy:KPNIH31_13110
ko:K02529	kpy:KPNIH31_13120
ko:K03335	kpy:KPNIH31_13125
ko:K03707	kpy:KPNIH31_13145
ko:K15600	kpy:KPNIH31_13150
ko:K15599	kpy:KPNIH31_13155
ko:K15598	kpy:KPNIH31_13160
ko:K00836	kpy:KPNIH31_13165
ko:K13745	kpy:KPNIH31_13170
ko:K01273	kpy:KPNIH31_13200
ko:K06135	kpy:KPNIH31_13205
ko:K06136	kpy:KPNIH31_13210
ko:K06137	kpy:KPNIH31_13215
ko:K06138	kpy:KPNIH31_13220
ko:K06139	kpy:KPNIH31_13225
ko:K01951	kpy:KPNIH31_13235
ko:K05515	kpy:KPNIH31_13240
ko:K09936	kpy:KPNIH31_13245
ko:K09936	kpy:KPNIH31_13250
ko:K03782	kpy:KPNIH31_13260
ko:K06916	kpy:KPNIH31_13265
ko:K07507	kpy:KPNIH31_13270
ko:K08369	kpy:KPNIH31_13275
ko:K02759	kpy:KPNIH31_13280
ko:K04084	kpy:KPNIH31_02060
ko:K03926	kpy:KPNIH31_02065
ko:K07791	kpy:KPNIH31_02070
ko:K01744	kpy:KPNIH31_02075
ko:K07113	kpy:KPNIH31_02085
ko:K16263	kpy:KPNIH31_02090
ko:K04078	kpy:KPNIH31_02100
ko:K04077	kpy:KPNIH31_02105
ko:K13409	kpy:KPNIH31_02120
ko:K13408	kpy:KPNIH31_02125
ko:K07347	kpy:KPNIH31_02140
ko:K02356	kpy:KPNIH31_02170
ko:K16347	kpy:KPNIH31_02175
ko:K16348	kpy:KPNIH31_02180
ko:K03098	kpy:KPNIH31_02190
ko:K00247	kpy:KPNIH31_02195
ko:K00246	kpy:KPNIH31_02200
ko:K00245	kpy:KPNIH31_02205
ko:K00244	kpy:KPNIH31_02210
ko:K04568	kpy:KPNIH31_02215
ko:K01613	kpy:KPNIH31_02230
ko:K05778	kpy:KPNIH31_10410
ko:K05777	kpy:KPNIH31_10415
ko:K01142	kpy:KPNIH31_10435
ko:K00840	kpy:KPNIH31_10440
ko:K00673	kpy:KPNIH31_10445
ko:K06447	kpy:KPNIH31_10450
ko:K01484	kpy:KPNIH31_10455
ko:K05526	kpy:KPNIH31_10460
ko:K05984	kpy:KPNIH31_10475
ko:K01916	kpy:KPNIH31_10480
ko:K04064	kpy:KPNIH31_10485
ko:K02760	kpy:KPNIH31_10490
ko:K02761	kpy:KPNIH31_10500
ko:K02759	kpy:KPNIH31_10505
ko:K03490	kpy:KPNIH31_10510
ko:K01222	kpy:KPNIH31_10515
ko:K03478	kpy:KPNIH31_10520
ko:K03781	kpy:KPNIH31_10525
ko:K15722	kpy:KPNIH31_10530
ko:K06956	kpy:KPNIH31_10535
ko:K07038	kpy:KPNIH31_10540
ko:K00065	kpy:KPNIH31_10545
ko:K10806	kpy:KPNIH31_10560
ko:K06190	kpy:KPNIH31_10570
ko:K06940	kpy:KPNIH31_10580
ko:K07275	kpy:KPNIH31_10585
ko:K16090	kpy:KPNIH31_10595
ko:K01695	kpy:KPNIH31_10620
ko:K01696	kpy:KPNIH31_10625
ko:K13498	kpy:KPNIH31_10630
ko:K13497	kpy:KPNIH31_10635
ko:K01657	kpy:KPNIH31_10640
ko:K07053	kpy:KPNIH31_10645
ko:K03566	kpy:KPNIH31_10660
ko:K06075	kpy:KPNIH31_11500
ko:K00261	kpy:KPNIH31_11515
ko:K00840	kpy:KPNIH31_11525
ko:K00673	kpy:KPNIH31_11530
ko:K06447	kpy:KPNIH31_11535
ko:K01484	kpy:KPNIH31_11540
ko:K05526	kpy:KPNIH31_11545
ko:K07248	kpy:KPNIH31_11570
ko:K00134	kpy:KPNIH31_11575
ko:K07112	kpy:KPNIH31_11595
ko:K08987	kpy:KPNIH31_11600
ko:K16074	kpy:KPNIH31_11615
ko:K14155	kpy:KPNIH31_11620
ko:K16136	kpy:KPNIH31_11630
ko:K01809	kpy:KPNIH31_11640
ko:K01676	kpy:KPNIH31_11645
ko:K01679	kpy:KPNIH31_11650
ko:K07639	kpy:KPNIH31_11660
ko:K07661	kpy:KPNIH31_11670
ko:K13938	kpy:KPNIH31_11680
ko:K03758	kpy:KPNIH31_11685
ko:K00324	kpy:KPNIH31_11710
ko:K00325	kpy:KPNIH31_11715
ko:K14055	kpy:KPNIH31_11725
ko:K00567	kpy:KPNIH31_11735
ko:K12942	kpy:KPNIH31_11745
ko:K12941	kpy:KPNIH31_11750
ko:K12940	kpy:KPNIH31_11755
ko:K02030	kpy:KPNIH31_13310
ko:K04063	kpy:KPNIH31_13320
ko:K05343	kpy:KPNIH31_13350
ko:K02972	kpy:KPNIH31_13395
ko:K00027	kpy:KPNIH31_13405
ko:K01507	kpy:KPNIH31_13430
ko:K13953	kpy:KPNIH31_13440
ko:K02035	kpy:KPNIH31_13445
ko:K02033	kpy:KPNIH31_13450
ko:K02034	kpy:KPNIH31_13455
ko:K02031	kpy:KPNIH31_13460
ko:K02032	kpy:KPNIH31_13460
ko:K08350	kpy:KPNIH31_13495
ko:K08349	kpy:KPNIH31_13500
ko:K05783	kpy:KPNIH31_13520
ko:K05784	kpy:KPNIH31_13525
ko:K05550	kpy:KPNIH31_13530
ko:K05549	kpy:KPNIH31_13535
ko:K03381	kpy:KPNIH31_13540
ko:K03464	kpy:KPNIH31_13545
ko:K02624	kpy:KPNIH31_13555
ko:K08167	kpy:KPNIH31_13560
ko:K02575	kpy:KPNIH31_13570
ko:K00370	kpy:KPNIH31_13575
ko:K00371	kpy:KPNIH31_13580
ko:K00373	kpy:KPNIH31_13585
ko:K00374	kpy:KPNIH31_13590
ko:K00675	kpy:KPNIH31_13595
ko:K02011	kpy:KPNIH31_13600
ko:K02012	kpy:KPNIH31_13605
ko:K02010	kpy:KPNIH31_13610
ko:K02855	kpy:KPNIH31_13620
ko:K16077	kpy:KPNIH31_13635
ko:K07726	kpy:KPNIH31_13645
ko:K01821	kpy:KPNIH31_13650
ko:K11208	kpy:KPNIH31_13655
ko:K02030	kpy:KPNIH31_13660
ko:K02028	kpy:KPNIH31_13665
ko:K06949	kpy:KPNIH31_02235
ko:K13288	kpy:KPNIH31_02240
ko:K09996	kpy:KPNIH31_02245
ko:K17758	kpy:KPNIH31_02275
ko:K17759	kpy:KPNIH31_02275
ko:K06925	kpy:KPNIH31_02280
ko:K01448	kpy:KPNIH31_02285
ko:K03572	kpy:KPNIH31_02290
ko:K00791	kpy:KPNIH31_02295
ko:K03666	kpy:KPNIH31_02300
ko:K03665	kpy:KPNIH31_02305
ko:K11735	kpy:KPNIH31_02875
ko:K15735	kpy:KPNIH31_02880
ko:K11926	kpy:KPNIH31_02885
ko:K11750	kpy:KPNIH31_02890
ko:K00769	kpy:KPNIH31_02895
ko:K01270	kpy:KPNIH31_02900
ko:K03830	kpy:KPNIH31_02905
ko:K02346	kpy:KPNIH31_02910
ko:K05952	kpy:KPNIH31_02920
ko:K00351	kpy:KPNIH31_02925
ko:K00350	kpy:KPNIH31_02930
ko:K00349	kpy:KPNIH31_02935
ko:K00348	kpy:KPNIH31_02940
ko:K00347	kpy:KPNIH31_02945
ko:K00346	kpy:KPNIH31_02950
ko:K03271	kpy:KPNIH31_02970
ko:K06445	kpy:KPNIH31_02975
ko:K11249	kpy:KPNIH31_02985
ko:K02342	kpy:KPNIH31_03000
ko:K03469	kpy:KPNIH31_03005
ko:K01069	kpy:KPNIH31_03015
ko:K08307	kpy:KPNIH31_03020
ko:K06222	kpy:KPNIH31_03045
ko:K03273	kpy:KPNIH31_03080
ko:K02071	kpy:KPNIH31_03085
ko:K02072	kpy:KPNIH31_03090
ko:K02073	kpy:KPNIH31_03095
ko:K06080	kpy:KPNIH31_03100
ko:K01881	kpy:KPNIH31_03110
ko:K06079	kpy:KPNIH31_03120
ko:K15034	kpy:KPNIH31_03125
ko:K18778	kpy:KPNIH31_03665
ko:K09862	kpy:KPNIH31_03670
ko:K03574	kpy:KPNIH31_03675
ko:K03070	kpy:KPNIH31_03680
ko:K13301	kpy:KPNIH31_03685
ko:K02535	kpy:KPNIH31_03690
ko:K03531	kpy:KPNIH31_03695
ko:K03590	kpy:KPNIH31_03700
ko:K03589	kpy:KPNIH31_03705
ko:K01921	kpy:KPNIH31_03710
ko:K01924	kpy:KPNIH31_03715
ko:K02563	kpy:KPNIH31_03720
ko:K03588	kpy:KPNIH31_03725
ko:K01925	kpy:KPNIH31_03730
ko:K01000	kpy:KPNIH31_03735
ko:K01929	kpy:KPNIH31_03740
ko:K01928	kpy:KPNIH31_03745
ko:K03587	kpy:KPNIH31_03750
ko:K03586	kpy:KPNIH31_03755
ko:K03438	kpy:KPNIH31_03760
ko:K03925	kpy:KPNIH31_03765
ko:K03435	kpy:KPNIH31_03770
ko:K01653	kpy:KPNIH31_03775
ko:K01652	kpy:KPNIH31_03780
ko:K05798	kpy:KPNIH31_03785
ko:K01649	kpy:KPNIH31_03795
ko:K00052	kpy:KPNIH31_03800
ko:K01703	kpy:KPNIH31_03805
ko:K01704	kpy:KPNIH31_03810
ko:K00014	kpy:KPNIH31_03820
ko:K03785	kpy:KPNIH31_03830
ko:K08194	kpy:KPNIH31_03840
ko:K03291	kpy:KPNIH31_03845
ko:K11925	kpy:KPNIH31_03860
ko:K02064	kpy:KPNIH31_03865
ko:K02063	kpy:KPNIH31_03870
ko:K02062	kpy:KPNIH31_03875
ko:K02099	kpy:KPNIH31_03885
ko:K00853	kpy:KPNIH31_03895
ko:K01804	kpy:KPNIH31_03900
ko:K02336	kpy:KPNIH31_03910
ko:K03580	kpy:KPNIH31_03915
ko:K18918	kpy:KPNIH31_05415
ko:K18890	kpy:KPNIH31_06155
ko:K14237	kpy:KPNIH31_14245
ko:K18954	kpy:KPNIH31_04450
ko:K14230	kpy:KPNIH31_07715
ko:K14230	kpy:KPNIH31_07735
ko:K01977	kpy:KPNIH31_23405
ko:K01977	kpy:KPNIH31_01030
ko:K01977	kpy:KPNIH31_04910
ko:K01977	kpy:KPNIH31_00075
ko:K01977	kpy:KPNIH31_03075
ko:K01977	kpy:KPNIH31_01260
ko:K01977	kpy:KPNIH31_00570
ko:K01977	kpy:KPNIH31_19345
ko:K07480	kpy:KPNIH31_27205
ko:K14223	kpy:KPNIH31_07705
ko:K14223	kpy:KPNIH31_07710
ko:K14233	kpy:KPNIH31_09525
ko:K14233	kpy:KPNIH31_09555
ko:K07480	kpy:KPNIH31_27220
ko:K07796	kpy:KPNIH31_27245
ko:K07810	kpy:KPNIH31_27250
ko:K12072	kpy:KPNIH31_26765
ko:K12057	kpy:KPNIH31_26785
ko:K12058	kpy:KPNIH31_26810
ko:K12059	kpy:KPNIH31_26815
ko:K12060	kpy:KPNIH31_26820
ko:K11811	kpy:KPNIH31_26390
ko:K18320	kpy:KPNIH31_26520
ko:K18320	kpy:KPNIH31_26535
ko:K18476	kpy:KPNIH31_26545
ko:K15269	kpy:KPNIH31_26555
ko:K18555	kpy:KPNIH31_26585
ko:K18320	kpy:KPNIH31_26595
ko:K18320	kpy:KPNIH31_26635
ko:K05839	kpy:KPNIH31_26460
ko:K18320	kpy:KPNIH31_26495
ko:K12056	kpy:KPNIH31_26750
ko:K12061	kpy:KPNIH31_26830
ko:K12062	kpy:KPNIH31_26835
ko:K12063	kpy:KPNIH31_26840
ko:K03497	kpy:KPNIH31_27050
ko:K18320	kpy:KPNIH31_25950
ko:K12066	kpy:KPNIH31_26905
ko:K12067	kpy:KPNIH31_26910
ko:K12068	kpy:KPNIH31_26915
ko:K12065	kpy:KPNIH31_26900
ko:K03497	kpy:KPNIH31_26015
ko:K18320	kpy:KPNIH31_26645
ko:K18320	kpy:KPNIH31_26675
ko:K07480	kpy:KPNIH31_27145
ko:K03497	kpy:KPNIH31_27160
ko:K03503	kpy:KPNIH31_27110
ko:K05785	kpy:KPNIH31_00980
ko:K18320	kpy:KPNIH31_01595
ko:K14222	kpy:KPNIH31_16470
ko:K14228	kpy:KPNIH31_22905
ko:K01978	kpy:KPNIH31_25920
ko:K03892	kpy:KPNIH31_21265
ko:K01699	kpy:KPNIH31_20735
ko:K03496	kpy:KPNIH31_27165
ko:K07483	kpy:KPNIH31_01950
ko:K07483	kpy:KPNIH31_02605
ko:K07483	kpy:KPNIH31_05495
ko:K07497	kpy:KPNIH31_05090
ko:K04028	kpy:KPNIH31_18720
ko:K00632	kpy:KPNIH31_18110
ko:K00336	kpy:KPNIH31_17820
ko:K02485	kpy:KPNIH31_15450
ko:K08348	kpy:KPNIH31_13505
ko:K00335	kpy:KPNIH31_17825
ko:K14233	kpy:KPNIH31_09305
ko:K14232	kpy:KPNIH31_24565
ko:K02615	kpy:KPNIH31_11445
ko:K08970	kpy:KPNIH31_06215
ko:K11745	kpy:KPNIH31_03990
ko:K00344	kpy:KPNIH31_01515
ko:K03976	kpy:KPNIH31_06460
ko:K14219	kpy:KPNIH31_06580
ko:K19055	kpy:KPNIH31_10220
ko:K09472	kpy:KPNIH31_09360
ko:K03668	kpy:KPNIH31_11290
ko:K03973	kpy:KPNIH31_10895
ko:K06884	kpy:KPNIH31_10065
ko:K06884	kpy:KPNIH31_09425
ko:K00130	kpy:KPNIH31_07170
ko:K00146	kpy:KPNIH31_06900
ko:K01271	kpy:KPNIH31_01010
ko:K00632	kpy:KPNIH31_01000
ko:K01582	kpy:KPNIH31_06665
ko:K00557	kpy:KPNIH31_00555
ko:K08172	kpy:KPNIH31_16745
ko:K03526	kpy:KPNIH31_18990
ko:K14742	kpy:KPNIH31_16015
ko:K05839	kpy:KPNIH31_06315
ko:K18320	kpy:KPNIH31_06340
ko:K07796	kpy:KPNIH31_04945
ko:K07810	kpy:KPNIH31_04950
ko:K03646	kpy:KPNIH31_08000
ko:K03746	kpy:KPNIH31_15440
ko:K05839	kpy:KPNIH31_18265
ko:K18828	kpy:KPNIH31_18300
ko:K18829	kpy:KPNIH31_18305
ko:K04940	kpy:KPNIH31_18350
ko:K03674	kpy:KPNIH31_08700
ko:K03503	kpy:KPNIH31_10240
ko:K03502	kpy:KPNIH31_10245
ko:K03169	kpy:KPNIH31_10370
ko:K08722	kpy:KPNIH31_17865
ko:K11685	kpy:KPNIH31_19660
ko:K07483	kpy:KPNIH31_15735
ko:K07483	kpy:KPNIH31_16895
ko:K03761	kpy:KPNIH31_19320
ko:K07483	kpy:KPNIH31_16880
ko:K03892	kpy:KPNIH31_26435
ko:K07497	kpy:KPNIH31_27020
ko:K07483	kpy:KPNIH31_27215
ko:K12064	kpy:KPNIH31_26880
ko:K07483	kpy:KPNIH31_27025
ko:K03496	kpy:KPNIH31_26010
ko:K05396	kpy:KPNIH31_16515
ko:K14235	kpy:KPNIH31_00600
ko:K14230	kpy:KPNIH31_22125
ko:K10748	kpy:KPNIH31_11655
ko:K15269	kpy:KPNIH31_21140
ko:K18768	kpy:KPNIH31_22370
ko:K07724	kpy:KPNIH31_22975
ko:K04099	kpy:KPNIH31_25390
ko:K15773	kpy:KPNIH31_12510
ko:K01856	kpy:KPNIH31_13550
ko:K04565	kpy:KPNIH31_14130
ko:K03503	kpy:KPNIH31_14990
ko:K18979	kpy:KPNIH31_02270
ko:K18991	kpy:KPNIH31_25265
ko:K07484	kpy:KPNIH31_16890
ko:K18988	kpy:KPNIH31_05670
ko:K18997	kpy:KPNIH31_01955
ko:K05799	kpy:KPNIH31_03595
ko:K11645	kpy:KPNIH31_17180
ko:K19048	kpy:KPNIH31_19965
ko:K19046	kpy:KPNIH31_20320
ko:K14228	kpy:KPNIH31_16465
ko:K14219	kpy:KPNIH31_00775
ko:K14237	kpy:KPNIH31_14235
ko:K14237	kpy:KPNIH31_14240
ko:K14233	kpy:KPNIH31_16590
ko:K14238	kpy:KPNIH31_25180
ko:K07497	kpy:KPNIH31_05095
ko:K07497	kpy:KPNIH31_05140
ko:K07484	kpy:KPNIH31_16885
ko:K19000	kpy:KPNIH31_03140
ko:K07497	kpy:KPNIH31_27150
ko:K09017	kpy:KPNIH31_09470
ko:K11748	kpy:KPNIH31_23695
ko:K19221	kpy:KPNIH31_10695
ko:K19222	kpy:KPNIH31_14865
ko:K19165	kpy:KPNIH31_24110
ko:K19166	kpy:KPNIH31_06870
ko:K19226	kpy:KPNIH31_10850
ko:K19123	kpy:KPNIH31_20325
ko:K19236	kpy:KPNIH31_09850
ko:K07448	kpy:KPNIH31_05145
ko:K05714	kpy:KPNIH31_14650
ko:K03445	kpy:KPNIH31_25460
ko:K19278	kpy:KPNIH31_06350
ko:K01154	kpy:KPNIH31_04820
ko:K16291	kpy:KPNIH31_16615
ko:K01710	kpy:KPNIH31_00730
ko:K19124	kpy:KPNIH31_20315
ko:K02777	kpy:KPNIH31_18580
ko:K19238	kpy:KPNIH31_16660
ko:K19148	kpy:KPNIH31_25510
ko:K19229	kpy:KPNIH31_10835
ko:K07319	kpy:KPNIH31_26165
ko:K19125	kpy:KPNIH31_20310
ko:K19228	kpy:KPNIH31_10840
ko:K19126	kpy:KPNIH31_20305
ko:K19234	kpy:KPNIH31_14735
ko:K12979	kpy:KPNIH31_19650
ko:K19235	kpy:KPNIH31_08535
ko:K04771	kpy:KPNIH31_03270
ko:K07451	kpy:KPNIH31_26135
ko:K19168	kpy:KPNIH31_21370
ko:K09951	kpy:KPNIH31_20295
ko:K19270	kpy:KPNIH31_17875
ko:K01582	kpy:KPNIH31_03155
ko:K19265	kpy:KPNIH31_18450
ko:K00839	kpy:KPNIH31_12945
ko:K01992	kpy:KPNIH31_04880
ko:K01992	kpy:KPNIH31_08370
ko:K01992	kpy:KPNIH31_08375
ko:K01066	kpy:KPNIH31_00190
ko:K03722	kpy:KPNIH31_16020
ko:K19416	kpy:KPNIH31_09295
ko:K00020	kpy:KPNIH31_12625
ko:K07497	kpy:KPNIH31_27210
ko:K19335	kpy:KPNIH31_11135
ko:K03722	kpy:KPNIH31_08430
ko:K07497	kpy:KPNIH31_10665
ko:K07497	kpy:KPNIH31_15740
ko:K07497	kpy:KPNIH31_05490
ko:K07497	kpy:KPNIH31_01945
ko:K07497	kpy:KPNIH31_02610
ko:K07497	kpy:KPNIH31_05135
ko:K07497	kpy:KPNIH31_16900
ko:K00529	kpy:KPNIH31_21580
ko:K19267	kpy:KPNIH31_02475
ko:K17214	kpy:KPNIH31_06720
ko:K19337	kpy:KPNIH31_16260
ko:K19338	kpy:KPNIH31_16625
ko:K19304	kpy:KPNIH31_16275
ko:K19505	kpy:KPNIH31_04530
ko:K19334	kpy:KPNIH31_05330
ko:K19302	kpy:KPNIH31_08660
ko:K01175	kpy:KPNIH31_07805
ko:K19270	kpy:KPNIH31_10550
ko:K19336	kpy:KPNIH31_11130
ko:K19333	kpy:KPNIH31_16125
ko:K01785	kpy:KPNIH31_19115
ko:K02031	kpy:KPNIH31_14340
ko:K02031	kpy:KPNIH31_07080
ko:K02031	kpy:KPNIH31_07140
ko:K19303	kpy:KPNIH31_14170
ko:K01096	kpy:KPNIH31_10755
ko:K19510	kpy:KPNIH31_04500
ko:K19577	kpy:KPNIH31_14185
ko:K00984	kpy:KPNIH31_06345
ko:K19507	kpy:KPNIH31_04520
ko:K00984	kpy:KPNIH31_25945
ko:K06884	kpy:KPNIH31_13370
ko:K19611	kpy:KPNIH31_07260
ko:K11209	kpy:KPNIH31_17915
ko:K02532	kpy:KPNIH31_08625
ko:K19506	kpy:KPNIH31_04525
ko:K19508	kpy:KPNIH31_04515
ko:K19509	kpy:KPNIH31_04510
ko:K09690	kpy:KPNIH31_16915
ko:K02796	kpy:KPNIH31_16075
ko:K19585	kpy:KPNIH31_19525
ko:K19697	kpy:KPNIH31_20820
ko:K19688	kpy:KPNIH31_08630
ko:K19776	kpy:KPNIH31_25630
ko:K19775	kpy:KPNIH31_22635
ko:K19778	kpy:KPNIH31_22405
ko:K19778	kpy:KPNIH31_22430
ko:K15540	kpy:KPNIH31_06625
ko:K19784	kpy:KPNIH31_25765
ko:K00799	kpy:KPNIH31_08640
ko:K00799	kpy:KPNIH31_02840
ko:K06131	kpy:KPNIH31_08355
ko:K00799	kpy:KPNIH31_17910
ko:K07119	kpy:KPNIH31_13750
ko:K15777	kpy:KPNIH31_21980
ko:K07147	kpy:KPNIH31_23315
ko:K07274	kpy:KPNIH31_10300
ko:K19802	kpy:KPNIH31_10940
ko:K02464	kpy:KPNIH31_03425
ko:K19803	kpy:KPNIH31_17485
ko:K19804	kpy:KPNIH31_10765
ko:K21613	kpy:KPNIH31_13690
ko:K02444	kpy:KPNIH31_11245
ko:K19956	kpy:KPNIH31_01325
ko:K19810	kpy:KPNIH31_02165
ko:K07662	kpy:KPNIH31_00380
ko:K01185	kpy:KPNIH31_15130
ko:K21638	kpy:KPNIH31_01630
ko:K21636	kpy:KPNIH31_05400
ko:K00086	kpy:KPNIH31_22465
ko:K22468	kpy:KPNIH31_13485
ko:K00040	kpy:KPNIH31_17475
ko:K21405	kpy:KPNIH31_19625
ko:K20034	kpy:KPNIH31_09940
ko:K21265	kpy:KPNIH31_04830
ko:K01139	kpy:KPNIH31_25065
ko:K20265	kpy:KPNIH31_17985
ko:K07686	kpy:KPNIH31_25495
ko:K14218	kpy:KPNIH31_00580
ko:K14218	kpy:KPNIH31_01040
ko:K14218	kpy:KPNIH31_03065
ko:K14218	kpy:KPNIH31_18475
ko:K14218	kpy:KPNIH31_18485
ko:K14218	kpy:KPNIH31_18480
ko:K14230	kpy:KPNIH31_20605
ko:K14230	kpy:KPNIH31_20610
ko:K14230	kpy:KPNIH31_22875
ko:K14230	kpy:KPNIH31_20615
