ko:K19744	paer:PA1R_gp1756
ko:K14234	paer:PA1R_gp2167
ko:K14234	paer:PA1R_gp2426
ko:K14234	paer:PA1R_gp3091
ko:K18346	paer:PA1R_gp4241
ko:K00138	paer:PA1R_gp1911
ko:K14236	paer:PA1R_gp2169
ko:K14227	paer:PA1R_gp2176
ko:K14227	paer:PA1R_gp2605
ko:K14227	paer:PA1R_gp4170
ko:K14227	paer:PA1R_gp3303
ko:K14229	paer:PA1R_gp2442
ko:K14229	paer:PA1R_gp4504
ko:K14223	paer:PA1R_gp2578
ko:K14230	paer:PA1R_gp2583
ko:K14230	paer:PA1R_gp2662
ko:K14230	paer:PA1R_gp4448
ko:K14230	paer:PA1R_gp4085
ko:K14238	paer:PA1R_gp2722
ko:K14231	paer:PA1R_gp3079
ko:K14225	paer:PA1R_gp4221
ko:K14233	paer:PA1R_gp4428
ko:K14233	paer:PA1R_gp4611
ko:K14226	paer:PA1R_gp5416
ko:K14226	paer:PA1R_gp5418
ko:K14228	paer:PA1R_gp5417
ko:K14225	paer:PA1R_gp0382
ko:K14225	paer:PA1R_gp0649
ko:K14225	paer:PA1R_gp0648
ko:K04065	paer:PA1R_gp2654
ko:K08721	paer:PA1R_gp2502
ko:K07459	paer:PA1R_gp4507
ko:K04057	paer:PA1R_gp5275
ko:K22589	paer:PA1R_gp0487
ko:K10814	paer:PA1R_gp5664
ko:K10816	paer:PA1R_gp5666
ko:K00249	paer:PA1R_gp0345
ko:K00100	paer:PA1R_gp4759
ko:K15125	paer:PA1R_gp3554
ko:K01626	paer:PA1R_gp5530
ko:K11073	paer:PA1R_gp3803
ko:K02358	paer:PA1R_gp2166
ko:K12368	paer:PA1R_gp2397
ko:K11903	paer:PA1R_gp3202
ko:K11688	paer:PA1R_gp2522
ko:K00600	paer:PA1R_gp3347
ko:K00600	paer:PA1R_gp3348
ko:K07126	paer:PA1R_gp3012
ko:K06899	paer:PA1R_gp4579
ko:K02336	paer:PA1R_gp5514
ko:K18473	paer:PA1R_gp3105
ko:K16234	paer:PA1R_gp3024
ko:K11904	paer:PA1R_gp5092
ko:K11904	paer:PA1R_gp3201
ko:K11914	paer:PA1R_gp5244
ko:K11904	paer:PA1R_gp3605
ko:K11904	paer:PA1R_gp3609
ko:K11904	paer:PA1R_gp0489
ko:K11904	paer:PA1R_gp0493
ko:K07645	paer:PA1R_gp2693
ko:K11904	paer:PA1R_gp0174
ko:K11916	paer:PA1R_gp5251
ko:K18459	paer:PA1R_gp3796
ko:K11904	paer:PA1R_gp1130
ko:K18480	paer:PA1R_gp1045
ko:K11912	paer:PA1R_gp3588
ko:K11904	paer:PA1R_gp4989
ko:K11904	paer:PA1R_gp3017
ko:K00681	paer:PA1R_gp3872
ko:K00681	paer:PA1R_gp3678
ko:K00681	paer:PA1R_gp4946
ko:K19296	paer:PA1R_gp1369
ko:K18540	paer:PA1R_gp1417
ko:K02664	paer:PA1R_gp2968
ko:K02663	paer:PA1R_gp2969
ko:K07794	paer:PA1R_gp4245
ko:K00249	paer:PA1R_gp4797
ko:K18691	paer:PA1R_gp1621
ko:K21645	paer:PA1R_gp3362
ko:K09690	paer:PA1R_gp0480
ko:K12994	paer:PA1R_gp3383
ko:K09690	paer:PA1R_gp3386
ko:K18800	paer:PA1R_gp3154
ko:K18893	paer:PA1R_gp1059
ko:K20862	paer:PA1R_gp3215
ko:K09892	paer:PA1R_gp3159
ko:K18954	paer:PA1R_gp3762
ko:K07483	paer:PA1R_gp4338
ko:K07483	paer:PA1R_gp4763
ko:K18850	paer:PA1R_gp0431
ko:K18930	paer:PA1R_gp2688
ko:K01971	paer:PA1R_gp5617
ko:K03496	paer:PA1R_gp2954
ko:K03646	paer:PA1R_gp4498
ko:K03502	paer:PA1R_gp4545
ko:K03497	paer:PA1R_gp3503
ko:K03496	paer:PA1R_gp3504
ko:K03111	paer:PA1R_gp4571
ko:K08151	paer:PA1R_gp4744
ko:K03496	paer:PA1R_gp5044
ko:K04056	paer:PA1R_gp5276
ko:K04053	paer:PA1R_gp5300
ko:K04054	paer:PA1R_gp5302
ko:K11811	paer:PA1R_gp0081
ko:K01856	paer:PA1R_gp0302
ko:K18973	paer:PA1R_gp3448
ko:K07665	paer:PA1R_gp0630
ko:K19055	paer:PA1R_gp5467
ko:K03761	paer:PA1R_gp3464
ko:K03976	paer:PA1R_gp1398
ko:K00042	paer:PA1R_gp5082
ko:K03892	paer:PA1R_gp0078
ko:K12545	paer:PA1R_gp1247
ko:K07215	paer:PA1R_gp4177
ko:K12987	paer:PA1R_gp4211
ko:K03526	paer:PA1R_gp1668
ko:K14742	paer:PA1R_gp1542
ko:K08642	paer:PA1R_gp5498
ko:K16635	paer:PA1R_gp1736
ko:K12241	paer:PA1R_gp2115
ko:K12240	paer:PA1R_gp2116
ko:K08085	paer:PA1R_gp2454
ko:K02675	paer:PA1R_gp2459
ko:K05799	paer:PA1R_gp2685
ko:K06599	paer:PA1R_gp3927
ko:K04059	paer:PA1R_gp5281
ko:K04060	paer:PA1R_gp5282
ko:K04049	paer:PA1R_gp5294
ko:K04051	paer:PA1R_gp5298
ko:K04052	paer:PA1R_gp5299
ko:K00335	paer:PA1R_gp0442
ko:K00336	paer:PA1R_gp0443
ko:K00433	paer:PA1R_gp0526
ko:K00632	paer:PA1R_gp0846
ko:K18991	paer:PA1R_gp4073
ko:K06600	paer:PA1R_gp3928
ko:K12238	paer:PA1R_gp2119
ko:K12993	paer:PA1R_gp3384
ko:K19000	paer:PA1R_gp4466
ko:K11020	paer:PA1R_gp4761
ko:K02030	paer:PA1R_gp3065
ko:K07746	paer:PA1R_gp2720
ko:K07746	paer:PA1R_gp4510
ko:K00148	paer:PA1R_gp3354
ko:K06992	paer:PA1R_gp5339
ko:K06992	paer:PA1R_gp5379
ko:K11383	paer:PA1R_gp3418
ko:K06893	paer:PA1R_gp5442
ko:K00020	paer:PA1R_gp1389
ko:K03458	paer:PA1R_gp5089
ko:K12988	paer:PA1R_gp2925
ko:K00108	paer:PA1R_gp3307
ko:K12979	paer:PA1R_gp4462
ko:K07326	paer:PA1R_gp3551
ko:K05913	paer:PA1R_gp1984
ko:K12239	paer:PA1R_gp2117
ko:K09017	paer:PA1R_gp3948
ko:K00091	paer:PA1R_gp2538
ko:K01802	paer:PA1R_gp4204
ko:K03293	paer:PA1R_gp4283
ko:K03668	paer:PA1R_gp4451
ko:K06858	paer:PA1R_gp1933
ko:K06867	paer:PA1R_gp0292
ko:K00020	paer:PA1R_gp1149
ko:K01239	paer:PA1R_gp3657
ko:K11918	paer:PA1R_gp0164
ko:K11919	paer:PA1R_gp0168
ko:K00344	paer:PA1R_gp0484
ko:K16291	paer:PA1R_gp0687
ko:K00632	paer:PA1R_gp0771
ko:K01505	paer:PA1R_gp0926
ko:K01802	paer:PA1R_gp1574
ko:K07749	paer:PA1R_gp1589
ko:K06893	paer:PA1R_gp1169
ko:K05799	paer:PA1R_gp3634
ko:K09017	paer:PA1R_gp5086
ko:K01710	paer:PA1R_gp3092
ko:K00249	paer:PA1R_gp5117
ko:K00108	paer:PA1R_gp1567
ko:K01271	paer:PA1R_gp2398
ko:K19092	paer:PA1R_gp4509
ko:K00525	paer:PA1R_gp4767
ko:K22468	paer:PA1R_gp0230
ko:K02030	paer:PA1R_gp3064
ko:K00344	paer:PA1R_gp3167
ko:K01406	paer:PA1R_gp4855
ko:K12979	paer:PA1R_gp2413
ko:K19168	paer:PA1R_gp4253
ko:K07216	paer:PA1R_gp5253
ko:K19221	paer:PA1R_gp4879
ko:K12349	paer:PA1R_gp4367
ko:K07497	paer:PA1R_gp0548
ko:K07497	paer:PA1R_gp0549
ko:K19246	paer:PA1R_gp4780
ko:K01066	paer:PA1R_gp0200
ko:K19344	paer:PA1R_gp4027
ko:K19290	paer:PA1R_gp1359
ko:K01992	paer:PA1R_gp1239
ko:K01992	paer:PA1R_gp3163
ko:K04771	paer:PA1R_gp4259
ko:K19293	paer:PA1R_gp1364
ko:K19294	paer:PA1R_gp1367
ko:K19295	paer:PA1R_gp1368
ko:K19302	paer:PA1R_gp1900
ko:K03722	paer:PA1R_gp4644
ko:K07497	paer:PA1R_gp3556
ko:K07497	paer:PA1R_gp4348
ko:K19342	paer:PA1R_gp1235
ko:K19345	paer:PA1R_gp4026
ko:K19353	paer:PA1R_gp2418
ko:K00249	paer:PA1R_gp2335
ko:K01795	paer:PA1R_gp1363
ko:K19337	paer:PA1R_gp3372
ko:K02650	paer:PA1R_gp2427
ko:K19337	paer:PA1R_gp1015
ko:K06867	paer:PA1R_gp1124
ko:K19300	paer:PA1R_gp2010
ko:K19339	paer:PA1R_gp1230
ko:K19416	paer:PA1R_gp0405
ko:K19340	paer:PA1R_gp1233
ko:K19341	paer:PA1R_gp1234
ko:K06867	paer:PA1R_gp2518
ko:K19292	paer:PA1R_gp1361
ko:K19577	paer:PA1R_gp2254
ko:K18567	paer:PA1R_gp1139
ko:K11690	paer:PA1R_gp3100
ko:K21699	paer:PA1R_gp3647
ko:K19610	paer:PA1R_gp4455
ko:K19609	paer:PA1R_gp4456
ko:K19610	paer:PA1R_gp0494
ko:K19611	paer:PA1R_gp0496
ko:K07487	paer:PA1R_gp4196
ko:K02483	paer:PA1R_gp1992
ko:K10024	paer:PA1R_gp4412
ko:K03446	paer:PA1R_gp4845
ko:K00799	paer:PA1R_gp2301
ko:K20261	paer:PA1R_gp2104
ko:K20257	paer:PA1R_gp4597
ko:K19594	paer:PA1R_gp1340
ko:K19713	paer:PA1R_gp0277
ko:K19713	paer:PA1R_gp2475
ko:K00992	paer:PA1R_gp4108
ko:K19711	paer:PA1R_gp4235
ko:K19696	paer:PA1R_gp0837
ko:K07666	paer:PA1R_gp2692
ko:K08305	paer:PA1R_gp1882
ko:K01003	paer:PA1R_gp2794
ko:K20260	paer:PA1R_gp5528
ko:K20260	paer:PA1R_gp2102
ko:K07119	paer:PA1R_gp1627
ko:K07119	paer:PA1R_gp5229
ko:K07119	paer:PA1R_gp5668
ko:K19784	paer:PA1R_gp4814
ko:K00799	paer:PA1R_gp0634
ko:K06131	paer:PA1R_gp5633
ko:K06132	paer:PA1R_gp3242
ko:K00995	paer:PA1R_gp0383
ko:K07147	paer:PA1R_gp2608
ko:K13877	paer:PA1R_gp4859
ko:K15777	paer:PA1R_gp0670
ko:K17722	paer:PA1R_gp3952
ko:K13775	paer:PA1R_gp0724
ko:K19803	paer:PA1R_gp3127
ko:K21636	paer:PA1R_gp5550
ko:K09796	paer:PA1R_gp1650
ko:K09471	paer:PA1R_gp3241
ko:K20971	paer:PA1R_gp1865
ko:K11915	paer:PA1R_gp3589
ko:K20260	paer:PA1R_gp5529
ko:K20265	paer:PA1R_gp2724
ko:K20276	paer:PA1R_gp5501
ko:K20277	paer:PA1R_gp1199
ko:K13061	paer:PA1R_gp1317
ko:K20260	paer:PA1R_gp2101
ko:K20261	paer:PA1R_gp5531
ko:K20262	paer:PA1R_gp5534
ko:K20262	paer:PA1R_gp2107
ko:K20320	paer:PA1R_gp2001
ko:K20259	paer:PA1R_gp0366
ko:K20455	paer:PA1R_gp4288
ko:K20429	paer:PA1R_gp4690
ko:K20444	paer:PA1R_gp4702
ko:K20534	paer:PA1R_gp2739
ko:K20972	paer:PA1R_gp2777
ko:K07076	paer:PA1R_gp5002
ko:K01214	paer:PA1R_gp5638
ko:K11529	paer:PA1R_gp5081
ko:K20881	paer:PA1R_gp3108
ko:K01046	paer:PA1R_gp2733
ko:K20987	paer:PA1R_gp0035
ko:K21008	paer:PA1R_gp0896
ko:K21006	paer:PA1R_gp0898
ko:K21007	paer:PA1R_gp0897
ko:K21010	paer:PA1R_gp0894
ko:K21011	paer:PA1R_gp0893
ko:K16011	paer:PA1R_gp0033
ko:K16011	paer:PA1R_gp3387
ko:K20997	paer:PA1R_gp0032
ko:K20998	paer:PA1R_gp0036
ko:K20999	paer:PA1R_gp0037
ko:K21000	paer:PA1R_gp0038
ko:K21001	paer:PA1R_gp0039
ko:K21002	paer:PA1R_gp0040
ko:K21003	paer:PA1R_gp0041
ko:K21004	paer:PA1R_gp0042
ko:K21005	paer:PA1R_gp0043
ko:K20940	paer:PA1R_gp2108
ko:K00821	paer:PA1R_gp4040
ko:K21137	paer:PA1R_gp3672
ko:K21061	paer:PA1R_gp4874
ko:K21021	paer:PA1R_gp4733
ko:K21019	paer:PA1R_gp2231
ko:K01768	paer:PA1R_gp1048
ko:K20973	paer:PA1R_gp0655
ko:K20974	paer:PA1R_gp5192
ko:K00840	paer:PA1R_gp4418
ko:K21062	paer:PA1R_gp4860
ko:K20976	paer:PA1R_gp1183
ko:K20977	paer:PA1R_gp1184
ko:K20978	paer:PA1R_gp1185
ko:K07689	paer:PA1R_gp0385
ko:K21053	paer:PA1R_gp3662
ko:K21020	paer:PA1R_gp3683
ko:K21103	paer:PA1R_gp2100
ko:K13877	paer:PA1R_gp5688
ko:K21022	paer:PA1R_gp4719
ko:K21023	paer:PA1R_gp5305
ko:K21024	paer:PA1R_gp2267
ko:K21029	paer:PA1R_gp2571
ko:K21025	paer:PA1R_gp2882
ko:K21009	paer:PA1R_gp0895
ko:K08968	paer:PA1R_gp0653
ko:K21136	paer:PA1R_gp3671
ko:K13609	paer:PA1R_gp4858
ko:K20968	paer:PA1R_gp5292
ko:K21134	paer:PA1R_gp3673
ko:K21012	paer:PA1R_gp0892
ko:K00249	paer:PA1R_gp0005
ko:K21218	paer:PA1R_gp1344
ko:K00525	paer:PA1R_gp3431
ko:K03553	paer:PA1R_gp1435
ko:K03791	paer:PA1R_gp1692
ko:K02314	paer:PA1R_gp1713
ko:K02315	paer:PA1R_gp1714
ko:K06217	paer:PA1R_gp1872
ko:K06904	paer:PA1R_gp1497
ko:K03791	paer:PA1R_gp1501
ko:K00558	paer:PA1R_gp1513
ko:K04068	paer:PA1R_gp0538
ko:K00558	paer:PA1R_gp0543
ko:K03676	paer:PA1R_gp3056
ko:K00560	paer:PA1R_gp3853
ko:K07336	paer:PA1R_gp2416
ko:K03546	paer:PA1R_gp2179
ko:K09935	paer:PA1R_gp2484
ko:K02314	paer:PA1R_gp4583
ko:K00287	paer:PA1R_gp3861
ko:K02316	paer:PA1R_gp4088
ko:K06903	paer:PA1R_gp5568
ko:K06905	paer:PA1R_gp5569
ko:K06908	paer:PA1R_gp5573
ko:K06907	paer:PA1R_gp5574
ko:K06903	paer:PA1R_gp4127
ko:K06907	paer:PA1R_gp4131
ko:K06908	paer:PA1R_gp4132
ko:K06906	paer:PA1R_gp4135
ko:K06905	paer:PA1R_gp4136
ko:K03791	paer:PA1R_gp4137
ko:K01520	paer:PA1R_gp3252
ko:K02314	paer:PA1R_gp2853
ko:K02335	paer:PA1R_gp3427
ko:K03863	paer:PA1R_gp2827
ko:K02482	paer:PA1R_gp0368
ko:K16637	paer:PA1R_gp5663
ko:K21253	paer:PA1R_gp4742
ko:K05375	paer:PA1R_gp0213
ko:K20938	paer:PA1R_gp0125
ko:K20938	paer:PA1R_gp0147
ko:K00526	paer:PA1R_gp4766
ko:K03862	paer:PA1R_gp2826
ko:K12262	paer:PA1R_gp1394
ko:K21416	paer:PA1R_gp2041
ko:K21417	paer:PA1R_gp2042
ko:K21405	paer:PA1R_gp2038
ko:K21472	paer:PA1R_gp3492
ko:K21420	paer:PA1R_gp0419
ko:K11690	paer:PA1R_gp4409
ko:K21405	paer:PA1R_gp1910
ko:K22044	paer:PA1R_gp3048
ko:K01451	paer:PA1R_gp0754
ko:K01420	paer:PA1R_gp5125
ko:K21563	paer:PA1R_gp4531
ko:K01451	paer:PA1R_gp2243
ko:K21711	paer:PA1R_gp3371
ko:K10914	paer:PA1R_gp3784
ko:K21563	paer:PA1R_gp4036
ko:K21498	paer:PA1R_gp2584
ko:K21700	paer:PA1R_gp3645
ko:K21757	paer:PA1R_gp0303
ko:K21825	paer:PA1R_gp4416
ko:K21829	paer:PA1R_gp1758
ko:K21826	paer:PA1R_gp3315
ko:K21831	paer:PA1R_gp2843
ko:K21833	paer:PA1R_gp3331
ko:K21834	paer:PA1R_gp3332
ko:K21830	paer:PA1R_gp3226
ko:K21832	paer:PA1R_gp3343
ko:K21990	paer:PA1R_gp0599
ko:K05802	paer:PA1R_gp5004
ko:K03741	paer:PA1R_gp0080
ko:K01816	paer:PA1R_gp5083
ko:K22131	paer:PA1R_gp4061
ko:K22132	paer:PA1R_gp4775
ko:K22067	paer:PA1R_gp5403
ko:K03595	paer:PA1R_gp4264
ko:K07183	paer:PA1R_gp5402
ko:K00304	paer:PA1R_gp3350
ko:K00302	paer:PA1R_gp3351
ko:K22112	paer:PA1R_gp1200
ko:K22209	paer:PA1R_gp1929
ko:K12242	paer:PA1R_gp2120
ko:K22292	paer:PA1R_gp1003
ko:K22250	paer:PA1R_gp2983
ko:K22296	paer:PA1R_gp5184
ko:K01337	paer:PA1R_gp2066
ko:K22345	paer:PA1R_gp4371
ko:K22303	paer:PA1R_gp3706
ko:K02257	paer:PA1R_gp3627
ko:K02257	paer:PA1R_gp4929
ko:K11391	paer:PA1R_gp2523
ko:K13566	paer:PA1R_gp1662
ko:K11206	paer:PA1R_gp2375
ko:K22491	paer:PA1R_gp2567
ko:K22452	paer:PA1R_gp0706
ko:K22468	paer:PA1R_gp3655
ko:K22549	paer:PA1R_gp4872
ko:K22550	paer:PA1R_gp4873
ko:K09123	paer:PA1R_gp4865
ko:K22548	paer:PA1R_gp4861
ko:K01007	paer:PA1R_gp5387
