ko:K02495	ecoj:P423_21475
ko:K18837	ecoj:P423_16620
ko:K18889	ecoj:P423_02280
ko:K18837	ecoj:P423_24050
ko:K18838	ecoj:P423_16615
ko:K18838	ecoj:P423_11405
ko:K18862	ecoj:P423_06865
ko:K18862	ecoj:P423_19685
ko:K18862	ecoj:P423_19690
ko:K18862	ecoj:P423_19695
ko:K18838	ecoj:P423_24045
ko:K03630	ecoj:P423_16600
ko:K21645	ecoj:P423_24610
ko:K18920	ecoj:P423_19800
ko:K18921	ecoj:P423_07990
ko:K11741	ecoj:P423_23120
ko:K18841	ecoj:P423_23540
ko:K18841	ecoj:P423_25735
ko:K18899	ecoj:P423_19560
ko:K20861	ecoj:P423_04190
ko:K20866	ecoj:P423_21540
ko:K20881	ecoj:P423_18945
ko:K08968	ecoj:P423_09715
ko:K20862	ecoj:P423_21100
ko:K07319	ecoj:P423_18280
ko:K18800	ecoj:P423_15945
ko:K18778	ecoj:P423_00520
ko:K18831	ecoj:P423_14875
ko:K18831	ecoj:P423_17405
ko:K18657	ecoj:P423_05210
ko:K18890	ecoj:P423_02285
ko:K18790	ecoj:P423_25750
ko:K18838	ecoj:P423_24300
ko:K18843	ecoj:P423_08065
ko:K03630	ecoj:P423_24030
ko:K03630	ecoj:P423_24285
ko:K03630	ecoj:P423_11390
ko:K03553	ecoj:P423_14780
ko:K18929	ecoj:P423_01655
ko:K18898	ecoj:P423_19555
ko:K10748	ecoj:P423_08620
ko:K03674	ecoj:P423_04215
ko:K04565	ecoj:P423_08805
ko:K18920	ecoj:P423_04450
ko:K07724	ecoj:P423_17905
ko:K03169	ecoj:P423_09380
ko:K09797	ecoj:P423_09400
ko:K12684	ecoj:P423_22980
ko:K12684	ecoj:P423_22990
ko:K11685	ecoj:P423_14620
ko:K07480	ecoj:P423_23935
ko:K07480	ecoj:P423_23940
ko:K05839	ecoj:P423_23985
ko:K07480	ecoj:P423_24190
ko:K07480	ecoj:P423_24195
ko:K03503	ecoj:P423_06525
ko:K03502	ecoj:P423_06530
ko:K05839	ecoj:P423_24240
ko:K05839	ecoj:P423_02340
ko:K07724	ecoj:P423_06695
ko:K01355	ecoj:P423_02720
ko:K03746	ecoj:P423_06995
ko:K03205	ecoj:P423_25200
ko:K07796	ecoj:P423_02750
ko:K07810	ecoj:P423_02755
ko:K07480	ecoj:P423_16295
ko:K07480	ecoj:P423_16305
ko:K03894	ecoj:P423_16360
ko:K03895	ecoj:P423_16370
ko:K12684	ecoj:P423_16390
ko:K03497	ecoj:P423_25255
ko:K03496	ecoj:P423_25260
ko:K03111	ecoj:P423_25355
ko:K05839	ecoj:P423_16545
ko:K05839	ecoj:P423_25540
ko:K03169	ecoj:P423_25565
ko:K03497	ecoj:P423_25635
ko:K03497	ecoj:P423_25695
ko:K18921	ecoj:P423_25710
ko:K13654	ecoj:P423_08120
ko:K05785	ecoj:P423_21350
ko:K12072	ecoj:P423_25830
ko:K12057	ecoj:P423_25860
ko:K12058	ecoj:P423_25870
ko:K12059	ecoj:P423_25875
ko:K12060	ecoj:P423_25885
ko:K12061	ecoj:P423_25890
ko:K12062	ecoj:P423_25895
ko:K12063	ecoj:P423_25900
ko:K12065	ecoj:P423_25935
ko:K12066	ecoj:P423_25940
ko:K12067	ecoj:P423_25945
ko:K12068	ecoj:P423_25950
ko:K03646	ecoj:P423_03650
ko:K15773	ecoj:P423_08340
ko:K08722	ecoj:P423_12790
ko:K07480	ecoj:P423_26145
ko:K18829	ecoj:P423_26190
ko:K03496	ecoj:P423_25630
ko:K18839	ecoj:P423_23010
ko:K03976	ecoj:P423_02455
ko:K18840	ecoj:P423_23005
ko:K07484	ecoj:P423_24210
ko:K01185	ecoj:P423_10865
ko:K19055	ecoj:P423_09505
ko:K07484	ecoj:P423_24325
ko:K07484	ecoj:P423_13090
ko:K07484	ecoj:P423_15535
ko:K07484	ecoj:P423_23815
ko:K07484	ecoj:P423_24070
ko:K07484	ecoj:P423_25590
ko:K07484	ecoj:P423_26210
ko:K04028	ecoj:P423_13545
ko:K07483	ecoj:P423_09875
ko:K07483	ecoj:P423_10710
ko:K07497	ecoj:P423_06785
ko:K07484	ecoj:P423_16525
ko:K07483	ecoj:P423_13105
ko:K07483	ecoj:P423_23800
ko:K07483	ecoj:P423_26050
ko:K07497	ecoj:P423_16455
ko:K18979	ecoj:P423_23205
ko:K18997	ecoj:P423_05440
ko:K18988	ecoj:P423_01915
ko:K07484	ecoj:P423_04935
ko:K07484	ecoj:P423_23820
ko:K07484	ecoj:P423_24075
ko:K07484	ecoj:P423_24330
ko:K07484	ecoj:P423_25585
ko:K07484	ecoj:P423_26205
ko:K19048	ecoj:P423_24690
ko:K19000	ecoj:P423_01005
ko:K07484	ecoj:P423_16515
ko:K07484	ecoj:P423_23950
ko:K07484	ecoj:P423_24205
ko:K19227	ecoj:P423_07655
ko:K19229	ecoj:P423_07645
ko:K07452	ecoj:P423_24360
ko:K19147	ecoj:P423_24355
ko:K11748	ecoj:P423_18730
ko:K19155	ecoj:P423_17625
ko:K19156	ecoj:P423_17620
ko:K19221	ecoj:P423_07500
ko:K19222	ecoj:P423_09005
ko:K19166	ecoj:P423_17410
ko:K19226	ecoj:P423_07660
ko:K19236	ecoj:P423_05980
ko:K02777	ecoj:P423_13410
ko:K18922	ecoj:P423_15095
ko:K19163	ecoj:P423_25615
ko:K03722	ecoj:P423_09590
ko:K19158	ecoj:P423_11465
ko:K16291	ecoj:P423_11155
ko:K19238	ecoj:P423_12650
ko:K01710	ecoj:P423_11580
ko:K01710	ecoj:P423_20965
ko:K07319	ecoj:P423_07200
ko:K19154	ecoj:P423_14015
ko:K07319	ecoj:P423_14455
ko:K19228	ecoj:P423_07650
ko:K07448	ecoj:P423_24710
ko:K22044	ecoj:P423_04010
ko:K19159	ecoj:P423_11470
ko:K19168	ecoj:P423_15895
ko:K19164	ecoj:P423_00245
ko:K00336	ecoj:P423_12750
ko:K19270	ecoj:P423_12800
ko:K01992	ecoj:P423_03925
ko:K01992	ecoj:P423_03930
ko:K01992	ecoj:P423_19400
ko:K19265	ecoj:P423_16940
ko:K01066	ecoj:P423_21560
ko:K03722	ecoj:P423_03965
ko:K19335	ecoj:P423_23660
ko:K19267	ecoj:P423_23475
ko:K19337	ecoj:P423_09835
ko:K19278	ecoj:P423_25755
ko:K19338	ecoj:P423_11145
ko:K19304	ecoj:P423_09850
ko:K19334	ecoj:P423_23670
ko:K19302	ecoj:P423_04175
ko:K19270	ecoj:P423_09200
ko:K19354	ecoj:P423_20090
ko:K19336	ecoj:P423_23655
ko:K19333	ecoj:P423_09690
ko:K21638	ecoj:P423_07220
ko:K19303	ecoj:P423_08845
ko:K19577	ecoj:P423_08855
ko:K02796	ecoj:P423_09645
ko:K19611	ecoj:P423_02860
ko:K07344	ecoj:P423_25415
ko:K02257	ecoj:P423_02175
ko:K19709	ecoj:P423_09045
ko:K19688	ecoj:P423_04150
ko:K19775	ecoj:P423_17465
ko:K19745	ecoj:P423_18190
ko:K19777	ecoj:P423_19540
ko:K19778	ecoj:P423_19535
ko:K19776	ecoj:P423_20520
ko:K00799	ecoj:P423_04160
ko:K00799	ecoj:P423_12845
ko:K06131	ecoj:P423_03910
ko:K06132	ecoj:P423_05645
ko:K07147	ecoj:P423_10695
ko:K15777	ecoj:P423_17195
ko:K19784	ecoj:P423_20605
ko:K13069	ecoj:P423_08425
ko:K19802	ecoj:P423_07780
ko:K02538	ecoj:P423_20320
ko:K07497	ecoj:P423_16410
ko:K00968	ecoj:P423_01265
ko:K07662	ecoj:P423_21705
ko:K07497	ecoj:P423_23870
ko:K07497	ecoj:P423_24125
ko:K19803	ecoj:P423_12225
ko:K21636	ecoj:P423_23600
ko:K19804	ecoj:P423_07565
ko:K19810	ecoj:P423_23100
ko:K19956	ecoj:P423_22285
ko:K19956	ecoj:P423_16075
ko:K21638	ecoj:P423_10885
ko:K00525	ecoj:P423_12515
ko:K20117	ecoj:P423_21205
ko:K20118	ecoj:P423_21205
ko:K07484	ecoj:P423_23755
ko:K07484	ecoj:P423_16520
ko:K20265	ecoj:P423_08260
ko:K20266	ecoj:P423_25405
ko:K07686	ecoj:P423_20410
ko:K20267	ecoj:P423_25395
ko:K19591	ecoj:P423_02490
ko:K09935	ecoj:P423_03960
ko:K20542	ecoj:P423_19645
ko:K20543	ecoj:P423_19640
ko:K20527	ecoj:P423_25365
ko:K20531	ecoj:P423_25385
ko:K20532	ecoj:P423_25390
ko:K01848	ecoj:P423_15995
ko:K20533	ecoj:P423_25400
ko:K20528	ecoj:P423_25370
ko:K20541	ecoj:P423_19650
ko:K20529	ecoj:P423_25375
ko:K20530	ecoj:P423_25380
ko:K21394	ecoj:P423_19905
ko:K22111	ecoj:P423_24500
ko:K22110	ecoj:P423_16485
ko:K22132	ecoj:P423_15370
ko:K20609	ecoj:P423_24455
ko:K02438	ecoj:P423_19115
ko:K02790	ecoj:P423_08670
ko:K02791	ecoj:P423_08670
ko:K04333	ecoj:P423_05615
ko:K02790	ecoj:P423_15575
ko:K02791	ecoj:P423_15575
ko:K21084	ecoj:P423_11715
ko:K21085	ecoj:P423_10630
ko:K21086	ecoj:P423_19615
ko:K21087	ecoj:P423_06580
ko:K21088	ecoj:P423_07855
ko:K21089	ecoj:P423_11980
ko:K21021	ecoj:P423_14225
ko:K21028	ecoj:P423_09355
ko:K00821	ecoj:P423_18770
ko:K21090	ecoj:P423_09625
ko:K00525	ecoj:P423_14650
ko:K00526	ecoj:P423_14655
ko:K07336	ecoj:P423_03990
ko:K02316	ecoj:P423_17325
ko:K06919	ecoj:P423_13115
ko:K06905	ecoj:P423_04460
ko:K06907	ecoj:P423_04465
ko:K06908	ecoj:P423_04470
ko:K06906	ecoj:P423_04485
ko:K06903	ecoj:P423_04520
ko:K02314	ecoj:P423_22490
ko:K06903	ecoj:P423_04800
ko:K06905	ecoj:P423_04810
ko:K06908	ecoj:P423_04840
ko:K06907	ecoj:P423_04845
ko:K06223	ecoj:P423_04965
ko:K07313	ecoj:P423_09745
ko:K06866	ecoj:P423_14100
ko:K06217	ecoj:P423_05540
ko:K14744	ecoj:P423_14435
ko:K06223	ecoj:P423_18880
ko:K06905	ecoj:P423_10115
ko:K06906	ecoj:P423_10125
ko:K06908	ecoj:P423_10140
ko:K06907	ecoj:P423_10145
ko:K06903	ecoj:P423_10170
ko:K02314	ecoj:P423_10340
ko:K01160	ecoj:P423_14485
ko:K06952	ecoj:P423_14545
ko:K14059	ecoj:P423_14555
ko:K06223	ecoj:P423_14565
ko:K06191	ecoj:P423_14640
ko:K04068	ecoj:P423_23595
ko:K01160	ecoj:P423_06220
ko:K00558	ecoj:P423_10655
ko:K06904	ecoj:P423_10825
ko:K07451	ecoj:P423_10850
ko:K03546	ecoj:P423_02020
ko:K00558	ecoj:P423_24345
ko:K06197	ecoj:P423_06875
ko:K00560	ecoj:P423_15635
ko:K03676	ecoj:P423_20065
ko:K01520	ecoj:P423_20215
ko:K02315	ecoj:P423_24770
ko:K00857	ecoj:P423_07000
ko:K01160	ecoj:P423_07185
ko:K14744	ecoj:P423_07255
ko:K16711	ecoj:P423_11590
ko:K07474	ecoj:P423_07275
ko:K06217	ecoj:P423_03230
ko:K02335	ecoj:P423_21455
ko:K03651	ecoj:P423_26075
ko:K21393	ecoj:P423_19910
ko:K21395	ecoj:P423_19915
ko:K13695	ecoj:P423_09110
ko:K21449	ecoj:P423_20025
ko:K21470	ecoj:P423_05135
ko:K21498	ecoj:P423_02470
ko:K21498	ecoj:P423_25340
ko:K01451	ecoj:P423_21975
ko:K01420	ecoj:P423_07825
ko:K21511	ecoj:P423_06285
ko:K21512	ecoj:P423_06270
ko:K07334	ecoj:P423_02465
ko:K21498	ecoj:P423_08210
ko:K21602	ecoj:P423_19885
ko:K21739	ecoj:P423_01640
ko:K21740	ecoj:P423_01635
ko:K21741	ecoj:P423_01630
ko:K21511	ecoj:P423_10210
ko:K21742	ecoj:P423_17295
ko:K21746	ecoj:P423_01645
ko:K21698	ecoj:P423_18145
ko:K21695	ecoj:P423_18140
ko:K21936	ecoj:P423_19505
ko:K21948	ecoj:P423_14995
ko:K13638	ecoj:P423_18430
ko:K21963	ecoj:P423_01565
ko:K21965	ecoj:P423_01555
ko:K21974	ecoj:P423_06425
ko:K21975	ecoj:P423_06430
ko:K21966	ecoj:P423_01550
ko:K21968	ecoj:P423_01540
ko:K21976	ecoj:P423_06435
ko:K21990	ecoj:P423_13060
ko:K22041	ecoj:P423_05970
ko:K22015	ecoj:P423_22715
ko:K22015	ecoj:P423_22710
ko:K22024	ecoj:P423_03350
ko:K22051	ecoj:P423_23170
ko:K22014	ecoj:P423_06265
ko:K21964	ecoj:P423_01560
ko:K21967	ecoj:P423_01545
ko:K21972	ecoj:P423_06415
ko:K21973	ecoj:P423_06420
ko:K08319	ecoj:P423_14990
ko:K22131	ecoj:P423_15005
ko:K01816	ecoj:P423_02590
ko:K05275	ecoj:P423_07945
ko:K22130	ecoj:P423_15000
ko:K03595	ecoj:P423_14035
ko:K22129	ecoj:P423_03345
ko:K22105	ecoj:P423_21985
ko:K22104	ecoj:P423_18065
ko:K22110	ecoj:P423_24510
ko:K03079	ecoj:P423_19930
ko:K08994	ecoj:P423_08350
ko:K03078	ecoj:P423_19925
ko:K03077	ecoj:P423_19935
ko:K15634	ecoj:P423_24955
ko:K22304	ecoj:P423_07110
ko:K22304	ecoj:P423_10990
ko:K22397	ecoj:P423_23770
ko:K22397	ecoj:P423_26105
ko:K22396	ecoj:P423_24410
ko:K22293	ecoj:P423_08445
ko:K22302	ecoj:P423_07135
ko:K22397	ecoj:P423_24415
ko:K13566	ecoj:P423_01155
ko:K11206	ecoj:P423_03070
ko:K07319	ecoj:P423_25640
ko:K00424	ecoj:P423_03625
