ko:K04750	spq:SPAB_05287
ko:K01236	spq:SPAB_01739
ko:K20542	spq:SPAB_04494
ko:K20534	spq:SPAB_03003
ko:K20543	spq:SPAB_04493
ko:K20541	spq:SPAB_04495
ko:K21394	spq:SPAB_04562
ko:K22132	spq:SPAB_03718
ko:K20609	spq:SPAB_01668
ko:K01214	spq:SPAB_01741
ko:K21029	spq:SPAB_02652
ko:K21023	spq:SPAB_04222
ko:K21084	spq:SPAB_00903
ko:K21021	spq:SPAB_03384
ko:K21085	spq:SPAB_01161
ko:K21086	spq:SPAB_04485
ko:K21087	spq:SPAB_01421
ko:K21089	spq:SPAB_00860
ko:K08968	spq:SPAB_01362
ko:K21090	spq:SPAB_01387
ko:K03292	spq:SPAB_00185
ko:K21393	spq:SPAB_04563
ko:K21395	spq:SPAB_04564
ko:K21449	spq:SPAB_04587
ko:K21470	spq:SPAB_02518
ko:K21602	spq:SPAB_04557
ko:K21645	spq:SPAB_02758
ko:K21739	spq:SPAB_02996
ko:K21740	spq:SPAB_02995
ko:K21741	spq:SPAB_02993
ko:K21746	spq:SPAB_02997
ko:K21698	spq:SPAB_04195
ko:K21695	spq:SPAB_04194
ko:K21759	spq:SPAB_03635
ko:K21948	spq:SPAB_03629
ko:K21990	spq:SPAB_00572
ko:K22041	spq:SPAB_02307
ko:K22024	spq:SPAB_00202
ko:K22025	spq:SPAB_03626
ko:K22051	spq:SPAB_05480
ko:K03741	spq:SPAB_05418
ko:K08319	spq:SPAB_03630
ko:K22131	spq:SPAB_03627
ko:K14274	spq:SPAB_03379
ko:K22130	spq:SPAB_03628
ko:K22129	spq:SPAB_00201
ko:K22105	spq:SPAB_05112
ko:K22104	spq:SPAB_04164
ko:K22110	spq:SPAB_02407
ko:K22110	spq:SPAB_05021
ko:K22110	spq:SPAB_04974
ko:K22270	spq:SPAB_00841
ko:K03079	spq:SPAB_04567
ko:K03078	spq:SPAB_04566
ko:K03077	spq:SPAB_04568
ko:K03077	spq:SPAB_00128
ko:K15634	spq:SPAB_05763
ko:K22397	spq:SPAB_04387
ko:K22293	spq:SPAB_01799
ko:K13566	spq:SPAB_03294
ko:K11206	spq:SPAB_02924
ko:K22488	spq:SPAB_03575
ko:K22486	spq:SPAB_03578
ko:K22489	spq:SPAB_03632
ko:K00424	spq:SPAB_02785
ko:K22487	spq:SPAB_03573
ko:K22505	spq:SPAB_03572
ko:K22512	spq:SPAB_03598
ko:K22506	spq:SPAB_03597
ko:K22504	spq:SPAB_03601
ko:K22507	spq:SPAB_03593
ko:K22508	spq:SPAB_03592
ko:K22509	spq:SPAB_03591
ko:K22510	spq:SPAB_03590
ko:K22511	spq:SPAB_03600
ko:K22513	spq:SPAB_03596
ko:K22514	spq:SPAB_03595
