ko:K00086	kpt:VK055_3979
ko:K20866	kpt:VK055_3292
ko:K20881	kpt:VK055_3701
ko:K20862	kpt:VK055_3164
ko:K18800	kpt:VK055_4141
ko:K18657	kpt:VK055_1511
ko:K18918	kpt:VK055_2821
ko:K18778	kpt:VK055_2466
ko:K18890	kpt:VK055_2140
ko:K14237	kpt:VK055_0471
ko:K18954	kpt:VK055_2616
ko:K14230	kpt:VK055_1837
ko:K14230	kpt:VK055_1841
ko:K09691	kpt:VK055_5032
ko:K01977	kpt:VK055_3219
ko:K01977	kpt:VK055_3129
ko:K01977	kpt:VK055_4586
ko:K01977	kpt:VK055_3795
ko:K01977	kpt:VK055_2699
ko:K01977	kpt:VK055_3085
ko:K14224	kpt:VK055_2698
ko:K14224	kpt:VK055_3084
ko:K14224	kpt:VK055_3310
ko:K14224	kpt:VK055_4587
ko:K14223	kpt:VK055_1842
ko:K14223	kpt:VK055_1843
ko:K14233	kpt:VK055_1412
ko:K14233	kpt:VK055_1416
ko:K14222	kpt:VK055_0036
ko:K14228	kpt:VK055_3893
ko:K03646	kpt:VK055_0760
ko:K03674	kpt:VK055_1609
ko:K07796	kpt:VK055_2705
ko:K07810	kpt:VK055_2706
ko:K15773	kpt:VK055_0820
ko:K04099	kpt:VK055_3415
ko:K03646	kpt:VK055_1783
ko:K10748	kpt:VK055_0989
ko:K03746	kpt:VK055_0251
ko:K03169	kpt:VK055_1251
ko:K05785	kpt:VK055_3141
ko:K03502	kpt:VK055_1277
ko:K03503	kpt:VK055_1278
ko:K05839	kpt:VK055_2108
ko:K04565	kpt:VK055_0493
ko:K01856	kpt:VK055_0608
ko:K07724	kpt:VK055_3879
ko:K11685	kpt:VK055_4520
ko:K08722	kpt:VK055_4833
ko:K03196	kpt:VK055_5083
ko:K03204	kpt:VK055_5085
ko:K03203	kpt:VK055_5086
ko:K03201	kpt:VK055_5087
ko:K03194	kpt:VK055_5092
ko:K03497	kpt:VK055_5153
ko:K15269	kpt:VK055_4240
ko:K00335	kpt:VK055_4841
ko:K07497	kpt:VK055_2731
ko:K07483	kpt:VK055_0441
ko:K03892	kpt:VK055_4215
ko:K01699	kpt:VK055_4320
ko:K07483	kpt:VK055_0732
ko:K07483	kpt:VK055_1909
ko:K07483	kpt:VK055_1988
ko:K07483	kpt:VK055_2273
ko:K07483	kpt:VK055_2786
ko:K07483	kpt:VK055_4146
ko:K04028	kpt:VK055_4721
ko:K00632	kpt:VK055_4789
ko:K02485	kpt:VK055_0249
ko:K08348	kpt:VK055_0617
ko:K14233	kpt:VK055_1484
ko:K14232	kpt:VK055_3567
ko:K02615	kpt:VK055_1032
ko:K08970	kpt:VK055_2129
ko:K11745	kpt:VK055_2530
ko:K00344	kpt:VK055_3033
ko:K03976	kpt:VK055_2086
ko:K14219	kpt:VK055_2062
ko:K09472	kpt:VK055_1459
ko:K19055	kpt:VK055_1282
ko:K03668	kpt:VK055_1053
ko:K03973	kpt:VK055_1148
ko:K06884	kpt:VK055_1312
ko:K09017	kpt:VK055_1437
ko:K00146	kpt:VK055_2005
ko:K01271	kpt:VK055_3134
ko:K01582	kpt:VK055_2051
ko:K00632	kpt:VK055_3136
ko:K00557	kpt:VK055_3222
ko:K08172	kpt:VK055_5063
ko:K03526	kpt:VK055_4655
ko:K14742	kpt:VK055_0126
ko:K03761	kpt:VK055_4591
ko:K05396	kpt:VK055_0027
ko:K14235	kpt:VK055_3213
ko:K14237	kpt:VK055_1776
ko:K14237	kpt:VK055_4761
ko:K14237	kpt:VK055_4760
ko:K14237	kpt:VK055_4759
ko:K14237	kpt:VK055_1778
ko:K14230	kpt:VK055_3993
ko:K18979	kpt:VK055_2900
ko:K18991	kpt:VK055_3436
ko:K18988	kpt:VK055_2239
ko:K18997	kpt:VK055_2956
ko:K05799	kpt:VK055_2453
ko:K11645	kpt:VK055_4977
ko:K19048	kpt:VK055_4460
ko:K14228	kpt:VK055_0037
ko:K14219	kpt:VK055_3178
ko:K14237	kpt:VK055_0473
ko:K14237	kpt:VK055_0472
ko:K14233	kpt:VK055_5145
ko:K19000	kpt:VK055_2363
ko:K11748	kpt:VK055_3737
ko:K19221	kpt:VK055_1187
ko:K19222	kpt:VK055_0301
ko:K19165	kpt:VK055_3655
ko:K19163	kpt:VK055_0620
ko:K19226	kpt:VK055_1157
ko:K02777	kpt:VK055_4747
ko:K19236	kpt:VK055_1353
ko:K07448	kpt:VK055_2743
ko:K05714	kpt:VK055_0341
ko:K03445	kpt:VK055_3401
ko:K19125	kpt:VK055_0384
ko:K22444	kpt:VK055_1466
ko:K16291	kpt:VK055_5141
ko:K19238	kpt:VK055_5133
ko:K19166	kpt:VK055_2011
ko:K01710	kpt:VK055_3187
ko:K19229	kpt:VK055_1160
ko:K06122	kpt:VK055_3983
ko:K19124	kpt:VK055_0383
ko:K19046	kpt:VK055_0381
ko:K19228	kpt:VK055_1159
ko:K19126	kpt:VK055_0382
ko:K19234	kpt:VK055_0325
ko:K12979	kpt:VK055_4523
ko:K19235	kpt:VK055_1678
ko:K04771	kpt:VK055_2389
ko:K19168	kpt:VK055_4158
ko:K00336	kpt:VK055_4842
ko:K19265	kpt:VK055_4771
ko:K19270	kpt:VK055_4831
ko:K01582	kpt:VK055_2366
ko:K00839	kpt:VK055_0727
ko:K01066	kpt:VK055_3288
ko:K01992	kpt:VK055_1710
ko:K01992	kpt:VK055_1711
ko:K01992	kpt:VK055_2693
ko:K01992	kpt:VK055_3484
ko:K00020	kpt:VK055_0795
ko:K03722	kpt:VK055_0125
ko:K19416	kpt:VK055_1486
ko:K03722	kpt:VK055_1699
ko:K07497	kpt:VK055_2729
ko:K07497	kpt:VK055_2730
ko:K07497	kpt:VK055_2785
ko:K07497	kpt:VK055_1910
ko:K07497	kpt:VK055_1989
ko:K07497	kpt:VK055_0442
ko:K07497	kpt:VK055_2272
ko:K07497	kpt:VK055_0733
ko:K07497	kpt:VK055_4147
ko:K19335	kpt:VK055_1086
ko:K00529	kpt:VK055_4115
ko:K19267	kpt:VK055_2859
ko:K17214	kpt:VK055_2040
ko:K19337	kpt:VK055_0079
ko:K19338	kpt:VK055_5139
ko:K19304	kpt:VK055_0076
ko:K19505	kpt:VK055_2632
ko:K19334	kpt:VK055_2806
ko:K19302	kpt:VK055_1653
ko:K01175	kpt:VK055_1822
ko:K19270	kpt:VK055_1216
ko:K19336	kpt:VK055_1087
ko:K19333	kpt:VK055_0106
ko:K01785	kpt:VK055_4630
ko:K02031	kpt:VK055_0453
ko:K02031	kpt:VK055_1970
ko:K02031	kpt:VK055_4991
ko:K19303	kpt:VK055_0483
ko:K01096	kpt:VK055_1177
ko:K19510	kpt:VK055_2626
ko:K19577	kpt:VK055_0481
ko:K19507	kpt:VK055_2630
ko:K06884	kpt:VK055_0643
ko:K19611	kpt:VK055_1934
ko:K07344	kpt:VK055_4671
ko:K11209	kpt:VK055_4823
ko:K19506	kpt:VK055_2631
ko:K19508	kpt:VK055_2629
ko:K19509	kpt:VK055_2628
ko:K02796	kpt:VK055_0115
ko:K19585	kpt:VK055_4551
ko:K19697	kpt:VK055_4303
ko:K01985	kpt:VK055_3797
ko:K01985	kpt:VK055_4589
ko:K01985	kpt:VK055_3215
ko:K01985	kpt:VK055_3308
ko:K01985	kpt:VK055_2347
ko:K01985	kpt:VK055_3082
ko:K01985	kpt:VK055_3125
ko:K01985	kpt:VK055_2696
ko:K01985	kpt:VK055_3799
ko:K19688	kpt:VK055_1659
ko:K19776	kpt:VK055_3366
ko:K19775	kpt:VK055_3946
ko:K19777	kpt:VK055_4183
ko:K19778	kpt:VK055_3986
ko:K19778	kpt:VK055_3991
ko:K19778	kpt:VK055_4198
ko:K19784	kpt:VK055_3352
ko:K00799	kpt:VK055_1657
ko:K00799	kpt:VK055_2305
ko:K06131	kpt:VK055_1714
ko:K00799	kpt:VK055_4824
ko:K07119	kpt:VK055_0568
ko:K15777	kpt:VK055_4022
ko:K07147	kpt:VK055_3815
ko:K02032	kpt:VK055_4992
ko:K07274	kpt:VK055_1266
ko:K19802	kpt:VK055_1138
ko:K02464	kpt:VK055_2419
ko:K07662	kpt:VK055_3257
ko:K19803	kpt:VK055_4914
ko:K19804	kpt:VK055_1175
ko:K21613	kpt:VK055_0580
ko:K19956	kpt:VK055_3072
ko:K19810	kpt:VK055_2920
ko:K21636	kpt:VK055_2818
ko:K22468	kpt:VK055_0622
ko:K21405	kpt:VK055_4527
ko:K20034	kpt:VK055_1335
ko:K00040	kpt:VK055_4916
ko:K21265	kpt:VK055_2682
ko:K01139	kpt:VK055_3470
ko:K20266	kpt:VK055_4669
ko:K07686	kpt:VK055_3393
ko:K22443	kpt:VK055_1464
ko:K14225	kpt:VK055_0035
ko:K14225	kpt:VK055_2902
ko:K14225	kpt:VK055_2901
ko:K14225	kpt:VK055_2903
ko:K01612	kpt:VK055_4419
ko:K14225	kpt:VK055_3119
ko:K14225	kpt:VK055_4171
ko:K20542	kpt:VK055_3588
ko:K20542	kpt:VK055_3580
ko:K00001	kpt:VK055_0781
ko:K20543	kpt:VK055_3578
ko:K20543	kpt:VK055_3589
ko:K19591	kpt:VK055_2082
ko:K03200	kpt:VK055_5089
ko:K03197	kpt:VK055_5091
ko:K20541	kpt:VK055_3587
ko:K21759	kpt:VK055_4420
ko:K20541	kpt:VK055_3577
ko:K22602	kpt:VK055_0721
ko:K22132	kpt:VK055_4348
ko:K22003	kpt:VK055_0176
ko:K00130	kpt:VK055_1952
ko:K03199	kpt:VK055_5090
ko:K03195	kpt:VK055_5084
ko:K14234	kpt:VK055_3118
ko:K14234	kpt:VK055_3798
ko:K14236	kpt:VK055_0244
ko:K14236	kpt:VK055_0245
ko:K14236	kpt:VK055_3120
ko:K01980	kpt:VK055_3126
ko:K14238	kpt:VK055_3447
ko:K14223	kpt:VK055_1839
ko:K21086	kpt:VK055_4247
ko:K02790	kpt:VK055_0994
ko:K02791	kpt:VK055_0994
ko:K18301	kpt:VK055_0316
ko:K02438	kpt:VK055_3674
ko:K14220	kpt:VK055_5128
ko:K14220	kpt:VK055_5138
ko:K14220	kpt:VK055_5131
ko:K14220	kpt:VK055_5143
ko:K14228	kpt:VK055_1838
ko:K14218	kpt:VK055_2349
ko:K14218	kpt:VK055_3217
ko:K14218	kpt:VK055_3127
ko:K14218	kpt:VK055_4765
ko:K14218	kpt:VK055_4766
ko:K14230	kpt:VK055_3899
ko:K14230	kpt:VK055_4346
ko:K14230	kpt:VK055_4345
ko:K14227	kpt:VK055_2350
ko:K14227	kpt:VK055_3128
ko:K14227	kpt:VK055_3218
ko:K14231	kpt:VK055_2941
ko:K14231	kpt:VK055_4076
ko:K01980	kpt:VK055_2697
ko:K01980	kpt:VK055_3309
ko:K14233	kpt:VK055_4489
ko:K14226	kpt:VK055_3177
ko:K11529	kpt:VK055_1198
ko:K14223	kpt:VK055_1840
ko:K14234	kpt:VK055_2282
ko:K14234	kpt:VK055_3121
ko:K14232	kpt:VK055_3175
ko:K02790	kpt:VK055_0995
ko:K02791	kpt:VK055_0995
ko:K14219	kpt:VK055_4490
ko:K14219	kpt:VK055_4491
ko:K14219	kpt:VK055_4493
ko:K14219	kpt:VK055_4492
ko:K01200	kpt:VK055_2405
ko:K21029	kpt:VK055_1668
ko:K04333	kpt:VK055_4096
ko:K21085	kpt:VK055_0020
ko:K21088	kpt:VK055_0696
ko:K21021	kpt:VK055_4575
ko:K00525	kpt:VK055_4873
ko:K02495	kpt:VK055_3298
ko:K21028	kpt:VK055_1245
ko:K08968	kpt:VK055_0101
ko:K13609	kpt:VK055_2646
ko:K00821	kpt:VK055_3730
ko:K21090	kpt:VK055_0119
ko:K00525	kpt:VK055_4511
ko:K02335	kpt:VK055_3301
ko:K06223	kpt:VK055_1639
ko:K00558	kpt:VK055_0016
ko:K07313	kpt:VK055_0096
ko:K04068	kpt:VK055_2819
ko:K06217	kpt:VK055_1846
ko:K06197	kpt:VK055_0222
ko:K00857	kpt:VK055_0253
ko:K18640	kpt:VK055_2958
ko:K02314	kpt:VK055_3032
ko:K07336	kpt:VK055_1208
ko:K06217	kpt:VK055_1427
ko:K03546	kpt:VK055_2218
ko:K00287	kpt:VK055_2529
ko:K14623	kpt:VK055_3375
ko:K14623	kpt:VK055_3376
ko:K02315	kpt:VK055_2622
ko:K02316	kpt:VK055_3996
ko:K00560	kpt:VK055_4289
ko:K06191	kpt:VK055_4513
ko:K06866	kpt:VK055_4599
ko:K00558	kpt:VK055_5150
ko:K06223	kpt:VK055_5159
ko:K01160	kpt:VK055_5160
ko:K03791	kpt:VK055_5165
ko:K06904	kpt:VK055_5173
ko:K01520	kpt:VK055_3489
ko:K03676	kpt:VK055_3516
ko:K06223	kpt:VK055_3712
ko:K03292	kpt:VK055_2456
ko:K00526	kpt:VK055_4510
ko:K20938	kpt:VK055_4367
ko:K02032	kpt:VK055_1971
ko:K02031	kpt:VK055_4185
ko:K02032	kpt:VK055_4184
ko:K02032	kpt:VK055_0452
ko:K02032	kpt:VK055_1959
ko:K02031	kpt:VK055_1958
ko:K05934	kpt:VK055_4334
ko:K14333	kpt:VK055_3197
ko:K03292	kpt:VK055_4050
ko:K21416	kpt:VK055_2293
ko:K21417	kpt:VK055_2294
ko:K13695	kpt:VK055_0291
ko:K03651	kpt:VK055_2772
ko:K21470	kpt:VK055_1531
ko:K01451	kpt:VK055_2021
ko:K21498	kpt:VK055_4672
ko:K01420	kpt:VK055_0974
ko:K00863	kpt:VK055_3970
ko:K01451	kpt:VK055_1153
ko:K21698	kpt:VK055_3825
ko:K21695	kpt:VK055_3826
ko:K00875	kpt:VK055_4979
ko:K21948	kpt:VK055_0894
ko:K13638	kpt:VK055_3781
ko:K21973	kpt:VK055_0900
ko:K21963	kpt:VK055_2267
ko:K21965	kpt:VK055_2265
ko:K21974	kpt:VK055_1752
ko:K21966	kpt:VK055_2264
ko:K21968	kpt:VK055_2262
ko:K21976	kpt:VK055_1754
ko:K21990	kpt:VK055_4785
ko:K22041	kpt:VK055_1356
ko:K22015	kpt:VK055_2986
ko:K22015	kpt:VK055_2985
ko:K22015	kpt:VK055_0372
ko:K22024	kpt:VK055_0860
ko:K22044	kpt:VK055_1692
ko:K22051	kpt:VK055_2909
ko:K21964	kpt:VK055_2266
ko:K21967	kpt:VK055_2263
ko:K21972	kpt:VK055_1750
ko:K21973	kpt:VK055_1751
ko:K21975	kpt:VK055_1753
ko:K08319	kpt:VK055_0893
ko:K15576	kpt:VK055_0228
ko:K22131	kpt:VK055_0896
ko:K05275	kpt:VK055_4250
ko:K14274	kpt:VK055_4580
ko:K22024	kpt:VK055_1342
ko:K22129	kpt:VK055_1341
ko:K13874	kpt:VK055_0791
ko:K22130	kpt:VK055_0895
ko:K22129	kpt:VK055_0861
ko:K03595	kpt:VK055_4610
ko:K22105	kpt:VK055_3224
ko:K22110	kpt:VK055_4255
ko:K08994	kpt:VK055_0657
ko:K03077	kpt:VK055_2514
ko:K15634	kpt:VK055_2580
ko:K02257	kpt:VK055_2164
ko:K22293	kpt:VK055_0911
ko:K13566	kpt:VK055_2332
ko:K11206	kpt:VK055_1874
ko:K00424	kpt:VK055_1788
ko:K22489	kpt:VK055_4417
ko:K22601	kpt:VK055_0719
