ko:K01139	kpb:FH42_16340
ko:K14223	kpb:FH42_24485
ko:K14223	kpb:FH42_24490
ko:K14223	kpb:FH42_24500
ko:K14223	kpb:FH42_24505
ko:K14228	kpb:FH42_24510
ko:K14233	kpb:FH42_01105
ko:K14233	kpb:FH42_01125
ko:K14222	kpb:FH42_08130
ko:K14233	kpb:FH42_11150
ko:K14225	kpb:FH42_12555
ko:K14228	kpb:FH42_14290
ko:K14226	kpb:FH42_17850
ko:K01978	kpb:FH42_25680
ko:K00335	kpb:FH42_09490
ko:K18974	kpb:FH42_26780
ko:K07497	kpb:FH42_20010
ko:K18146	kpb:FH42_06415
ko:K01699	kpb:FH42_11985
ko:K04028	kpb:FH42_10070
ko:K00632	kpb:FH42_09735
ko:K00336	kpb:FH42_09485
ko:K02485	kpb:FH42_07135
ko:K08348	kpb:FH42_05405
ko:K18838	kpb:FH42_19935
ko:K14233	kpb:FH42_00890
ko:K14232	kpb:FH42_15845
ko:K14236	kpb:FH42_07155
ko:K14236	kpb:FH42_07160
ko:K14236	kpb:FH42_18135
ko:K01185	kpb:FH42_02710
ko:K08970	kpb:FH42_23055
ko:K11745	kpb:FH42_21035
ko:K00344	kpb:FH42_18520
ko:K03976	kpb:FH42_23255
ko:K14219	kpb:FH42_23370
ko:K19055	kpb:FH42_01710
ko:K09472	kpb:FH42_00945
ko:K03973	kpb:FH42_02475
ko:K03668	kpb:FH42_03180
ko:K06884	kpb:FH42_01560
ko:K09017	kpb:FH42_01050
ko:K00130	kpb:FH42_23950
ko:K00146	kpb:FH42_23655
ko:K01271	kpb:FH42_18070
ko:K08172	kpb:FH42_08400
ko:K01582	kpb:FH42_23450
ko:K00632	kpb:FH42_18060
ko:K00557	kpb:FH42_17625
ko:K18975	kpb:FH42_26785
ko:K18975	kpb:FH42_26815
ko:K18974	kpb:FH42_26810
ko:K03526	kpb:FH42_10335
ko:K14742	kpb:FH42_07705
ko:K07483	kpb:FH42_25840
ko:K07483	kpb:FH42_25845
ko:K07483	kpb:FH42_19865
ko:K07483	kpb:FH42_07380
ko:K07483	kpb:FH42_21470
ko:K07497	kpb:FH42_26660
ko:K07497	kpb:FH42_26875
ko:K03761	kpb:FH42_10660
ko:K07724	kpb:FH42_13055
ko:K03496	kpb:FH42_22285
ko:K18476	kpb:FH42_26440
ko:K18320	kpb:FH42_26445
ko:K18698	kpb:FH42_26475
ko:K04343	kpb:FH42_26485
ko:K10673	kpb:FH42_26490
ko:K00520	kpb:FH42_26535
ko:K08364	kpb:FH42_26545
ko:K08363	kpb:FH42_26550
ko:K03503	kpb:FH42_26585
ko:K03502	kpb:FH42_26590
ko:K03497	kpb:FH42_26595
ko:K18320	kpb:FH42_26740
ko:K05839	kpb:FH42_23145
ko:K07480	kpb:FH42_26750
ko:K18555	kpb:FH42_26795
ko:K18320	kpb:FH42_26870
ko:K03496	kpb:FH42_26900
ko:K07480	kpb:FH42_25740
ko:K00520	kpb:FH42_25750
ko:K18320	kpb:FH42_25775
ko:K15773	kpb:FH42_04335
ko:K05785	kpb:FH42_18045
ko:K18555	kpb:FH42_25850
ko:K18320	kpb:FH42_25920
ko:K12056	kpb:FH42_26015
ko:K12072	kpb:FH42_26020
ko:K12057	kpb:FH42_26040
ko:K12058	kpb:FH42_26060
ko:K12059	kpb:FH42_26065
ko:K12060	kpb:FH42_26070
ko:K12061	kpb:FH42_26080
ko:K12062	kpb:FH42_26085
ko:K12063	kpb:FH42_26090
ko:K12065	kpb:FH42_26120
ko:K03646	kpb:FH42_04705
ko:K12066	kpb:FH42_26125
ko:K12067	kpb:FH42_26130
ko:K12068	kpb:FH42_26135
ko:K03497	kpb:FH42_26260
ko:K03503	kpb:FH42_26335
ko:K03502	kpb:FH42_26340
ko:K03497	kpb:FH42_26355
ko:K03674	kpb:FH42_00090
ko:K08722	kpb:FH42_09525
ko:K07724	kpb:FH42_14360
ko:K01856	kpb:FH42_05450
ko:K03646	kpb:FH42_24775
ko:K04565	kpb:FH42_06025
ko:K03503	kpb:FH42_01730
ko:K03502	kpb:FH42_01735
ko:K11685	kpb:FH42_11005
ko:K07810	kpb:FH42_20135
ko:K07796	kpb:FH42_20140
ko:K18320	kpb:FH42_26420
ko:K03169	kpb:FH42_01905
ko:K18320	kpb:FH42_02390
ko:K03503	kpb:FH42_02410
ko:K03502	kpb:FH42_02415
ko:K03746	kpb:FH42_07125
ko:K04099	kpb:FH42_16645
ko:K15269	kpb:FH42_12380
ko:K10748	kpb:FH42_03495
ko:K05396	kpb:FH42_08175
ko:K14235	kpb:FH42_17675
ko:K01980	kpb:FH42_14715
ko:K14230	kpb:FH42_13660
ko:K18979	kpb:FH42_19190
ko:K07481	kpb:FH42_13690
ko:K08365	kpb:FH42_26555
ko:K07483	kpb:FH42_01885
ko:K07483	kpb:FH42_16100
ko:K07483	kpb:FH42_18900
ko:K07483	kpb:FH42_19760
ko:K07483	kpb:FH42_23850
ko:K18991	kpb:FH42_16535
ko:K07483	kpb:FH42_26235
ko:K07497	kpb:FH42_26230
ko:K07497	kpb:FH42_25770
ko:K18988	kpb:FH42_22505
ko:K18997	kpb:FH42_18905
ko:K18837	kpb:FH42_19940
ko:K05799	kpb:FH42_21405
ko:K11645	kpb:FH42_08860
ko:K19048	kpb:FH42_13100
ko:K19048	kpb:FH42_11285
ko:K14228	kpb:FH42_08125
ko:K14219	kpb:FH42_17845
ko:K14237	kpb:FH42_06135
ko:K14237	kpb:FH42_06140
ko:K14233	kpb:FH42_08250
ko:K14238	kpb:FH42_16450
ko:K07497	kpb:FH42_19965
ko:K19000	kpb:FH42_21855
ko:K14237	kpb:FH42_09870
ko:K14237	kpb:FH42_24800
ko:K14237	kpb:FH42_24810
ko:K14237	kpb:FH42_09875
ko:K14237	kpb:FH42_09880
ko:K19057	kpb:FH42_25755
ko:K19059	kpb:FH42_25760
ko:K11748	kpb:FH42_15015
ko:K19221	kpb:FH42_02210
ko:K19222	kpb:FH42_06895
ko:K19165	kpb:FH42_15410
ko:K19226	kpb:FH42_02430
ko:K19236	kpb:FH42_01405
ko:K07448	kpb:FH42_26745
ko:K19058	kpb:FH42_26540
ko:K19057	kpb:FH42_26530
ko:K19059	kpb:FH42_26525
ko:K05714	kpb:FH42_06695
ko:K03445	kpb:FH42_16715
ko:K19278	kpb:FH42_25800
ko:K16291	kpb:FH42_08280
ko:K02777	kpb:FH42_09940
ko:K19238	kpb:FH42_08325
ko:K01710	kpb:FH42_17800
ko:K19229	kpb:FH42_02335
ko:K19228	kpb:FH42_02340
ko:K19234	kpb:FH42_06770
ko:K12979	kpb:FH42_10995
ko:K19235	kpb:FH42_25295
ko:K19058	kpb:FH42_25745
ko:K04771	kpb:FH42_21725
ko:K19162	kpb:FH42_23150
ko:K19168	kpb:FH42_12600
ko:K19270	kpb:FH42_09535
ko:K19265	kpb:FH42_09820
ko:K00839	kpb:FH42_04845
ko:K01066	kpb:FH42_17265
ko:K01992	kpb:FH42_16280
ko:K01992	kpb:FH42_20195
ko:K01992	kpb:FH42_25130
ko:K01992	kpb:FH42_25135
ko:K03722	kpb:FH42_07710
ko:K19416	kpb:FH42_00880
ko:K00020	kpb:FH42_04455
ko:K19274	kpb:FH42_25875
ko:K03722	kpb:FH42_25185
ko:K19335	kpb:FH42_03020
ko:K07497	kpb:FH42_26670
ko:K07497	kpb:FH42_13290
ko:K07497	kpb:FH42_26885
ko:K07497	kpb:FH42_23855
ko:K07497	kpb:FH42_18895
ko:K07497	kpb:FH42_19765
ko:K07497	kpb:FH42_19860
ko:K07497	kpb:FH42_19970
ko:K07497	kpb:FH42_20015
ko:K07497	kpb:FH42_01890
ko:K07497	kpb:FH42_16105
ko:K00529	kpb:FH42_12805
ko:K19267	kpb:FH42_19395
ko:K17214	kpb:FH42_23505
ko:K19337	kpb:FH42_07930
ko:K19271	kpb:FH42_06205
ko:K19338	kpb:FH42_08290
ko:K19304	kpb:FH42_07945
ko:K19505	kpb:FH42_20535
ko:K19334	kpb:FH42_19665
ko:K19302	kpb:FH42_25425
ko:K01175	kpb:FH42_24585
ko:K19270	kpb:FH42_02070
ko:K19271	kpb:FH42_26450
ko:K19336	kpb:FH42_03015
ko:K19333	kpb:FH42_07800
ko:K01785	kpb:FH42_10460
ko:K02031	kpb:FH42_23920
ko:K02031	kpb:FH42_06225
ko:K02031	kpb:FH42_08790
ko:K19303	kpb:FH42_06065
ko:K01096	kpb:FH42_02265
ko:K19510	kpb:FH42_20565
ko:K19577	kpb:FH42_06080
ko:K00984	kpb:FH42_26820
ko:K19507	kpb:FH42_20545
ko:K19504	kpb:FH42_20560
ko:K06884	kpb:FH42_05280
ko:K19611	kpb:FH42_24040
ko:K11209	kpb:FH42_09575
ko:K19506	kpb:FH42_20540
ko:K19508	kpb:FH42_20550
ko:K19509	kpb:FH42_20555
ko:K19509	kpb:FH42_23775
ko:K02796	kpb:FH42_07760
ko:K19585	kpb:FH42_10855
ko:K19697	kpb:FH42_12070
ko:K01980	kpb:FH42_18105
ko:K19688	kpb:FH42_25395
ko:K19776	kpb:FH42_16880
ko:K19775	kpb:FH42_13900
ko:K19778	kpb:FH42_13670
ko:K19778	kpb:FH42_13695
ko:K15540	kpb:FH42_23410
ko:K19784	kpb:FH42_16965
ko:K00799	kpb:FH42_25405
ko:K00799	kpb:FH42_22160
ko:K06131	kpb:FH42_25115
ko:K00799	kpb:FH42_09570
ko:K07119	kpb:FH42_05640
ko:K15777	kpb:FH42_13525
ko:K07147	kpb:FH42_14630
ko:K02032	kpb:FH42_08785
ko:K07274	kpb:FH42_01785
ko:K19802	kpb:FH42_02520
ko:K02464	kpb:FH42_21580
ko:K19803	kpb:FH42_09155
ko:K21613	kpb:FH42_05585
ko:K19804	kpb:FH42_02275
ko:K07662	kpb:FH42_17455
ko:K19810	kpb:FH42_19090
ko:K21638	kpb:FH42_18595
ko:K21636	kpb:FH42_19600
ko:K22468	kpb:FH42_05385
ko:K00525	kpb:FH42_09330
ko:K20038	kpb:FH42_20250
ko:K21405	kpb:FH42_10970
ko:K20034	kpb:FH42_01445
ko:K22443	kpb:FH42_00920
ko:K00040	kpb:FH42_09145
ko:K21265	kpb:FH42_20310
ko:K07686	kpb:FH42_16750
ko:K01612	kpb:FH42_11505
ko:K20415	kpb:FH42_14180
ko:K20542	kpb:FH42_15740
ko:K20542	kpb:FH42_15780
ko:K20543	kpb:FH42_15790
ko:K20510	kpb:FH42_14170
ko:K20511	kpb:FH42_14175
ko:K20543	kpb:FH42_15735
ko:K20509	kpb:FH42_14155
ko:K19591	kpb:FH42_23270
ko:K20541	kpb:FH42_15745
ko:K21759	kpb:FH42_11500
ko:K20541	kpb:FH42_15795
ko:K22602	kpb:FH42_04875
ko:K22132	kpb:FH42_11845
ko:K22003	kpb:FH42_07480
ko:K02790	kpb:FH42_03465
ko:K02791	kpb:FH42_03465
ko:K14231	kpb:FH42_12980
ko:K14231	kpb:FH42_18980
ko:K14227	kpb:FH42_17650
ko:K14227	kpb:FH42_18095
ko:K14227	kpb:FH42_21925
ko:K01980	kpb:FH42_20180
ko:K14232	kpb:FH42_17860
ko:K14225	kpb:FH42_18140
ko:K18301	kpb:FH42_06815
ko:K02438	kpb:FH42_15320
ko:K14218	kpb:FH42_09845
ko:K14218	kpb:FH42_09850
ko:K14225	kpb:FH42_08135
ko:K14225	kpb:FH42_19175
ko:K14225	kpb:FH42_19185
ko:K14225	kpb:FH42_19180
ko:K14220	kpb:FH42_08260
ko:K14220	kpb:FH42_08345
ko:K14220	kpb:FH42_08335
ko:K14220	kpb:FH42_08295
ko:K14229	kpb:FH42_09885
ko:K14229	kpb:FH42_24805
ko:K14229	kpb:FH42_24825
ko:K14229	kpb:FH42_24820
ko:K14229	kpb:FH42_24795
ko:K14229	kpb:FH42_24815
ko:K11529	kpb:FH42_02155
ko:K14230	kpb:FH42_11855
ko:K14230	kpb:FH42_11860
ko:K14230	kpb:FH42_14265
ko:K14230	kpb:FH42_11865
ko:K01200	kpb:FH42_21645
ko:K21029	kpb:FH42_25350
ko:K04333	kpb:FH42_12900
ko:K21085	kpb:FH42_08210
ko:K21088	kpb:FH42_04995
ko:K21021	kpb:FH42_10735
ko:K21086	kpb:FH42_12345
ko:K02495	kpb:FH42_17220
ko:K13075	kpb:FH42_04710
ko:K21028	kpb:FH42_01930
ko:K08968	kpb:FH42_07825
ko:K13609	kpb:FH42_20485
ko:K00821	kpb:FH42_15055
ko:K21090	kpb:FH42_07740
ko:K00525	kpb:FH42_11045
ko:K02335	kpb:FH42_17205
ko:K06919	kpb:FH42_22230
ko:K02314	kpb:FH42_13275
ko:K00558	kpb:FH42_26755
ko:K02316	kpb:FH42_13645
ko:K06903	kpb:FH42_00015
ko:K06907	kpb:FH42_00045
ko:K02314	kpb:FH42_18525
ko:K18640	kpb:FH42_26330
ko:K06906	kpb:FH42_00070
ko:K06905	kpb:FH42_00075
ko:K06908	kpb:FH42_00050
ko:K06903	kpb:FH42_00485
ko:K06907	kpb:FH42_00525
ko:K06908	kpb:FH42_00530
ko:K06906	kpb:FH42_00545
ko:K06905	kpb:FH42_00550
ko:K18640	kpb:FH42_18885
ko:K06217	kpb:FH42_24470
ko:K06217	kpb:FH42_01095
ko:K06223	kpb:FH42_15120
ko:K04068	kpb:FH42_19595
ko:K06866	kpb:FH42_10620
ko:K03546	kpb:FH42_22610
ko:K06191	kpb:FH42_11035
ko:K06223	kpb:FH42_25490
ko:K01185	kpb:FH42_25570
ko:K06903	kpb:FH42_25600
ko:K07336	kpb:FH42_02110
ko:K02315	kpb:FH42_20585
ko:K00857	kpb:FH42_07120
ko:K03676	kpb:FH42_16125
ko:K01520	kpb:FH42_16260
ko:K06919	kpb:FH42_02680
ko:K06909	kpb:FH42_02730
ko:K09961	kpb:FH42_02735
ko:K09960	kpb:FH42_02745
ko:K06197	kpb:FH42_07260
ko:K09935	kpb:FH42_16480
ko:K00287	kpb:FH42_21040
ko:K00560	kpb:FH42_12140
ko:K07313	kpb:FH42_07855
ko:K00558	kpb:FH42_08230
ko:K03292	kpb:FH42_21395
ko:K21288	kpb:FH42_26830
ko:K00526	kpb:FH42_11050
ko:K20938	kpb:FH42_11755
ko:K02032	kpb:FH42_06230
ko:K02032	kpb:FH42_23915
ko:K05934	kpb:FH42_11920
ko:K14333	kpb:FH42_17750
ko:K03292	kpb:FH42_13385
ko:K21416	kpb:FH42_22215
ko:K21417	kpb:FH42_22210
ko:K13695	kpb:FH42_06940
ko:K03651	kpb:FH42_19815
ko:K21470	kpb:FH42_00660
ko:K01451	kpb:FH42_23585
ko:K01420	kpb:FH42_03555
ko:K00863	kpb:FH42_13775
ko:K01451	kpb:FH42_02450
ko:K21698	kpb:FH42_14585
ko:K21695	kpb:FH42_14580
ko:K00875	kpb:FH42_08850
ko:K21948	kpb:FH42_03945
ko:K13638	kpb:FH42_14790
ko:K21973	kpb:FH42_03910
ko:K21963	kpb:FH42_22355
ko:K21965	kpb:FH42_22365
ko:K21964	kpb:FH42_23720
ko:K21965	kpb:FH42_23715
ko:K21974	kpb:FH42_24935
ko:K21966	kpb:FH42_22370
ko:K21967	kpb:FH42_23705
ko:K21966	kpb:FH42_23710
ko:K21968	kpb:FH42_22380
ko:K21976	kpb:FH42_24925
ko:K21990	kpb:FH42_09755
ko:K22041	kpb:FH42_01395
ko:K22015	kpb:FH42_18745
ko:K22015	kpb:FH42_18750
ko:K22015	kpb:FH42_06545
ko:K22024	kpb:FH42_04125
ko:K22044	kpb:FH42_25225
ko:K22051	kpb:FH42_19150
ko:K21964	kpb:FH42_22360
ko:K21967	kpb:FH42_22375
ko:K21968	kpb:FH42_23700
ko:K21972	kpb:FH42_24945
ko:K21973	kpb:FH42_24940
ko:K21975	kpb:FH42_24930
ko:K08319	kpb:FH42_03950
ko:K15576	kpb:FH42_07235
ko:K22131	kpb:FH42_03935
ko:K05275	kpb:FH42_12330
ko:K22444	kpb:FH42_00910
ko:K14274	kpb:FH42_10715
ko:K13874	kpb:FH42_04475
ko:K22130	kpb:FH42_03940
ko:K22129	kpb:FH42_04120
ko:K03595	kpb:FH42_10565
ko:K22105	kpb:FH42_17615
ko:K22110	kpb:FH42_12300
ko:K08994	kpb:FH42_05205
ko:K03077	kpb:FH42_21120
ko:K15634	kpb:FH42_20780
ko:K02257	kpb:FH42_22880
ko:K22293	kpb:FH42_03855
ko:K13566	kpb:FH42_22020
ko:K11206	kpb:FH42_24335
ko:K07319	kpb:FH42_26315
ko:K22489	kpb:FH42_11515
ko:K22601	kpb:FH42_04885
