ko:K19744	paeb:NCGM1900_1111
ko:K04691	paeb:NCGM1900_2276
ko:K00817	paeb:NCGM1900_2277
ko:K00013	paeb:NCGM1900_2278
ko:K00765	paeb:NCGM1900_2280
ko:K00790	paeb:NCGM1900_2281
ko:K07122	paeb:NCGM1900_2283
ko:K07323	paeb:NCGM1900_2284
ko:K02067	paeb:NCGM1900_2285
ko:K02066	paeb:NCGM1900_2286
ko:K02065	paeb:NCGM1900_2287
ko:K06041	paeb:NCGM1900_2288
ko:K03270	paeb:NCGM1900_2289
ko:K11719	paeb:NCGM1900_2290
ko:K09774	paeb:NCGM1900_2291
ko:K06861	paeb:NCGM1900_2292
ko:K03092	paeb:NCGM1900_2293
ko:K05808	paeb:NCGM1900_2294
ko:K02806	paeb:NCGM1900_2295
ko:K06958	paeb:NCGM1900_2296
ko:K11189	paeb:NCGM1900_2297
ko:K07238	paeb:NCGM1900_2298
ko:K04564	paeb:NCGM1900_2299
ko:K01679	paeb:NCGM1900_2301
ko:K03592	paeb:NCGM1900_2303
ko:K09889	paeb:NCGM1900_2304
ko:K03568	paeb:NCGM1900_2305
ko:K08301	paeb:NCGM1900_2308
ko:K06287	paeb:NCGM1900_2309
ko:K03571	paeb:NCGM1900_2310
ko:K03570	paeb:NCGM1900_2311
ko:K03569	paeb:NCGM1900_2312
ko:K02435	paeb:NCGM1900_2314
ko:K02433	paeb:NCGM1900_2315
ko:K02434	paeb:NCGM1900_2316
ko:K03642	paeb:NCGM1900_2317
ko:K01607	paeb:NCGM1900_2318
ko:K17316	paeb:NCGM1900_3111
ko:K17317	paeb:NCGM1900_3112
ko:K10112	paeb:NCGM1900_3113
ko:K07267	paeb:NCGM1900_3115
ko:K00036	paeb:NCGM1900_3119
ko:K01057	paeb:NCGM1900_3120
ko:K01625	paeb:NCGM1900_3121
ko:K03574	paeb:NCGM1900_3122
ko:K06178	paeb:NCGM1900_3123
ko:K03312	paeb:NCGM1900_3127
ko:K01479	paeb:NCGM1900_3128
ko:K00568	paeb:NCGM1900_3132
ko:K08963	paeb:NCGM1900_3134
ko:K02469	paeb:NCGM1900_3135
ko:K00831	paeb:NCGM1900_3136
ko:K14170	paeb:NCGM1900_3137
ko:K00817	paeb:NCGM1900_3138
ko:K00800	paeb:NCGM1900_3139
ko:K00945	paeb:NCGM1900_3140
ko:K02945	paeb:NCGM1900_3141
ko:K05788	paeb:NCGM1900_3142
ko:K05789	paeb:NCGM1900_3143
ko:K17716	paeb:NCGM1900_3147
ko:K19068	paeb:NCGM1900_3148
ko:K01791	paeb:NCGM1900_3149
ko:K13007	paeb:NCGM1900_3152
ko:K02237	paeb:NCGM1900_3154
ko:K00832	paeb:NCGM1900_3156
ko:K03702	paeb:NCGM1900_3157
ko:K03446	paeb:NCGM1900_3158
ko:K03543	paeb:NCGM1900_3159
ko:K01885	paeb:NCGM1900_3161
ko:K00598	paeb:NCGM1900_3956
ko:K03321	paeb:NCGM1900_3957
ko:K03406	paeb:NCGM1900_3959
ko:K07507	paeb:NCGM1900_3964
ko:K00666	paeb:NCGM1900_3965
ko:K01895	paeb:NCGM1900_3967
ko:K00626	paeb:NCGM1900_3969
ko:K05794	paeb:NCGM1900_3974
ko:K02040	paeb:NCGM1900_3975
ko:K01142	paeb:NCGM1900_3978
ko:K07278	paeb:NCGM1900_3980
ko:K09800	paeb:NCGM1900_3981
ko:K00995	paeb:NCGM1900_3982
ko:K00981	paeb:NCGM1900_3987
ko:K03310	paeb:NCGM1900_3990
ko:K11065	paeb:NCGM1900_3991
ko:K00817	paeb:NCGM1900_3992
ko:K07799	paeb:NCGM1900_3998
ko:K07788	paeb:NCGM1900_3999
ko:K07789	paeb:NCGM1900_4000
ko:K07644	paeb:NCGM1900_4003
ko:K07665	paeb:NCGM1900_4004
ko:K15725	paeb:NCGM1900_4005
ko:K15727	paeb:NCGM1900_4006
ko:K15726	paeb:NCGM1900_4007
ko:K06992	paeb:NCGM1900_4802
ko:K03556	paeb:NCGM1900_4805
ko:K03556	paeb:NCGM1900_4806
ko:K01665	paeb:NCGM1900_4807
ko:K02203	paeb:NCGM1900_4808
ko:K00390	paeb:NCGM1900_4809
ko:K13634	paeb:NCGM1900_4811
ko:K00077	paeb:NCGM1900_4813
ko:K01626	paeb:NCGM1900_4815
ko:K06975	paeb:NCGM1900_4816
ko:K01692	paeb:NCGM1900_4817
ko:K01782	paeb:NCGM1900_4828
ko:K00626	paeb:NCGM1900_4829
ko:K07088	paeb:NCGM1900_4830
ko:K07395	paeb:NCGM1900_4832
ko:K05349	paeb:NCGM1900_4840
ko:K03223	paeb:NCGM1900_4841
ko:K04054	paeb:NCGM1900_4842
ko:K03222	paeb:NCGM1900_4843
ko:K04053	paeb:NCGM1900_4844
ko:K04052	paeb:NCGM1900_4845
ko:K04051	paeb:NCGM1900_4846
ko:K03221	paeb:NCGM1900_4847
ko:K03220	paeb:NCGM1900_4848
ko:K03219	paeb:NCGM1900_4849
ko:K04049	paeb:NCGM1900_4850
ko:K03189	paeb:NCGM1900_5634
ko:K03192	paeb:NCGM1900_5635
ko:K07165	paeb:NCGM1900_5636
ko:K03088	paeb:NCGM1900_5637
ko:K16087	paeb:NCGM1900_5638
ko:K00128	paeb:NCGM1900_5640
ko:K05548	paeb:NCGM1900_5641
ko:K01576	paeb:NCGM1900_5642
ko:K11475	paeb:NCGM1900_5648
ko:K01996	paeb:NCGM1900_5651
ko:K01995	paeb:NCGM1900_5652
ko:K01998	paeb:NCGM1900_5653
ko:K01997	paeb:NCGM1900_5654
ko:K01999	paeb:NCGM1900_5655
ko:K03406	paeb:NCGM1900_5657
ko:K08281	paeb:NCGM1900_5660
ko:K00763	paeb:NCGM1900_5661
ko:K01916	paeb:NCGM1900_5662
ko:K06966	paeb:NCGM1900_5665
ko:K12943	paeb:NCGM1900_5666
ko:K03442	paeb:NCGM1900_5667
ko:K05350	paeb:NCGM1900_5673
ko:K01775	paeb:NCGM1900_5674
ko:K02939	paeb:NCGM1900_5676
ko:K02963	paeb:NCGM1900_5678
ko:K02990	paeb:NCGM1900_5679
ko:K03218	paeb:NCGM1900_5680
ko:K12573	paeb:NCGM1900_5681
ko:K01939	paeb:NCGM1900_5684
ko:K11070	paeb:NCGM1900_0323
ko:K11071	paeb:NCGM1900_0324
ko:K11072	paeb:NCGM1900_0325
ko:K09946	paeb:NCGM1900_0330
ko:K01807	paeb:NCGM1900_0331
ko:K01754	paeb:NCGM1900_0332
ko:K08311	paeb:NCGM1900_0338
ko:K08484	paeb:NCGM1900_0339
ko:K07090	paeb:NCGM1900_0342
ko:K13292	paeb:NCGM1900_0343
ko:K01126	paeb:NCGM1900_0350
ko:K07095	paeb:NCGM1900_0354
ko:K16345	paeb:NCGM1900_0355
ko:K01687	paeb:NCGM1900_0356
ko:K06969	paeb:NCGM1900_0357
ko:K05520	paeb:NCGM1900_0358
ko:K10563	paeb:NCGM1900_0360
ko:K07126	paeb:NCGM1900_0363
ko:K00681	paeb:NCGM1900_0365
ko:K00954	paeb:NCGM1900_0367
ko:K07019	paeb:NCGM1900_0373
ko:K08316	paeb:NCGM1900_0375
ko:K02906	paeb:NCGM1900_0696
ko:K02926	paeb:NCGM1900_0697
ko:K02892	paeb:NCGM1900_0698
ko:K02886	paeb:NCGM1900_0699
ko:K02965	paeb:NCGM1900_0700
ko:K02890	paeb:NCGM1900_0701
ko:K02982	paeb:NCGM1900_0702
ko:K02878	paeb:NCGM1900_0703
ko:K02904	paeb:NCGM1900_0704
ko:K02961	paeb:NCGM1900_0705
ko:K02874	paeb:NCGM1900_0706
ko:K02895	paeb:NCGM1900_0707
ko:K02931	paeb:NCGM1900_0708
ko:K02954	paeb:NCGM1900_0709
ko:K02994	paeb:NCGM1900_0710
ko:K02933	paeb:NCGM1900_0711
ko:K02881	paeb:NCGM1900_0712
ko:K02988	paeb:NCGM1900_0713
ko:K02907	paeb:NCGM1900_0714
ko:K02876	paeb:NCGM1900_0715
ko:K03076	paeb:NCGM1900_0716
ko:K02919	paeb:NCGM1900_0717
ko:K02952	paeb:NCGM1900_0718
ko:K02948	paeb:NCGM1900_0719
ko:K02986	paeb:NCGM1900_0720
ko:K03040	paeb:NCGM1900_0721
ko:K02879	paeb:NCGM1900_0722
ko:K03781	paeb:NCGM1900_0723
ko:K03594	paeb:NCGM1900_0724
ko:K03701	paeb:NCGM1900_0725
ko:K03111	paeb:NCGM1900_0727
ko:K01851	paeb:NCGM1900_0728
ko:K04782	paeb:NCGM1900_0729
ko:K12238	paeb:NCGM1900_0731
ko:K12243	paeb:NCGM1900_0732
ko:K12239	paeb:NCGM1900_0733
ko:K12240	paeb:NCGM1900_0734
ko:K12241	paeb:NCGM1900_0735
ko:K06147	paeb:NCGM1900_0737
ko:K16088	paeb:NCGM1900_0738
ko:K06998	paeb:NCGM1900_0744
ko:K13063	paeb:NCGM1900_0745
ko:K01626	paeb:NCGM1900_0746
ko:K01738	paeb:NCGM1900_1547
ko:K05564	paeb:NCGM1900_1549
ko:K05563	paeb:NCGM1900_1550
ko:K05562	paeb:NCGM1900_1551
ko:K05561	paeb:NCGM1900_1552
ko:K05560	paeb:NCGM1900_1553
ko:K05559	paeb:NCGM1900_1554
ko:K06077	paeb:NCGM1900_1555
ko:K00865	paeb:NCGM1900_1557
ko:K03299	paeb:NCGM1900_1558
ko:K02647	paeb:NCGM1900_1559
ko:K00275	paeb:NCGM1900_1560
ko:K08993	paeb:NCGM1900_1567
ko:K09858	paeb:NCGM1900_1570
ko:K07116	paeb:NCGM1900_1577
ko:K09760	paeb:NCGM1900_1578
ko:K00128	paeb:NCGM1900_1582
ko:K00459	paeb:NCGM1900_1587
ko:K08196	paeb:NCGM1900_1593
ko:K07068	paeb:NCGM1900_1597
ko:K01426	paeb:NCGM1900_2064
ko:K03559	paeb:NCGM1900_2075
ko:K03561	paeb:NCGM1900_2076
ko:K02455	paeb:NCGM1900_2082
ko:K02454	paeb:NCGM1900_2083
ko:K02453	paeb:NCGM1900_2084
ko:K02462	paeb:NCGM1900_2085
ko:K02461	paeb:NCGM1900_2086
ko:K02460	paeb:NCGM1900_2087
ko:K02456	paeb:NCGM1900_2088
ko:K02458	paeb:NCGM1900_2089
ko:K02452	paeb:NCGM1900_2090
ko:K02457	paeb:NCGM1900_2091
ko:K02459	paeb:NCGM1900_2092
ko:K03088	paeb:NCGM1900_2094
ko:K07215	paeb:NCGM1900_2097
ko:K14161	paeb:NCGM1900_2099
ko:K14162	paeb:NCGM1900_2100
ko:K03547	paeb:NCGM1900_2106
ko:K03581	paeb:NCGM1900_2108
ko:K03582	paeb:NCGM1900_2109
ko:K03583	paeb:NCGM1900_2110
ko:K05774	paeb:NCGM1900_2899
ko:K06167	paeb:NCGM1900_2900
ko:K07483	paeb:NCGM1900_2907
ko:K01426	paeb:NCGM1900_2909
ko:K01999	paeb:NCGM1900_2911
ko:K01753	paeb:NCGM1900_2918
ko:K01915	paeb:NCGM1900_2919
ko:K09931	paeb:NCGM1900_2921
ko:K02399	paeb:NCGM1900_2923
ko:K02398	paeb:NCGM1900_2924
ko:K02386	paeb:NCGM1900_2925
ko:K03415	paeb:NCGM1900_2926
ko:K00575	paeb:NCGM1900_2927
ko:K03654	paeb:NCGM1900_2931
ko:K06075	paeb:NCGM1900_2934
ko:K07001	paeb:NCGM1900_2937
ko:K07401	paeb:NCGM1900_2938
ko:K03274	paeb:NCGM1900_2939
ko:K02078	paeb:NCGM1900_2942
ko:K00648	paeb:NCGM1900_2943
ko:K06893	paeb:NCGM1900_2944
ko:K01358	paeb:NCGM1900_2950
ko:K01890	paeb:NCGM1900_3746
ko:K04764	paeb:NCGM1900_3747
ko:K03654	paeb:NCGM1900_3750
ko:K03427	paeb:NCGM1900_3752
ko:K03427	paeb:NCGM1900_3753
ko:K01154	paeb:NCGM1900_3756
ko:K01153	paeb:NCGM1900_3757
ko:K07483	paeb:NCGM1900_3758
ko:K03088	paeb:NCGM1900_3773
ko:K07165	paeb:NCGM1900_3774
ko:K05524	paeb:NCGM1900_3780
ko:K11073	paeb:NCGM1900_3785
ko:K01738	paeb:NCGM1900_3787
ko:K09989	paeb:NCGM1900_3791
ko:K01626	paeb:NCGM1900_4588
ko:K07782	paeb:NCGM1900_4591
ko:K01434	paeb:NCGM1900_4596
ko:K00799	paeb:NCGM1900_4599
ko:K02336	paeb:NCGM1900_4604
ko:K00330	paeb:NCGM1900_4607
ko:K11741	paeb:NCGM1900_4608
ko:K07302	paeb:NCGM1900_4609
ko:K07303	paeb:NCGM1900_4610
ko:K07023	paeb:NCGM1900_4612
ko:K12542	paeb:NCGM1900_4613
ko:K12541	paeb:NCGM1900_4614
ko:K12543	paeb:NCGM1900_4615
ko:K16074	paeb:NCGM1900_4617
ko:K08642	paeb:NCGM1900_4619
ko:K02453	paeb:NCGM1900_4622
ko:K02452	paeb:NCGM1900_4623
ko:K02020	paeb:NCGM1900_4629
ko:K02018	paeb:NCGM1900_4630
ko:K02017	paeb:NCGM1900_4631
ko:K04343	paeb:NCGM1900_4634
ko:K03498	paeb:NCGM1900_4635
ko:K09781	paeb:NCGM1900_4636
ko:K00404	paeb:NCGM1900_4638
ko:K05365	paeb:NCGM1900_5429
ko:K07028	paeb:NCGM1900_5431
ko:K02013	paeb:NCGM1900_5436
ko:K02015	paeb:NCGM1900_5437
ko:K02016	paeb:NCGM1900_5438
ko:K07225	paeb:NCGM1900_5439
ko:K16087	paeb:NCGM1900_5440
ko:K14261	paeb:NCGM1900_5445
ko:K07054	paeb:NCGM1900_5446
ko:K06901	paeb:NCGM1900_5448
ko:K00557	paeb:NCGM1900_5449
ko:K06206	paeb:NCGM1900_5450
ko:K06204	paeb:NCGM1900_5452
ko:K01894	paeb:NCGM1900_5453
ko:K00970	paeb:NCGM1900_5457
ko:K00950	paeb:NCGM1900_5458
ko:K00606	paeb:NCGM1900_5459
ko:K01918	paeb:NCGM1900_5460
ko:K12987	paeb:NCGM1900_2063
ko:K01399	paeb:NCGM1900_2552
ko:K19290	paeb:NCGM1900_2743
ko:K01992	paeb:NCGM1900_2872
ko:K01992	paeb:NCGM1900_6027
ko:K01992	paeb:NCGM1900_6121
ko:K01992	paeb:NCGM1900_6122
ko:K04771	paeb:NCGM1900_2012
ko:K19293	paeb:NCGM1900_2738
ko:K19294	paeb:NCGM1900_2735
ko:K19295	paeb:NCGM1900_2734
ko:K00020	paeb:NCGM1900_2713
ko:K00020	paeb:NCGM1900_2964
ko:K19302	paeb:NCGM1900_0952
ko:K07497	paeb:NCGM1900_0041
ko:K07497	paeb:NCGM1900_0248
ko:K07497	paeb:NCGM1900_0249
ko:K07497	paeb:NCGM1900_1728
ko:K07497	paeb:NCGM1900_1729
ko:K07497	paeb:NCGM1900_4311
ko:K07497	paeb:NCGM1900_4315
ko:K07497	paeb:NCGM1900_4316
ko:K07497	paeb:NCGM1900_5986
ko:K07497	paeb:NCGM1900_6130
ko:K07497	paeb:NCGM1900_1442
ko:K07497	paeb:NCGM1900_2906
ko:K07497	paeb:NCGM1900_3759
ko:K07497	paeb:NCGM1900_3763
ko:K07497	paeb:NCGM1900_3764
ko:K07497	paeb:NCGM1900_1679
ko:K07497	paeb:NCGM1900_6413
ko:K11020	paeb:NCGM1900_1446
ko:K19342	paeb:NCGM1900_2876
ko:K03722	paeb:NCGM1900_1564
ko:K19345	paeb:NCGM1900_0528
ko:K07496	paeb:NCGM1900_4748
ko:K07496	paeb:NCGM1900_1627
ko:K07496	paeb:NCGM1900_1640
ko:K19353	paeb:NCGM1900_2350
ko:K00146	paeb:NCGM1900_0887
ko:K17940	paeb:NCGM1900_3928
ko:K01406	paeb:NCGM1900_1327
ko:K06599	paeb:NCGM1900_0423
ko:K03892	paeb:NCGM1900_4253
ko:K09690	paeb:NCGM1900_3833
ko:K06148	paeb:NCGM1900_1866
ko:K02487	paeb:NCGM1900_3555
ko:K01271	paeb:NCGM1900_2330
ko:K16636	paeb:NCGM1900_0044
ko:K01802	paeb:NCGM1900_2070
ko:K19278	paeb:NCGM1900_1411
ko:K01795	paeb:NCGM1900_2739
ko:K18000	paeb:NCGM1900_1672
ko:K19337	paeb:NCGM1900_6292
ko:K05799	paeb:NCGM1900_0112
ko:K12253	paeb:NCGM1900_5725
ko:K18150	paeb:NCGM1900_2557
ko:K00344	paeb:NCGM1900_6031
ko:K03458	paeb:NCGM1900_5077
ko:K14228	paeb:NCGM1900_1151
ko:K14228	paeb:NCGM1900_3948
ko:K14228	paeb:NCGM1900_4762
ko:K14228	paeb:NCGM1900_5682
ko:K14228	paeb:NCGM1900_5683
ko:K14234	paeb:NCGM1900_1625
ko:K14234	paeb:NCGM1900_4731
ko:K14234	paeb:NCGM1900_2360
ko:K14220	paeb:NCGM1900_1626
ko:K19278	paeb:NCGM1900_3684
ko:K19337	paeb:NCGM1900_3118
ko:K06867	paeb:NCGM1900_2993
ko:K19300	paeb:NCGM1900_0841
ko:K12993	paeb:NCGM1900_6304
ko:K19339	paeb:NCGM1900_2881
ko:K19416	paeb:NCGM1900_3910
ko:K19340	paeb:NCGM1900_2878
ko:K19341	paeb:NCGM1900_2877
ko:K18099	paeb:NCGM1900_2791
ko:K18004	paeb:NCGM1900_0764
ko:K18003	paeb:NCGM1900_1669
ko:K18002	paeb:NCGM1900_1670
ko:K06867	paeb:NCGM1900_4031
ko:K06867	paeb:NCGM1900_2455
ko:K19292	paeb:NCGM1900_2741
ko:K07749	paeb:NCGM1900_1253
ko:K19577	paeb:NCGM1900_2183
ko:K18567	paeb:NCGM1900_2977
ko:K18567	paeb:NCGM1900_4389
ko:K21699	paeb:NCGM1900_0123
ko:K19610	paeb:NCGM1900_1789
ko:K19609	paeb:NCGM1900_1788
ko:K14218	paeb:NCGM1900_3162
ko:K14218	paeb:NCGM1900_3164
ko:K00760	paeb:NCGM1900_5355
ko:K14230	paeb:NCGM1900_1628
ko:K14222	paeb:NCGM1900_3936
ko:K19610	paeb:NCGM1900_3812
ko:K19611	paeb:NCGM1900_3810
ko:K12658	paeb:NCGM1900_3822
ko:K18148	paeb:NCGM1900_6328
ko:K03446	paeb:NCGM1900_1343
ko:K00799	paeb:NCGM1900_2230
ko:K20261	paeb:NCGM1900_4587
ko:K10024	paeb:NCGM1900_1833
ko:K18540	paeb:NCGM1900_2679
ko:K20257	paeb:NCGM1900_1668
ko:K19594	paeb:NCGM1900_2762
ko:K14224	paeb:NCGM1900_3163
ko:K14224	paeb:NCGM1900_3165
ko:K14224	paeb:NCGM1900_3498
ko:K14230	paeb:NCGM1900_0588
ko:K19713	paeb:NCGM1900_4048
ko:K07165	paeb:NCGM1900_4432
ko:K14223	paeb:NCGM1900_5380
ko:K19713	paeb:NCGM1900_2409
ko:K00992	paeb:NCGM1900_0613
ko:K19711	paeb:NCGM1900_2036
ko:K01977	paeb:NCGM1900_0669
ko:K01977	paeb:NCGM1900_6219
ko:K01977	paeb:NCGM1900_5418
ko:K01977	paeb:NCGM1900_2105
ko:K01985	paeb:NCGM1900_0673
ko:K01985	paeb:NCGM1900_2101
ko:K01985	paeb:NCGM1900_6215
ko:K01985	paeb:NCGM1900_5414
ko:K14237	paeb:NCGM1900_3020
ko:K14237	paeb:NCGM1900_3205
ko:K19696	paeb:NCGM1900_3301
ko:K14221	paeb:NCGM1900_4694
ko:K14221	paeb:NCGM1900_3021
ko:K14221	paeb:NCGM1900_3206
ko:K14221	paeb:NCGM1900_3207
ko:K14227	paeb:NCGM1900_0670
ko:K14227	paeb:NCGM1900_2104
ko:K14227	paeb:NCGM1900_5417
ko:K14227	paeb:NCGM1900_6218
ko:K14219	paeb:NCGM1900_4764
ko:K14220	paeb:NCGM1900_2379
ko:K14220	paeb:NCGM1900_3155
ko:K07666	paeb:NCGM1900_5510
ko:K18300	paeb:NCGM1900_4034
ko:K14235	paeb:NCGM1900_0681
ko:K01003	paeb:NCGM1900_5613
ko:K08305	paeb:NCGM1900_0970
ko:K20260	paeb:NCGM1900_4590
ko:K20260	paeb:NCGM1900_0747
ko:K19784	paeb:NCGM1900_1380
ko:K06132	paeb:NCGM1900_6150
ko:K00799	paeb:NCGM1900_3601
ko:K06131	paeb:NCGM1900_4325
ko:K07119	paeb:NCGM1900_4924
ko:K00995	paeb:NCGM1900_3931
ko:K07147	paeb:NCGM1900_5420
ko:K13877	paeb:NCGM1900_1323
ko:K20938	paeb:NCGM1900_4184
ko:K20938	paeb:NCGM1900_4203
ko:K15777	paeb:NCGM1900_3477
ko:K17722	paeb:NCGM1900_0450
ko:K19803	paeb:NCGM1900_5990
ko:K13775	paeb:NCGM1900_3419
ko:K21636	paeb:NCGM1900_4566
ko:K14234	paeb:NCGM1900_0679
ko:K14231	paeb:NCGM1900_5909
ko:K14234	paeb:NCGM1900_5939
ko:K09796	paeb:NCGM1900_1194
ko:K09471	paeb:NCGM1900_6149
ko:K20971	paeb:NCGM1900_0989
ko:K11915	paeb:NCGM1900_0072
ko:K20260	paeb:NCGM1900_4589
ko:K13061	paeb:NCGM1900_2792
ko:K20262	paeb:NCGM1900_4584
ko:K20260	paeb:NCGM1900_0748
ko:K20265	paeb:NCGM1900_5540
ko:K20276	paeb:NCGM1900_4616
ko:K20277	paeb:NCGM1900_2914
ko:K20262	paeb:NCGM1900_0743
ko:K20320	paeb:NCGM1900_0851
ko:K20259	paeb:NCGM1900_3950
ko:K20455	paeb:NCGM1900_1982
ko:K20429	paeb:NCGM1900_1519
ko:K14237	paeb:NCGM1900_3641
ko:K20444	paeb:NCGM1900_1511
ko:K20534	paeb:NCGM1900_5556
ko:K20972	paeb:NCGM1900_5595
ko:K07076	paeb:NCGM1900_5181
ko:K01214	paeb:NCGM1900_4319
ko:K11529	paeb:NCGM1900_5085
ko:K14218	paeb:NCGM1900_0671
ko:K14218	paeb:NCGM1900_6217
ko:K14218	paeb:NCGM1900_2103
ko:K14218	paeb:NCGM1900_5416
ko:K14236	paeb:NCGM1900_0677
ko:K14225	paeb:NCGM1900_0678
ko:K14219	paeb:NCGM1900_0256
ko:K14225	paeb:NCGM1900_4733
ko:K20881	paeb:NCGM1900_5969
ko:K14225	paeb:NCGM1900_2052
ko:K14219	paeb:NCGM1900_2905
ko:K14219	paeb:NCGM1900_2420
ko:K14225	paeb:NCGM1900_3499
ko:K14225	paeb:NCGM1900_3932
ko:K14225	paeb:NCGM1900_3500
ko:K14232	paeb:NCGM1900_2378
ko:K14232	paeb:NCGM1900_3271
ko:K14232	paeb:NCGM1900_3749
ko:K01046	paeb:NCGM1900_5550
ko:K14219	paeb:NCGM1900_1814
ko:K14219	paeb:NCGM1900_1815
ko:K14229	paeb:NCGM1900_1738
ko:K14229	paeb:NCGM1900_2377
ko:K14226	paeb:NCGM1900_4707
ko:K14226	paeb:NCGM1900_4763
ko:K14233	paeb:NCGM1900_1816
ko:K14233	paeb:NCGM1900_1654
ko:K14233	paeb:NCGM1900_3460
ko:K14233	paeb:NCGM1900_3911
ko:K20987	paeb:NCGM1900_4297
ko:K21008	paeb:NCGM1900_3239
ko:K21006	paeb:NCGM1900_3237
ko:K21007	paeb:NCGM1900_3238
ko:K21010	paeb:NCGM1900_3241
ko:K21011	paeb:NCGM1900_3242
ko:K16011	paeb:NCGM1900_4299
ko:K16011	paeb:NCGM1900_6307
ko:K20997	paeb:NCGM1900_4300
ko:K20998	paeb:NCGM1900_4296
ko:K20999	paeb:NCGM1900_4295
ko:K21000	paeb:NCGM1900_4294
ko:K21001	paeb:NCGM1900_4293
ko:K21002	paeb:NCGM1900_4292
ko:K21003	paeb:NCGM1900_4291
ko:K21004	paeb:NCGM1900_4290
ko:K21005	paeb:NCGM1900_4289
ko:K20940	paeb:NCGM1900_0742
ko:K00821	paeb:NCGM1900_0542
ko:K21135	paeb:NCGM1900_5151
ko:K21137	paeb:NCGM1900_0150
ko:K21061	paeb:NCGM1900_1308
ko:K21021	paeb:NCGM1900_1477
ko:K21019	paeb:NCGM1900_2160
ko:K01768	paeb:NCGM1900_3081
ko:K20973	paeb:NCGM1900_3493
ko:K20974	paeb:NCGM1900_4963
ko:K20975	paeb:NCGM1900_4512
ko:K00840	paeb:NCGM1900_1827
ko:K21062	paeb:NCGM1900_1322
ko:K20976	paeb:NCGM1900_2930
ko:K20977	paeb:NCGM1900_2929
ko:K20978	paeb:NCGM1900_2928
ko:K07689	paeb:NCGM1900_3929
ko:K21053	paeb:NCGM1900_0140
ko:K21020	paeb:NCGM1900_0162
ko:K21103	paeb:NCGM1900_0750
ko:K21022	paeb:NCGM1900_1494
ko:K21024	paeb:NCGM1900_2196
ko:K21029	paeb:NCGM1900_5373
ko:K21025	paeb:NCGM1900_5706
ko:K21009	paeb:NCGM1900_3240
ko:K08968	paeb:NCGM1900_3495
ko:K21136	paeb:NCGM1900_0149
ko:K13609	paeb:NCGM1900_1324
ko:K21023	paeb:NCGM1900_4839
ko:K20968	paeb:NCGM1900_4853
ko:K21133	paeb:NCGM1900_5150
ko:K21134	paeb:NCGM1900_0151
ko:K21012	paeb:NCGM1900_3243
ko:K00632	paeb:NCGM1900_3369
ko:K21218	paeb:NCGM1900_2758
ko:K10906	paeb:NCGM1900_4751
ko:K02314	paeb:NCGM1900_5675
ko:K06217	paeb:NCGM1900_0982
ko:K07336	paeb:NCGM1900_2348
ko:K09935	paeb:NCGM1900_2418
ko:K03676	paeb:NCGM1900_5887
ko:K00560	paeb:NCGM1900_0345
ko:K00287	paeb:NCGM1900_0353
ko:K06919	paeb:NCGM1900_5946
ko:K03553	paeb:NCGM1900_2660
ko:K00558	paeb:NCGM1900_3574
ko:K06904	paeb:NCGM1900_1918
ko:K07474	paeb:NCGM1900_1921
ko:K14744	paeb:NCGM1900_1923
ko:K03791	paeb:NCGM1900_1925
ko:K02314	paeb:NCGM1900_1930
ko:K02315	paeb:NCGM1900_1931
ko:K02316	paeb:NCGM1900_0592
ko:K06903	paeb:NCGM1900_0633
ko:K06907	paeb:NCGM1900_0638
ko:K06908	paeb:NCGM1900_0639
ko:K14059	paeb:NCGM1900_1952
ko:K01520	paeb:NCGM1900_6164
ko:K06906	paeb:NCGM1900_0642
ko:K06905	paeb:NCGM1900_0644
ko:K03791	paeb:NCGM1900_0645
ko:K03546	paeb:NCGM1900_2107
ko:K04068	paeb:NCGM1900_3767
ko:K03791	paeb:NCGM1900_1603
ko:K02314	paeb:NCGM1900_1633
ko:K10906	paeb:NCGM1900_1643
ko:K03791	paeb:NCGM1900_4710
ko:K02314	paeb:NCGM1900_4740
ko:K02335	paeb:NCGM1900_6352
ko:K03863	paeb:NCGM1900_5647
ko:K00108	paeb:NCGM1900_2566
ko:K00108	paeb:NCGM1900_4361
ko:K05375	paeb:NCGM1900_4118
ko:K02482	paeb:NCGM1900_3947
ko:K21253	paeb:NCGM1900_1466
ko:K00108	paeb:NCGM1900_6222
ko:K00526	paeb:NCGM1900_1439
ko:K03862	paeb:NCGM1900_5646
ko:K21416	paeb:NCGM1900_0806
ko:K21417	paeb:NCGM1900_0805
ko:K11690	paeb:NCGM1900_5960
ko:K21405	paeb:NCGM1900_0810
ko:K21420	paeb:NCGM1900_3895
ko:K21472	paeb:NCGM1900_6417
ko:K11690	paeb:NCGM1900_1836
ko:K21405	paeb:NCGM1900_0942
ko:K22044	paeb:NCGM1900_5879
ko:K01451	paeb:NCGM1900_3389
ko:K01420	paeb:NCGM1900_5036
ko:K01451	paeb:NCGM1900_2172
ko:K21711	paeb:NCGM1900_6290
ko:K10914	paeb:NCGM1900_0270
ko:K21563	paeb:NCGM1900_0538
ko:K21498	paeb:NCGM1900_5396
ko:K21607	paeb:NCGM1900_0866
ko:K21757	paeb:NCGM1900_4018
ko:K21825	paeb:NCGM1900_1829
ko:K21829	paeb:NCGM1900_1109
ko:K21826	paeb:NCGM1900_6232
