ko:K10563	ypp:YPDSF_3853
ko:K19000	ypp:YPDSF_1648
ko:K07746	ypp:YPDSF_4011
ko:K07452	ypp:YPDSF_3243
ko:K19129	ypp:YPDSF_1878
ko:K19221	ypp:YPDSF_0921
ko:K19162	ypp:YPDSF_2772
ko:K19222	ypp:YPDSF_0743
ko:K19236	ypp:YPDSF_0750
ko:K19147	ypp:YPDSF_3242
ko:K19127	ypp:YPDSF_1880
ko:K19226	ypp:YPDSF_0788
ko:K07012	ypp:YPDSF_1881
ko:K19130	ypp:YPDSF_1877
ko:K19228	ypp:YPDSF_0786
ko:K19128	ypp:YPDSF_1879
ko:K19168	ypp:YPDSF_0619
ko:K19270	ypp:YPDSF_1970
ko:K19265	ypp:YPDSF_2087
ko:K07497	ypp:YPDSF_1254
ko:K07489	ypp:YPDSF_0549
ko:K03722	ypp:YPDSF_1051
ko:K19267	ypp:YPDSF_1803
ko:K19337	ypp:YPDSF_1057
ko:K19304	ypp:YPDSF_1060
ko:K19334	ypp:YPDSF_3257
ko:K19270	ypp:YPDSF_0706
ko:K19302	ypp:YPDSF_2372
ko:K19333	ypp:YPDSF_1734
ko:K19303	ypp:YPDSF_0762
ko:K19577	ypp:YPDSF_1715
ko:K02055	ypp:YPDSF_1094
ko:K07489	ypp:YPDSF_0537
ko:K19775	ypp:YPDSF_0363
ko:K19745	ypp:YPDSF_0270
ko:K19778	ypp:YPDSF_1601
ko:K13060	ypp:YPDSF_1871
ko:K07497	ypp:YPDSF_3954
ko:K15777	ypp:YPDSF_0442
ko:K07493	ypp:YPDSF_3892
ko:K19802	ypp:YPDSF_0804
ko:K19803	ypp:YPDSF_2418
ko:K19804	ypp:YPDSF_0909
ko:K19810	ypp:YPDSF_3620
ko:K15540	ypp:YPDSF_2052
ko:K07263	ypp:YPDSF_3357
ko:K21636	ypp:YPDSF_3264
ko:K20268	ypp:YPDSF_1939
ko:K20264	ypp:YPDSF_1400
ko:K19591	ypp:YPDSF_2723
ko:K22443	ypp:YPDSF_1905
ko:K22132	ypp:YPDSF_1687
ko:K20885	ypp:YPDSF_1887
ko:K20862	ypp:YPDSF_3459
ko:K21021	ypp:YPDSF_3185
ko:K22025	ypp:YPDSF_0897
ko:K21086	ypp:YPDSF_3354
ko:K21087	ypp:YPDSF_2849
ko:K08968	ypp:YPDSF_1745
ko:K20968	ypp:YPDSF_3969
ko:K21470	ypp:YPDSF_2288
ko:K21698	ypp:YPDSF_0290
ko:K21695	ypp:YPDSF_0291
ko:K21936	ypp:YPDSF_3683
ko:K21948	ypp:YPDSF_2460
ko:K22015	ypp:YPDSF_3629
ko:K22051	ypp:YPDSF_3612
ko:K22130	ypp:YPDSF_2459
ko:K22105	ypp:YPDSF_3525
ko:K22131	ypp:YPDSF_2457
ko:K22110	ypp:YPDSF_3362
ko:K22110	ypp:YPDSF_1730
ko:K03079	ypp:YPDSF_3028
ko:K22444	ypp:YPDSF_1904
ko:K03077	ypp:YPDSF_3034
ko:K22278	ypp:YPDSF_1403
ko:K03077	ypp:YPDSF_0904
ko:K02257	ypp:YPDSF_2803
ko:K11391	ypp:YPDSF_0375
ko:K13566	ypp:YPDSF_2884
ko:K00590	ypp:YPDSF_3240
ko:K07319	ypp:YPDSF_4143
ko:K22601	ypp:YPDSF_2897
