ko:K12979	kpnk:BN49_1127
ko:K10561	kpnk:BN49_4649
ko:K03534	kpnk:BN49_4651
ko:K02532	kpnk:BN49_4652
ko:K07407	kpnk:BN49_4653
ko:K07483	kpnk:BN49_4654
ko:K07497	kpnk:BN49_4655
ko:K07407	kpnk:BN49_4656
ko:K02529	kpnk:BN49_4657
ko:K02821	kpnk:BN49_4662
ko:K01624	kpnk:BN49_4664
ko:K03475	kpnk:BN49_4665
ko:K02822	kpnk:BN49_4666
ko:K00850	kpnk:BN49_4667
ko:K02379	kpnk:BN49_4669
ko:K00123	kpnk:BN49_4670
ko:K00124	kpnk:BN49_4672
ko:K00127	kpnk:BN49_4673
ko:K02380	kpnk:BN49_4674
ko:K02099	kpnk:BN49_4277
ko:K00853	kpnk:BN49_4278
ko:K01804	kpnk:BN49_4279
ko:K03077	kpnk:BN49_4280
ko:K02336	kpnk:BN49_4281
ko:K03580	kpnk:BN49_4282
ko:K06177	kpnk:BN49_4283
ko:K05964	kpnk:BN49_4284
ko:K07700	kpnk:BN49_4286
ko:K07702	kpnk:BN49_4287
ko:K05801	kpnk:BN49_4288
ko:K04744	kpnk:BN49_4289
ko:K03771	kpnk:BN49_4290
ko:K00097	kpnk:BN49_4291
ko:K02528	kpnk:BN49_4292
ko:K06195	kpnk:BN49_4293
ko:K01525	kpnk:BN49_4294
ko:K00287	kpnk:BN49_4295
ko:K11746	kpnk:BN49_4297
ko:K01955	kpnk:BN49_4299
ko:K01956	kpnk:BN49_4300
ko:K00215	kpnk:BN49_4301
ko:K05966	kpnk:BN49_4302
ko:K01643	kpnk:BN49_4303
ko:K01644	kpnk:BN49_4304
ko:K01646	kpnk:BN49_4305
ko:K01910	kpnk:BN49_4306
ko:K01573	kpnk:BN49_4308
ko:K01571	kpnk:BN49_4309
ko:K01572	kpnk:BN49_4310
ko:K07700	kpnk:BN49_4311
ko:K07702	kpnk:BN49_4312
ko:K12700	kpnk:BN49_4316
ko:K03527	kpnk:BN49_4317
ko:K03774	kpnk:BN49_4318
ko:K03101	kpnk:BN49_4319
ko:K01870	kpnk:BN49_4320
ko:K11753	kpnk:BN49_4321
ko:K02968	kpnk:BN49_4322
ko:K03717	kpnk:BN49_4323
ko:K01914	kpnk:BN49_5058
ko:K03718	kpnk:BN49_5059
ko:K06205	kpnk:BN49_5060
ko:K03495	kpnk:BN49_5061
ko:K03501	kpnk:BN49_5062
ko:K02116	kpnk:BN49_5063
ko:K02108	kpnk:BN49_5064
ko:K03098	kpnk:BN49_4712
ko:K07497	kpnk:BN49_4746
ko:K07497	kpnk:BN49_4748
ko:K07497	kpnk:BN49_4749
ko:K01673	kpnk:BN49_4752
ko:K12957	kpnk:BN49_4754
ko:K05814	kpnk:BN49_4755
ko:K05815	kpnk:BN49_4756
ko:K03651	kpnk:BN49_4757
ko:K05816	kpnk:BN49_4758
ko:K05813	kpnk:BN49_4759
ko:K03335	kpnk:BN49_4760
ko:K06605	kpnk:BN49_4761
ko:K00010	kpnk:BN49_4762
ko:K03336	kpnk:BN49_4763
ko:K03338	kpnk:BN49_4764
ko:K03337	kpnk:BN49_4766
ko:K00140	kpnk:BN49_4767
ko:K06606	kpnk:BN49_4768
ko:K06915	kpnk:BN49_4769
ko:K11720	kpnk:BN49_4770
ko:K07091	kpnk:BN49_4771
ko:K01255	kpnk:BN49_4772
ko:K02339	kpnk:BN49_4773
ko:K01873	kpnk:BN49_4774
ko:K03828	kpnk:BN49_4775
ko:K06169	kpnk:BN49_4776
ko:K02110	kpnk:BN49_5065
ko:K09893	kpnk:BN49_4777
ko:K00611	kpnk:BN49_4778
ko:K19334	kpnk:BN49_4779
ko:K00609	kpnk:BN49_4780
ko:K00610	kpnk:BN49_4781
ko:K09022	kpnk:BN49_4782
ko:K01531	kpnk:BN49_4783
ko:K03485	kpnk:BN49_4784
ko:K02818	kpnk:BN49_4785
ko:K02819	kpnk:BN49_4785
ko:K01226	kpnk:BN49_4786
ko:K02761	kpnk:BN49_4787
ko:K01222	kpnk:BN49_4788
ko:K02760	kpnk:BN49_4789
ko:K21636	kpnk:BN49_4791
ko:K04068	kpnk:BN49_4792
ko:K06218	kpnk:BN49_4793
ko:K18918	kpnk:BN49_4794
ko:K01042	kpnk:BN49_4798
ko:K01465	kpnk:BN49_4799
ko:K15536	kpnk:BN49_4805
ko:K03592	kpnk:BN49_4806
ko:K09889	kpnk:BN49_4807
ko:K02558	kpnk:BN49_4810
ko:K03841	kpnk:BN49_4811
ko:K02057	kpnk:BN49_4812
ko:K02057	kpnk:BN49_4813
ko:K02056	kpnk:BN49_4814
ko:K02058	kpnk:BN49_4815
ko:K01507	kpnk:BN49_4816
ko:K09800	kpnk:BN49_4819
ko:K07278	kpnk:BN49_4820
ko:K07304	kpnk:BN49_4821
ko:K07109	kpnk:BN49_4824
ko:K01082	kpnk:BN49_4825
ko:K01119	kpnk:BN49_4826
ko:K19267	kpnk:BN49_4828
ko:K07322	kpnk:BN49_4831
ko:K11737	kpnk:BN49_4832
ko:K03773	kpnk:BN49_4833
ko:K07269	kpnk:BN49_4834
ko:K02939	kpnk:BN49_4835
ko:K02963	kpnk:BN49_4836
ko:K02686	kpnk:BN49_4837
ko:K02990	kpnk:BN49_4838
ko:K03568	kpnk:BN49_0467
ko:K21698	kpnk:BN49_0468
ko:K21695	kpnk:BN49_0469
ko:K15548	kpnk:BN49_0470
ko:K03468	kpnk:BN49_0471
ko:K03623	kpnk:BN49_0472
ko:K03402	kpnk:BN49_0475
ko:K00024	kpnk:BN49_0476
ko:K03779	kpnk:BN49_0480
ko:K03780	kpnk:BN49_0481
ko:K01573	kpnk:BN49_0482
ko:K01571	kpnk:BN49_0483
ko:K01572	kpnk:BN49_0484
ko:K04691	kpnk:BN49_0486
ko:K04772	kpnk:BN49_0487
ko:K09908	kpnk:BN49_0488
ko:K06916	kpnk:BN49_0489
ko:K02871	kpnk:BN49_0490
ko:K02996	kpnk:BN49_0491
ko:K03599	kpnk:BN49_0492
ko:K03600	kpnk:BN49_0493
ko:K01788	kpnk:BN49_0494
ko:K00266	kpnk:BN49_0495
ko:K00265	kpnk:BN49_0496
ko:K07139	kpnk:BN49_0497
ko:K00380	kpnk:BN49_0995
ko:K00381	kpnk:BN49_0996
ko:K00390	kpnk:BN49_0997
ko:K07012	kpnk:BN49_0998
ko:K19123	kpnk:BN49_0999
ko:K19046	kpnk:BN49_1000
ko:K19124	kpnk:BN49_1001
ko:K19125	kpnk:BN49_1002
ko:K19126	kpnk:BN49_1003
ko:K19126	kpnk:BN49_1004
ko:K15342	kpnk:BN49_1005
ko:K09951	kpnk:BN49_1006
ko:K09612	kpnk:BN49_1010
ko:K02302	kpnk:BN49_1011
ko:K00957	kpnk:BN49_1012
ko:K00956	kpnk:BN49_1013
ko:K00860	kpnk:BN49_1014
ko:K05589	kpnk:BN49_1016
ko:K00991	kpnk:BN49_1017
ko:K01770	kpnk:BN49_1018
ko:K06176	kpnk:BN49_1019
ko:K03787	kpnk:BN49_1020
ko:K00573	kpnk:BN49_1021
ko:K06194	kpnk:BN49_1022
ko:K03087	kpnk:BN49_1023
ko:K07483	kpnk:BN49_1517
ko:K15125	kpnk:BN49_1526
ko:K07127	kpnk:BN49_1528
ko:K01647	kpnk:BN49_1530
ko:K07345	kpnk:BN49_1533
ko:K15540	kpnk:BN49_1534
ko:K02517	kpnk:BN49_1538
ko:K03765	kpnk:BN49_1540
ko:K03757	kpnk:BN49_1541
ko:K01582	kpnk:BN49_1542
ko:K03305	kpnk:BN49_1543
ko:K04567	kpnk:BN49_1544
ko:K03335	kpnk:BN49_1546
ko:K00010	kpnk:BN49_1549
ko:K02529	kpnk:BN49_1550
ko:K17213	kpnk:BN49_1551
ko:K02001	kpnk:BN49_1114
ko:K02000	kpnk:BN49_1115
ko:K00526	kpnk:BN49_1116
ko:K00525	kpnk:BN49_1117
ko:K03647	kpnk:BN49_1118
ko:K06191	kpnk:BN49_1119
ko:K02033	kpnk:BN49_1618
ko:K02034	kpnk:BN49_1619
ko:K02031	kpnk:BN49_1621
ko:K06016	kpnk:BN49_1622
ko:K00375	kpnk:BN49_1625
ko:K02030	kpnk:BN49_1626
ko:K02029	kpnk:BN49_1627
ko:K02029	kpnk:BN49_1628
ko:K02028	kpnk:BN49_1629
ko:K15373	kpnk:BN49_1630
ko:K15372	kpnk:BN49_1631
ko:K02031	kpnk:BN49_1633
ko:K02034	kpnk:BN49_1634
ko:K02033	kpnk:BN49_1635
ko:K02035	kpnk:BN49_1636
ko:K00108	kpnk:BN49_1638
ko:K02167	kpnk:BN49_1640
ko:K02168	kpnk:BN49_1641
ko:K16053	kpnk:BN49_1643
ko:K03566	kpnk:BN49_1644
ko:K03313	kpnk:BN49_4324
ko:K03686	kpnk:BN49_4325
ko:K04043	kpnk:BN49_4326
ko:K01619	kpnk:BN49_4359
ko:K03317	kpnk:BN49_4360
ko:K03424	kpnk:BN49_4361
ko:K04065	kpnk:BN49_4363
ko:K02837	kpnk:BN49_4364
ko:K08723	kpnk:BN49_4365
ko:K03789	kpnk:BN49_4366
ko:K02344	kpnk:BN49_4367
ko:K00564	kpnk:BN49_4368
ko:K13255	kpnk:BN49_4371
ko:K02761	kpnk:BN49_4372
ko:K18954	kpnk:BN49_4376
ko:K00481	kpnk:BN49_4377
ko:K02317	kpnk:BN49_4380
ko:K02315	kpnk:BN49_4381
ko:K01002	kpnk:BN49_4383
ko:K19510	kpnk:BN49_4385
ko:K19504	kpnk:BN49_4386
ko:K19509	kpnk:BN49_4387
ko:K19509	kpnk:BN49_4388
ko:K00135	kpnk:BN49_4420
ko:K21265	kpnk:BN49_4434
ko:K00355	kpnk:BN49_4436
ko:K02057	kpnk:BN49_4437
ko:K02057	kpnk:BN49_4438
ko:K02056	kpnk:BN49_4439
ko:K02058	kpnk:BN49_4440
ko:K01867	kpnk:BN49_4441
ko:K01993	kpnk:BN49_4442
ko:K13926	kpnk:BN49_4443
ko:K01992	kpnk:BN49_4444
ko:K03077	kpnk:BN49_4841
ko:K03079	kpnk:BN49_4842
ko:K03078	kpnk:BN49_4843
ko:K02821	kpnk:BN49_4844
ko:K02822	kpnk:BN49_4845
ko:K03475	kpnk:BN49_4846
ko:K03476	kpnk:BN49_4847
ko:K03477	kpnk:BN49_4848
ko:K06889	kpnk:BN49_4849
ko:K09456	kpnk:BN49_4852
ko:K03218	kpnk:BN49_4853
ko:K12573	kpnk:BN49_4854
ko:K13771	kpnk:BN49_4855
ko:K01939	kpnk:BN49_4856
ko:K09937	kpnk:BN49_4857
ko:K04087	kpnk:BN49_4859
ko:K04088	kpnk:BN49_4860
ko:K03665	kpnk:BN49_4861
ko:K03666	kpnk:BN49_4862
ko:K00791	kpnk:BN49_4863
ko:K03572	kpnk:BN49_4864
ko:K01448	kpnk:BN49_4865
ko:K06925	kpnk:BN49_4866
ko:K17758	kpnk:BN49_4867
ko:K17759	kpnk:BN49_4867
ko:K18979	kpnk:BN49_4868
ko:K09996	kpnk:BN49_4870
ko:K13288	kpnk:BN49_4871
ko:K06949	kpnk:BN49_4872
ko:K01613	kpnk:BN49_4873
ko:K22051	kpnk:BN49_4874
ko:K04568	kpnk:BN49_4876
ko:K00244	kpnk:BN49_4877
ko:K00245	kpnk:BN49_4878
ko:K00246	kpnk:BN49_4879
ko:K00247	kpnk:BN49_4880
ko:K03098	kpnk:BN49_4881
ko:K11741	kpnk:BN49_4882
ko:K02356	kpnk:BN49_4884
ko:K19810	kpnk:BN49_4885
ko:K13408	kpnk:BN49_4887
ko:K13409	kpnk:BN49_4888
ko:K07345	kpnk:BN49_4891
ko:K07497	kpnk:BN49_4892
ko:K07483	kpnk:BN49_4893
ko:K07347	kpnk:BN49_4895
ko:K04077	kpnk:BN49_4899
ko:K04078	kpnk:BN49_4900
ko:K16263	kpnk:BN49_4901
ko:K07113	kpnk:BN49_4902
ko:K01744	kpnk:BN49_4903
ko:K07791	kpnk:BN49_4904
ko:K03926	kpnk:BN49_4905
ko:K04084	kpnk:BN49_4906
ko:K11935	kpnk:BN49_4915
ko:K11931	kpnk:BN49_4916
ko:K11936	kpnk:BN49_4917
ko:K11937	kpnk:BN49_4918
ko:K05516	kpnk:BN49_4921
ko:K18997	kpnk:BN49_4922
ko:K18640	kpnk:BN49_4924
ko:K11104	kpnk:BN49_4925
ko:K07406	kpnk:BN49_4926
ko:K03762	kpnk:BN49_4928
ko:K06193	kpnk:BN49_4929
ko:K04750	kpnk:BN49_4930
ko:K02043	kpnk:BN49_4931
ko:K06166	kpnk:BN49_4932
ko:K13727	kpnk:BN49_0269
ko:K07806	kpnk:BN49_0270
ko:K10012	kpnk:BN49_0271
ko:K10011	kpnk:BN49_0272
ko:K13014	kpnk:BN49_0273
ko:K07264	kpnk:BN49_0274
ko:K12962	kpnk:BN49_0275
ko:K12963	kpnk:BN49_0276
ko:K09125	kpnk:BN49_0280
ko:K04085	kpnk:BN49_0281
ko:K01534	kpnk:BN49_0282
ko:K08993	kpnk:BN49_0285
ko:K08316	kpnk:BN49_0286
ko:K03110	kpnk:BN49_0287
ko:K09812	kpnk:BN49_0288
ko:K09811	kpnk:BN49_0289
ko:K03089	kpnk:BN49_0290
ko:K00375	kpnk:BN49_0291
ko:K00823	kpnk:BN49_0292
ko:K01999	kpnk:BN49_0294
ko:K01999	kpnk:BN49_0296
ko:K01997	kpnk:BN49_0297
ko:K01998	kpnk:BN49_0298
ko:K09702	kpnk:BN49_0797
ko:K03892	kpnk:BN49_0799
ko:K03893	kpnk:BN49_0800
ko:K00537	kpnk:BN49_0801
ko:K03305	kpnk:BN49_0802
ko:K15550	kpnk:BN49_0804
ko:K15547	kpnk:BN49_0805
ko:K15549	kpnk:BN49_0806
ko:K06975	kpnk:BN49_0809
ko:K07350	kpnk:BN49_0811
ko:K07349	kpnk:BN49_0812
ko:K07348	kpnk:BN49_0813
ko:K07347	kpnk:BN49_0814
ko:K07346	kpnk:BN49_0815
ko:K07351	kpnk:BN49_0816
ko:K07345	kpnk:BN49_0817
ko:K07358	kpnk:BN49_0818
ko:K07357	kpnk:BN49_0819
ko:K15269	kpnk:BN49_0823
ko:K07345	kpnk:BN49_0825
ko:K07347	kpnk:BN49_0827
ko:K01187	kpnk:BN49_1318
ko:K09932	kpnk:BN49_1321
ko:K01624	kpnk:BN49_1323
ko:K03475	kpnk:BN49_1325
ko:K02822	kpnk:BN49_1326
ko:K02821	kpnk:BN49_1327
ko:K03386	kpnk:BN49_1328
ko:K08682	kpnk:BN49_1329
ko:K07568	kpnk:BN49_1330
ko:K00773	kpnk:BN49_1331
ko:K03210	kpnk:BN49_1332
ko:K03072	kpnk:BN49_1333
ko:K03074	kpnk:BN49_1334
ko:K06996	kpnk:BN49_1335
ko:K05517	kpnk:BN49_1337
ko:K07738	kpnk:BN49_1339
ko:K11752	kpnk:BN49_1340
ko:K00794	kpnk:BN49_1341
ko:K03625	kpnk:BN49_1342
ko:K00946	kpnk:BN49_1343
ko:K01095	kpnk:BN49_1344
ko:K01662	kpnk:BN49_1346
ko:K00795	kpnk:BN49_1347
ko:K03602	kpnk:BN49_1348
ko:K03151	kpnk:BN49_1349
ko:K01995	kpnk:BN49_0299
ko:K01996	kpnk:BN49_0300
ko:K19165	kpnk:BN49_0301
ko:K07341	kpnk:BN49_0302
ko:K05813	kpnk:BN49_0303
ko:K05814	kpnk:BN49_0304
ko:K05815	kpnk:BN49_0305
ko:K05816	kpnk:BN49_0306
ko:K01126	kpnk:BN49_0307
ko:K00681	kpnk:BN49_0309
ko:K03825	kpnk:BN49_0310
ko:K06911	kpnk:BN49_0313
ko:K06145	kpnk:BN49_0314
ko:K00851	kpnk:BN49_0315
ko:K06156	kpnk:BN49_0316
ko:K00133	kpnk:BN49_0317
ko:K00700	kpnk:BN49_0318
ko:K02438	kpnk:BN49_0319
ko:K00975	kpnk:BN49_0320
ko:K00703	kpnk:BN49_0321
ko:K00688	kpnk:BN49_0322
ko:K00111	kpnk:BN49_0325
ko:K02439	kpnk:BN49_0326
ko:K02441	kpnk:BN49_0327
ko:K02444	kpnk:BN49_0328
ko:K03556	kpnk:BN49_0329
ko:K00688	kpnk:BN49_0330
ko:K21086	kpnk:BN49_0830
ko:K07483	kpnk:BN49_0833
ko:K07497	kpnk:BN49_0834
ko:K05275	kpnk:BN49_0835
ko:K00626	kpnk:BN49_0839
ko:K22110	kpnk:BN49_0840
ko:K01730	kpnk:BN49_0841
ko:K00065	kpnk:BN49_0842
ko:K02100	kpnk:BN49_0843
ko:K02532	kpnk:BN49_0846
ko:K01193	kpnk:BN49_0847
ko:K10192	kpnk:BN49_0849
ko:K10195	kpnk:BN49_0850
ko:K10194	kpnk:BN49_0851
ko:K10193	kpnk:BN49_0852
ko:K01586	kpnk:BN49_0856
ko:K02761	kpnk:BN49_0858
ko:K05350	kpnk:BN49_0859
ko:K13637	kpnk:BN49_0860
ko:K02529	kpnk:BN49_0862
ko:K03152	kpnk:BN49_1351
ko:K00077	kpnk:BN49_1352
ko:K09767	kpnk:BN49_1353
ko:K08195	kpnk:BN49_1356
ko:K00014	kpnk:BN49_1361
ko:K02624	kpnk:BN49_1362
ko:K02257	kpnk:BN49_1364
ko:K02300	kpnk:BN49_1365
ko:K02299	kpnk:BN49_1366
ko:K02298	kpnk:BN49_1367
ko:K02297	kpnk:BN49_1368
ko:K08218	kpnk:BN49_1369
ko:K07286	kpnk:BN49_1370
ko:K05527	kpnk:BN49_1371
ko:K03545	kpnk:BN49_1372
ko:K01358	kpnk:BN49_1373
ko:K03544	kpnk:BN49_1374
ko:K01338	kpnk:BN49_1375
ko:K03530	kpnk:BN49_1376
ko:K03770	kpnk:BN49_1377
ko:K02237	kpnk:BN49_1378
ko:K12500	kpnk:BN49_1379
ko:K06920	kpnk:BN49_1380
ko:K02525	kpnk:BN49_0205
ko:K08351	kpnk:BN49_0207
ko:K03826	kpnk:BN49_0208
ko:K01246	kpnk:BN49_0209
ko:K08177	kpnk:BN49_0211
ko:K12975	kpnk:BN49_0212
ko:K07483	kpnk:BN49_0214
ko:K07497	kpnk:BN49_0215
ko:K12368	kpnk:BN49_0216
ko:K12369	kpnk:BN49_0217
ko:K12370	kpnk:BN49_0218
ko:K12371	kpnk:BN49_0219
ko:K12372	kpnk:BN49_0220
ko:K00694	kpnk:BN49_0223
ko:K20541	kpnk:BN49_0224
ko:K20543	kpnk:BN49_0225
ko:K20543	kpnk:BN49_0226
ko:K20542	kpnk:BN49_0228
ko:K00694	kpnk:BN49_0234
ko:K20541	kpnk:BN49_0235
ko:K01585	kpnk:BN49_0729
ko:K01480	kpnk:BN49_0730
ko:K07387	kpnk:BN49_0732
ko:K00615	kpnk:BN49_0733
ko:K00615	kpnk:BN49_0734
ko:K03472	kpnk:BN49_0735
ko:K00927	kpnk:BN49_0736
ko:K01624	kpnk:BN49_0737
ko:K03442	kpnk:BN49_0738
ko:K06895	kpnk:BN49_0739
ko:K09807	kpnk:BN49_0740
ko:K05596	kpnk:BN49_0741
ko:K01807	kpnk:BN49_0742
ko:K00058	kpnk:BN49_0743
ko:K01934	kpnk:BN49_0744
ko:K09888	kpnk:BN49_0745
ko:K09895	kpnk:BN49_0746
ko:K01262	kpnk:BN49_0747
ko:K03185	kpnk:BN49_0748
ko:K18800	kpnk:BN49_0749
ko:K00605	kpnk:BN49_0750
ko:K02437	kpnk:BN49_0751
ko:K00281	kpnk:BN49_0752
ko:K08344	kpnk:BN49_0756
ko:K01223	kpnk:BN49_0758
ko:K00147	kpnk:BN49_1251
ko:K00931	kpnk:BN49_1252
ko:K11929	kpnk:BN49_1253
ko:K02042	kpnk:BN49_1258
ko:K02042	kpnk:BN49_1259
ko:K02044	kpnk:BN49_1260
ko:K02041	kpnk:BN49_1261
ko:K21963	kpnk:BN49_1262
ko:K21964	kpnk:BN49_1263
ko:K21965	kpnk:BN49_1264
ko:K21966	kpnk:BN49_1265
ko:K21967	kpnk:BN49_1266
ko:K21968	kpnk:BN49_1267
ko:K02029	kpnk:BN49_1268
ko:K02029	kpnk:BN49_1269
ko:K02028	kpnk:BN49_1270
ko:K02030	kpnk:BN49_1271
ko:K01996	kpnk:BN49_1273
ko:K01995	kpnk:BN49_1274
ko:K01998	kpnk:BN49_1275
ko:K01997	kpnk:BN49_1276
ko:K01999	kpnk:BN49_1277
ko:K03736	kpnk:BN49_1279
ko:K03735	kpnk:BN49_1280
ko:K16238	kpnk:BN49_1281
ko:K16235	kpnk:BN49_1282
ko:K20542	kpnk:BN49_0236
ko:K20543	kpnk:BN49_0237
ko:K11103	kpnk:BN49_0239
ko:K00874	kpnk:BN49_0241
ko:K07290	kpnk:BN49_0242
ko:K07058	kpnk:BN49_0244
ko:K01194	kpnk:BN49_0248
ko:K00799	kpnk:BN49_0250
ko:K00383	kpnk:BN49_0251
ko:K07115	kpnk:BN49_0252
ko:K01414	kpnk:BN49_0254
ko:K15984	kpnk:BN49_0255
ko:K03305	kpnk:BN49_0256
ko:K06149	kpnk:BN49_0257
ko:K06144	kpnk:BN49_0258
ko:K16322	kpnk:BN49_0259
ko:K07007	kpnk:BN49_0260
ko:K06213	kpnk:BN49_0261
ko:K07722	kpnk:BN49_0262
ko:K10824	kpnk:BN49_0263
ko:K15587	kpnk:BN49_0264
ko:K15586	kpnk:BN49_0265
ko:K15585	kpnk:BN49_0266
ko:K15584	kpnk:BN49_0267
ko:K09900	kpnk:BN49_0760
ko:K11068	kpnk:BN49_0761
ko:K06980	kpnk:BN49_0762
ko:K09159	kpnk:BN49_0763
ko:K19168	kpnk:BN49_0764
ko:K03840	kpnk:BN49_0765
ko:K04763	kpnk:BN49_0766
ko:K03981	kpnk:BN49_0767
ko:K07462	kpnk:BN49_0768
ko:K02836	kpnk:BN49_0769
ko:K04567	kpnk:BN49_0770
ko:K01823	kpnk:BN49_0771
ko:K12943	kpnk:BN49_0772
ko:K07497	kpnk:BN49_0781
ko:K07497	kpnk:BN49_0782
ko:K07483	kpnk:BN49_0783
ko:K08169	kpnk:BN49_0790
ko:K01607	kpnk:BN49_0792
ko:K00547	kpnk:BN49_1283
ko:K15551	kpnk:BN49_1284
ko:K10831	kpnk:BN49_1285
ko:K15552	kpnk:BN49_1286
ko:K03119	kpnk:BN49_1287
ko:K01698	kpnk:BN49_1290
ko:K18988	kpnk:BN49_1291
ko:K17938	kpnk:BN49_1293
ko:K01921	kpnk:BN49_1297
ko:K08161	kpnk:BN49_1299
ko:K01077	kpnk:BN49_1301
ko:K00286	kpnk:BN49_1303
ko:K09768	kpnk:BN49_1304
ko:K09945	kpnk:BN49_1305
ko:K00891	kpnk:BN49_1306
ko:K14591	kpnk:BN49_1308
ko:K09913	kpnk:BN49_1309
ko:K03554	kpnk:BN49_1310
ko:K00847	kpnk:BN49_1311
ko:K03546	kpnk:BN49_1312
ko:K03547	kpnk:BN49_1313
ko:K07657	kpnk:BN49_1314
ko:K07636	kpnk:BN49_1315
ko:K03311	kpnk:BN49_1316
ko:K11736	kpnk:BN49_1317
ko:K22489	kpnk:BN49_1027
ko:K22601	kpnk:BN49_2859
