ko:K02495	ena:ECNA114_3967
ko:K13638	ena:ECNA114_3366
ko:K08173	ena:ECNA114_1624
ko:K02058	ena:ECNA114_2621
ko:K01066	ena:ECNA114_0455
ko:K02026	ena:ECNA114_1502
ko:K00661	ena:ECNA114_0438
ko:K01791	ena:ECNA114_3924
ko:K00632	ena:ECNA114_4154
ko:K02027	ena:ECNA114_1500
ko:K02483	ena:ECNA114_1915
ko:K02477	ena:ECNA114_2463
ko:K17758	ena:ECNA114_4383
ko:K17759	ena:ECNA114_4383
ko:K11928	ena:ECNA114_1088
ko:K00344	ena:ECNA114_4206
ko:K08485	ena:ECNA114_3285
ko:K01187	ena:ECNA114_0380
ko:K13695	ena:ECNA114_1756
ko:K02032	ena:ECNA114_4255
ko:K03585	ena:ECNA114_0442
ko:K07483	ena:ECNA114_4529
ko:K17938	ena:ECNA114_0352
ko:K07483	ena:ECNA114_4505
ko:K07483	ena:ECNA114_4684
ko:K18148	ena:ECNA114_0255
ko:K18141	ena:ECNA114_3346
ko:K03446	ena:ECNA114_1530
ko:K18142	ena:ECNA114_3347
ko:K17948	ena:ECNA114_4554
ko:K07483	ena:ECNA114_4539
ko:K22597	ena:ECNA114_1499
ko:K21430	ena:ECNA114_0779
ko:K01007	ena:ECNA114_1749
ko:K03605	ena:ECNA114_3076
ko:K07483	ena:ECNA114_1366
ko:K08156	ena:ECNA114_0372
ko:K10678	ena:ECNA114_0793
ko:K07246	ena:ECNA114_1849
ko:K10125	ena:ECNA114_4226
ko:K07491	ena:ECNA114_3509
ko:K07347	ena:ECNA114_4312
ko:K01628	ena:ECNA114_4323
ko:K03475	ena:ECNA114_4409
ko:K06946	ena:ECNA114_2110
ko:K06946	ena:ECNA114_2111
ko:K12687	ena:ECNA114_2121
ko:K01653	ena:ECNA114_4519
ko:K00031	ena:ECNA114_1305
ko:K01790	ena:ECNA114_2136
ko:K06946	ena:ECNA114_4550
ko:K07357	ena:ECNA114_4556
ko:K02775	ena:ECNA114_2183
ko:K07275	ena:ECNA114_1447
ko:K01754	ena:ECNA114_3912
ko:K02617	ena:ECNA114_1549
ko:K12516	ena:ECNA114_1550
ko:K05876	ena:ECNA114_1560
ko:K07310	ena:ECNA114_1633
ko:K07310	ena:ECNA114_1634
ko:K07311	ena:ECNA114_16351
ko:K07311	ena:ECNA114_16352
ko:K16140	ena:ECNA114_16621
ko:K16139	ena:ECNA114_16631
ko:K07797	ena:ECNA114_2450
ko:K18324	ena:ECNA114_2537
ko:K18326	ena:ECNA114_2174
ko:K21637	ena:ECNA114_4572
ko:K04333	ena:ECNA114_0833
ko:K11904	ena:ECNA114_2861
ko:K18471	ena:ECNA114_1817
ko:K18478	ena:ECNA114_3974
ko:K01671	ena:ECNA114_3976
ko:K18446	ena:ECNA114_3147
ko:K18475	ena:ECNA114_0226
ko:K11904	ena:ECNA114_2862
ko:K00681	ena:ECNA114_3553
ko:K00335	ena:ECNA114_2374
ko:K18691	ena:ECNA114_2631
ko:K18640	ena:ECNA114_0913
ko:K18697	ena:ECNA114_2633
ko:K18702	ena:ECNA114_2453
ko:K18765	ena:ECNA114_3323
ko:K18928	ena:ECNA114_0294
ko:K18850	ena:ECNA114_1186
ko:K18837	ena:ECNA114_0749
ko:K18889	ena:ECNA114_0426
ko:K18837	ena:ECNA114_0908
ko:K18838	ena:ECNA114_0911
ko:K18862	ena:ECNA114_1381
ko:K18862	ena:ECNA114_3688
ko:K18838	ena:ECNA114_0909
ko:K07495	ena:ECNA114_1410
ko:K21645	ena:ECNA114_4573
ko:K18920	ena:ECNA114_3708
ko:K11741	ena:ECNA114_4368
ko:K18841	ena:ECNA114_4447
ko:K18899	ena:ECNA114_3634
ko:K20861	ena:ECNA114_0786
ko:K20866	ena:ECNA114_3981
ko:K20881	ena:ECNA114_3496
ko:K08968	ena:ECNA114_1878
ko:K20862	ena:ECNA114_3949
ko:K07319	ena:ECNA114_3343
ko:K18800	ena:ECNA114_2949
ko:K18778	ena:ECNA114_0094
ko:K18831	ena:ECNA114_2748
ko:K18831	ena:ECNA114_3175
ko:K18657	ena:ECNA114_1025
ko:K18890	ena:ECNA114_0427
ko:K18838	ena:ECNA114_0750
ko:K18843	ena:ECNA114_1574
ko:K03630	ena:ECNA114_0755
ko:K03553	ena:ECNA114_2730
ko:K18929	ena:ECNA114_0295
ko:K18898	ena:ECNA114_3633
ko:K11685	ena:ECNA114_2700
ko:K12684	ena:ECNA114_4310
ko:K12684	ena:ECNA114_4313
ko:K05839	ena:ECNA114_0439
ko:K07796	ena:ECNA114_0503
ko:K07810	ena:ECNA114_0504
ko:K03503	ena:ECNA114_1321
ko:K03502	ena:ECNA114_1322
ko:K07724	ena:ECNA114_1348
ko:K03746	ena:ECNA114_1407
ko:K12684	ena:ECNA114_4695
ko:K03895	ena:ECNA114_4699
ko:K03894	ena:ECNA114_4701
ko:K03646	ena:ECNA114_0676
ko:K08722	ena:ECNA114_2381
ko:K03497	ena:ECNA114_4734
ko:K12684	ena:ECNA114_4751
ko:K13654	ena:ECNA114_1586
ko:K03674	ena:ECNA114_0791
ko:K10748	ena:ECNA114_1657
ko:K07724	ena:ECNA114_3267
ko:K18920	ena:ECNA114_0845
ko:K04565	ena:ECNA114_1694
ko:K07480	ena:ECNA114_2538
ko:K07480	ena:ECNA114_2539
ko:K05785	ena:ECNA114_4151
ko:K03169	ena:ECNA114_1808
ko:K09797	ena:ECNA114_1812
ko:K07497	ena:ECNA114_4816
ko:K07484	ena:ECNA114_4530
ko:K18839	ena:ECNA114_4314
ko:K07483	ena:ECNA114_4499
ko:K07483	ena:ECNA114_4815
ko:K07484	ena:ECNA114_4683
ko:K07497	ena:ECNA114_3709
ko:K03976	ena:ECNA114_0462
ko:K19055	ena:ECNA114_1833
ko:K07484	ena:ECNA114_4532
ko:K07483	ena:ECNA114_1923
ko:K18837	ena:ECNA114_3019
ko:K18837	ena:ECNA114_3020
ko:K18837	ena:ECNA114_0910
ko:K18979	ena:ECNA114_4382
ko:K07484	ena:ECNA114_4507
ko:K18997	ena:ECNA114_1071
ko:K18988	ena:ECNA114_0350
ko:K19048	ena:ECNA114_4588
ko:K19000	ena:ECNA114_0179
ko:K19227	ena:ECNA114_1489
ko:K19229	ena:ECNA114_1487
ko:K07452	ena:ECNA114_4320
ko:K19147	ena:ECNA114_4319
ko:K19155	ena:ECNA114_3212
ko:K19156	ena:ECNA114_3211
ko:K19221	ena:ECNA114_1459
ko:K19222	ena:ECNA114_1733
ko:K19166	ena:ECNA114_3176
ko:K19226	ena:ECNA114_1490
ko:K19235	ena:ECNA114_0762
ko:K19236	ena:ECNA114_1171
ko:K02777	ena:ECNA114_2494
ko:K19163	ena:ECNA114_0038
ko:K19158	ena:ECNA114_0889
ko:K19238	ena:ECNA114_2353
ko:K01710	ena:ECNA114_2139
ko:K01710	ena:ECNA114_3926
ko:K07319	ena:ECNA114_4838
ko:K19228	ena:ECNA114_1488
ko:K07448	ena:ECNA114_4591
ko:K22044	ena:ECNA114_0741
ko:K19159	ena:ECNA114_0888
ko:K19168	ena:ECNA114_2938
ko:K19164	ena:ECNA114_0037
ko:K00336	ena:ECNA114_2373
ko:K19270	ena:ECNA114_2383
ko:K01992	ena:ECNA114_0724
ko:K01992	ena:ECNA114_0725
ko:K01992	ena:ECNA114_3598
ko:K19265	ena:ECNA114_3084
ko:K01066	ena:ECNA114_3985
ko:K03722	ena:ECNA114_1854
ko:K19416	ena:ECNA114_1050
ko:K03722	ena:ECNA114_0732
ko:K07496	ena:ECNA114_3499
ko:K19335	ena:ECNA114_4472
ko:K07497	ena:ECNA114_4513
ko:K07497	ena:ECNA114_4538
ko:K07497	ena:ECNA114_1365
ko:K07497	ena:ECNA114_3203
ko:K07497	ena:ECNA114_0869
ko:K19267	ena:ECNA114_4434
ko:K19337	ena:ECNA114_1901
ko:K19338	ena:ECNA114_2060
ko:K19304	ena:ECNA114_1904
ko:K19334	ena:ECNA114_4474
ko:K19302	ena:ECNA114_0783
ko:K19270	ena:ECNA114_1773
ko:K19354	ena:ECNA114_3769
ko:K19336	ena:ECNA114_4471
ko:K19333	ena:ECNA114_1873
ko:K19303	ena:ECNA114_1702
ko:K19577	ena:ECNA114_1704
ko:K02796	ena:ECNA114_1864
ko:K19611	ena:ECNA114_0525
ko:K02257	ena:ECNA114_0405
ko:K19709	ena:ECNA114_1741
ko:K19688	ena:ECNA114_0778
ko:K19775	ena:ECNA114_3187
ko:K19745	ena:ECNA114_3324
ko:K19777	ena:ECNA114_3629
ko:K19778	ena:ECNA114_3628
ko:K19776	ena:ECNA114_3845
ko:K00799	ena:ECNA114_0780
ko:K06131	ena:ECNA114_0721
ko:K00799	ena:ECNA114_2392
ko:K06132	ena:ECNA114_1101
ko:K07147	ena:ECNA114_1917
ko:K15777	ena:ECNA114_3133
ko:K19784	ena:ECNA114_3862
ko:K13069	ena:ECNA114_1618
ko:K19802	ena:ECNA114_1515
ko:K02538	ena:ECNA114_3807
ko:K07497	ena:ECNA114_4527
ko:K00968	ena:ECNA114_0224
ko:K01023	ena:ECNA114_3129
ko:K19803	ena:ECNA114_2268
ko:K21636	ena:ECNA114_4460
ko:K19804	ena:ECNA114_1471
ko:K07484	ena:ECNA114_4506
ko:K19810	ena:ECNA114_4364
ko:K19956	ena:ECNA114_4171
ko:K19956	ena:ECNA114_2976
ko:K07484	ena:ECNA114_4531
ko:K07484	ena:ECNA114_4537
ko:K07484	ena:ECNA114_4682
ko:K20117	ena:ECNA114_4123
ko:K20118	ena:ECNA114_4123
ko:K20265	ena:ECNA114_3663
ko:K07686	ena:ECNA114_3823
ko:K19591	ena:ECNA114_0468
ko:K20542	ena:ECNA114_3680
ko:K20543	ena:ECNA114_3679
ko:K01848	ena:ECNA114_2960
ko:K20541	ena:ECNA114_3681
ko:K21394	ena:ECNA114_3730
ko:K22111	ena:ECNA114_4553
ko:K22132	ena:ECNA114_2852
ko:K20609	ena:ECNA114_4337
ko:K07497	ena:ECNA114_4835
ko:K02438	ena:ECNA114_3541
ko:K02790	ena:ECNA114_2874
ko:K02791	ena:ECNA114_2874
ko:K02790	ena:ECNA114_1668
ko:K02791	ena:ECNA114_1668
ko:K21084	ena:ECNA114_2165
ko:K21085	ena:ECNA114_1905
ko:K21086	ena:ECNA114_3672
ko:K21087	ena:ECNA114_1332
ko:K21088	ena:ECNA114_1532
ko:K21089	ena:ECNA114_2216
ko:K21021	ena:ECNA114_2672
ko:K21028	ena:ECNA114_1803
ko:K21090	ena:ECNA114_1860
ko:K00525	ena:ECNA114_2707
ko:K00526	ena:ECNA114_2708
ko:K14059	ena:ECNA114_1536
ko:K02316	ena:ECNA114_3158
ko:K07455	ena:ECNA114_4779
ko:K09935	ena:ECNA114_0731
ko:K07336	ena:ECNA114_0737
ko:K07313	ena:ECNA114_4782
ko:K03791	ena:ECNA114_4785
ko:K07474	ena:ECNA114_4810
ko:K06919	ena:ECNA114_2440
ko:K06903	ena:ECNA114_4040
ko:K06907	ena:ECNA114_4045
ko:K06908	ena:ECNA114_4046
ko:K06906	ena:ECNA114_4050
ko:K06905	ena:ECNA114_4051
ko:K01160	ena:ECNA114_4841
ko:K06905	ena:ECNA114_0847
ko:K06907	ena:ECNA114_08482
ko:K06908	ena:ECNA114_0849
ko:K06906	ena:ECNA114_0853
ko:K06903	ena:ECNA114_0873
ko:K06903	ena:ECNA114_0947
ko:K06905	ena:ECNA114_0949
ko:K06908	ena:ECNA114_0955
ko:K06907	ena:ECNA114_0956
ko:K06223	ena:ECNA114_0976
ko:K02314	ena:ECNA114_4212
ko:K06866	ena:ECNA114_2652
ko:K07313	ena:ECNA114_1884
ko:K00558	ena:ECNA114_1909
ko:K06191	ena:ECNA114_2705
ko:K06223	ena:ECNA114_3484
ko:K06217	ena:ECNA114_1092
ko:K06905	ena:ECNA114_1973
ko:K06908	ena:ECNA114_1976
ko:K06907	ena:ECNA114_1977
ko:K06903	ena:ECNA114_1981
ko:K03546	ena:ECNA114_0373
ko:K04068	ena:ECNA114_4459
ko:K01185	ena:ECNA114_1245
ko:K14744	ena:ECNA114_1246
ko:K14744	ena:ECNA114_1250
ko:K07474	ena:ECNA114_1253
ko:K07451	ena:ECNA114_1269
ko:K06904	ena:ECNA114_1274
ko:K00560	ena:ECNA114_2885
ko:K03676	ena:ECNA114_3763
ko:K06197	ena:ECNA114_1383
ko:K01520	ena:ECNA114_3785
ko:K02315	ena:ECNA114_4603
ko:K06217	ena:ECNA114_0599
ko:K00857	ena:ECNA114_1409
ko:K02314	ena:ECNA114_4722
ko:K00525	ena:ECNA114_2327
ko:K07334	ena:ECNA114_3651
ko:K02335	ena:ECNA114_3962
ko:K21393	ena:ECNA114_3731
ko:K21395	ena:ECNA114_3732
ko:K21449	ena:ECNA114_3755
ko:K21470	ena:ECNA114_1011
ko:K21498	ena:ECNA114_0464
ko:K01451	ena:ECNA114_4103
ko:K21511	ena:ECNA114_1228
ko:K21512	ena:ECNA114_1225
ko:K21498	ena:ECNA114_3650
ko:K21602	ena:ECNA114_3726
ko:K21739	ena:ECNA114_0292
ko:K21740	ena:ECNA114_0291
ko:K21741	ena:ECNA114_0290
ko:K21511	ena:ECNA114_1989
ko:K21742	ena:ECNA114_31521
ko:K21746	ena:ECNA114_0293
ko:K21698	ena:ECNA114_3315
ko:K21695	ena:ECNA114_3314
ko:K21936	ena:ECNA114_3622
ko:K21948	ena:ECNA114_2773
ko:K21963	ena:ECNA114_0281
ko:K21965	ena:ECNA114_0279
ko:K21966	ena:ECNA114_0278
ko:K21968	ena:ECNA114_0276
ko:K21990	ena:ECNA114_2438
ko:K22041	ena:ECNA114_1169
ko:K22015	ena:ECNA114_42601
ko:K22015	ena:ECNA114_4260
ko:K22024	ena:ECNA114_0617
ko:K22051	ena:ECNA114_4378
ko:K22014	ena:ECNA114_1224
ko:K21964	ena:ECNA114_0280
ko:K21967	ena:ECNA114_0277
ko:K08319	ena:ECNA114_2772
ko:K22131	ena:ECNA114_2775
ko:K01816	ena:ECNA114_0486
ko:K05275	ena:ECNA114_1552
ko:K03595	ena:ECNA114_2639
ko:K22130	ena:ECNA114_2774
ko:K22129	ena:ECNA114_0616
ko:K22105	ena:ECNA114_4105
ko:K22104	ena:ECNA114_3299
ko:K22110	ena:ECNA114_4555
ko:K03079	ena:ECNA114_3735
ko:K08994	ena:ECNA114_1603
ko:K03078	ena:ECNA114_3734
ko:K03077	ena:ECNA114_3736
ko:K15634	ena:ECNA114_4638
ko:K22300	ena:ECNA114_4718
ko:K22397	ena:ECNA114_4493
ko:K22396	ena:ECNA114_4328
ko:K22293	ena:ECNA114_1621
ko:K22302	ena:ECNA114_4760
ko:K22397	ena:ECNA114_4329
ko:K13566	ena:ECNA114_0201
ko:K11206	ena:ECNA114_0565
ko:K00424	ena:ECNA114_0671
