ko:K02495	sfn:SFy_5623
ko:K14228	sfn:SFy_tRNA41
ko:K14228	sfn:SFy_tRNA56
ko:K14228	sfn:SFy_tRNA54
ko:K14228	sfn:SFy_tRNA55
ko:K14219	sfn:SFy_tRNA69
ko:K14219	sfn:SFy_tRNA66
ko:K14219	sfn:SFy_tRNA68
ko:K14219	sfn:SFy_tRNA67
ko:K14219	sfn:SFy_tRNA39
ko:K14235	sfn:SFy_tRNA38
ko:K14226	sfn:SFy_tRNA40
ko:K14232	sfn:SFy_tRNA42
ko:K07483	sfn:SFy_6254
ko:K07483	sfn:SFy_2563
ko:K07483	sfn:SFy_4992
ko:K07483	sfn:SFy_1401
ko:K07483	sfn:SFy_2573
ko:K07483	sfn:SFy_3806
ko:K07483	sfn:SFy_1418
ko:K07483	sfn:SFy_2720
ko:K07483	sfn:SFy_2756
ko:K07483	sfn:SFy_0328
ko:K07483	sfn:SFy_4067
ko:K07483	sfn:SFy_5284
ko:K07483	sfn:SFy_1689
ko:K07483	sfn:SFy_2872
ko:K07483	sfn:SFy_0629
ko:K07483	sfn:SFy_4285
ko:K07483	sfn:SFy_0633
ko:K07483	sfn:SFy_0634
ko:K07483	sfn:SFy_0677
ko:K07483	sfn:SFy_1968
ko:K07483	sfn:SFy_2043
ko:K07483	sfn:SFy_2237
ko:K07483	sfn:SFy_2279
ko:K07483	sfn:SFy_6056
ko:K18979	sfn:SFy_6201
ko:K07483	sfn:SFy_5275
ko:K18997	sfn:SFy_1376
ko:K18988	sfn:SFy_0322
ko:K18837	sfn:SFy_1472
ko:K05799	sfn:SFy_0139
ko:K04771	sfn:SFy_0203
ko:K14231	sfn:SFy_tRNA34
ko:K14231	sfn:SFy_tRNA57
ko:K19048	sfn:SFy_6259
ko:K19048	sfn:SFy_0793
ko:K14221	sfn:SFy_tRNA37
ko:K14221	sfn:SFy_tRNA5
ko:K14221	sfn:SFy_tRNA4
ko:K14224	sfn:SFy_tRNA3
ko:K14224	sfn:SFy_tRNA60
ko:K14224	sfn:SFy_tRNA49
ko:K14224	sfn:SFy_tRNA44
ko:K14224	sfn:SFy_tRNA43
ko:K14224	sfn:SFy_tRNA36
ko:K14230	sfn:SFy_tRNA77
ko:K14230	sfn:SFy_tRNA87
ko:K14230	sfn:SFy_tRNA83
ko:K14230	sfn:SFy_tRNA12
ko:K14230	sfn:SFy_tRNA8
ko:K14230	sfn:SFy_tRNA15
ko:K14230	sfn:SFy_tRNA19
ko:K14230	sfn:SFy_tRNA70
ko:K14230	sfn:SFy_tRNA35
ko:K14230	sfn:SFy_tRNA32
ko:K14230	sfn:SFy_tRNA63
ko:K14230	sfn:SFy_tRNA33
ko:K14229	sfn:SFy_tRNA31
ko:K14229	sfn:SFy_tRNA93
ko:K14229	sfn:SFy_tRNA95
ko:K14237	sfn:SFy_tRNA23
ko:K14228	sfn:SFy_tRNA9
ko:K14228	sfn:SFy_tRNA82
ko:K14228	sfn:SFy_tRNA62
ko:K00632	sfn:SFy_3436
ko:K19000	sfn:SFy_0243
ko:K14234	sfn:SFy_tRNA6
ko:K14234	sfn:SFy_tRNA17
ko:K14234	sfn:SFy_tRNA21
ko:K14234	sfn:SFy_tRNA85
ko:K14234	sfn:SFy_tRNA45
ko:K14234	sfn:SFy_tRNA78
ko:K14234	sfn:SFy_tRNA61
ko:K14234	sfn:SFy_tRNA48
ko:K14219	sfn:SFy_tRNA7
ko:K14219	sfn:SFy_tRNA16
ko:K14219	sfn:SFy_tRNA20
ko:K14219	sfn:SFy_tRNA84
ko:K14219	sfn:SFy_tRNA88
ko:K14237	sfn:SFy_tRNA29
ko:K14237	sfn:SFy_tRNA30
ko:K14237	sfn:SFy_tRNA94
ko:K19227	sfn:SFy_1865
ko:K11748	sfn:SFy_4793
ko:K19221	sfn:SFy_1827
ko:K19222	sfn:SFy_2459
ko:K19161	sfn:SFy_0378
ko:K19166	sfn:SFy_4461
ko:K19226	sfn:SFy_1866
ko:K19229	sfn:SFy_1863
ko:K19235	sfn:SFy_1045
ko:K19236	sfn:SFy_1607
ko:K07319	sfn:SFy_4707
ko:K02777	sfn:SFy_3511
ko:K19047	sfn:SFy_1433
ko:K03445	sfn:SFy_5417
ko:K04772	sfn:SFy_4671
ko:K01154	sfn:SFy_6260
ko:K22444	sfn:SFy_2039
ko:K16291	sfn:SFy_2939
ko:K19160	sfn:SFy_0379
ko:K19238	sfn:SFy_3327
ko:K01710	sfn:SFy_2989
ko:K01710	sfn:SFy_5515
ko:K11745	sfn:SFy_0058
ko:K19228	sfn:SFy_1864
ko:K22044	sfn:SFy_1032
ko:K05708	sfn:SFy_3672
ko:K07495	sfn:SFy_1027
ko:K19162	sfn:SFy_0513
ko:K19168	sfn:SFy_4104
ko:K04772	sfn:SFy_4670
ko:K00713	sfn:SFy_5225
ko:K00557	sfn:SFy_5792
ko:K00336	sfn:SFy_3356
ko:K19270	sfn:SFy_3368
ko:K19265	sfn:SFy_4348
ko:K01992	sfn:SFy_1007
ko:K01992	sfn:SFy_1009
ko:K01992	sfn:SFy_4975
ko:K19416	sfn:SFy_1328
ko:K07496	sfn:SFy_2544
ko:K07496	sfn:SFy_2824
ko:K07496	sfn:SFy_2410
ko:K11645	sfn:SFy_3048
ko:K03722	sfn:SFy_1017
ko:K19335	sfn:SFy_6086
ko:K07497	sfn:SFy_6255
ko:K07497	sfn:SFy_1315
ko:K07497	sfn:SFy_2529
ko:K07497	sfn:SFy_4993
ko:K07497	sfn:SFy_2644
ko:K07497	sfn:SFy_1514
ko:K07497	sfn:SFy_1526
ko:K07497	sfn:SFy_2745
ko:K07497	sfn:SFy_3929
ko:K07497	sfn:SFy_5276
ko:K07497	sfn:SFy_0309
ko:K07497	sfn:SFy_0325
ko:K07497	sfn:SFy_0399
ko:K07497	sfn:SFy_2871
ko:K07497	sfn:SFy_0609
ko:K07497	sfn:SFy_0631
ko:K07497	sfn:SFy_0678
ko:K07497	sfn:SFy_3131
ko:K07497	sfn:SFy_4402
ko:K07497	sfn:SFy_1966
ko:K07497	sfn:SFy_4545
ko:K07497	sfn:SFy_0945
ko:K07497	sfn:SFy_2278
ko:K07497	sfn:SFy_6057
ko:K07497	sfn:SFy_1164
ko:K19267	sfn:SFy_6136
ko:K19337	sfn:SFy_2671
ko:K19338	sfn:SFy_2938
ko:K19304	sfn:SFy_2674
ko:K13683	sfn:SFy_3008
ko:K19334	sfn:SFy_6084
ko:K19302	sfn:SFy_1075
ko:K01175	sfn:SFy_0820
ko:K19270	sfn:SFy_2156
ko:K19271	sfn:SFy_1450
ko:K01785	sfn:SFy_5646
ko:K19336	sfn:SFy_6087
ko:K19354	sfn:SFy_5211
ko:K19333	sfn:SFy_2008
ko:K21637	sfn:SFy_6020
ko:K06867	sfn:SFy_2163
ko:K06867	sfn:SFy_5858
ko:K06867	sfn:SFy_5860
ko:K01066	sfn:SFy_0533
ko:K19303	sfn:SFy_2414
ko:K01096	sfn:SFy_1840
ko:K19577	sfn:SFy_2416
ko:K07497	sfn:SFy_1419
ko:K07497	sfn:SFy_1690
ko:K07497	sfn:SFy_1400
ko:K19611	sfn:SFy_0642
ko:K06884	sfn:SFy_1813
ko:K02257	sfn:SFy_0463
ko:K18148	sfn:SFy_0383
ko:K02796	sfn:SFy_2020
ko:K07497	sfn:SFy_1412
ko:K07497	sfn:SFy_1414
ko:K07497	sfn:SFy_2948
ko:K07497	sfn:SFy_2953
ko:K07497	sfn:SFy_4240
ko:K07483	sfn:SFy_3129
ko:K19688	sfn:SFy_1066
ko:K05875	sfn:SFy_2766
ko:K08172	sfn:SFy_2925
ko:K19775	sfn:SFy_4481
ko:K19745	sfn:SFy_4696
ko:K19777	sfn:SFy_5040
ko:K19778	sfn:SFy_5039
ko:K19776	sfn:SFy_5368
ko:K00799	sfn:SFy_1069
ko:K06131	sfn:SFy_1003
ko:K00799	sfn:SFy_3381
ko:K07147	sfn:SFy_2886
ko:K07147	sfn:SFy_2887
ko:K07119	sfn:SFy_2528
ko:K06132	sfn:SFy_1504
ko:K00042	sfn:SFy_4514
ko:K15777	sfn:SFy_4394
ko:K19784	sfn:SFy_5339
ko:K19802	sfn:SFy_1913
ko:K03293	sfn:SFy_5525
ko:K07497	sfn:SFy_0948
ko:K07497	sfn:SFy_0326
ko:K07497	sfn:SFy_1173
ko:K07497	sfn:SFy_2577
ko:K07497	sfn:SFy_1972
ko:K07749	sfn:SFy_3463
ko:K07662	sfn:SFy_5707
ko:K07497	sfn:SFy_1196
ko:K07497	sfn:SFy_1199
ko:K07497	sfn:SFy_1216
ko:K07497	sfn:SFy_3625
ko:K07497	sfn:SFy_6256
ko:K07497	sfn:SFy_2564
ko:K07497	sfn:SFy_3725
ko:K07497	sfn:SFy_2585
ko:K07497	sfn:SFy_2647
ko:K07497	sfn:SFy_1425
ko:K07497	sfn:SFy_1496
ko:K07497	sfn:SFy_1528
ko:K07497	sfn:SFy_2721
ko:K07497	sfn:SFy_2757
ko:K07497	sfn:SFy_3925
ko:K07497	sfn:SFy_5344
ko:K07497	sfn:SFy_0397
ko:K07497	sfn:SFy_2896
ko:K07497	sfn:SFy_2906
ko:K07497	sfn:SFy_2927
ko:K07497	sfn:SFy_5419
ko:K07497	sfn:SFy_2928
ko:K07497	sfn:SFy_2943
ko:K07497	sfn:SFy_1802
ko:K07497	sfn:SFy_0630
ko:K07497	sfn:SFy_1922
ko:K07497	sfn:SFy_1948
ko:K07497	sfn:SFy_3083
ko:K07497	sfn:SFy_1991
ko:K07497	sfn:SFy_2044
ko:K07497	sfn:SFy_2058
ko:K07497	sfn:SFy_0902
ko:K07497	sfn:SFy_0926
ko:K07497	sfn:SFy_4644
ko:K07497	sfn:SFy_2209
ko:K07497	sfn:SFy_2224
ko:K07497	sfn:SFy_2238
ko:K07497	sfn:SFy_1072
ko:K12137	sfn:SFy_3590
ko:K12137	sfn:SFy_3593
ko:K07497	sfn:SFy_6148
ko:K19803	sfn:SFy_3209
ko:K19804	sfn:SFy_1844
ko:K07497	sfn:SFy_4242
ko:K19810	sfn:SFy_6175
ko:K19956	sfn:SFy_5866
ko:K01139	sfn:SFy_5257
ko:K00632	sfn:SFy_5593
ko:K05710	sfn:SFy_3674
ko:K00529	sfn:SFy_3676
ko:K05711	sfn:SFy_3675
ko:K12991	sfn:SFy_2982
ko:K01271	sfn:SFy_5597
ko:K02081	sfn:SFy_4524
ko:K09017	sfn:SFy_1391
ko:K03892	sfn:SFy_5024
ko:K03973	sfn:SFy_1881
ko:K02032	sfn:SFy_2495
ko:K08970	sfn:SFy_3059
ko:K07274	sfn:SFy_2059
ko:K05874	sfn:SFy_6296
ko:K02483	sfn:SFy_2884
ko:K02485	sfn:SFy_1780
ko:K07484	sfn:SFy_0471
ko:K07484	sfn:SFy_1162
ko:K07484	sfn:SFy_2909
ko:K07484	sfn:SFy_4738
ko:K07484	sfn:SFy_6006
ko:K01138	sfn:SFy_2472
ko:K01138	sfn:SFy_5395
ko:K07484	sfn:SFy_6005
ko:K07484	sfn:SFy_1163
ko:K07495	sfn:SFy_0504
ko:K07495	sfn:SFy_1261
ko:K07495	sfn:SFy_0264
ko:K21638	sfn:SFy_2214
ko:K21636	sfn:SFy_6101
ko:K19956	sfn:SFy_4158
ko:K07484	sfn:SFy_2908
ko:K07484	sfn:SFy_0470
ko:K07484	sfn:SFy_4236
ko:K07484	sfn:SFy_4739
ko:K07484	sfn:SFy_4740
ko:K20265	sfn:SFy_2487
ko:K20265	sfn:SFy_3552
ko:K07686	sfn:SFy_5408
ko:K19591	sfn:SFy_0547
ko:K20542	sfn:SFy_5067
ko:K20543	sfn:SFy_5065
ko:K20541	sfn:SFy_5068
ko:K12684	sfn:SFy_5302
ko:K07484	sfn:SFy_4233
ko:K12684	sfn:SFy_5422
ko:K21394	sfn:SFy_5162
ko:K22111	sfn:SFy_6050
ko:K22132	sfn:SFy_4027
ko:K21088	sfn:SFy_2616
ko:K21087	sfn:SFy_1720
ko:K21089	sfn:SFy_3127
ko:K21089	sfn:SFy_3133
ko:K02438	sfn:SFy_4914
ko:K02790	sfn:SFy_2353
ko:K02791	sfn:SFy_2353
ko:K21085	sfn:SFy_2862
ko:K21086	sfn:SFy_5056
ko:K21087	sfn:SFy_1716
ko:K00821	sfn:SFy_4801
ko:K21088	sfn:SFy_2617
ko:K08968	sfn:SFy_2003
ko:K21028	sfn:SFy_2098
ko:K21021	sfn:SFy_3782
ko:K21021	sfn:SFy_3783
ko:K21028	sfn:SFy_2099
ko:K21090	sfn:SFy_2025
ko:K21039	sfn:SFy_1215
ko:K00525	sfn:SFy_3837
ko:K00526	sfn:SFy_3838
ko:K09960	sfn:SFy_0908
ko:K09961	sfn:SFy_0910
ko:K06909	sfn:SFy_0912
ko:K06909	sfn:SFy_0918
ko:K17680	sfn:SFy_0929
ko:K02315	sfn:SFy_0932
ko:K02314	sfn:SFy_0933
ko:K09935	sfn:SFy_1016
ko:K07336	sfn:SFy_1023
ko:K01160	sfn:SFy_2218
ko:K02314	sfn:SFy_5966
ko:K14744	sfn:SFy_1166
ko:K06223	sfn:SFy_4838
ko:K04068	sfn:SFy_6102
ko:K06866	sfn:SFy_3751
ko:K02315	sfn:SFy_6305
ko:K06217	sfn:SFy_1399
ko:K06191	sfn:SFy_3835
ko:K03676	sfn:SFy_5202
ko:K01160	sfn:SFy_2718
ko:K01520	sfn:SFy_5245
ko:K14623	sfn:SFy_5251
ko:K06919	sfn:SFy_1633
ko:K06919	sfn:SFy_1636
ko:K06904	sfn:SFy_1643
ko:K00560	sfn:SFy_4044
ko:K03546	sfn:SFy_0416
ko:K00558	sfn:SFy_2869
ko:K01160	sfn:SFy_2914
ko:K06197	sfn:SFy_1764
ko:K00857	sfn:SFy_1783
ko:K16711	sfn:SFy_2991
ko:K14059	sfn:SFy_1961
ko:K07313	sfn:SFy_1989
ko:K02316	sfn:SFy_4431
ko:K06217	sfn:SFy_0850
ko:K00525	sfn:SFy_3294
ko:K21393	sfn:SFy_5163
ko:K07497	sfn:SFy_3808
ko:K07497	sfn:SFy_5273
ko:K07497	sfn:SFy_4068
ko:K07497	sfn:SFy_4069
ko:K07497	sfn:SFy_4286
ko:K02335	sfn:SFy_5617
ko:K13695	sfn:SFy_2179
ko:K21449	sfn:SFy_5193
ko:K21470	sfn:SFy_1262
ko:K21430	sfn:SFy_1068
ko:K21498	sfn:SFy_0543
ko:K01420	sfn:SFy_2632
ko:K21498	sfn:SFy_2503
ko:K21602	sfn:SFy_5155
ko:K21742	sfn:SFy_4422
ko:K21698	sfn:SFy_4684
ko:K21695	sfn:SFy_4682
ko:K21948	sfn:SFy_3923
ko:K21990	sfn:SFy_3442
ko:K22041	sfn:SFy_1605
ko:K22015	sfn:SFy_5946
ko:K22015	sfn:SFy_5950
ko:K22015	sfn:SFy_5948
ko:K22051	sfn:SFy_6194
ko:K08319	sfn:SFy_3922
ko:K01816	sfn:SFy_0568
ko:K22443	sfn:SFy_2041
ko:K03595	sfn:SFy_3733
ko:K22105	sfn:SFy_5789
ko:K22104	sfn:SFy_4653
ko:K22110	sfn:SFy_6048
ko:K22214	sfn:SFy_4136
ko:K22214	sfn:SFy_4137
ko:K08994	sfn:SFy_2260
ko:K03077	sfn:SFy_0071
ko:K15634	sfn:SFy_6358
ko:K02560	sfn:SFy_1427
ko:K22293	sfn:SFy_2232
ko:K22302	sfn:SFy_1187
ko:K13566	sfn:SFy_0366
ko:K11206	sfn:SFy_0891
ko:K22489	sfn:SFy_3932
ko:K00424	sfn:SFy_0743
ko:K22597	sfn:SFy_1888
