ko:K09806	ecg:E2348C_3341
ko:K08156	ecg:E2348C_0331
ko:K07483	ecg:E2348C_2969
ko:K07483	ecg:E2348C_3288
ko:K07483	ecg:E2348C_4325
ko:K19164	ecg:E2348_P1_107
ko:K18324	ecg:E2348C_2706
ko:K18326	ecg:E2348C_2220
ko:K14233	ecg:E2348C_tRNA_36
ko:K14233	ecg:E2348C_tRNA_56
ko:K14236	ecg:E2348C_tRNA_27
ko:K14236	ecg:E2348C_tRNA_80
ko:K14222	ecg:E2348C_tRNA_34
ko:K14229	ecg:E2348C_tRNA_18
ko:K14229	ecg:E2348C_tRNA_50
ko:K14229	ecg:E2348C_tRNA_20
ko:K14229	ecg:E2348C_tRNA_13
ko:K14229	ecg:E2348C_tRNA_17
ko:K14229	ecg:E2348C_tRNA_15
ko:K14229	ecg:E2348C_tRNA_19
ko:K18829	ecg:E2348_P1_109
ko:K21637	ecg:E2348C_4631
ko:K21365	ecg:E2348C_2181
ko:K14237	ecg:E2348C_tRNA_31
ko:K14233	ecg:E2348C_tRNA_23
ko:K14233	ecg:E2348C_tRNA_21
ko:K14233	ecg:E2348C_tRNA_22
ko:K19577	ecg:E2348C_1743
ko:K14221	ecg:E2348C_tRNA_04
ko:K14221	ecg:E2348C_tRNA_70
ko:K14221	ecg:E2348C_tRNA_03
ko:K18471	ecg:E2348C_1898
ko:K18478	ecg:E2348C_4179
ko:K01671	ecg:E2348C_4181
ko:K18446	ecg:E2348C_3347
ko:K18531	ecg:E2348C_4201
ko:K18530	ecg:E2348C_4202
ko:K19591	ecg:E2348C_0422
ko:K18691	ecg:E2348C_2835
ko:K08968	ecg:E2348C_1957
ko:K18640	ecg:E2348C_1807
ko:K18640	ecg:E2348_P1_102
ko:K18697	ecg:E2348C_2837
ko:K18702	ecg:E2348C_2564
ko:K18765	ecg:E2348C_3523
ko:K18928	ecg:E2348C_0268
ko:K18850	ecg:E2348C_1269
ko:K18837	ecg:E2348C_1119
ko:K18862	ecg:E2348C_1339
ko:K18862	ecg:E2348C_3782
ko:K18862	ecg:E2348C_3783
ko:K18889	ecg:E2348C_0383
ko:K03630	ecg:E2348C_1116
ko:K07171	ecg:E2348C_3049
ko:K21645	ecg:E2348C_4633
ko:K18920	ecg:E2348C_3809
ko:K11741	ecg:E2348C_4476
ko:K18899	ecg:E2348C_3756
ko:K20861	ecg:E2348C_0795
ko:K18829	ecg:E2348_P1_043
ko:K20866	ecg:E2348C_4186
ko:K20881	ecg:E2348C_3643
ko:K20862	ecg:E2348C_4112
ko:K07319	ecg:E2348C_3532
ko:K18800	ecg:E2348C_3158
ko:K18778	ecg:E2348C_0106
ko:K18657	ecg:E2348C_0932
ko:K18890	ecg:E2348C_0384
ko:K18824	ecg:E2348_P2_01
ko:K18929	ecg:E2348C_0269
ko:K18898	ecg:E2348C_3755
ko:K22044	ecg:E2348C_0760
ko:K18840	ecg:E2348C_4455
ko:K03976	ecg:E2348C_0416
ko:K19055	ecg:E2348C_1914
ko:K18979	ecg:E2348C_4489
ko:K18997	ecg:E2348C_1050
ko:K18988	ecg:E2348C_0312
ko:K19048	ecg:E2348C_4646
ko:K19000	ecg:E2348C_0194
ko:K19229	ecg:E2348C_1490
ko:K07452	ecg:E2348C_4612
ko:K19221	ecg:E2348C_1460
ko:K19222	ecg:E2348C_1771
ko:K19226	ecg:E2348C_1493
ko:K19236	ecg:E2348C_1205
ko:K19163	ecg:E2348_P1_106
ko:K19147	ecg:E2348C_4613
ko:K19163	ecg:E2348C_0051
ko:K19158	ecg:E2348C_2157
ko:K00571	ecg:E2348C_2657
ko:K19238	ecg:E2348C_2404
ko:K07319	ecg:E2348C_1244
ko:K19228	ecg:E2348C_1491
ko:K19159	ecg:E2348C_2158
ko:K19168	ecg:E2348C_3149
ko:K19164	ecg:E2348C_0050
ko:K19270	ecg:E2348C_2433
ko:K01066	ecg:E2348C_4190
ko:K19416	ecg:E2348C_0956
ko:K19335	ecg:E2348C_4575
ko:K19267	ecg:E2348C_4542
ko:K19353	ecg:E2348C_4267
ko:K19337	ecg:E2348C_1978
ko:K19338	ecg:E2348C_2122
ko:K19304	ecg:E2348C_1981
ko:K19334	ecg:E2348C_4576
ko:K19302	ecg:E2348C_0792
ko:K19270	ecg:E2348C_1856
ko:K19354	ecg:E2348C_3864
ko:K19336	ecg:E2348C_4574
ko:K19333	ecg:E2348C_1952
ko:K21638	ecg:E2348C_1245
ko:K19303	ecg:E2348C_1741
ko:K21636	ecg:E2348C_4564
ko:K07497	ecg:E2348_P1_018
ko:K19611	ecg:E2348C_0485
ko:K02257	ecg:E2348C_0363
ko:K14234	ecg:E2348C_tRNA_05
ko:K14234	ecg:E2348C_tRNA_65
ko:K14234	ecg:E2348C_tRNA_79
ko:K14234	ecg:E2348C_tRNA_82
ko:K14219	ecg:E2348C_tRNA_06
ko:K14219	ecg:E2348C_tRNA_26
ko:K14219	ecg:E2348C_tRNA_30
ko:K19709	ecg:E2348C_1779
ko:K19688	ecg:E2348C_0787
ko:K19775	ecg:E2348C_3387
ko:K19745	ecg:E2348C_3524
ko:K19777	ecg:E2348C_3752
ko:K07802	ecg:E2348C_1455
ko:K19778	ecg:E2348C_3751
ko:K18868	ecg:E2348C_ncR_53
ko:K18867	ecg:E2348C_ncR_50
ko:K19776	ecg:E2348C_4006
ko:K00799	ecg:E2348C_0789
ko:K08323	ecg:E2348C_4273
ko:K07474	ecg:E2348C_1420
ko:K07497	ecg:E2348C_1086
ko:K07497	ecg:E2348C_1105
ko:K06131	ecg:E2348C_0741
ko:K00799	ecg:E2348C_2441
ko:K01612	ecg:E2348C_3008
ko:K06132	ecg:E2348C_1137
ko:K01977	ecg:E2348C_rRNA_17
ko:K01977	ecg:E2348C_rRNA_14
ko:K01977	ecg:E2348C_rRNA_6
ko:K01977	ecg:E2348C_rRNA_20
ko:K01977	ecg:E2348C_rRNA_1
ko:K01977	ecg:E2348C_rRNA_11
ko:K01977	ecg:E2348C_rRNA_10
ko:K15777	ecg:E2348C_3337
ko:K19784	ecg:E2348C_4024
ko:K13069	ecg:E2348C_1656
ko:K19802	ecg:E2348C_1518
ko:K18922	ecg:E2348_P1_037
ko:K19803	ecg:E2348C_2321
ko:K19804	ecg:E2348C_1472
ko:K19810	ecg:E2348C_4472
ko:K19956	ecg:E2348C_4330
ko:K19997	ecg:E2348C_2184
ko:K14237	ecg:E2348C_tRNA_14
ko:K14237	ecg:E2348C_tRNA_16
ko:K14237	ecg:E2348C_tRNA_49
ko:K14237	ecg:E2348C_tRNA_48
ko:K14237	ecg:E2348C_tRNA_47
ko:K14238	ecg:E2348C_tRNA_68
ko:K14230	ecg:E2348C_tRNA_62
ko:K20117	ecg:E2348C_4132
ko:K20118	ecg:E2348C_4132
ko:K14225	ecg:E2348C_tRNA_35
ko:K14225	ecg:E2348C_tRNA_88
ko:K14225	ecg:E2348C_tRNA_87
ko:K14225	ecg:E2348C_tRNA_86
ko:K14225	ecg:E2348C_tRNA_60
ko:K14225	ecg:E2348C_tRNA_81
ko:K14220	ecg:E2348C_tRNA_37
ko:K14220	ecg:E2348C_tRNA_38
ko:K14220	ecg:E2348C_tRNA_40
ko:K14220	ecg:E2348C_tRNA_39
ko:K14232	ecg:E2348C_tRNA_41
ko:K14232	ecg:E2348C_tRNA_67
ko:K14232	ecg:E2348C_tRNA_75
ko:K14224	ecg:E2348C_tRNA_51
ko:K14224	ecg:E2348C_tRNA_78
ko:K14224	ecg:E2348C_tRNA_66
ko:K14224	ecg:E2348C_tRNA_69
ko:K14231	ecg:E2348C_tRNA_61
ko:K14231	ecg:E2348C_tRNA_85
ko:K14235	ecg:E2348C_tRNA_71
ko:K14226	ecg:E2348C_tRNA_73
ko:K18527	ecg:E2348C_ncR_66
ko:K18522	ecg:E2348C_ncR_47
ko:K18521	ecg:E2348C_ncR_46
ko:K18515	ecg:E2348C_ncR_45
ko:K15035	ecg:E2348C_ncR_43
ko:K20265	ecg:E2348C_1619
ko:K18503	ecg:E2348C_ncR_06
ko:K18511	ecg:E2348C_ncR_44
ko:K20265	ecg:E2348_P1_096
ko:K01983	ecg:E2348C_ncR_05
ko:K14227	ecg:E2348C_tRNA_01
ko:K14227	ecg:E2348C_tRNA_83
ko:K14227	ecg:E2348C_tRNA_76
ko:K14218	ecg:E2348C_tRNA_02
ko:K14218	ecg:E2348C_tRNA_84
ko:K14218	ecg:E2348C_tRNA_77
ko:K14218	ecg:E2348C_tRNA_45
ko:K14218	ecg:E2348C_tRNA_46
ko:K01980	ecg:E2348C_rRNA_12
ko:K01980	ecg:E2348C_rRNA_9
ko:K01980	ecg:E2348C_rRNA_21
ko:K01980	ecg:E2348C_rRNA_18
ko:K01980	ecg:E2348C_rRNA_15
ko:K01980	ecg:E2348C_rRNA_5
ko:K01980	ecg:E2348C_rRNA_2
ko:K01985	ecg:E2348C_rRNA_13
ko:K01985	ecg:E2348C_rRNA_8
ko:K01985	ecg:E2348C_rRNA_3
ko:K01985	ecg:E2348C_rRNA_16
ko:K01985	ecg:E2348C_rRNA_22
ko:K01985	ecg:E2348C_rRNA_4
ko:K01985	ecg:E2348C_rRNA_19
ko:K01985	ecg:E2348C_rRNA_7
ko:K01978	ecg:E2348C_ncR_55
ko:K18518	ecg:E2348C_ncR_22
ko:K18516	ecg:E2348C_ncR_67
ko:K18508	ecg:E2348C_ncR_09
ko:K14237	ecg:E2348C_tRNA_32
ko:K18523	ecg:E2348C_ncR_48
ko:K20542	ecg:E2348C_3773
ko:K20543	ecg:E2348C_3772
ko:K20552	ecg:E2348C_3968
ko:K20541	ecg:E2348C_3774
ko:K21394	ecg:E2348C_3830
ko:K22111	ecg:E2348C_4616
ko:K22132	ecg:E2348C_3079
ko:K18513	ecg:E2348C_ncR_35
ko:K18505	ecg:E2348C_ncR_65
ko:K18504	ecg:E2348C_ncR_58
ko:K18507	ecg:E2348C_ncR_60
ko:K18520	ecg:E2348C_ncR_33
ko:K15841	ecg:E2348C_ncR_39
ko:K21029	ecg:E2348C_0777
ko:K03077	ecg:E2348C_0062
ko:K21086	ecg:E2348C_3767
ko:K21087	ecg:E2348C_1313
ko:K21089	ecg:E2348C_2273
ko:K21021	ecg:E2348C_2878
ko:K21028	ecg:E2348C_1885
ko:K21090	ecg:E2348C_1938
ko:K21091	ecg:E2348C_ncR_16
ko:K21039	ecg:E2348C_0650
ko:K21366	ecg:E2348C_2172
ko:K21393	ecg:E2348C_3831
ko:K21395	ecg:E2348C_3832
ko:K21470	ecg:E2348C_0918
ko:K22105	ecg:E2348C_4279
ko:K21498	ecg:E2348C_0418
ko:K01451	ecg:E2348C_4277
ko:K21498	ecg:E2348C_1611
ko:K21602	ecg:E2348C_3826
ko:K21739	ecg:E2348C_0266
ko:K21740	ecg:E2348C_0265
ko:K21741	ecg:E2348C_0264
ko:K21742	ecg:E2348C_3353
ko:K21746	ecg:E2348C_0267
ko:K21039	ecg:E2348C_0979
ko:K19956	ecg:E2348C_3183
ko:K21698	ecg:E2348C_3514
ko:K21759	ecg:E2348C_3007
ko:K21936	ecg:E2348C_3745
ko:K21948	ecg:E2348C_3003
ko:K21963	ecg:E2348C_0250
ko:K21965	ecg:E2348C_0248
ko:K21966	ecg:E2348C_0247
ko:K21974	ecg:E2348C_1281
ko:K21975	ecg:E2348C_1282
ko:K21968	ecg:E2348C_0245
ko:K21976	ecg:E2348C_1283
ko:K21990	ecg:E2348C_2485
ko:K22041	ecg:E2348C_1203
ko:K22015	ecg:E2348C_4407
ko:K22024	ecg:E2348C_0569
ko:K22051	ecg:E2348C_4485
ko:K21964	ecg:E2348C_0249
ko:K21967	ecg:E2348C_0246
ko:K21972	ecg:E2348C_1279
ko:K21973	ecg:E2348C_1280
ko:K08319	ecg:E2348C_3002
ko:K22131	ecg:E2348C_3005
ko:K05275	ecg:E2348C_1548
ko:K22130	ecg:E2348C_3004
ko:K22129	ecg:E2348C_0568
ko:K22104	ecg:E2348C_3498
ko:K22110	ecg:E2348C_4618
ko:K03079	ecg:E2348C_3835
ko:K03078	ecg:E2348C_3834
ko:K03077	ecg:E2348C_3836
ko:K22300	ecg:E2348C_1226
ko:K22304	ecg:E2348C_1221
ko:K22293	ecg:E2348C_1660
ko:K22302	ecg:E2348C_1227
ko:K13566	ecg:E2348C_0216
ko:K11206	ecg:E2348C_0526
ko:K22489	ecg:E2348C_3010
ko:K00424	ecg:E2348C_0618
