ko:K16238	kpi:D364_01565
ko:K00799	kpi:D364_01275
ko:K06131	kpi:D364_04275
ko:K00799	kpi:D364_13710
ko:K15777	kpi:D364_17775
ko:K07147	kpi:D364_18740
ko:K07119	kpi:D364_09805
ko:K19802	kpi:D364_06800
ko:K19803	kpi:D364_13285
ko:K21613	kpi:D364_09750
ko:K19804	kpi:D364_06635
ko:K15540	kpi:D364_02530
ko:K19956	kpi:D364_22420
ko:K19810	kpi:D364_23120
ko:K02444	kpi:D364_07085
ko:K07662	kpi:D364_21505
ko:K21638	kpi:D364_22675
ko:K21636	kpi:D364_23625
ko:K22468	kpi:D364_09545
ko:K21405	kpi:D364_15255
ko:K20034	kpi:D364_05850
ko:K00040	kpi:D364_13275
ko:K21086	kpi:D364_16630
ko:K21265	kpi:D364_24245
ko:K07686	kpi:D364_20815
ko:K22443	kpi:D364_05270
ko:K01612	kpi:D364_15790
ko:K20542	kpi:D364_19850
ko:K20542	kpi:D364_19890
ko:K20543	kpi:D364_19900
ko:K20543	kpi:D364_19845
ko:K19591	kpi:D364_02385
ko:K20541	kpi:D364_19855
ko:K21759	kpi:D364_15785
ko:K20541	kpi:D364_19905
ko:K22602	kpi:D364_09060
ko:K22132	kpi:D364_16130
ko:K22003	kpi:D364_11590
ko:K02438	kpi:D364_19430
ko:K11529	kpi:D364_06515
ko:K02790	kpi:D364_07420
ko:K02791	kpi:D364_07420
ko:K01200	kpi:D364_00770
ko:K13877	kpi:D364_24440
ko:K21029	kpi:D364_04510
ko:K21061	kpi:D364_24420
ko:K21085	kpi:D364_12325
ko:K21062	kpi:D364_24435
ko:K21088	kpi:D364_09195
ko:K21021	kpi:D364_15015
ko:K00525	kpi:D364_13460
ko:K02495	kpi:D364_21300
ko:K13075	kpi:D364_08900
ko:K21028	kpi:D364_06290
ko:K08968	kpi:D364_11935
ko:K13609	kpi:D364_24450
ko:K00821	kpi:D364_19165
ko:K21090	kpi:D364_11845
ko:K00525	kpi:D364_15330
ko:K02316	kpi:D364_17895
ko:K06919	kpi:D364_14530
ko:K02314	kpi:D364_22605
ko:K06866	kpi:D364_14900
ko:K00857	kpi:D364_11260
ko:K06191	kpi:D364_15320
ko:K06223	kpi:D364_19230
ko:K06197	kpi:D364_11400
ko:K04068	kpi:D364_23620
ko:K07313	kpi:D364_11965
ko:K03676	kpi:D364_20215
ko:K00558	kpi:D364_12345
ko:K00560	kpi:D364_16425
ko:K01520	kpi:D364_20350
ko:K14623	kpi:D364_20905
ko:K02335	kpi:D364_21285
ko:K02315	kpi:D364_24550
ko:K00287	kpi:D364_00170
ko:K03546	kpi:D364_01720
ko:K06223	kpi:D364_07585
ko:K01160	kpi:D364_07590
ko:K03791	kpi:D364_07615
ko:K07451	kpi:D364_07645
ko:K06904	kpi:D364_07670
ko:K06217	kpi:D364_05445
ko:K07336	kpi:D364_06470
ko:K06217	kpi:D364_03590
ko:K03292	kpi:D364_00535
ko:K00526	kpi:D364_15335
ko:K20938	kpi:D364_16040
ko:K05934	kpi:D364_16205
ko:K14333	kpi:D364_21795
ko:K21416	kpi:D364_01330
ko:K21417	kpi:D364_01325
ko:K13695	kpi:D364_01430
ko:K03651	kpi:D364_23835
ko:K21470	kpi:D364_04985
ko:K01451	kpi:D364_02705
ko:K01420	kpi:D364_07510
ko:K00863	kpi:D364_18025
ko:K01451	kpi:D364_06730
ko:K21698	kpi:D364_18695
ko:K21695	kpi:D364_18690
ko:K00875	kpi:D364_12980
ko:K21948	kpi:D364_08160
ko:K21963	kpi:D364_01470
ko:K21965	kpi:D364_01480
ko:K21974	kpi:D364_04055
ko:K21975	kpi:D364_04050
ko:K21966	kpi:D364_01485
ko:K21968	kpi:D364_01495
ko:K21976	kpi:D364_04045
ko:K21990	kpi:D364_13895
ko:K21973	kpi:D364_08130
ko:K22041	kpi:D364_05755
ko:K22015	kpi:D364_10715
ko:K22024	kpi:D364_08330
ko:K22044	kpi:D364_04390
ko:K22051	kpi:D364_23180
ko:K21964	kpi:D364_01475
ko:K21967	kpi:D364_01490
ko:K21972	kpi:D364_04065
ko:K21973	kpi:D364_04060
ko:K08319	kpi:D364_08165
ko:K15576	kpi:D364_11375
ko:K22131	kpi:D364_08150
ko:K05275	kpi:D364_16615
ko:K14274	kpi:D364_14995
ko:K22024	kpi:D364_05815
ko:K22129	kpi:D364_05820
ko:K13874	kpi:D364_08665
ko:K03595	kpi:D364_14845
ko:K22130	kpi:D364_08155
ko:K22129	kpi:D364_08325
ko:K22105	kpi:D364_21665
ko:K22110	kpi:D364_16590
ko:K08994	kpi:D364_09370
ko:K03077	kpi:D364_00250
ko:K15634	kpi:D364_24745
ko:K02257	kpi:D364_01990
ko:K22293	kpi:D364_08070
ko:K13566	kpi:D364_01140
ko:K11206	kpi:D364_03455
ko:K00424	kpi:D364_03870
ko:K22489	kpi:D364_15800
ko:K22601	kpi:D364_09070
ko:K22549	kpi:D364_24410
