ko:K07497	setc:CFSAN001921_03240
ko:K00065	setc:CFSAN001921_01980
ko:K02100	setc:CFSAN001921_01985
ko:K00882	setc:CFSAN001921_05755
ko:K07491	setc:CFSAN001921_05785
ko:K10540	setc:CFSAN001921_05835
ko:K10541	setc:CFSAN001921_05845
ko:K03748	setc:CFSAN001921_05865
ko:K01489	setc:CFSAN001921_05870
ko:K03535	setc:CFSAN001921_02260
ko:K04765	setc:CFSAN001921_02305
ko:K06897	setc:CFSAN001921_02325
ko:K00380	setc:CFSAN001921_02335
ko:K03593	setc:CFSAN001921_06020
ko:K13085	setc:CFSAN001921_11720
ko:K11179	setc:CFSAN001921_11750
ko:K06910	setc:CFSAN001921_11765
ko:K09909	setc:CFSAN001921_11785
ko:K07343	setc:CFSAN001921_11810
ko:K03286	setc:CFSAN001921_11820
ko:K00769	setc:CFSAN001921_15815
ko:K01270	setc:CFSAN001921_15820
ko:K06445	setc:CFSAN001921_15855
ko:K00867	setc:CFSAN001921_19725
ko:K08314	setc:CFSAN001921_19865
ko:K03087	setc:CFSAN001921_02455
ko:K01104	setc:CFSAN001921_06195
ko:K03606	setc:CFSAN001921_06265
ko:K13005	setc:CFSAN001921_06345
ko:K12992	setc:CFSAN001921_06360
ko:K00033	setc:CFSAN001921_06380
ko:K13285	setc:CFSAN001921_02650
ko:K13286	setc:CFSAN001921_02655
ko:K13287	setc:CFSAN001921_02660
ko:K13284	setc:CFSAN001921_02665
ko:K11607	setc:CFSAN001921_02765
ko:K11604	setc:CFSAN001921_02770
ko:K04655	setc:CFSAN001921_02785
ko:K04652	setc:CFSAN001921_02800
ko:K08352	setc:CFSAN001921_06460
ko:K08353	setc:CFSAN001921_06465
ko:K07258	setc:CFSAN001921_06475
ko:K13921	setc:CFSAN001921_06525
ko:K13923	setc:CFSAN001921_06550
ko:K03399	setc:CFSAN001921_06630
ko:K02190	setc:CFSAN001921_06660
ko:K02009	setc:CFSAN001921_06675
ko:K00244	setc:CFSAN001921_18700
ko:K00245	setc:CFSAN001921_18705
ko:K00247	setc:CFSAN001921_18715
ko:K07308	setc:CFSAN001921_18875
ko:K07307	setc:CFSAN001921_18880
ko:K07792	setc:CFSAN001921_18900
ko:K11104	setc:CFSAN001921_18910
ko:K05814	setc:CFSAN001921_22665
ko:K05815	setc:CFSAN001921_22670
ko:K05816	setc:CFSAN001921_22675
ko:K07048	setc:CFSAN001921_22695
ko:K03825	setc:CFSAN001921_22720
ko:K00851	setc:CFSAN001921_22740
ko:K00700	setc:CFSAN001921_22755
ko:K02441	setc:CFSAN001921_22825
ko:K01974	setc:CFSAN001921_22855
ko:K02466	setc:CFSAN001921_02895
ko:K00068	setc:CFSAN001921_02900
ko:K02782	setc:CFSAN001921_02910
ko:K02783	setc:CFSAN001921_02910
ko:K02783	setc:CFSAN001921_02915
ko:K08305	setc:CFSAN001921_02920
ko:K03743	setc:CFSAN001921_02925
ko:K03647	setc:CFSAN001921_03045
ko:K07250	setc:CFSAN001921_03120
ko:K00135	setc:CFSAN001921_03125
ko:K07793	setc:CFSAN001921_03140
ko:K07126	setc:CFSAN001921_06760
ko:K07017	setc:CFSAN001921_03200
ko:K08093	setc:CFSAN001921_03340
ko:K02782	setc:CFSAN001921_03355
ko:K02783	setc:CFSAN001921_03355
ko:K02414	setc:CFSAN001921_07195
ko:K01176	setc:CFSAN001921_07250
ko:K07491	setc:CFSAN001921_07280
ko:K03386	setc:CFSAN001921_15025
ko:K07657	setc:CFSAN001921_15050
ko:K08161	setc:CFSAN001921_15130
ko:K04750	setc:CFSAN001921_18975
ko:K07126	setc:CFSAN001921_19000
ko:K04018	setc:CFSAN001921_19010
ko:K04015	setc:CFSAN001921_19020
ko:K03316	setc:CFSAN001921_19070
ko:K00799	setc:CFSAN001921_19085
ko:K07491	setc:CFSAN001921_23050
ko:K01664	setc:CFSAN001921_23100
ko:K10914	setc:CFSAN001921_23115
ko:K09898	setc:CFSAN001921_23130
ko:K07019	setc:CFSAN001921_23135
ko:K10762	setc:CFSAN001921_12095
ko:K09476	setc:CFSAN001921_12210
ko:K02342	setc:CFSAN001921_16080
ko:K03469	setc:CFSAN001921_16085
ko:K05499	setc:CFSAN001921_19945
ko:K02446	setc:CFSAN001921_19995
ko:K11530	setc:CFSAN001921_20025
ko:K13283	setc:CFSAN001921_20115
ko:K07640	setc:CFSAN001921_20130
ko:K05812	setc:CFSAN001921_03790
ko:K15460	setc:CFSAN001921_03830
ko:K03803	setc:CFSAN001921_03855
ko:K00575	setc:CFSAN001921_07475
ko:K06201	setc:CFSAN001921_07530
ko:K09815	setc:CFSAN001921_07610
ko:K17686	setc:CFSAN001921_14540
ko:K19789	setc:CFSAN001921_05670
ko:K00483	setc:CFSAN001921_11680
ko:K01096	setc:CFSAN001921_08540
ko:K04771	setc:CFSAN001921_16360
ko:K01659	setc:CFSAN001921_15200
ko:K03292	setc:CFSAN001921_20350
ko:K02226	setc:CFSAN001921_13815
ko:K17837	setc:CFSAN001921_21760
ko:K01840	setc:CFSAN001921_06260
ko:K01840	setc:CFSAN001921_06370
ko:K00971	setc:CFSAN001921_06365
ko:K04772	setc:CFSAN001921_00250
ko:K00042	setc:CFSAN001921_14430
ko:K01497	setc:CFSAN001921_08535
ko:K08194	setc:CFSAN001921_21290
ko:K17722	setc:CFSAN001921_05855
ko:K01485	setc:CFSAN001921_00320
ko:K17723	setc:CFSAN001921_05850
ko:K13638	setc:CFSAN001921_23380
ko:K07684	setc:CFSAN001921_08250
ko:K00042	setc:CFSAN001921_00770
ko:K05799	setc:CFSAN001921_16660
ko:K03566	setc:CFSAN001921_02160
ko:K06518	setc:CFSAN001921_19060
ko:K08173	setc:CFSAN001921_09595
ko:K01069	setc:CFSAN001921_16095
ko:K02477	setc:CFSAN001921_05995
ko:K00661	setc:CFSAN001921_14675
ko:K01187	setc:CFSAN001921_15030
ko:K03772	setc:CFSAN001921_23180
ko:K00146	setc:CFSAN001921_01380
ko:K05540	setc:CFSAN001921_00065
ko:K03292	setc:CFSAN001921_21695
ko:K03292	setc:CFSAN001921_20355
ko:K00632	setc:CFSAN001921_20520
ko:K11747	setc:CFSAN001921_23160
ko:K01130	setc:CFSAN001921_01415
ko:K00971	setc:CFSAN001921_06255
ko:K14059	setc:CFSAN001921_12175
ko:K08485	setc:CFSAN001921_00380
ko:K01791	setc:CFSAN001921_20830
ko:K01739	setc:CFSAN001921_19915
ko:K07459	setc:CFSAN001921_12500
ko:K14742	setc:CFSAN001921_07985
ko:K00884	setc:CFSAN001921_11075
ko:K03767	setc:CFSAN001921_23085
ko:K06518	setc:CFSAN001921_05880
ko:K02483	setc:CFSAN001921_11695
ko:K17758	setc:CFSAN001921_18635
ko:K17759	setc:CFSAN001921_18635
ko:K02809	setc:CFSAN001921_03925
ko:K02810	setc:CFSAN001921_03925
ko:K11928	setc:CFSAN001921_11560
ko:K00344	setc:CFSAN001921_19190
ko:K13695	setc:CFSAN001921_10445
ko:K00557	setc:CFSAN001921_19775
ko:K18140	setc:CFSAN001921_00040
ko:K03585	setc:CFSAN001921_14655
ko:K07484	setc:CFSAN001921_01920
ko:K12062	setc:CFSAN001921_24205
ko:K12064	setc:CFSAN001921_24175
ko:K08351	setc:CFSAN001921_22225
ko:K00879	setc:CFSAN001921_02185
ko:K02794	setc:CFSAN001921_14155
ko:K10038	setc:CFSAN001921_12875
ko:K00520	setc:CFSAN001921_23950
ko:K07483	setc:CFSAN001921_03285
ko:K07483	setc:CFSAN001921_03545
ko:K07483	setc:CFSAN001921_12105
ko:K07483	setc:CFSAN001921_15610
ko:K07483	setc:CFSAN001921_24295
ko:K07483	setc:CFSAN001921_24535
ko:K07483	setc:CFSAN001921_24790
ko:K03973	setc:CFSAN001921_08650
ko:K18015	setc:CFSAN001921_05360
ko:K11745	setc:CFSAN001921_16990
ko:K12979	setc:CFSAN001921_18985
ko:K03292	setc:CFSAN001921_20095
ko:K17938	setc:CFSAN001921_15165
ko:K11645	setc:CFSAN001921_06085
ko:K00996	setc:CFSAN001921_06375
ko:K18325	setc:CFSAN001921_14130
ko:K07483	setc:CFSAN001921_03245
ko:K03719	setc:CFSAN001921_12405
ko:K13739	setc:CFSAN001921_02350
ko:K07645	setc:CFSAN001921_01120
ko:K03445	setc:CFSAN001921_21565
ko:K01801	setc:CFSAN001921_05905
ko:K18895	setc:CFSAN001921_03210
ko:K01582	setc:CFSAN001921_16230
ko:K01582	setc:CFSAN001921_03975
ko:K01066	setc:CFSAN001921_14585
ko:K03668	setc:CFSAN001921_08860
ko:K00249	setc:CFSAN001921_12715
ko:K13053	setc:CFSAN001921_11815
ko:K10014	setc:CFSAN001921_05020
ko:K04103	setc:CFSAN001921_04750
ko:K18141	setc:CFSAN001921_00035
ko:K00001	setc:CFSAN001921_20205
ko:K12069	setc:CFSAN001921_24180
ko:K17948	setc:CFSAN001921_11530
ko:K00956	setc:CFSAN001921_02405
ko:K15347	setc:CFSAN001921_11050
ko:K07484	setc:CFSAN001921_03280
ko:K07484	setc:CFSAN001921_03540
ko:K07484	setc:CFSAN001921_03760
ko:K07484	setc:CFSAN001921_07745
ko:K07484	setc:CFSAN001921_10385
ko:K07484	setc:CFSAN001921_10900
ko:K07484	setc:CFSAN001921_11950
ko:K07484	setc:CFSAN001921_12110
ko:K07484	setc:CFSAN001921_15605
ko:K07484	setc:CFSAN001921_15750
ko:K07484	setc:CFSAN001921_17260
ko:K07484	setc:CFSAN001921_24290
ko:K07484	setc:CFSAN001921_24530
ko:K07484	setc:CFSAN001921_24545
ko:K07484	setc:CFSAN001921_24785
ko:K09017	setc:CFSAN001921_11575
ko:K02783	setc:CFSAN001921_03365
ko:K05396	setc:CFSAN001921_07300
ko:K01007	setc:CFSAN001921_10410
ko:K21469	setc:CFSAN001921_04380
ko:K03605	setc:CFSAN001921_01285
ko:K04343	setc:CFSAN001921_24580
ko:K07782	setc:CFSAN001921_07315
ko:K03605	setc:CFSAN001921_08140
ko:K03605	setc:CFSAN001921_09445
ko:K00523	setc:CFSAN001921_06315
ko:K05875	setc:CFSAN001921_07470
ko:K08156	setc:CFSAN001921_15070
ko:K07713	setc:CFSAN001921_19560
ko:K19597	setc:CFSAN001921_15275
ko:K07005	setc:CFSAN001921_13535
ko:K18288	setc:CFSAN001921_01435
ko:K18320	setc:CFSAN001921_24465
ko:K05875	setc:CFSAN001921_00925
ko:K18290	setc:CFSAN001921_01430
ko:K18324	setc:CFSAN001921_04360
ko:K18326	setc:CFSAN001921_06135
ko:K05874	setc:CFSAN001921_17760
ko:K07126	setc:CFSAN001921_23925
ko:K01521	setc:CFSAN001921_20070
ko:K11107	setc:CFSAN001921_24325
ko:K00123	setc:CFSAN001921_20245
ko:K09911	setc:CFSAN001921_24445
ko:K07757	setc:CFSAN001921_12805
ko:K07491	setc:CFSAN001921_12985
ko:K01571	setc:CFSAN001921_00230
ko:K08173	setc:CFSAN001921_09590
ko:K07307	setc:CFSAN001921_09645
ko:K06078	setc:CFSAN001921_10265
ko:K04333	setc:CFSAN001921_11465
ko:K00984	setc:CFSAN001921_10840
ko:K04753	setc:CFSAN001921_01150
ko:K18476	setc:CFSAN001921_23985
ko:K11904	setc:CFSAN001921_15960
ko:K18446	setc:CFSAN001921_01000
ko:K18479	setc:CFSAN001921_20335
ko:K18478	setc:CFSAN001921_20320
ko:K18475	setc:CFSAN001921_07275
ko:K00681	setc:CFSAN001921_22690
ko:K00335	setc:CFSAN001921_05170
ko:K08087	setc:CFSAN001921_14270
ko:K07794	setc:CFSAN001921_03145
ko:K18691	setc:CFSAN001921_03940
ko:K03791	setc:CFSAN001921_07720
ko:K18697	setc:CFSAN001921_03930
ko:K18142	setc:CFSAN001921_00030
ko:K18765	setc:CFSAN001921_00110
ko:K08138	setc:CFSAN001921_18315
ko:K07316	setc:CFSAN001921_03520
ko:K06218	setc:CFSAN001921_18165
ko:K18837	setc:CFSAN001921_03445
ko:K18850	setc:CFSAN001921_11025
ko:K18889	setc:CFSAN001921_14730
ko:K18862	setc:CFSAN001921_14975
ko:K18862	setc:CFSAN001921_22325
ko:K03630	setc:CFSAN001921_03465
ko:K21645	setc:CFSAN001921_17870
ko:K11741	setc:CFSAN001921_18725
ko:K09691	setc:CFSAN001921_13410
ko:K20861	setc:CFSAN001921_12670
ko:K18829	setc:CFSAN001921_01875
ko:K20866	setc:CFSAN001921_20310
ko:K20881	setc:CFSAN001921_22965
ko:K08968	setc:CFSAN001921_07855
ko:K20862	setc:CFSAN001921_20685
ko:K07319	setc:CFSAN001921_00055
ko:K18800	setc:CFSAN001921_01755
ko:K18778	setc:CFSAN001921_16720
ko:K18831	setc:CFSAN001921_20290
ko:K18657	setc:CFSAN001921_11870
ko:K18890	setc:CFSAN001921_14725
ko:K07448	setc:CFSAN001921_17790
ko:K18824	setc:CFSAN001921_24005
ko:K06218	setc:CFSAN001921_09370
ko:K12066	setc:CFSAN001921_24165
ko:K03553	setc:CFSAN001921_02930
ko:K18918	setc:CFSAN001921_18170
ko:K12068	setc:CFSAN001921_24155
ko:K12067	setc:CFSAN001921_24160
ko:K12065	setc:CFSAN001921_24170
ko:K12063	setc:CFSAN001921_24195
ko:K12061	setc:CFSAN001921_24210
ko:K12060	setc:CFSAN001921_24220
ko:K12058	setc:CFSAN001921_24225
ko:K03111	setc:CFSAN001921_24270
ko:K05785	setc:CFSAN001921_24485
ko:K03674	setc:CFSAN001921_12645
ko:K05785	setc:CFSAN001921_20540
ko:K10748	setc:CFSAN001921_24720
ko:K12057	setc:CFSAN001921_24740
ko:K12072	setc:CFSAN001921_24745
ko:K12056	setc:CFSAN001921_24750
ko:K07724	setc:CFSAN001921_24760
ko:K03746	setc:CFSAN001921_24795
ko:K03646	setc:CFSAN001921_13290
ko:K07790	setc:CFSAN001921_07775
ko:K03746	setc:CFSAN001921_08330
ko:K10748	setc:CFSAN001921_09790
ko:K04565	setc:CFSAN001921_09940
ko:K03169	setc:CFSAN001921_10665
ko:K07724	setc:CFSAN001921_00470
ko:K08722	setc:CFSAN001921_05135
ko:K03503	setc:CFSAN001921_05635
ko:K11685	setc:CFSAN001921_03080
ko:K07724	setc:CFSAN001921_03370
ko:K03503	setc:CFSAN001921_07080
ko:K03502	setc:CFSAN001921_07085
ko:K05839	setc:CFSAN001921_14670
ko:K07473	setc:CFSAN001921_22860
ko:K04565	setc:CFSAN001921_11965
ko:K08363	setc:CFSAN001921_23915
ko:K08364	setc:CFSAN001921_23920
ko:K08363	setc:CFSAN001921_23935
ko:K08364	setc:CFSAN001921_23940
ko:K15269	setc:CFSAN001921_23975
ko:K03496	setc:CFSAN001921_24015
ko:K03497	setc:CFSAN001921_24020
ko:K03169	setc:CFSAN001921_24100
ko:K12070	setc:CFSAN001921_24115
ko:K12071	setc:CFSAN001921_24120
ko:K07497	setc:CFSAN001921_24515
ko:K07497	setc:CFSAN001921_24520
ko:K03761	setc:CFSAN001921_03750
ko:K03761	setc:CFSAN001921_03770
ko:K03976	setc:CFSAN001921_14555
ko:K01699	setc:CFSAN001921_06585
ko:K19055	setc:CFSAN001921_10750
ko:K04028	setc:CFSAN001921_04445
ko:K03526	setc:CFSAN001921_04160
ko:K15367	setc:CFSAN001921_10160
ko:K01185	setc:CFSAN001921_15525
ko:K18979	setc:CFSAN001921_18640
ko:K08365	setc:CFSAN001921_23910
ko:K03431	setc:CFSAN001921_24000
ko:K18988	setc:CFSAN001921_15170
ko:K18997	setc:CFSAN001921_11625
ko:K07484	setc:CFSAN001921_03275
ko:K07484	setc:CFSAN001921_03535
ko:K07484	setc:CFSAN001921_12115
ko:K07484	setc:CFSAN001921_15600
ko:K07484	setc:CFSAN001921_24285
ko:K07484	setc:CFSAN001921_24525
ko:K07484	setc:CFSAN001921_24780
ko:K19048	setc:CFSAN001921_15920
ko:K19048	setc:CFSAN001921_17810
ko:K19046	setc:CFSAN001921_02365
ko:K19000	setc:CFSAN001921_16215
ko:K07497	setc:CFSAN001921_03260
ko:K08970	setc:CFSAN001921_01945
ko:K19227	setc:CFSAN001921_08625
ko:K19229	setc:CFSAN001921_08615
ko:K07746	setc:CFSAN001921_02295
ko:K11748	setc:CFSAN001921_23155
ko:K19222	setc:CFSAN001921_10315
ko:K02777	setc:CFSAN001921_04600
ko:K19165	setc:CFSAN001921_22650
ko:K19166	setc:CFSAN001921_20285
ko:K19226	setc:CFSAN001921_08630
ko:K19123	setc:CFSAN001921_02360
ko:K19236	setc:CFSAN001921_11100
ko:K07448	setc:CFSAN001921_17980
ko:K19058	setc:CFSAN001921_23945
ko:K13740	setc:CFSAN001921_02685
ko:K15352	setc:CFSAN001921_03185
ko:K15351	setc:CFSAN001921_10120
ko:K16291	setc:CFSAN001921_06710
ko:K19238	setc:CFSAN001921_05275
ko:K19124	setc:CFSAN001921_02370
ko:K01710	setc:CFSAN001921_20820
ko:K01710	setc:CFSAN001921_06295
ko:K19148	setc:CFSAN001921_21455
ko:K15354	setc:CFSAN001921_11905
ko:K15353	setc:CFSAN001921_05580
ko:K19125	setc:CFSAN001921_02375
ko:K19228	setc:CFSAN001921_08620
ko:K19057	setc:CFSAN001921_23960
ko:K19126	setc:CFSAN001921_02380
ko:K19234	setc:CFSAN001921_10270
ko:K19235	setc:CFSAN001921_12820
ko:K00590	setc:CFSAN001921_23885
ko:K19162	setc:CFSAN001921_14665
ko:K07451	setc:CFSAN001921_06935
ko:K19168	setc:CFSAN001921_01810
ko:K09951	setc:CFSAN001921_02390
ko:K00336	setc:CFSAN001921_05175
ko:K19267	setc:CFSAN001921_18415
ko:K19270	setc:CFSAN001921_05125
ko:K07497	setc:CFSAN001921_14260
ko:K07497	setc:CFSAN001921_15900
ko:K07497	setc:CFSAN001921_15905
ko:K07497	setc:CFSAN001921_04230
ko:K07497	setc:CFSAN001921_03270
ko:K19265	setc:CFSAN001921_04745
ko:K01992	setc:CFSAN001921_12935
ko:K01992	setc:CFSAN001921_12940
ko:K01992	setc:CFSAN001921_22525
ko:K01066	setc:CFSAN001921_20280
ko:K08348	setc:CFSAN001921_09255
ko:K03722	setc:CFSAN001921_07980
ko:K19416	setc:CFSAN001921_11745
ko:K03722	setc:CFSAN001921_12910
ko:K19335	setc:CFSAN001921_08720
ko:K19353	setc:CFSAN001921_19825
ko:K19337	setc:CFSAN001921_07630
ko:K19304	setc:CFSAN001921_07615
ko:K19505	setc:CFSAN001921_17755
ko:K19334	setc:CFSAN001921_18085
ko:K19302	setc:CFSAN001921_12680
ko:K19270	setc:CFSAN001921_10545
ko:K19354	setc:CFSAN001921_21910
ko:K19336	setc:CFSAN001921_08715
ko:K19333	setc:CFSAN001921_07880
ko:K21637	setc:CFSAN001921_01370
ko:K01785	setc:CFSAN001921_20340
ko:K03293	setc:CFSAN001921_20780
ko:K06884	setc:CFSAN001921_08445
ko:K06884	setc:CFSAN001921_09560
ko:K06884	setc:CFSAN001921_11580
ko:K19303	setc:CFSAN001921_09980
ko:K19510	setc:CFSAN001921_17725
ko:K19507	setc:CFSAN001921_17745
ko:K19611	setc:CFSAN001921_14110
ko:K11209	setc:CFSAN001921_05045
ko:K19509	setc:CFSAN001921_14165
ko:K19506	setc:CFSAN001921_17750
ko:K19508	setc:CFSAN001921_17740
ko:K19509	setc:CFSAN001921_17735
ko:K02257	setc:CFSAN001921_14835
ko:K18148	setc:CFSAN001921_15830
ko:K02796	setc:CFSAN001921_07930
ko:K19592	setc:CFSAN001921_15270
ko:K19594	setc:CFSAN001921_15285
ko:K00525	setc:CFSAN001921_05410
ko:K19709	setc:CFSAN001921_10355
ko:K19688	setc:CFSAN001921_12740
ko:K19745	setc:CFSAN001921_00105
ko:K19778	setc:CFSAN001921_09295
ko:K19776	setc:CFSAN001921_21270
ko:K07119	setc:CFSAN001921_09155
ko:K00799	setc:CFSAN001921_12695
ko:K06131	setc:CFSAN001921_12955
ko:K00799	setc:CFSAN001921_05050
ko:K06132	setc:CFSAN001921_11435
ko:K15777	setc:CFSAN001921_01065
ko:K07147	setc:CFSAN001921_00100
ko:K19784	setc:CFSAN001921_21175
ko:K19802	setc:CFSAN001921_08685
ko:K01023	setc:CFSAN001921_01050
ko:K19803	setc:CFSAN001921_05720
ko:K21636	setc:CFSAN001921_18155
ko:K19804	setc:CFSAN001921_08550
ko:K19810	setc:CFSAN001921_18750
ko:K07662	setc:CFSAN001921_20125
ko:K07453	setc:CFSAN001921_16615
ko:K07497	setc:CFSAN001921_15405
ko:K07497	setc:CFSAN001921_12460
ko:K07126	setc:CFSAN001921_14840
ko:K07126	setc:CFSAN001921_14845
ko:K01185	setc:CFSAN001921_12005
ko:K07493	setc:CFSAN001921_24570
ko:K07011	setc:CFSAN001921_13425
ko:K09709	setc:CFSAN001921_12720
ko:K02485	setc:CFSAN001921_08320
ko:K20023	setc:CFSAN001921_21960
ko:K07686	setc:CFSAN001921_21490
ko:K20265	setc:CFSAN001921_04995
ko:K20276	setc:CFSAN001921_03590
ko:K20117	setc:CFSAN001921_03325
ko:K20118	setc:CFSAN001921_03325
ko:K19591	setc:CFSAN001921_14535
ko:K01612	setc:CFSAN001921_02465
ko:K01236	setc:CFSAN001921_09305
ko:K20542	setc:CFSAN001921_22365
ko:K20534	setc:CFSAN001921_19400
ko:K20543	setc:CFSAN001921_22370
ko:K20534	setc:CFSAN001921_14245
ko:K20541	setc:CFSAN001921_22360
ko:K21394	setc:CFSAN001921_22090
ko:K22132	setc:CFSAN001921_02135
ko:K20609	setc:CFSAN001921_09040
ko:K01214	setc:CFSAN001921_09315
ko:K02438	setc:CFSAN001921_22760
ko:K21029	setc:CFSAN001921_12780
ko:K21023	setc:CFSAN001921_00045
ko:K21084	setc:CFSAN001921_06165
ko:K21021	setc:CFSAN001921_03670
ko:K03077	setc:CFSAN001921_16920
ko:K21085	setc:CFSAN001921_07135
ko:K21086	setc:CFSAN001921_22395
ko:K21087	setc:CFSAN001921_08095
ko:K21089	setc:CFSAN001921_05985
ko:K21090	setc:CFSAN001921_07950
ko:K00525	setc:CFSAN001921_03040
ko:K00526	setc:CFSAN001921_03035
ko:K02335	setc:CFSAN001921_20435
ko:K06217	setc:CFSAN001921_13685
ko:K02315	setc:CFSAN001921_17710
ko:K01520	setc:CFSAN001921_21790
ko:K04068	setc:CFSAN001921_18160
ko:K03676	setc:CFSAN001921_21935
ko:K11089	setc:CFSAN001921_22840
ko:K11089	setc:CFSAN001921_22845
ko:K03546	setc:CFSAN001921_15065
ko:K06223	setc:CFSAN001921_23025
ko:K02314	setc:CFSAN001921_19185
ko:K06907	setc:CFSAN001921_19350
ko:K06908	setc:CFSAN001921_19355
ko:K06905	setc:CFSAN001921_19385
ko:K06903	setc:CFSAN001921_19415
ko:K02314	setc:CFSAN001921_15590
ko:K00558	setc:CFSAN001921_24070
ko:K14744	setc:CFSAN001921_12000
ko:K09882	setc:CFSAN001921_24260
ko:K00287	setc:CFSAN001921_16985
ko:K07313	setc:CFSAN001921_07825
ko:K06217	setc:CFSAN001921_11550
ko:K06197	setc:CFSAN001921_08235
ko:K00857	setc:CFSAN001921_08335
ko:K02316	setc:CFSAN001921_00955
ko:K06904	setc:CFSAN001921_05610
ko:K00560	setc:CFSAN001921_02060
ko:K16711	setc:CFSAN001921_06285
ko:K06191	setc:CFSAN001921_03050
ko:K06952	setc:CFSAN001921_06830
ko:K01160	setc:CFSAN001921_06890
ko:K03791	setc:CFSAN001921_06920
ko:K06919	setc:CFSAN001921_03395
ko:K06904	setc:CFSAN001921_06960
ko:K00558	setc:CFSAN001921_07110
ko:K06866	setc:CFSAN001921_03810
ko:K03292	setc:CFSAN001921_16670
ko:K05934	setc:CFSAN001921_06650
ko:K21393	setc:CFSAN001921_22085
ko:K21395	setc:CFSAN001921_22080
ko:K21449	setc:CFSAN001921_21990
ko:K21470	setc:CFSAN001921_12230
ko:K21602	setc:CFSAN001921_22110
ko:K21645	setc:CFSAN001921_13205
ko:K21739	setc:CFSAN001921_14215
ko:K21740	setc:CFSAN001921_14210
ko:K21741	setc:CFSAN001921_14205
ko:K21746	setc:CFSAN001921_14220
ko:K21698	setc:CFSAN001921_00150
ko:K21695	setc:CFSAN001921_00155
ko:K21759	setc:CFSAN001921_02460
ko:K21948	setc:CFSAN001921_02490
ko:K21990	setc:CFSAN001921_04820
ko:K22041	setc:CFSAN001921_11110
ko:K22015	setc:CFSAN001921_18990
ko:K22015	setc:CFSAN001921_18995
ko:K22024	setc:CFSAN001921_16595
ko:K22044	setc:CFSAN001921_12885
ko:K22025	setc:CFSAN001921_02505
ko:K22051	setc:CFSAN001921_18680
ko:K08319	setc:CFSAN001921_02485
ko:K22131	setc:CFSAN001921_02500
ko:K01816	setc:CFSAN001921_14435
ko:K14274	setc:CFSAN001921_03690
ko:K22130	setc:CFSAN001921_02495
ko:K03595	setc:CFSAN001921_03875
ko:K22129	setc:CFSAN001921_16600
ko:K22105	setc:CFSAN001921_19785
ko:K22104	setc:CFSAN001921_00290
ko:K22110	setc:CFSAN001921_20165
ko:K22110	setc:CFSAN001921_11525
ko:K22110	setc:CFSAN001921_20360
ko:K22270	setc:CFSAN001921_05910
ko:K03079	setc:CFSAN001921_22065
ko:K08994	setc:CFSAN001921_09485
ko:K03078	setc:CFSAN001921_22070
ko:K03077	setc:CFSAN001921_22060
ko:K15634	setc:CFSAN001921_17500
ko:K22397	setc:CFSAN001921_22785
ko:K22293	setc:CFSAN001921_09575
ko:K13566	setc:CFSAN001921_15860
ko:K11206	setc:CFSAN001921_13880
ko:K22488	setc:CFSAN001921_02705
ko:K22486	setc:CFSAN001921_02695
ko:K22489	setc:CFSAN001921_02475
ko:K22501	setc:CFSAN001921_08115
ko:K00424	setc:CFSAN001921_13320
ko:K22487	setc:CFSAN001921_02715
ko:K22505	setc:CFSAN001921_02720
ko:K22512	setc:CFSAN001921_02600
ko:K22506	setc:CFSAN001921_02605
ko:K22504	setc:CFSAN001921_02585
ko:K22508	setc:CFSAN001921_02630
ko:K22509	setc:CFSAN001921_02635
ko:K22510	setc:CFSAN001921_02640
ko:K22511	setc:CFSAN001921_02590
ko:K22513	setc:CFSAN001921_02610
ko:K22514	setc:CFSAN001921_02615
