ko:K19744	paeg:AI22_28105
ko:K19711	paeg:AI22_11210
ko:K19696	paeg:AI22_23500
ko:K07666	paeg:AI22_08040
ko:K08305	paeg:AI22_28750
ko:K01003	paeg:AI22_07535
ko:K20260	paeg:AI22_17545
ko:K19784	paeg:AI22_14080
ko:K00799	paeg:AI22_22465
ko:K07119	paeg:AI22_16210
ko:K07119	paeg:AI22_27350
ko:K07119	paeg:AI22_19040
ko:K06131	paeg:AI22_18850
ko:K06132	paeg:AI22_05285
ko:K00995	paeg:AI22_21220
ko:K07147	paeg:AI22_08475
ko:K13877	paeg:AI22_14315
ko:K15777	paeg:AI22_22650
ko:K17722	paeg:AI22_01670
ko:K13775	paeg:AI22_22920
ko:K07497	paeg:AI22_02620
ko:K19803	paeg:AI22_05885
ko:K20260	paeg:AI22_17550
ko:K14731	paeg:AI22_18580
ko:K21636	paeg:AI22_17660
ko:K09796	paeg:AI22_27465
ko:K09471	paeg:AI22_05290
ko:K20971	paeg:AI22_28660
ko:K11915	paeg:AI22_03510
ko:K20258	paeg:AI22_21135
ko:K20265	paeg:AI22_07890
ko:K20276	paeg:AI22_17415
ko:K20277	paeg:AI22_25345
ko:K13061	paeg:AI22_25965
ko:K20261	paeg:AI22_17560
ko:K20262	paeg:AI22_17575
ko:K20260	paeg:AI22_00140
ko:K20262	paeg:AI22_00170
ko:K20320	paeg:AI22_29345
ko:K20259	paeg:AI22_21130
ko:K20455	paeg:AI22_11480
ko:K20429	paeg:AI22_13435
ko:K20444	paeg:AI22_13505
ko:K20534	paeg:AI22_07805
ko:K20972	paeg:AI22_07615
ko:K07076	paeg:AI22_14585
ko:K01214	paeg:AI22_18875
ko:K11529	paeg:AI22_15055
ko:K20881	paeg:AI22_05975
ko:K01046	paeg:AI22_07840
ko:K20987	paeg:AI22_19405
ko:K21008	paeg:AI22_23795
ko:K21006	paeg:AI22_23805
ko:K21007	paeg:AI22_23800
ko:K21010	paeg:AI22_23785
ko:K21011	paeg:AI22_23780
ko:K16011	paeg:AI22_19395
ko:K16011	paeg:AI22_04535
ko:K20997	paeg:AI22_19390
ko:K20998	paeg:AI22_19410
ko:K20999	paeg:AI22_19415
ko:K21000	paeg:AI22_19420
ko:K21001	paeg:AI22_19425
ko:K21002	paeg:AI22_19430
ko:K21003	paeg:AI22_19435
ko:K21004	paeg:AI22_19440
ko:K21005	paeg:AI22_19445
ko:K20940	paeg:AI22_00175
ko:K00821	paeg:AI22_01220
ko:K21135	paeg:AI22_14730
ko:K21137	paeg:AI22_03100
ko:K21061	paeg:AI22_14390
ko:K21021	paeg:AI22_13665
ko:K21019	paeg:AI22_10505
ko:K01768	paeg:AI22_24590
ko:K20973	paeg:AI22_22575
ko:K20974	paeg:AI22_16020
ko:K20975	paeg:AI22_17955
ko:K00840	paeg:AI22_11975
ko:K21062	paeg:AI22_14320
ko:K20976	paeg:AI22_25265
ko:K20977	paeg:AI22_25270
ko:K20978	paeg:AI22_25275
ko:K07689	paeg:AI22_21230
ko:K21053	paeg:AI22_03145
ko:K21020	paeg:AI22_03040
ko:K21103	paeg:AI22_00135
ko:K13877	paeg:AI22_19140
ko:K21022	paeg:AI22_13590
ko:K21023	paeg:AI22_16615
ko:K21024	paeg:AI22_10325
ko:K21029	paeg:AI22_08775
ko:K21025	paeg:AI22_07090
ko:K21009	paeg:AI22_23790
ko:K08968	paeg:AI22_22565
ko:K21136	paeg:AI22_03105
ko:K13609	paeg:AI22_14310
ko:K20968	paeg:AI22_16545
ko:K21133	paeg:AI22_14735
ko:K21134	paeg:AI22_03095
ko:K21012	paeg:AI22_23775
ko:K00249	paeg:AI22_19175
ko:K00632	paeg:AI22_23170
ko:K21218	paeg:AI22_26115
ko:K03676	paeg:AI22_06240
ko:K03546	paeg:AI22_10760
ko:K06217	paeg:AI22_28695
ko:K00287	paeg:AI22_02130
ko:K00560	paeg:AI22_02170
ko:K02314	paeg:AI22_07240
ko:K04068	paeg:AI22_21945
ko:K02314	paeg:AI22_12875
ko:K03553	paeg:AI22_26580
ko:K09935	paeg:AI22_09220
ko:K07336	paeg:AI22_09575
ko:K03791	paeg:AI22_00715
ko:K06905	paeg:AI22_00720
ko:K06906	paeg:AI22_00730
ko:K06908	paeg:AI22_00750
ko:K06907	paeg:AI22_00755
ko:K06903	paeg:AI22_00780
ko:K01520	paeg:AI22_05230
ko:K03791	paeg:AI22_27700
ko:K06919	paeg:AI22_27820
ko:K02316	paeg:AI22_00980
ko:K06952	paeg:AI22_27885
ko:K00558	paeg:AI22_27890
ko:K02335	paeg:AI22_04330
ko:K03863	paeg:AI22_07370
ko:K05375	paeg:AI22_20300
ko:K20938	paeg:AI22_19865
ko:K20938	paeg:AI22_19975
ko:K00108	paeg:AI22_18680
ko:K02482	paeg:AI22_21145
ko:K16637	paeg:AI22_19005
ko:K21253	paeg:AI22_13710
ko:K00526	paeg:AI22_13835
ko:K03862	paeg:AI22_07375
ko:K21416	paeg:AI22_29545
ko:K21417	paeg:AI22_29550
ko:K11690	paeg:AI22_06015
ko:K21405	paeg:AI22_29530
ko:K21420	paeg:AI22_21395
ko:K21472	paeg:AI22_04000
ko:K11690	paeg:AI22_11930
ko:K21405	paeg:AI22_28890
ko:K22044	paeg:AI22_06280
ko:K01451	paeg:AI22_23070
ko:K01420	paeg:AI22_15680
ko:K01451	paeg:AI22_10445
ko:K21711	paeg:AI22_04620
ko:K10914	paeg:AI22_02525
ko:K21563	paeg:AI22_01245
ko:K21498	paeg:AI22_08595
ko:K21700	paeg:AI22_03225
ko:K21757	paeg:AI22_20825
ko:K21825	paeg:AI22_11965
ko:K21829	paeg:AI22_28115
ko:K21826	paeg:AI22_04910
ko:K21831	paeg:AI22_07290
ko:K21833	paeg:AI22_04820
ko:K21834	paeg:AI22_04815
ko:K21830	paeg:AI22_05375
ko:K21832	paeg:AI22_04750
ko:K21990	paeg:AI22_22255
ko:K05802	paeg:AI22_14595
ko:K03741	paeg:AI22_19630
ko:K01816	paeg:AI22_15065
ko:K22131	paeg:AI22_01120
ko:K22132	paeg:AI22_13880
ko:K22067	paeg:AI22_16920
ko:K03595	paeg:AI22_11355
ko:K07183	paeg:AI22_16915
ko:K00304	paeg:AI22_04720
ko:K00302	paeg:AI22_04715
ko:K22112	paeg:AI22_25350
ko:K22209	paeg:AI22_28990
ko:K12242	paeg:AI22_00235
ko:K22292	paeg:AI22_24355
ko:K22250	paeg:AI22_06590
ko:K22296	paeg:AI22_15980
ko:K01337	paeg:AI22_29670
ko:K22345	paeg:AI22_11740
ko:K22303	paeg:AI22_02920
ko:K02257	paeg:AI22_03315
ko:K11391	paeg:AI22_09020
ko:K13566	paeg:AI22_27525
ko:K11206	paeg:AI22_09775
ko:K22491	paeg:AI22_08795
ko:K22452	paeg:AI22_22825
ko:K22468	paeg:AI22_03180
ko:K22549	paeg:AI22_14380
ko:K22550	paeg:AI22_14385
ko:K09123	paeg:AI22_14345
ko:K22548	paeg:AI22_14325
