ko:K07046	bpse:BDL_4073
ko:K05874	bpse:BDL_2071
ko:K02335	bpse:BDL_5169
ko:K02032	bpse:BDL_4240
ko:K08100	bpse:BDL_1127
ko:K13993	bpse:BDL_695
ko:K02483	bpse:BDL_1252
ko:K03293	bpse:BDL_2127
ko:K00249	bpse:BDL_3160
ko:K02482	bpse:BDL_4098
ko:K09983	bpse:BDL_304
ko:K03328	bpse:BDL_1402
ko:K05710	bpse:BDL_4182
ko:K21307	bpse:BDL_5775
ko:K21309	bpse:BDL_5777
ko:K03892	bpse:BDL_4738
ko:K21405	bpse:BDL_3825
ko:K03651	bpse:BDL_723
ko:K21449	bpse:BDL_601
ko:K21420	bpse:BDL_396
ko:K01451	bpse:BDL_6167
ko:K01451	bpse:BDL_6039
ko:K01420	bpse:BDL_5863
ko:K01420	bpse:BDL_5322
ko:K21699	bpse:BDL_3975
ko:K10026	bpse:BDL_1815
ko:K21563	bpse:BDL_3126
ko:K10914	bpse:BDL_1142
ko:K21645	bpse:BDL_2514
ko:K21757	bpse:BDL_5307
ko:K00043	bpse:BDL_538
ko:K21802	bpse:BDL_4062
ko:K21825	bpse:BDL_3098
ko:K21826	bpse:BDL_3774
ko:K21826	bpse:BDL_4731
ko:K21833	bpse:BDL_3778
ko:K21834	bpse:BDL_3779
ko:K21832	bpse:BDL_3783
ko:K21929	bpse:BDL_5708
ko:K21948	bpse:BDL_4723
ko:K21929	bpse:BDL_3365
ko:K01634	bpse:BDL_5448
ko:K01634	bpse:BDL_5444
ko:K05802	bpse:BDL_145
ko:K22003	bpse:BDL_2720
ko:K22025	bpse:BDL_4727
ko:K03741	bpse:BDL_4740
ko:K22130	bpse:BDL_4724
ko:K22132	bpse:BDL_1171
ko:K08319	bpse:BDL_4722
ko:K03595	bpse:BDL_3013
ko:K00090	bpse:BDL_2982
ko:K14274	bpse:BDL_5527
ko:K22067	bpse:BDL_4538
ko:K07183	bpse:BDL_4537
ko:K00304	bpse:BDL_4675
ko:K00302	bpse:BDL_4674
ko:K22185	bpse:BDL_2475
ko:K08994	bpse:BDL_4261
ko:K22252	bpse:BDL_5043
ko:K22292	bpse:BDL_2912
ko:K22303	bpse:BDL_3896
ko:K02257	bpse:BDL_1519
ko:K00611	bpse:BDL_1157
ko:K13061	bpse:BDL_4467
ko:K22348	bpse:BDL_3684
ko:K11206	bpse:BDL_2608
ko:K22488	bpse:BDL_4856
ko:K00424	bpse:BDL_139
ko:K22487	bpse:BDL_4858
ko:K00424	bpse:BDL_1479
ko:K22505	bpse:BDL_4859
ko:K22512	bpse:BDL_4851
ko:K22504	bpse:BDL_4854
ko:K22506	bpse:BDL_4850
ko:K22507	bpse:BDL_4846
ko:K22508	bpse:BDL_4845
ko:K22509	bpse:BDL_4844
ko:K22510	bpse:BDL_4843
ko:K22511	bpse:BDL_4853
ko:K22550	bpse:BDL_3566
ko:K01007	bpse:BDL_3408
ko:K22549	bpse:BDL_3567
