ko:K00984	senh:CFSAN002069_02690
ko:K03548	senh:CFSAN002069_19295
ko:K07054	senh:CFSAN002069_19330
ko:K01439	senh:CFSAN002069_19345
ko:K01788	senh:CFSAN002069_03380
ko:K03307	senh:CFSAN002069_03385
ko:K08344	senh:CFSAN002069_03455
ko:K02510	senh:CFSAN002069_03490
ko:K01826	senh:CFSAN002069_03500
ko:K00484	senh:CFSAN002069_03530
ko:K13085	senh:CFSAN002069_03565
ko:K11179	senh:CFSAN002069_03595
ko:K06910	senh:CFSAN002069_03610
ko:K00769	senh:CFSAN002069_07555
ko:K01270	senh:CFSAN002069_07560
ko:K06445	senh:CFSAN002069_07595
ko:K00867	senh:CFSAN002069_11400
ko:K08314	senh:CFSAN002069_11510
ko:K01571	senh:CFSAN002069_15410
ko:K01572	senh:CFSAN002069_15415
ko:K01639	senh:CFSAN002069_15470
ko:K01788	senh:CFSAN002069_15480
ko:K02806	senh:CFSAN002069_15560
ko:K02067	senh:CFSAN002069_15615
ko:K00616	senh:CFSAN002069_19400
ko:K08483	senh:CFSAN002069_19595
ko:K02784	senh:CFSAN002069_19600
ko:K04774	senh:CFSAN002069_00365
ko:K08992	senh:CFSAN002069_00410
ko:K03972	senh:CFSAN002069_00525
ko:K10000	senh:CFSAN002069_04400
ko:K09998	senh:CFSAN002069_04415
ko:K02822	senh:CFSAN002069_04430
ko:K03475	senh:CFSAN002069_04435
ko:K05844	senh:CFSAN002069_04475
ko:K07258	senh:CFSAN002069_04535
ko:K03574	senh:CFSAN002069_08540
ko:K01719	senh:CFSAN002069_12355
ko:K02852	senh:CFSAN002069_12395
ko:K02851	senh:CFSAN002069_12450
ko:K03769	senh:CFSAN002069_12485
ko:K03406	senh:CFSAN002069_16385
ko:K06282	senh:CFSAN002069_16395
ko:K06281	senh:CFSAN002069_16410
ko:K11209	senh:CFSAN002069_16445
ko:K09471	senh:CFSAN002069_16510
ko:K03289	senh:CFSAN002069_16590
ko:K01424	senh:CFSAN002069_16625
ko:K00568	senh:CFSAN002069_20465
ko:K02574	senh:CFSAN002069_20555
ko:K02569	senh:CFSAN002069_20565
ko:K02200	senh:CFSAN002069_20605
ko:K00567	senh:CFSAN002069_00660
ko:K14061	senh:CFSAN002069_00700
ko:K02028	senh:CFSAN002069_00790
ko:K02030	senh:CFSAN002069_00800
ko:K00121	senh:CFSAN002069_00830
ko:K07757	senh:CFSAN002069_04640
ko:K06970	senh:CFSAN002069_04720
ko:K07027	senh:CFSAN002069_04790
ko:K03635	senh:CFSAN002069_04815
ko:K00652	senh:CFSAN002069_04865
ko:K06910	senh:CFSAN002069_04880
ko:K02099	senh:CFSAN002069_08715
ko:K00853	senh:CFSAN002069_08720
ko:K17686	senh:CFSAN002069_06355
ko:K19229	senh:CFSAN002069_00480
ko:K19789	senh:CFSAN002069_20720
ko:K03292	senh:CFSAN002069_12005
ko:K00483	senh:CFSAN002069_03525
ko:K01096	senh:CFSAN002069_00405
ko:K01659	senh:CFSAN002069_07005
ko:K19277	senh:CFSAN002069_23190
ko:K17837	senh:CFSAN002069_13350
ko:K01840	senh:CFSAN002069_21300
ko:K00971	senh:CFSAN002069_21400
ko:K04772	senh:CFSAN002069_15430
ko:K03892	senh:CFSAN002069_16985
ko:K00042	senh:CFSAN002069_06245
ko:K00537	senh:CFSAN002069_19285
ko:K01497	senh:CFSAN002069_00400
ko:K17722	senh:CFSAN002069_20895
ko:K01485	senh:CFSAN002069_15495
ko:K02226	senh:CFSAN002069_05625
ko:K17723	senh:CFSAN002069_20890
ko:K13638	senh:CFSAN002069_15105
ko:K07684	senh:CFSAN002069_00115
ko:K00042	senh:CFSAN002069_15900
ko:K05799	senh:CFSAN002069_08465
ko:K03566	senh:CFSAN002069_17310
ko:K06518	senh:CFSAN002069_10740
ko:K01069	senh:CFSAN002069_07840
ko:K02477	senh:CFSAN002069_21035
ko:K00661	senh:CFSAN002069_06475
ko:K01187	senh:CFSAN002069_06830
ko:K03772	senh:CFSAN002069_14905
ko:K18864	senh:CFSAN002069_24330
ko:K08194	senh:CFSAN002069_12875
ko:K00146	senh:CFSAN002069_16505
ko:K05540	senh:CFSAN002069_15245
ko:K04771	senh:CFSAN002069_08100
ko:K03292	senh:CFSAN002069_13285
ko:K03292	senh:CFSAN002069_12010
ko:K00632	senh:CFSAN002069_12150
ko:K11747	senh:CFSAN002069_14885
ko:K01130	senh:CFSAN002069_16540
ko:K01840	senh:CFSAN002069_21405
ko:K00971	senh:CFSAN002069_21295
ko:K00632	senh:CFSAN002069_19900
ko:K14059	senh:CFSAN002069_04020
ko:K08485	senh:CFSAN002069_15550
ko:K01791	senh:CFSAN002069_12440
ko:K01739	senh:CFSAN002069_11560
ko:K07459	senh:CFSAN002069_04345
ko:K14742	senh:CFSAN002069_22735
ko:K00884	senh:CFSAN002069_02915
ko:K03767	senh:CFSAN002069_14810
ko:K01271	senh:CFSAN002069_12140
ko:K06518	senh:CFSAN002069_20920
ko:K02809	senh:CFSAN002069_18920
ko:K02810	senh:CFSAN002069_18920
ko:K17758	senh:CFSAN002069_10305
ko:K17759	senh:CFSAN002069_10305
ko:K11928	senh:CFSAN002069_03405
ko:K00344	senh:CFSAN002069_10875
ko:K13695	senh:CFSAN002069_02295
ko:K08173	senh:CFSAN002069_01460
ko:K18140	senh:CFSAN002069_15220
ko:K03585	senh:CFSAN002069_06455
ko:K07484	senh:CFSAN002069_23235
ko:K00879	senh:CFSAN002069_17335
ko:K03973	senh:CFSAN002069_00515
ko:K10038	senh:CFSAN002069_04710
ko:K08351	senh:CFSAN002069_13820
ko:K18015	senh:CFSAN002069_20410
ko:K03605	senh:CFSAN002069_16415
ko:K12979	senh:CFSAN002069_10660
ko:K03292	senh:CFSAN002069_11745
ko:K17938	senh:CFSAN002069_06965
ko:K00996	senh:CFSAN002069_21410
ko:K18325	senh:CFSAN002069_05940
ko:K07483	senh:CFSAN002069_18430
ko:K03719	senh:CFSAN002069_04245
ko:K11645	senh:CFSAN002069_21125
ko:K07645	senh:CFSAN002069_16250
ko:K03445	senh:CFSAN002069_13155
ko:K18895	senh:CFSAN002069_18395
ko:K01582	senh:CFSAN002069_18970
ko:K03668	senh:CFSAN002069_00720
ko:K02031	senh:CFSAN002069_02720
ko:K05396	senh:CFSAN002069_22065
ko:K00249	senh:CFSAN002069_04560
ko:K00557	senh:CFSAN002069_11450
ko:K13053	senh:CFSAN002069_03660
ko:K10014	senh:CFSAN002069_20080
ko:K02032	senh:CFSAN002069_02715
ko:K04103	senh:CFSAN002069_19740
ko:K18148	senh:CFSAN002069_07570
ko:K18141	senh:CFSAN002069_15215
ko:K12227	senh:CFSAN002069_23550
ko:K00001	senh:CFSAN002069_11855
ko:K11745	senh:CFSAN002069_08800
ko:K01582	senh:CFSAN002069_07975
ko:K01801	senh:CFSAN002069_20945
ko:K00956	senh:CFSAN002069_17600
ko:K15347	senh:CFSAN002069_02890
ko:K02794	senh:CFSAN002069_05965
ko:K09017	senh:CFSAN002069_03420
ko:K02783	senh:CFSAN002069_18530
ko:K13739	senh:CFSAN002069_17545
ko:K01007	senh:CFSAN002069_02260
ko:K21469	senh:CFSAN002069_19375
ko:K17948	senh:CFSAN002069_03375
ko:K07782	senh:CFSAN002069_22080
ko:K03605	senh:CFSAN002069_01315
ko:K00523	senh:CFSAN002069_21355
ko:K18290	senh:CFSAN002069_16555
ko:K18292	senh:CFSAN002069_16550
ko:K08156	senh:CFSAN002069_06870
ko:K10678	senh:CFSAN002069_04480
ko:K07713	senh:CFSAN002069_11245
ko:K19597	senh:CFSAN002069_07080
ko:K07005	senh:CFSAN002069_05345
ko:K01175	senh:CFSAN002069_05360
ko:K05875	senh:CFSAN002069_16055
ko:K05875	senh:CFSAN002069_22230
ko:K18324	senh:CFSAN002069_19355
ko:K18326	senh:CFSAN002069_21175
ko:K05874	senh:CFSAN002069_09535
ko:K01521	senh:CFSAN002069_11720
ko:K00123	senh:CFSAN002069_11895
ko:K02193	senh:CFSAN002069_20570
ko:K01571	senh:CFSAN002069_05005
ko:K00059	senh:CFSAN002069_17045
ko:K04333	senh:CFSAN002069_03310
ko:K00984	senh:CFSAN002069_23195
ko:K04753	senh:CFSAN002069_16280
ko:K01023	senh:CFSAN002069_16180
ko:K11904	senh:CFSAN002069_07690
ko:K18479	senh:CFSAN002069_11985
ko:K18478	senh:CFSAN002069_11970
ko:K18446	senh:CFSAN002069_16130
ko:K18475	senh:CFSAN002069_22045
ko:K00681	senh:CFSAN002069_14425
ko:K01185	senh:CFSAN002069_03875
ko:K00335	senh:CFSAN002069_20230
ko:K08087	senh:CFSAN002069_06080
ko:K07794	senh:CFSAN002069_18335
ko:K18691	senh:CFSAN002069_18935
ko:K18640	senh:CFSAN002069_23305
ko:K18697	senh:CFSAN002069_18925
ko:K18142	senh:CFSAN002069_15210
ko:K18765	senh:CFSAN002069_15290
ko:K06218	senh:CFSAN002069_09940
ko:K18850	senh:CFSAN002069_02865
ko:K18889	senh:CFSAN002069_06530
ko:K18862	senh:CFSAN002069_06775
ko:K18862	senh:CFSAN002069_13920
ko:K21645	senh:CFSAN002069_09645
ko:K18920	senh:CFSAN002069_23460
ko:K11741	senh:CFSAN002069_10395
ko:K09691	senh:CFSAN002069_05220
ko:K20861	senh:CFSAN002069_04515
ko:K20866	senh:CFSAN002069_11960
ko:K20881	senh:CFSAN002069_14695
ko:K20862	senh:CFSAN002069_12310
ko:K07319	senh:CFSAN002069_15235
ko:K18800	senh:CFSAN002069_16875
ko:K18778	senh:CFSAN002069_08525
ko:K18831	senh:CFSAN002069_11940
ko:K18657	senh:CFSAN002069_03710
ko:K18890	senh:CFSAN002069_06525
ko:K07448	senh:CFSAN002069_09565
ko:K06218	senh:CFSAN002069_01245
ko:K03553	senh:CFSAN002069_18120
ko:K18918	senh:CFSAN002069_09945
ko:K03674	senh:CFSAN002069_04490
ko:K03646	senh:CFSAN002069_05105
ko:K18923	senh:CFSAN002069_01240
ko:K10748	senh:CFSAN002069_01655
ko:K04565	senh:CFSAN002069_01800
ko:K03503	senh:CFSAN002069_21850
ko:K03502	senh:CFSAN002069_21855
ko:K15773	senh:CFSAN002069_14140
ko:K07796	senh:CFSAN002069_14170
ko:K07810	senh:CFSAN002069_14175
ko:K11685	senh:CFSAN002069_18270
ko:K03169	senh:CFSAN002069_02515
ko:K05839	senh:CFSAN002069_06470
ko:K07473	senh:CFSAN002069_14590
ko:K07724	senh:CFSAN002069_18535
ko:K07790	senh:CFSAN002069_22525
ko:K03496	senh:CFSAN002069_23295
ko:K03497	senh:CFSAN002069_23375
ko:K12217	senh:CFSAN002069_23445
ko:K12218	senh:CFSAN002069_23455
ko:K12206	senh:CFSAN002069_23505
ko:K12209	senh:CFSAN002069_23535
ko:K12213	senh:CFSAN002069_23540
ko:K12214	senh:CFSAN002069_23545
ko:K12203	senh:CFSAN002069_23570
ko:K12204	senh:CFSAN002069_23575
ko:K11685	senh:CFSAN002069_23615
ko:K03496	senh:CFSAN002069_23680
ko:K04565	senh:CFSAN002069_03785
ko:K07724	senh:CFSAN002069_15640
ko:K03194	senh:CFSAN002069_23770
ko:K03201	senh:CFSAN002069_23795
ko:K03203	senh:CFSAN002069_23800
ko:K03204	senh:CFSAN002069_23805
ko:K03196	senh:CFSAN002069_23815
ko:K03205	senh:CFSAN002069_23820
ko:K03746	senh:CFSAN002069_00195
ko:K05785	senh:CFSAN002069_12170
ko:K08722	senh:CFSAN002069_20195
ko:K18974	senh:CFSAN002069_23160
ko:K07497	senh:CFSAN002069_23135
ko:K03761	senh:CFSAN002069_18765
ko:K03976	senh:CFSAN002069_06370
ko:K01699	senh:CFSAN002069_21620
ko:K19055	senh:CFSAN002069_02600
ko:K04028	senh:CFSAN002069_19440
ko:K18975	senh:CFSAN002069_23165
ko:K03526	senh:CFSAN002069_19155
ko:K15367	senh:CFSAN002069_02015
ko:K18984	senh:CFSAN002069_02020
ko:K12228	senh:CFSAN002069_23450
ko:K18979	senh:CFSAN002069_10310
ko:K18988	senh:CFSAN002069_06970
ko:K18997	senh:CFSAN002069_03470
ko:K19048	senh:CFSAN002069_07670
ko:K19048	senh:CFSAN002069_09585
ko:K19046	senh:CFSAN002069_17560
ko:K01185	senh:CFSAN002069_07330
ko:K19000	senh:CFSAN002069_07960
ko:K07497	senh:CFSAN002069_18445
ko:K08970	senh:CFSAN002069_17095
ko:K19227	senh:CFSAN002069_00490
ko:K07746	senh:CFSAN002069_17445
ko:K11748	senh:CFSAN002069_14880
ko:K19222	senh:CFSAN002069_02180
ko:K02777	senh:CFSAN002069_19590
ko:K19166	senh:CFSAN002069_11935
ko:K19226	senh:CFSAN002069_00495
ko:K19123	senh:CFSAN002069_17555
ko:K19235	senh:CFSAN002069_04655
ko:K19236	senh:CFSAN002069_02940
ko:K15352	senh:CFSAN002069_18375
ko:K15351	senh:CFSAN002069_01975
ko:K16291	senh:CFSAN002069_21745
ko:K19238	senh:CFSAN002069_20325
ko:K01710	senh:CFSAN002069_12430
ko:K01710	senh:CFSAN002069_21335
ko:K19148	senh:CFSAN002069_13045
ko:K22044	senh:CFSAN002069_04715
ko:K15349	senh:CFSAN002069_00810
ko:K19125	senh:CFSAN002069_17570
ko:K19228	senh:CFSAN002069_00485
ko:K19126	senh:CFSAN002069_17575
ko:K19234	senh:CFSAN002069_02135
ko:K19162	senh:CFSAN002069_06465
ko:K19168	senh:CFSAN002069_16930
ko:K09951	senh:CFSAN002069_17585
ko:K00336	senh:CFSAN002069_20235
ko:K19270	senh:CFSAN002069_20185
ko:K07497	senh:CFSAN002069_19225
ko:K07497	senh:CFSAN002069_07650
ko:K19265	senh:CFSAN002069_19735
ko:K01992	senh:CFSAN002069_04765
ko:K01992	senh:CFSAN002069_04770
ko:K01992	senh:CFSAN002069_14265
ko:K01066	senh:CFSAN002069_11930
ko:K08348	senh:CFSAN002069_01120
ko:K03722	senh:CFSAN002069_22730
ko:K19416	senh:CFSAN002069_03590
ko:K03722	senh:CFSAN002069_04740
ko:K19335	senh:CFSAN002069_00585
ko:K19353	senh:CFSAN002069_11500
ko:K19267	senh:CFSAN002069_10085
ko:K19337	senh:CFSAN002069_22390
ko:K19304	senh:CFSAN002069_22375
ko:K19505	senh:CFSAN002069_09530
ko:K19334	senh:CFSAN002069_09855
ko:K19302	senh:CFSAN002069_04525
ko:K19270	senh:CFSAN002069_02395
ko:K19354	senh:CFSAN002069_13505
ko:K19336	senh:CFSAN002069_00580
ko:K19333	senh:CFSAN002069_22630
ko:K21637	senh:CFSAN002069_24465
ko:K01785	senh:CFSAN002069_11990
ko:K03293	senh:CFSAN002069_12390
ko:K06884	senh:CFSAN002069_00310
ko:K06884	senh:CFSAN002069_01430
ko:K06884	senh:CFSAN002069_03425
ko:K19303	senh:CFSAN002069_01835
ko:K19510	senh:CFSAN002069_09500
ko:K19507	senh:CFSAN002069_09520
ko:K19611	senh:CFSAN002069_05920
ko:K11209	senh:CFSAN002069_20105
ko:K19509	senh:CFSAN002069_05975
ko:K19506	senh:CFSAN002069_09525
ko:K12205	senh:CFSAN002069_23580
ko:K19508	senh:CFSAN002069_09515
ko:K19509	senh:CFSAN002069_09510
ko:K02257	senh:CFSAN002069_06635
ko:K02796	senh:CFSAN002069_22680
ko:K20534	senh:CFSAN002069_07215
ko:K19592	senh:CFSAN002069_07075
ko:K19594	senh:CFSAN002069_07090
ko:K00525	senh:CFSAN002069_20460
ko:K19709	senh:CFSAN002069_02220
ko:K19688	senh:CFSAN002069_04585
ko:K19048	senh:CFSAN002069_24005
ko:K03503	senh:CFSAN002069_24350
ko:K07483	senh:CFSAN002069_24085
ko:K01070	senh:CFSAN002069_24345
ko:K15353	senh:CFSAN002069_24365
ko:K10778	senh:CFSAN002069_24380
ko:K06890	senh:CFSAN002069_24110
ko:K03632	senh:CFSAN002069_24150
ko:K07491	senh:CFSAN002069_24395
ko:K07483	senh:CFSAN002069_23900
ko:K00656	senh:CFSAN002069_24145
ko:K06078	senh:CFSAN002069_24220
ko:K19745	senh:CFSAN002069_15285
ko:K16347	senh:CFSAN002069_23925
ko:K02520	senh:CFSAN002069_24215
ko:K02968	senh:CFSAN002069_23980
ko:K09858	senh:CFSAN002069_24280
ko:K03605	senh:CFSAN002069_24285
ko:K19778	senh:CFSAN002069_01160
ko:K11606	senh:CFSAN002069_24435
ko:K13740	senh:CFSAN002069_24445
ko:K03319	senh:CFSAN002069_24475
ko:K00656	senh:CFSAN002069_24485
ko:K02506	senh:CFSAN002069_24530
ko:K04085	senh:CFSAN002069_24545
ko:K12372	senh:CFSAN002069_24550
ko:K12371	senh:CFSAN002069_24555
ko:K03796	senh:CFSAN002069_24565
ko:K18923	senh:CFSAN002069_24635
ko:K03169	senh:CFSAN002069_24640
ko:K18868	senh:CFSAN002069_24480
ko:K19776	senh:CFSAN002069_12855
ko:K07119	senh:CFSAN002069_01020
ko:K00799	senh:CFSAN002069_04540
ko:K06131	senh:CFSAN002069_04785
ko:K00799	senh:CFSAN002069_20110
ko:K06132	senh:CFSAN002069_03280
ko:K15777	senh:CFSAN002069_16195
ko:K07147	senh:CFSAN002069_15280
ko:K19784	senh:CFSAN002069_12780
ko:K19802	senh:CFSAN002069_00550
ko:K02775	senh:CFSAN002069_17010
ko:K19803	senh:CFSAN002069_20770
ko:K19804	senh:CFSAN002069_00415
ko:K02483	senh:CFSAN002069_24185
ko:K19810	senh:CFSAN002069_10420
ko:K07662	senh:CFSAN002069_11775
ko:K07126	senh:CFSAN002069_06640
ko:K07126	senh:CFSAN002069_06645
ko:K07011	senh:CFSAN002069_05235
ko:K09709	senh:CFSAN002069_04565
ko:K02485	senh:CFSAN002069_00185
ko:K21636	senh:CFSAN002069_09930
ko:K20023	senh:CFSAN002069_13555
ko:K01980	senh:CFSAN002069_23865
ko:K07686	senh:CFSAN002069_13080
ko:K20265	senh:CFSAN002069_20055
ko:K20276	senh:CFSAN002069_18605
ko:K20117	senh:CFSAN002069_18490
ko:K20118	senh:CFSAN002069_18490
ko:K19591	senh:CFSAN002069_06350
ko:K01978	senh:CFSAN002069_24505
ko:K01612	senh:CFSAN002069_17660
ko:K01236	senh:CFSAN002069_01170
ko:K20542	senh:CFSAN002069_13960
ko:K20534	senh:CFSAN002069_11085
ko:K20543	senh:CFSAN002069_13965
ko:K20534	senh:CFSAN002069_06055
ko:K03200	senh:CFSAN002069_23785
ko:K20541	senh:CFSAN002069_13955
ko:K21394	senh:CFSAN002069_13685
ko:K22132	senh:CFSAN002069_17285
ko:K03195	senh:CFSAN002069_23810
ko:K03199	senh:CFSAN002069_23780
ko:K20609	senh:CFSAN002069_00905
ko:K01214	senh:CFSAN002069_01180
ko:K02081	senh:CFSAN002069_17020
ko:K02438	senh:CFSAN002069_14495
ko:K21029	senh:CFSAN002069_04625
ko:K21021	senh:CFSAN002069_18685
ko:K21023	senh:CFSAN002069_15225
ko:K21084	senh:CFSAN002069_21205
ko:K03077	senh:CFSAN002069_08730
ko:K21085	senh:CFSAN002069_21905
ko:K21086	senh:CFSAN002069_13990
ko:K21087	senh:CFSAN002069_22845
ko:K21089	senh:CFSAN002069_21025
ko:K08968	senh:CFSAN002069_22605
ko:K21090	senh:CFSAN002069_22700
ko:K00525	senh:CFSAN002069_18230
ko:K00526	senh:CFSAN002069_18225
ko:K02335	senh:CFSAN002069_12065
ko:K07313	senh:CFSAN002069_22575
ko:K06904	senh:CFSAN002069_20660
ko:K02314	senh:CFSAN002069_07395
ko:K14744	senh:CFSAN002069_07325
ko:K03546	senh:CFSAN002069_06865
ko:K06217	senh:CFSAN002069_05495
ko:K00558	senh:CFSAN002069_21880
ko:K16711	senh:CFSAN002069_21325
ko:K06223	senh:CFSAN002069_04005
ko:K06217	senh:CFSAN002069_03395
ko:K06919	senh:CFSAN002069_19845
ko:K06866	senh:CFSAN002069_18805
ko:K06903	senh:CFSAN002069_11100
ko:K06905	senh:CFSAN002069_11070
ko:K06908	senh:CFSAN002069_11040
ko:K06907	senh:CFSAN002069_11035
ko:K04068	senh:CFSAN002069_09935
ko:K02314	senh:CFSAN002069_10870
ko:K02315	senh:CFSAN002069_09485
ko:K00857	senh:CFSAN002069_00200
ko:K06197	senh:CFSAN002069_00100
ko:K06919	senh:CFSAN002069_18555
ko:K06191	senh:CFSAN002069_18240
ko:K00560	senh:CFSAN002069_17210
ko:K02316	senh:CFSAN002069_16085
ko:K11089	senh:CFSAN002069_14575
ko:K06223	senh:CFSAN002069_14755
ko:K01520	senh:CFSAN002069_13380
ko:K03676	senh:CFSAN002069_13530
ko:K06919	senh:CFSAN002069_23555
ko:K03292	senh:CFSAN002069_08475
ko:K07497	senh:CFSAN002069_23905
ko:K05934	senh:CFSAN002069_21685
ko:K21393	senh:CFSAN002069_13680
ko:K21395	senh:CFSAN002069_13675
ko:K21449	senh:CFSAN002069_13585
ko:K21470	senh:CFSAN002069_04075
ko:K21430	senh:CFSAN002069_24130
ko:K21602	senh:CFSAN002069_13705
ko:K12211	senh:CFSAN002069_23530
ko:K21645	senh:CFSAN002069_05020
ko:K21739	senh:CFSAN002069_06025
ko:K21740	senh:CFSAN002069_06020
ko:K21741	senh:CFSAN002069_06015
ko:K21746	senh:CFSAN002069_06030
ko:K21698	senh:CFSAN002069_15330
ko:K21695	senh:CFSAN002069_15335
ko:K21759	senh:CFSAN002069_17655
ko:K21948	senh:CFSAN002069_17685
ko:K21990	senh:CFSAN002069_19880
ko:K22041	senh:CFSAN002069_02950
ko:K22015	senh:CFSAN002069_10665
ko:K22015	senh:CFSAN002069_10670
ko:K22024	senh:CFSAN002069_08365
ko:K22025	senh:CFSAN002069_17700
ko:K22051	senh:CFSAN002069_10350
ko:K08319	senh:CFSAN002069_17680
ko:K22131	senh:CFSAN002069_17695
ko:K01816	senh:CFSAN002069_06250
ko:K14274	senh:CFSAN002069_18705
ko:K22130	senh:CFSAN002069_17690
ko:K03595	senh:CFSAN002069_18870
ko:K22105	senh:CFSAN002069_11460
ko:K22104	senh:CFSAN002069_15465
ko:K22110	senh:CFSAN002069_11820
ko:K22110	senh:CFSAN002069_03370
ko:K22110	senh:CFSAN002069_12015
ko:K22270	senh:CFSAN002069_20950
ko:K03079	senh:CFSAN002069_13660
ko:K08994	senh:CFSAN002069_01355
ko:K03078	senh:CFSAN002069_13665
ko:K03077	senh:CFSAN002069_13655
ko:K15634	senh:CFSAN002069_09275
ko:K22397	senh:CFSAN002069_14520
ko:K22293	senh:CFSAN002069_01445
ko:K22302	senh:CFSAN002069_07415
ko:K13566	senh:CFSAN002069_07600
ko:K11206	senh:CFSAN002069_05690
ko:K22488	senh:CFSAN002069_17900
ko:K22486	senh:CFSAN002069_17890
ko:K22489	senh:CFSAN002069_17670
ko:K07319	senh:CFSAN002069_23325
ko:K22501	senh:CFSAN002069_22865
ko:K00424	senh:CFSAN002069_05130
ko:K22487	senh:CFSAN002069_17910
ko:K22505	senh:CFSAN002069_17915
ko:K22512	senh:CFSAN002069_17795
ko:K22506	senh:CFSAN002069_17800
ko:K22504	senh:CFSAN002069_17780
ko:K22507	senh:CFSAN002069_17820
ko:K22508	senh:CFSAN002069_17825
ko:K22509	senh:CFSAN002069_17830
ko:K22510	senh:CFSAN002069_17835
ko:K22511	senh:CFSAN002069_17785
ko:K22513	senh:CFSAN002069_17805
ko:K22514	senh:CFSAN002069_17810
