ko:K07046	bpsu:BBN_4245
ko:K06016	bpsu:BBN_4318
ko:K06016	bpsu:BBN_4319
ko:K07497	bpsu:BBN_2973
ko:K07497	bpsu:BBN_2975
ko:K07497	bpsu:BBN_2510
ko:K07497	bpsu:BBN_2042
ko:K07497	bpsu:BBN_3790
ko:K07497	bpsu:BBN_3800
ko:K07497	bpsu:BBN_3801
ko:K07497	bpsu:BBN_5567
ko:K07497	bpsu:BBN_3449
ko:K07497	bpsu:BBN_3451
ko:K19337	bpsu:BBN_500
ko:K19342	bpsu:BBN_1608
ko:K00529	bpsu:BBN_4365
ko:K09690	bpsu:BBN_759
ko:K09459	bpsu:BBN_3908
ko:K04771	bpsu:BBN_2763
ko:K13790	bpsu:BBN_4967
ko:K00525	bpsu:BBN_440
ko:K19302	bpsu:BBN_5874
ko:K00525	bpsu:BBN_5778
ko:K19416	bpsu:BBN_1503
ko:K19340	bpsu:BBN_1610
ko:K19341	bpsu:BBN_1609
ko:K11209	bpsu:BBN_528
ko:K15669	bpsu:BBN_643
ko:K00525	bpsu:BBN_3880
ko:K19577	bpsu:BBN_2874
ko:K19577	bpsu:BBN_703
ko:K00799	bpsu:BBN_3287
ko:K20257	bpsu:BBN_3885
ko:K19713	bpsu:BBN_5185
ko:K19670	bpsu:BBN_3744
ko:K00992	bpsu:BBN_2894
ko:K19666	bpsu:BBN_4346
ko:K07666	bpsu:BBN_2765
ko:K08172	bpsu:BBN_4613
ko:K16215	bpsu:BBN_1708
ko:K19743	bpsu:BBN_4400
ko:K19731	bpsu:BBN_5015
ko:K20250	bpsu:BBN_5016
ko:K06131	bpsu:BBN_2904
ko:K07119	bpsu:BBN_1423
ko:K07119	bpsu:BBN_4689
ko:K07119	bpsu:BBN_5315
ko:K19784	bpsu:BBN_5847
ko:K06132	bpsu:BBN_5347
ko:K08744	bpsu:BBN_1015
ko:K07147	bpsu:BBN_241
ko:K15777	bpsu:BBN_341
ko:K08992	bpsu:BBN_918
ko:K19804	bpsu:BBN_919
ko:K19813	bpsu:BBN_4439
ko:K21636	bpsu:BBN_1083
ko:K11900	bpsu:BBN_3552
ko:K14731	bpsu:BBN_2926
ko:K19981	bpsu:BBN_5476
ko:K19982	bpsu:BBN_5478
ko:K09796	bpsu:BBN_1024
ko:K20034	bpsu:BBN_1416
ko:K20035	bpsu:BBN_933
ko:K20273	bpsu:BBN_5001
ko:K20274	bpsu:BBN_3964
ko:K13061	bpsu:BBN_4344
ko:K20329	bpsu:BBN_2308
ko:K20332	bpsu:BBN_4548
ko:K00507	bpsu:BBN_2658
ko:K00507	bpsu:BBN_5512
ko:K00507	bpsu:BBN_5515
ko:K20455	bpsu:BBN_3590
ko:K20429	bpsu:BBN_96
ko:K20333	bpsu:BBN_4550
ko:K20543	bpsu:BBN_5028
ko:K20534	bpsu:BBN_5670
ko:K09788	bpsu:BBN_3591
ko:K08282	bpsu:BBN_5584
ko:K20541	bpsu:BBN_5030
ko:K19591	bpsu:BBN_3753
ko:K22131	bpsu:BBN_4864
ko:K20866	bpsu:BBN_4858
ko:K07733	bpsu:BBN_1189
ko:K02487	bpsu:BBN_5052
ko:K01214	bpsu:BBN_2082
ko:K20938	bpsu:BBN_4086
ko:K20940	bpsu:BBN_5593
ko:K21105	bpsu:BBN_4238
ko:K21061	bpsu:BBN_3729
ko:K21062	bpsu:BBN_3727
ko:K21053	bpsu:BBN_892
ko:K00840	bpsu:BBN_1049
ko:K21023	bpsu:BBN_4261
ko:K08968	bpsu:BBN_1019
ko:K13609	bpsu:BBN_3724
ko:K13877	bpsu:BBN_3725
ko:K21801	bpsu:BBN_5614
ko:K13877	bpsu:BBN_5890
ko:K21029	bpsu:BBN_3090
ko:K08261	bpsu:BBN_2745
ko:K00526	bpsu:BBN_441
ko:K02314	bpsu:BBN_1457
ko:K06217	bpsu:BBN_2877
ko:K03676	bpsu:BBN_3086
ko:K06223	bpsu:BBN_2125
ko:K01520	bpsu:BBN_2666
ko:K00560	bpsu:BBN_4531
ko:K07336	bpsu:BBN_4635
ko:K03553	bpsu:BBN_2796
ko:K02316	bpsu:BBN_5215
ko:K07313	bpsu:BBN_5282
ko:K17733	bpsu:BBN_322
ko:K00287	bpsu:BBN_953
ko:K00560	bpsu:BBN_959
ko:K06223	bpsu:BBN_1195
ko:K05874	bpsu:BBN_116
ko:K02335	bpsu:BBN_5230
ko:K05375	bpsu:BBN_1710
ko:K02032	bpsu:BBN_4410
ko:K08100	bpsu:BBN_2673
ko:K13993	bpsu:BBN_2248
ko:K02483	bpsu:BBN_2797
ko:K00249	bpsu:BBN_1110
ko:K03293	bpsu:BBN_151
ko:K02482	bpsu:BBN_4270
ko:K05375	bpsu:BBN_1773
ko:K09983	bpsu:BBN_1767
ko:K03328	bpsu:BBN_2947
ko:K21307	bpsu:BBN_5795
ko:K21308	bpsu:BBN_5796
ko:K21309	bpsu:BBN_5798
ko:K05710	bpsu:BBN_4353
ko:K03892	bpsu:BBN_4875
ko:K21405	bpsu:BBN_3997
ko:K03651	bpsu:BBN_2277
ko:K21449	bpsu:BBN_2067
ko:K21420	bpsu:BBN_1858
ko:K01451	bpsu:BBN_3658
ko:K01451	bpsu:BBN_6062
ko:K01420	bpsu:BBN_4590
ko:K01420	bpsu:BBN_5383
ko:K01420	bpsu:BBN_5887
ko:K21699	bpsu:BBN_4144
ko:K10026	bpsu:BBN_3376
ko:K21563	bpsu:BBN_1075
ko:K10914	bpsu:BBN_2688
ko:K21645	bpsu:BBN_507
ko:K21757	bpsu:BBN_5366
ko:K00043	bpsu:BBN_1999
ko:K21802	bpsu:BBN_4234
ko:K21825	bpsu:BBN_1047
ko:K21826	bpsu:BBN_3946
ko:K21826	bpsu:BBN_4869
ko:K21833	bpsu:BBN_3950
ko:K21834	bpsu:BBN_3951
ko:K21832	bpsu:BBN_3955
ko:K21929	bpsu:BBN_5729
ko:K21948	bpsu:BBN_4861
ko:K21929	bpsu:BBN_1280
ko:K01634	bpsu:BBN_5500
ko:K01634	bpsu:BBN_5496
ko:K05802	bpsu:BBN_1603
ko:K22003	bpsu:BBN_714
ko:K22025	bpsu:BBN_4865
ko:K03741	bpsu:BBN_4877
ko:K01816	bpsu:BBN_1446
ko:K22130	bpsu:BBN_4862
ko:K22132	bpsu:BBN_2716
ko:K08319	bpsu:BBN_4860
ko:K03595	bpsu:BBN_1006
ko:K00090	bpsu:BBN_975
ko:K14274	bpsu:BBN_5548
ko:K22067	bpsu:BBN_4678
ko:K07183	bpsu:BBN_4677
ko:K00304	bpsu:BBN_4812
ko:K00302	bpsu:BBN_4811
ko:K22185	bpsu:BBN_468
ko:K08994	bpsu:BBN_4429
ko:K22292	bpsu:BBN_907
ko:K22252	bpsu:BBN_5143
ko:K22303	bpsu:BBN_4065
ko:K02257	bpsu:BBN_3069
ko:K00611	bpsu:BBN_2702
ko:K13061	bpsu:BBN_4608
ko:K22348	bpsu:BBN_3858
ko:K11206	bpsu:BBN_600
ko:K22488	bpsu:BBN_4991
ko:K00424	bpsu:BBN_1597
ko:K22487	bpsu:BBN_4993
ko:K00424	bpsu:BBN_3029
ko:K22505	bpsu:BBN_4994
ko:K22512	bpsu:BBN_4986
ko:K22504	bpsu:BBN_4989
ko:K22506	bpsu:BBN_4985
ko:K22507	bpsu:BBN_4981
ko:K22508	bpsu:BBN_4980
ko:K22509	bpsu:BBN_4979
ko:K22510	bpsu:BBN_4978
ko:K22511	bpsu:BBN_4988
ko:K22550	bpsu:BBN_3730
ko:K01007	bpsu:BBN_1323
ko:K22549	bpsu:BBN_3731
