ko:K00632	sega:SPUCDC_0495
ko:K19222	sega:SPUCDC_1183
ko:K02777	sega:SPUCDC_0448
ko:K19165	sega:SPUCDC_4006
ko:K19166	sega:SPUCDC_3626
ko:K19226	sega:SPUCDC_1500
ko:K19123	sega:SPUCDC_2928
ko:K19235	sega:SPUCDC_2119
ko:K19236	sega:SPUCDC_1016
ko:K19163	sega:SPUCDC_4452
ko:K13740	sega:SPUCDC_2861
ko:K15352	sega:SPUCDC_2757
ko:K15351	sega:SPUCDC_1221
ko:K16291	sega:SPUCDC_0885
ko:K19238	sega:SPUCDC_0586
ko:K19124	sega:SPUCDC_2926
ko:K01710	sega:SPUCDC_0800
ko:K01710	sega:SPUCDC_3490
ko:K22044	sega:SPUCDC_2134
ko:K15349	sega:SPUCDC_1447
ko:K19125	sega:SPUCDC_2925
ko:K19228	sega:SPUCDC_1502
ko:K19126	sega:SPUCDC_2924
ko:K19162	sega:SPUCDC_2476
ko:K19164	sega:SPUCDC_4451
ko:K00336	sega:SPUCDC_0566
ko:K19270	sega:SPUCDC_0554
ko:K19265	sega:SPUCDC_0471
ko:K01992	sega:SPUCDC_2146
ko:K01992	sega:SPUCDC_2147
ko:K01992	sega:SPUCDC_3976
ko:K01066	sega:SPUCDC_3625
ko:K03722	sega:SPUCDC_1638
ko:K19416	sega:SPUCDC_1956
ko:K07497	sega:SPUCDC_2635
ko:K07497	sega:SPUCDC_0932
ko:K07497	sega:SPUCDC_2663
ko:K07497	sega:SPUCDC_1876
ko:K07497	sega:SPUCDC_0371
ko:K19267	sega:SPUCDC_4379
ko:K19337	sega:SPUCDC_1757
ko:K19304	sega:SPUCDC_1760
ko:K19505	sega:SPUCDC_4512
ko:K19334	sega:SPUCDC_4430
ko:K19302	sega:SPUCDC_2089
ko:K12453	sega:SPUCDC_0808
ko:K19270	sega:SPUCDC_1139
ko:K19354	sega:SPUCDC_3843
ko:K19333	sega:SPUCDC_1659
ko:K21637	sega:SPUCDC_3121
ko:K01785	sega:SPUCDC_3638
ko:K07713	sega:SPUCDC_3396
ko:K02485	sega:SPUCDC_1567
ko:K03293	sega:SPUCDC_3482
ko:K06884	sega:SPUCDC_1541
ko:K06884	sega:SPUCDC_1330
ko:K06884	sega:SPUCDC_1923
ko:K19303	sega:SPUCDC_1246
ko:K19510	sega:SPUCDC_4518
ko:K19507	sega:SPUCDC_4514
ko:K19611	sega:SPUCDC_2368
ko:K19506	sega:SPUCDC_4513
ko:K02257	sega:SPUCDC_2514
ko:K19509	sega:SPUCDC_4516
ko:K02796	sega:SPUCDC_1649
ko:K19592	sega:SPUCDC_2605
ko:K19594	sega:SPUCDC_2609
ko:K19709	sega:SPUCDC_1175
ko:K19688	sega:SPUCDC_2103
ko:K19745	sega:SPUCDC_3372
ko:K19778	sega:SPUCDC_1370
ko:K19780	sega:SPUCDC_1740
ko:K19776	sega:SPUCDC_3722
ko:K07119	sega:SPUCDC_1400
ko:K00799	sega:SPUCDC_2092
ko:K06131	sega:SPUCDC_2150
ko:K00799	sega:SPUCDC_0538
ko:K06132	sega:SPUCDC_0947
ko:K15777	sega:SPUCDC_3186
ko:K07147	sega:SPUCDC_3373
ko:K19784	sega:SPUCDC_3706
ko:K07662	sega:SPUCDC_3591
ko:K19802	sega:SPUCDC_1489
ko:K19804	sega:SPUCDC_1519
ko:K01023	sega:SPUCDC_3189
ko:K19810	sega:SPUCDC_4312
ko:K07497	sega:SPUCDC_4453
ko:K07126	sega:SPUCDC_2515
ko:K07126	sega:SPUCDC_2516
ko:K01185	sega:SPUCDC_1717
ko:K21636	sega:SPUCDC_4411
ko:K20023	sega:SPUCDC_3853
ko:K07686	sega:SPUCDC_3763
ko:K19591	sega:SPUCDC_2447
ko:K01612	sega:SPUCDC_2906
ko:K20542	sega:SPUCDC_3941
ko:K20534	sega:SPUCDC_2389
ko:K20543	sega:SPUCDC_3942
ko:K20541	sega:SPUCDC_3940
ko:K21394	sega:SPUCDC_3880
ko:K22132	sega:SPUCDC_2983
ko:K20609	sega:SPUCDC_1423
ko:K01214	sega:SPUCDC_1366
ko:K02438	sega:SPUCDC_4029
ko:K04333	sega:SPUCDC_0941
ko:K21029	sega:SPUCDC_2112
ko:K21023	sega:SPUCDC_3384
ko:K21084	sega:SPUCDC_0771
ko:K21085	sega:SPUCDC_1860
ko:K21087	sega:SPUCDC_1614
ko:K21089	sega:SPUCDC_0730
ko:K21021	sega:SPUCDC_2724
ko:K08968	sega:SPUCDC_1664
ko:K21090	sega:SPUCDC_1644
ko:K00525	sega:SPUCDC_0614
ko:K00525	sega:SPUCDC_2790
ko:K00526	sega:SPUCDC_2791
ko:K14059	sega:SPUCDC_1471
ko:K02316	sega:SPUCDC_3209
ko:K11089	sega:SPUCDC_4045
ko:K00857	sega:SPUCDC_1564
ko:K06223	sega:SPUCDC_4083
ko:K06197	sega:SPUCDC_1582
ko:K16711	sega:SPUCDC_0798
ko:K07313	sega:SPUCDC_1671
ko:K03546	sega:SPUCDC_2562
ko:K02314	sega:SPUCDC_4222
ko:K10906	sega:SPUCDC_1738
ko:K07455	sega:SPUCDC_1739
ko:K00558	sega:SPUCDC_1865
ko:K04068	sega:SPUCDC_4410
ko:K06217	sega:SPUCDC_1917
ko:K06191	sega:SPUCDC_2788
ko:K02315	sega:SPUCDC_4521
ko:K06866	sega:SPUCDC_0279
ko:K00560	sega:SPUCDC_2996
ko:K01520	sega:SPUCDC_3819
ko:K03676	sega:SPUCDC_3848
ko:K06217	sega:SPUCDC_2276
ko:K03292	sega:SPUCDC_0160
ko:K02335	sega:SPUCDC_3657
ko:K21393	sega:SPUCDC_3879
ko:K21395	sega:SPUCDC_3878
ko:K21470	sega:SPUCDC_1998
ko:K21602	sega:SPUCDC_3884
ko:K05934	sega:SPUCDC_0873
ko:K21739	sega:SPUCDC_2383
ko:K21740	sega:SPUCDC_2382
ko:K21741	sega:SPUCDC_2381
ko:K21746	sega:SPUCDC_2384
ko:K21698	sega:SPUCDC_3363
ko:K21695	sega:SPUCDC_3362
ko:K21759	sega:SPUCDC_2907
ko:K21948	sega:SPUCDC_2901
ko:K21990	sega:SPUCDC_0491
ko:K22041	sega:SPUCDC_1014
ko:K22024	sega:SPUCDC_0179
ko:K22025	sega:SPUCDC_2898
ko:K22051	sega:SPUCDC_4326
ko:K08319	sega:SPUCDC_2902
ko:K22131	sega:SPUCDC_2899
ko:K01816	sega:SPUCDC_2427
ko:K14274	sega:SPUCDC_2720
ko:K22130	sega:SPUCDC_2900
ko:K03595	sega:SPUCDC_0293
ko:K22129	sega:SPUCDC_0178
ko:K22105	sega:SPUCDC_3517
ko:K22104	sega:SPUCDC_3336
ko:K22110	sega:SPUCDC_1912
ko:K22110	sega:SPUCDC_3600
ko:K22110	sega:SPUCDC_3642
ko:K22270	sega:SPUCDC_0714
ko:K03079	sega:SPUCDC_3875
ko:K03078	sega:SPUCDC_3876
ko:K03077	sega:SPUCDC_3874
ko:K03077	sega:SPUCDC_0106
ko:K15634	sega:SPUCDC_4559
ko:K22397	sega:SPUCDC_4034
ko:K22293	sega:SPUCDC_1327
ko:K13566	sega:SPUCDC_2651
ko:K11206	sega:SPUCDC_2317
ko:K22488	sega:SPUCDC_2857
ko:K22486	sega:SPUCDC_2859
ko:K22489	sega:SPUCDC_2904
ko:K00424	sega:SPUCDC_2215
ko:K22487	sega:SPUCDC_2855
ko:K22505	sega:SPUCDC_2854
ko:K22512	sega:SPUCDC_2878
ko:K22504	sega:SPUCDC_2881
ko:K22506	sega:SPUCDC_2877
ko:K22507	sega:SPUCDC_2873
ko:K22508	sega:SPUCDC_2872
ko:K22509	sega:SPUCDC_2871
ko:K22510	sega:SPUCDC_2870
ko:K22511	sega:SPUCDC_2880
ko:K22513	sega:SPUCDC_2876
ko:K22514	sega:SPUCDC_2875
