ko:K18928	bpsd:BBX_5391
ko:K01066	bpsd:BBX_1911
ko:K01785	bpsd:BBX_4686
ko:K04771	bpsd:BBX_1409
ko:K01992	bpsd:BBX_4512
ko:K03722	bpsd:BBX_2013
ko:K07497	bpsd:BBX_4278
ko:K07497	bpsd:BBX_4283
ko:K07497	bpsd:BBX_4300
ko:K07497	bpsd:BBX_4301
ko:K07497	bpsd:BBX_4318
ko:K07497	bpsd:BBX_6094
ko:K07497	bpsd:BBX_6187
ko:K07497	bpsd:BBX_6189
ko:K07497	bpsd:BBX_6196
ko:K07497	bpsd:BBX_3684
ko:K07497	bpsd:BBX_5465
ko:K07497	bpsd:BBX_5466
ko:K07497	bpsd:BBX_4641
ko:K07497	bpsd:BBX_2155
ko:K07497	bpsd:BBX_4713
ko:K07497	bpsd:BBX_500
ko:K07497	bpsd:BBX_5729
ko:K07497	bpsd:BBX_3207
ko:K07497	bpsd:BBX_4037
ko:K07497	bpsd:BBX_4040
ko:K19337	bpsd:BBX_904
ko:K19342	bpsd:BBX_2086
ko:K00529	bpsd:BBX_6034
ko:K09690	bpsd:BBX_1163
ko:K09459	bpsd:BBX_5571
ko:K04771	bpsd:BBX_3166
ko:K04771	bpsd:BBX_4303
ko:K13790	bpsd:BBX_3995
ko:K19302	bpsd:BBX_5019
ko:K00525	bpsd:BBX_4925
ko:K19416	bpsd:BBX_1990
ko:K01785	bpsd:BBX_873
ko:K19340	bpsd:BBX_2088
ko:K19341	bpsd:BBX_2087
ko:K00805	bpsd:BBX_3363
ko:K11209	bpsd:BBX_933
ko:K21308	bpsd:BBX_4944
ko:K15669	bpsd:BBX_1049
ko:K00525	bpsd:BBX_5543
ko:K19577	bpsd:BBX_1108
ko:K19577	bpsd:BBX_3275
ko:K00525	bpsd:BBX_844
ko:K00799	bpsd:BBX_113
ko:K20257	bpsd:BBX_5548
ko:K19713	bpsd:BBX_4251
ko:K19670	bpsd:BBX_5418
ko:K00992	bpsd:BBX_3295
ko:K19666	bpsd:BBX_6015
ko:K07666	bpsd:BBX_3168
ko:K08172	bpsd:BBX_3637
ko:K16215	bpsd:BBX_2180
ko:K19743	bpsd:BBX_6071
ko:K19731	bpsd:BBX_4079
ko:K20250	bpsd:BBX_4080
ko:K06131	bpsd:BBX_3305
ko:K19784	bpsd:BBX_4994
ko:K07119	bpsd:BBX_4419
ko:K07119	bpsd:BBX_1910
ko:K07119	bpsd:BBX_3711
ko:K06132	bpsd:BBX_4453
ko:K08744	bpsd:BBX_1423
ko:K07147	bpsd:BBX_611
ko:K15777	bpsd:BBX_730
ko:K08992	bpsd:BBX_1324
ko:K19804	bpsd:BBX_1325
ko:K06016	bpsd:BBX_5987
ko:K19813	bpsd:BBX_6112
ko:K21636	bpsd:BBX_1535
ko:K14731	bpsd:BBX_3327
ko:K19981	bpsd:BBX_4590
ko:K19982	bpsd:BBX_4592
ko:K09796	bpsd:BBX_1477
ko:K20034	bpsd:BBX_1903
ko:K20035	bpsd:BBX_1339
ko:K07484	bpsd:BBX_2156
ko:K20273	bpsd:BBX_4027
ko:K20274	bpsd:BBX_5629
ko:K11900	bpsd:BBX_5233
ko:K13061	bpsd:BBX_6013
ko:K18379	bpsd:BBX_4130
ko:K20329	bpsd:BBX_2694
ko:K20332	bpsd:BBX_3574
ko:K00507	bpsd:BBX_4627
ko:K00507	bpsd:BBX_4630
ko:K00507	bpsd:BBX_3059
ko:K20455	bpsd:BBX_5270
ko:K20429	bpsd:BBX_444
ko:K20333	bpsd:BBX_3576
ko:K20543	bpsd:BBX_4092
ko:K20534	bpsd:BBX_4818
ko:K09788	bpsd:BBX_5271
ko:K03200	bpsd:BBX_676
ko:K20541	bpsd:BBX_4094
ko:K19591	bpsd:BBX_5426
ko:K22131	bpsd:BBX_3889
ko:K07733	bpsd:BBX_1639
ko:K20866	bpsd:BBX_3883
ko:K01214	bpsd:BBX_2555
ko:K20938	bpsd:BBX_5753
ko:K20940	bpsd:BBX_4740
ko:K21105	bpsd:BBX_5904
ko:K21061	bpsd:BBX_5403
ko:K21062	bpsd:BBX_5401
ko:K21053	bpsd:BBX_1297
ko:K00840	bpsd:BBX_1501
ko:K21023	bpsd:BBX_5927
ko:K08968	bpsd:BBX_1472
ko:K13609	bpsd:BBX_5398
ko:K13877	bpsd:BBX_5399
ko:K21801	bpsd:BBX_4759
ko:K13877	bpsd:BBX_5035
ko:K21029	bpsd:BBX_3489
ko:K08261	bpsd:BBX_3148
ko:K00526	bpsd:BBX_845
ko:K22252	bpsd:BBX_4209
ko:K06903	bpsd:BBX_1667
ko:K06907	bpsd:BBX_1672
ko:K06908	bpsd:BBX_1673
ko:K06906	bpsd:BBX_1676
ko:K06905	bpsd:BBX_1678
ko:K01185	bpsd:BBX_1680
ko:K06223	bpsd:BBX_1682
ko:K03676	bpsd:BBX_3485
ko:K02316	bpsd:BBX_4321
ko:K07313	bpsd:BBX_4385
ko:K02314	bpsd:BBX_1943
ko:K07336	bpsd:BBX_3657
ko:K07451	bpsd:BBX_2827
ko:K00560	bpsd:BBX_6235
ko:K07451	bpsd:BBX_5464
ko:K00287	bpsd:BBX_1361
ko:K01520	bpsd:BBX_3067
ko:K00560	bpsd:BBX_1366
ko:K06223	bpsd:BBX_1467
ko:K03553	bpsd:BBX_3198
ko:K17733	bpsd:BBX_708
ko:K06217	bpsd:BBX_3278
ko:K05874	bpsd:BBX_463
ko:K02335	bpsd:BBX_4335
ko:K05375	bpsd:BBX_2183
ko:K05375	bpsd:BBX_2249
ko:K02032	bpsd:BBX_6081
ko:K08100	bpsd:BBX_3074
ko:K13993	bpsd:BBX_2636
ko:K02483	bpsd:BBX_3199
ko:K05710	bpsd:BBX_6022
ko:K00249	bpsd:BBX_1561
ko:K03293	bpsd:BBX_519
ko:K02482	bpsd:BBX_5936
ko:K09983	bpsd:BBX_2243
ko:K03328	bpsd:BBX_3350
ko:K21307	bpsd:BBX_4943
ko:K21309	bpsd:BBX_4945
ko:K03892	bpsd:BBX_3901
ko:K21405	bpsd:BBX_5662
ko:K03651	bpsd:BBX_2664
ko:K21449	bpsd:BBX_2540
ko:K21420	bpsd:BBX_2335
ko:K01451	bpsd:BBX_5336
ko:K01451	bpsd:BBX_5208
ko:K01420	bpsd:BBX_3615
ko:K01420	bpsd:BBX_4487
ko:K01420	bpsd:BBX_5032
ko:K21699	bpsd:BBX_5813
ko:K10026	bpsd:BBX_205
ko:K21563	bpsd:BBX_1527
ko:K10914	bpsd:BBX_3089
ko:K21645	bpsd:BBX_911
ko:K21757	bpsd:BBX_4472
ko:K00043	bpsd:BBX_2477
ko:K21802	bpsd:BBX_5900
ko:K21825	bpsd:BBX_1499
ko:K21826	bpsd:BBX_5611
ko:K21826	bpsd:BBX_3894
ko:K21833	bpsd:BBX_5615
ko:K21834	bpsd:BBX_5616
ko:K21832	bpsd:BBX_5620
ko:K21929	bpsd:BBX_4875
ko:K21948	bpsd:BBX_3886
ko:K21929	bpsd:BBX_1766
ko:K01634	bpsd:BBX_4615
ko:K01634	bpsd:BBX_4611
ko:K05802	bpsd:BBX_2081
ko:K22003	bpsd:BBX_1119
ko:K22025	bpsd:BBX_3890
ko:K03741	bpsd:BBX_3903
ko:K22130	bpsd:BBX_3887
ko:K22132	bpsd:BBX_3118
ko:K08319	bpsd:BBX_3885
ko:K03595	bpsd:BBX_1414
ko:K00090	bpsd:BBX_1383
ko:K14274	bpsd:BBX_4693
ko:K22067	bpsd:BBX_3701
ko:K07183	bpsd:BBX_3700
ko:K00304	bpsd:BBX_3838
ko:K00302	bpsd:BBX_3837
ko:K22185	bpsd:BBX_872
ko:K08994	bpsd:BBX_6102
ko:K22292	bpsd:BBX_1313
ko:K22303	bpsd:BBX_5733
ko:K02257	bpsd:BBX_3468
ko:K00611	bpsd:BBX_3104
ko:K13061	bpsd:BBX_3632
ko:K22348	bpsd:BBX_5521
ko:K11206	bpsd:BBX_1007
ko:K22488	bpsd:BBX_4018
ko:K00424	bpsd:BBX_2075
ko:K22487	bpsd:BBX_4020
ko:K00424	bpsd:BBX_3427
ko:K22505	bpsd:BBX_4021
ko:K22512	bpsd:BBX_4013
ko:K22504	bpsd:BBX_4016
ko:K22506	bpsd:BBX_4012
ko:K22507	bpsd:BBX_4008
ko:K22508	bpsd:BBX_4007
ko:K22509	bpsd:BBX_4006
ko:K22510	bpsd:BBX_4005
ko:K22511	bpsd:BBX_4015
ko:K22550	bpsd:BBX_5404
ko:K01007	bpsd:BBX_1809
ko:K22549	bpsd:BBX_5405
