ko:K18919	elp:P12B_c1512
ko:K07497	elp:P12B_c3791
ko:K07497	elp:P12B_c3180
ko:K19335	elp:P12B_c4355
ko:K07496	elp:P12B_c1131
ko:K07496	elp:P12B_c1163
ko:K19267	elp:P12B_c4318
ko:K19337	elp:P12B_c1232
ko:K19338	elp:P12B_c1029
ko:K19304	elp:P12B_c1229
ko:K19334	elp:P12B_c4356
ko:K19302	elp:P12B_c0826
ko:K19270	elp:P12B_c1356
ko:K19354	elp:P12B_c3745
ko:K19336	elp:P12B_c4354
ko:K19333	elp:P12B_c1256
ko:K21638	elp:P12B_c1969
ko:K19303	elp:P12B_c1426
ko:K10975	elp:P12B_c0522
ko:K19577	elp:P12B_c1424
ko:K06959	elp:P12B_c3507
ko:K07497	elp:P12B_c2080
ko:K19611	elp:P12B_c0569
ko:K02257	elp:P12B_c0440
ko:K02796	elp:P12B_c1263
ko:K19709	elp:P12B_c1389
ko:K02495	elp:P12B_c3984
ko:K19775	elp:P12B_c3215
ko:K19745	elp:P12B_c3362
ko:K19777	elp:P12B_c3639
ko:K19778	elp:P12B_c3638
ko:K07493	elp:P12B_c1508
ko:K19776	elp:P12B_c3829
ko:K00799	elp:P12B_c0823
ko:K07119	elp:P12B_c1679
ko:K00799	elp:P12B_c2394
ko:K06131	elp:P12B_c0779
ko:K06132	elp:P12B_c2061
ko:K15777	elp:P12B_c3138
ko:K07497	elp:P12B_c1038
ko:K07497	elp:P12B_c1041
ko:K07497	elp:P12B_c1177
ko:K07147	elp:P12B_c1052
ko:K07497	elp:P12B_c1580
ko:K19784	elp:P12B_c3849
ko:K13069	elp:P12B_c1542
ko:K19802	elp:P12B_c1769
ko:K12137	elp:P12B_c2584
ko:K07497	elp:P12B_c1058
ko:K19803	elp:P12B_c2270
ko:K21636	elp:P12B_c4343
ko:K21636	elp:P12B_c4344
ko:K19804	elp:P12B_c1811
ko:K00968	elp:P12B_c0232
ko:K19810	elp:P12B_c4244
ko:K19956	elp:P12B_c3024
ko:K21085	elp:P12B_c1069
ko:K07484	elp:P12B_c1021
ko:K07484	elp:P12B_c1603
ko:K07484	elp:P12B_c1607
ko:K07484	elp:P12B_c3591
ko:K20265	elp:P12B_c1637
ko:K07686	elp:P12B_c3808
ko:K19591	elp:P12B_c0501
ko:K21394	elp:P12B_c3706
ko:K20542	elp:P12B_c3661
ko:K20543	elp:P12B_c3660
ko:K20541	elp:P12B_c3662
ko:K22443	elp:P12B_c1279
ko:K22132	elp:P12B_c2909
ko:K02438	elp:P12B_c3533
ko:K04333	elp:P12B_c2068
ko:K02790	elp:P12B_c1461
ko:K02791	elp:P12B_c1461
ko:K21084	elp:P12B_c2171
ko:K21021	elp:P12B_c2698
ko:K21085	elp:P12B_c1068
ko:K21086	elp:P12B_c3654
ko:K21087	elp:P12B_c1940
ko:K21088	elp:P12B_c1753
ko:K00525	elp:P12B_c2329
ko:K21028	elp:P12B_c1326
ko:K21088	elp:P12B_c1754
ko:K21090	elp:P12B_c1267
ko:K21039	elp:P12B_c0735
ko:K00525	elp:P12B_c2783
ko:K03546	elp:P12B_c0409
ko:K06217	elp:P12B_c0642
ko:K09935	elp:P12B_c0787
ko:K07336	elp:P12B_c0791
ko:K06217	elp:P12B_c1004
ko:K00558	elp:P12B_c1064
ko:K07455	elp:P12B_c1093
ko:K02314	elp:P12B_c1101
ko:K01160	elp:P12B_c1104
ko:K07313	elp:P12B_c1247
ko:K01520	elp:P12B_c3768
ko:K14623	elp:P12B_c3773
ko:K02316	elp:P12B_c3162
ko:K01160	elp:P12B_c2463
ko:K02314	elp:P12B_c2466
ko:K07455	elp:P12B_c2474
ko:K02314	elp:P12B_c4156
ko:K06223	elp:P12B_c3485
ko:K09960	elp:P12B_c1859
ko:K09961	elp:P12B_c1861
ko:K14744	elp:P12B_c1866
ko:K02314	elp:P12B_c1877
ko:K00857	elp:P12B_c1901
ko:K06866	elp:P12B_c2680
ko:K06905	elp:P12B_c2715
ko:K06906	elp:P12B_c2716
ko:K06908	elp:P12B_c2720
ko:K06907	elp:P12B_c2721
ko:K06197	elp:P12B_c1918
ko:K06903	elp:P12B_c2728
ko:K06223	elp:P12B_c2747
ko:K06191	elp:P12B_c2781
ko:K00560	elp:P12B_c2920
ko:K03676	elp:P12B_c3740
ko:K04068	elp:P12B_c4342
ko:K02315	elp:P12B_c4439
ko:K07497	elp:P12B_c3425
ko:K07497	elp:P12B_c2766
ko:K02335	elp:P12B_c3981
ko:K21393	elp:P12B_c3707
ko:K21395	elp:P12B_c3708
ko:K21449	elp:P12B_c3732
ko:K21470	elp:P12B_c0911
ko:K21470	elp:P12B_c0912
ko:K21498	elp:P12B_c0495
ko:K21602	elp:P12B_c3703
ko:K08319	elp:P12B_c2839
ko:K21739	elp:P12B_c0324
ko:K21741	elp:P12B_c0322
ko:K21512	elp:P12B_c1526
ko:K21742	elp:P12B_c3156
ko:K21746	elp:P12B_c0325
ko:K21698	elp:P12B_c3353
ko:K21695	elp:P12B_c3352
ko:K21948	elp:P12B_c2840
ko:K21973	elp:P12B_c1965
ko:K21990	elp:P12B_c2439
ko:K22041	elp:P12B_c1996
ko:K22015	elp:P12B_c4189
ko:K22015	elp:P12B_c4188
ko:K22051	elp:P12B_c4256
ko:K22014	elp:P12B_c1525
ko:K21972	elp:P12B_c1966
ko:K22131	elp:P12B_c2842
ko:K01816	elp:P12B_c0520
ko:K05275	elp:P12B_c1720
ko:K22130	elp:P12B_c2841
ko:K03595	elp:P12B_c2667
ko:K22105	elp:P12B_c4084
ko:K22104	elp:P12B_c3337
ko:K22214	elp:P12B_c3012
ko:K03079	elp:P12B_c3711
ko:K08994	elp:P12B_c1557
ko:K03078	elp:P12B_c3710
ko:K03077	elp:P12B_c3712
ko:K15634	elp:P12B_c4470
ko:K22397	elp:P12B_c4277
ko:K22293	elp:P12B_c1537
ko:K13566	elp:P12B_c0208
ko:K22487	elp:P12B_c2951
ko:K22510	elp:P12B_c2956
ko:K22505	elp:P12B_c2950
ko:K22508	elp:P12B_c2959
ko:K22509	elp:P12B_c2958
ko:K22510	elp:P12B_c2957
ko:K22486	elp:P12B_c2946
