ko:K07456	ppq:PPSQR21_026280
ko:K21959	ppq:PPSQR21_002220
ko:K21960	ppq:PPSQR21_017070
ko:K22015	ppq:PPSQR21_028330
ko:K21960	ppq:PPSQR21_050230
ko:K21903	ppq:PPSQR21_043410
ko:K21993	ppq:PPSQR21_047500
ko:K22136	ppq:PPSQR21_033620
ko:K01463	ppq:PPSQR21_028760
ko:K00754	ppq:PPSQR21_028750
ko:K14274	ppq:PPSQR21_046370
ko:K03595	ppq:PPSQR21_033970
ko:K22132	ppq:PPSQR21_038280
ko:K00302	ppq:PPSQR21_010250
ko:K00302	ppq:PPSQR21_010260
ko:K22230	ppq:PPSQR21_009220
ko:K22187	ppq:PPSQR21_010230
ko:K03077	ppq:PPSQR21_051020
ko:K22268	ppq:PPSQR21_049510
ko:K22278	ppq:PPSQR21_012580
ko:K22278	ppq:PPSQR21_026700
ko:K01585	ppq:PPSQR21_031300
ko:K22299	ppq:PPSQR21_011320
ko:K02257	ppq:PPSQR21_041640
ko:K22441	ppq:PPSQR21_024360
