ko:K18138	seec:CFSAN002050_08980
ko:K10762	seec:CFSAN002050_11430
ko:K00374	seec:CFSAN002050_15275
ko:K06039	seec:CFSAN002050_15315
ko:K06282	seec:CFSAN002050_15405
ko:K06281	seec:CFSAN002050_15410
ko:K01297	seec:CFSAN002050_15475
ko:K11105	seec:CFSAN002050_15480
ko:K00616	seec:CFSAN002050_19310
ko:K01439	seec:CFSAN002050_19365
ko:K07054	seec:CFSAN002050_19380
ko:K03299	seec:CFSAN002050_19415
ko:K03548	seec:CFSAN002050_19425
ko:K02824	seec:CFSAN002050_19445
ko:K01630	seec:CFSAN002050_23235
ko:K01708	seec:CFSAN002050_23240
ko:K02775	seec:CFSAN002050_23265
ko:K00094	seec:CFSAN002050_23270
ko:K02436	seec:CFSAN002050_23275
ko:K12961	seec:CFSAN002050_23295
ko:K03177	seec:CFSAN002050_23385
ko:K02427	seec:CFSAN002050_23450
ko:K08314	seec:CFSAN002050_03390
ko:K00867	seec:CFSAN002050_03530
ko:K03148	seec:CFSAN002050_03625
ko:K02014	seec:CFSAN002050_07490
ko:K06858	seec:CFSAN002050_07565
ko:K01243	seec:CFSAN002050_07570
ko:K03769	seec:CFSAN002050_02425
ko:K02851	seec:CFSAN002050_02475
ko:K02852	seec:CFSAN002050_02530
ko:K01719	seec:CFSAN002050_02570
ko:K07034	seec:CFSAN002050_06520
ko:K01572	seec:CFSAN002050_06725
ko:K01571	seec:CFSAN002050_06730
ko:K01479	seec:CFSAN002050_10495
ko:K06910	seec:CFSAN002050_10515
ko:K00652	seec:CFSAN002050_10530
ko:K03635	seec:CFSAN002050_10580
ko:K07027	seec:CFSAN002050_10605
ko:K06970	seec:CFSAN002050_10705
ko:K03929	seec:CFSAN002050_14535
ko:K00121	seec:CFSAN002050_14555
ko:K02030	seec:CFSAN002050_14585
ko:K02028	seec:CFSAN002050_14595
ko:K14061	seec:CFSAN002050_14680
ko:K00567	seec:CFSAN002050_14720
ko:K07114	seec:CFSAN002050_18500
ko:K03475	seec:CFSAN002050_18635
ko:K02822	seec:CFSAN002050_18640
ko:K02821	seec:CFSAN002050_18645
ko:K09471	seec:CFSAN002050_22585
ko:K11209	seec:CFSAN002050_22645
ko:K06281	seec:CFSAN002050_22680
ko:K06282	seec:CFSAN002050_22695
ko:K03406	seec:CFSAN002050_22705
ko:K00674	seec:CFSAN002050_07605
ko:K08234	seec:CFSAN002050_07715
ko:K13741	seec:CFSAN002050_11645
ko:K03286	seec:CFSAN002050_11740
ko:K07343	seec:CFSAN002050_11750
ko:K02793	seec:CFSAN002050_15625
ko:K02794	seec:CFSAN002050_15625
ko:K02795	seec:CFSAN002050_15630
ko:K11392	seec:CFSAN002050_15725
ko:K13741	seec:CFSAN002050_15750
ko:K00088	seec:CFSAN002050_19505
ko:K07308	seec:CFSAN002050_19590
ko:K07307	seec:CFSAN002050_19595
ko:K01011	seec:CFSAN002050_19615
ko:K13628	seec:CFSAN002050_19655
ko:K04488	seec:CFSAN002050_19660
ko:K01092	seec:CFSAN002050_19680
ko:K06889	seec:CFSAN002050_19685
ko:K16950	seec:CFSAN002050_19690
ko:K16951	seec:CFSAN002050_19695
ko:K00385	seec:CFSAN002050_19700
ko:K02067	seec:CFSAN002050_23525
ko:K02806	seec:CFSAN002050_23575
ko:K01788	seec:CFSAN002050_23655
ko:K01639	seec:CFSAN002050_23665
ko:K07709	seec:CFSAN002050_03680
ko:K13641	seec:CFSAN002050_03750
ko:K00548	seec:CFSAN002050_03760
ko:K03469	seec:CFSAN002050_07855
ko:K02342	seec:CFSAN002050_07860
ko:K09909	seec:CFSAN002050_11775
ko:K06910	seec:CFSAN002050_11795
ko:K11179	seec:CFSAN002050_11810
ko:K13085	seec:CFSAN002050_11850
ko:K00484	seec:CFSAN002050_11885
ko:K01826	seec:CFSAN002050_11915
ko:K08344	seec:CFSAN002050_11960
ko:K09815	seec:CFSAN002050_15925
ko:K03757	seec:CFSAN002050_19740
ko:K03803	seec:CFSAN002050_19865
ko:K15460	seec:CFSAN002050_19890
ko:K05812	seec:CFSAN002050_19930
ko:K14233	seec:CFSAN002050_20420
ko:K17686	seec:CFSAN002050_09100
ko:K19229	seec:CFSAN002050_14935
ko:K19789	seec:CFSAN002050_18115
ko:K03292	seec:CFSAN002050_02960
ko:K03292	seec:CFSAN002050_01665
ko:K00483	seec:CFSAN002050_11890
ko:K01096	seec:CFSAN002050_15010
ko:K04771	seec:CFSAN002050_07580
ko:K01659	seec:CFSAN002050_08435
ko:K02226	seec:CFSAN002050_09830
ko:K17837	seec:CFSAN002050_01605
ko:K01840	seec:CFSAN002050_17455
ko:K00971	seec:CFSAN002050_17395
ko:K04772	seec:CFSAN002050_23710
ko:K03892	seec:CFSAN002050_22205
ko:K00042	seec:CFSAN002050_09210
ko:K00537	seec:CFSAN002050_19435
ko:K01497	seec:CFSAN002050_15015
ko:K17722	seec:CFSAN002050_17935
ko:K01485	seec:CFSAN002050_23640
ko:K17723	seec:CFSAN002050_17940
ko:K13638	seec:CFSAN002050_24030
ko:K03566	seec:CFSAN002050_21265
ko:K00042	seec:CFSAN002050_23230
ko:K05799	seec:CFSAN002050_07210
ko:K03566	seec:CFSAN002050_14840
ko:K06518	seec:CFSAN002050_04595
ko:K01069	seec:CFSAN002050_07845
ko:K02477	seec:CFSAN002050_17790
ko:K08194	seec:CFSAN002050_02025
ko:K00661	seec:CFSAN002050_08965
ko:K01187	seec:CFSAN002050_08605
ko:K03772	seec:CFSAN002050_24230
ko:K00146	seec:CFSAN002050_22590
ko:K05540	seec:CFSAN002050_23890
ko:K03292	seec:CFSAN002050_02955
ko:K00632	seec:CFSAN002050_02790
ko:K11747	seec:CFSAN002050_24250
ko:K00971	seec:CFSAN002050_17460
ko:K00632	seec:CFSAN002050_18875
ko:K14059	seec:CFSAN002050_11370
ko:K08485	seec:CFSAN002050_23585
ko:K00537	seec:CFSAN002050_22195
ko:K01739	seec:CFSAN002050_03340
ko:K07459	seec:CFSAN002050_11055
ko:K07684	seec:CFSAN002050_15305
ko:K14742	seec:CFSAN002050_15580
ko:K00884	seec:CFSAN002050_12490
ko:K03767	seec:CFSAN002050_24325
ko:K01271	seec:CFSAN002050_02800
ko:K06518	seec:CFSAN002050_17910
ko:K02483	seec:CFSAN002050_11875
ko:K02809	seec:CFSAN002050_19795
ko:K02810	seec:CFSAN002050_19795
ko:K17758	seec:CFSAN002050_05190
ko:K17759	seec:CFSAN002050_05190
ko:K11928	seec:CFSAN002050_12010
ko:K00344	seec:CFSAN002050_04460
ko:K13695	seec:CFSAN002050_13105
ko:K08173	seec:CFSAN002050_13935
ko:K21367	seec:CFSAN002050_17370
ko:K18140	seec:CFSAN002050_23915
ko:K03585	seec:CFSAN002050_08985
ko:K03973	seec:CFSAN002050_14900
ko:K10038	seec:CFSAN002050_10720
ko:K08351	seec:CFSAN002050_25190
ko:K18015	seec:CFSAN002050_18360
ko:K07645	seec:CFSAN002050_22865
ko:K07481	seec:CFSAN002050_01035
ko:K12979	seec:CFSAN002050_04675
ko:K07483	seec:CFSAN002050_00625
ko:K03292	seec:CFSAN002050_03215
ko:K17938	seec:CFSAN002050_08470
ko:K18325	seec:CFSAN002050_09515
ko:K03605	seec:CFSAN002050_15420
ko:K03719	seec:CFSAN002050_11145
ko:K11645	seec:CFSAN002050_17700
ko:K03445	seec:CFSAN002050_01785
ko:K18895	seec:CFSAN002050_20155
ko:K10014	seec:CFSAN002050_18700
ko:K01582	seec:CFSAN002050_19745
ko:K01066	seec:CFSAN002050_09055
ko:K03668	seec:CFSAN002050_14665
ko:K13053	seec:CFSAN002050_11745
ko:K18148	seec:CFSAN002050_08170
ko:K18141	seec:CFSAN002050_23920
ko:K00001	seec:CFSAN002050_03100
ko:K07483	seec:CFSAN002050_22130
ko:K11745	seec:CFSAN002050_06880
ko:K01582	seec:CFSAN002050_07710
ko:K01801	seec:CFSAN002050_17885
ko:K00956	seec:CFSAN002050_20985
ko:K02794	seec:CFSAN002050_09490
ko:K09017	seec:CFSAN002050_11995
ko:K07483	seec:CFSAN002050_01160
ko:K00557	seec:CFSAN002050_03480
ko:K02032	seec:CFSAN002050_12690
ko:K13739	seec:CFSAN002050_21040
ko:K00879	seec:CFSAN002050_21240
ko:K15347	seec:CFSAN002050_12510
ko:K05396	seec:CFSAN002050_16580
ko:K01007	seec:CFSAN002050_13135
ko:K21430	seec:CFSAN002050_10855
ko:K21469	seec:CFSAN002050_19335
ko:K03605	seec:CFSAN002050_22675
ko:K07782	seec:CFSAN002050_16565
ko:K00520	seec:CFSAN002050_00360
ko:K03605	seec:CFSAN002050_14080
ko:K05875	seec:CFSAN002050_16415
ko:K05874	seec:CFSAN002050_06150
ko:K08156	seec:CFSAN002050_08565
ko:K07713	seec:CFSAN002050_03685
ko:K19597	seec:CFSAN002050_08355
ko:K07005	seec:CFSAN002050_10110
ko:K18320	seec:CFSAN002050_01210
ko:K18320	seec:CFSAN002050_01010
ko:K02487	seec:CFSAN002050_22370
ko:K18324	seec:CFSAN002050_19355
ko:K18326	seec:CFSAN002050_17580
ko:K00390	seec:CFSAN002050_21045
ko:K01840	seec:CFSAN002050_17390
ko:K03207	seec:CFSAN002050_17400
ko:K01711	seec:CFSAN002050_17410
ko:K18828	seec:CFSAN002050_21520
ko:K07307	seec:CFSAN002050_13890
ko:K07644	seec:CFSAN002050_00970
ko:K00123	seec:CFSAN002050_03060
ko:K01572	seec:CFSAN002050_23725
ko:K01571	seec:CFSAN002050_23730
ko:K04333	seec:CFSAN002050_12100
ko:K05799	seec:CFSAN002050_14520
ko:K00984	seec:CFSAN002050_12715
ko:K04753	seec:CFSAN002050_22835
ko:K11904	seec:CFSAN002050_07990
ko:K11904	seec:CFSAN002050_08035
ko:K18479	seec:CFSAN002050_02980
ko:K18478	seec:CFSAN002050_02995
ko:K18446	seec:CFSAN002050_22995
ko:K18475	seec:CFSAN002050_16600
ko:K00681	seec:CFSAN002050_24710
ko:K00335	seec:CFSAN002050_18550
ko:K08087	seec:CFSAN002050_09370
ko:K07794	seec:CFSAN002050_20220
ko:K18691	seec:CFSAN002050_19780
ko:K18640	seec:CFSAN002050_00125
ko:K18697	seec:CFSAN002050_19790
ko:K18142	seec:CFSAN002050_23925
ko:K18765	seec:CFSAN002050_23845
ko:K08138	seec:CFSAN002050_05500
ko:K18850	seec:CFSAN002050_12535
ko:K06218	seec:CFSAN002050_01170
ko:K18889	seec:CFSAN002050_08910
ko:K18862	seec:CFSAN002050_08660
ko:K18862	seec:CFSAN002050_25085
ko:K03630	seec:CFSAN002050_05960
ko:K21645	seec:CFSAN002050_06065
ko:K18921	seec:CFSAN002050_00635
ko:K11741	seec:CFSAN002050_05100
ko:K20861	seec:CFSAN002050_10885
ko:K20866	seec:CFSAN002050_03005
ko:K20881	seec:CFSAN002050_24440
ko:K20862	seec:CFSAN002050_02630
ko:K07319	seec:CFSAN002050_23900
ko:K18800	seec:CFSAN002050_21635
ko:K18778	seec:CFSAN002050_07150
ko:K18831	seec:CFSAN002050_15785
ko:K18657	seec:CFSAN002050_11690
ko:K18890	seec:CFSAN002050_08915
ko:K06218	seec:CFSAN002050_14130
ko:K18838	seec:CFSAN002050_05965
ko:K12066	seec:CFSAN002050_00190
ko:K03553	seec:CFSAN002050_20440
ko:K18916	seec:CFSAN002050_01105
ko:K18918	seec:CFSAN002050_01175
ko:K18918	seec:CFSAN002050_05650
ko:K07724	seec:CFSAN002050_23500
ko:K03502	seec:CFSAN002050_15995
ko:K03503	seec:CFSAN002050_16000
ko:K11685	seec:CFSAN002050_20285
ko:K03503	seec:CFSAN002050_04440
ko:K05839	seec:CFSAN002050_08970
ko:K03169	seec:CFSAN002050_12890
ko:K03502	seec:CFSAN002050_16795
ko:K03503	seec:CFSAN002050_16800
ko:K07724	seec:CFSAN002050_16850
ko:K07724	seec:CFSAN002050_16965
ko:K06218	seec:CFSAN002050_05655
ko:K04565	seec:CFSAN002050_13595
ko:K10748	seec:CFSAN002050_13745
ko:K15773	seec:CFSAN002050_01150
ko:K18320	seec:CFSAN002050_01205
ko:K07810	seec:CFSAN002050_22090
ko:K07796	seec:CFSAN002050_22095
ko:K03502	seec:CFSAN002050_22155
ko:K03502	seec:CFSAN002050_22160
ko:K03503	seec:CFSAN002050_22165
ko:K11811	seec:CFSAN002050_22190
ko:K15773	seec:CFSAN002050_01245
ko:K11685	seec:CFSAN002050_01290
ko:K15773	seec:CFSAN002050_01340
ko:K05793	seec:CFSAN002050_01410
ko:K05792	seec:CFSAN002050_01415
ko:K05791	seec:CFSAN002050_01420
ko:K03646	seec:CFSAN002050_10290
ko:K03503	seec:CFSAN002050_22230
ko:K03169	seec:CFSAN002050_22395
ko:K05839	seec:CFSAN002050_01500
ko:K10748	seec:CFSAN002050_01520
ko:K12058	seec:CFSAN002050_00075
ko:K12060	seec:CFSAN002050_00080
ko:K12061	seec:CFSAN002050_00090
ko:K12062	seec:CFSAN002050_00095
ko:K03497	seec:CFSAN002050_00150
ko:K12063	seec:CFSAN002050_00160
ko:K08722	seec:CFSAN002050_18585
ko:K07724	seec:CFSAN002050_22465
ko:K12065	seec:CFSAN002050_00180
ko:K12067	seec:CFSAN002050_00195
ko:K12068	seec:CFSAN002050_00200
ko:K03196	seec:CFSAN002050_00315
ko:K03204	seec:CFSAN002050_00325
ko:K03203	seec:CFSAN002050_00330
ko:K08364	seec:CFSAN002050_00370
ko:K08363	seec:CFSAN002050_00375
ko:K05785	seec:CFSAN002050_02770
ko:K03674	seec:CFSAN002050_10910
ko:K07480	seec:CFSAN002050_00490
ko:K03746	seec:CFSAN002050_15220
ko:K12071	seec:CFSAN002050_00740
ko:K12070	seec:CFSAN002050_00745
ko:K12057	seec:CFSAN002050_00770
ko:K12072	seec:CFSAN002050_00775
ko:K12056	seec:CFSAN002050_00780
ko:K03502	seec:CFSAN002050_00830
ko:K03503	seec:CFSAN002050_00835
ko:K03761	seec:CFSAN002050_19950
ko:K03976	seec:CFSAN002050_09085
ko:K07483	seec:CFSAN002050_20140
ko:K19055	seec:CFSAN002050_12800
ko:K01699	seec:CFSAN002050_17160
ko:K07486	seec:CFSAN002050_01015
ko:K07486	seec:CFSAN002050_01195
ko:K04028	seec:CFSAN002050_19270
ko:K03526	seec:CFSAN002050_19565
ko:K15367	seec:CFSAN002050_13380
ko:K08365	seec:CFSAN002050_00380
ko:K01185	seec:CFSAN002050_04255
ko:K01185	seec:CFSAN002050_16130
ko:K18979	seec:CFSAN002050_05185
ko:K18997	seec:CFSAN002050_11945
ko:K07497	seec:CFSAN002050_00630
ko:K18988	seec:CFSAN002050_08465
ko:K18837	seec:CFSAN002050_05970
ko:K19048	seec:CFSAN002050_08055
ko:K19048	seec:CFSAN002050_08075
ko:K19046	seec:CFSAN002050_21025
ko:K01185	seec:CFSAN002050_11495
ko:K19000	seec:CFSAN002050_07725
ko:K08970	seec:CFSAN002050_21475
ko:K19227	seec:CFSAN002050_14925
ko:K15349	seec:CFSAN002050_14575
ko:K07746	seec:CFSAN002050_21135
ko:K11748	seec:CFSAN002050_24255
ko:K19222	seec:CFSAN002050_13215
ko:K02777	seec:CFSAN002050_19110
ko:K19165	seec:CFSAN002050_24750
ko:K19166	seec:CFSAN002050_15780
ko:K19226	seec:CFSAN002050_14920
ko:K19236	seec:CFSAN002050_12465
ko:K19123	seec:CFSAN002050_21030
ko:K07448	seec:CFSAN002050_22345
ko:K19058	seec:CFSAN002050_00365
ko:K19057	seec:CFSAN002050_00355
ko:K19059	seec:CFSAN002050_00350
ko:K19163	seec:CFSAN002050_05990
ko:K13740	seec:CFSAN002050_20690
ko:K15352	seec:CFSAN002050_20180
ko:K15351	seec:CFSAN002050_13420
ko:K16291	seec:CFSAN002050_17035
ko:K19238	seec:CFSAN002050_18445
ko:K19124	seec:CFSAN002050_21020
ko:K01710	seec:CFSAN002050_02495
ko:K19148	seec:CFSAN002050_01860
ko:K00336	seec:CFSAN002050_18545
ko:K22044	seec:CFSAN002050_10710
ko:K19125	seec:CFSAN002050_21015
ko:K19228	seec:CFSAN002050_14930
ko:K19126	seec:CFSAN002050_21010
ko:K15353	seec:CFSAN002050_15810
ko:K19234	seec:CFSAN002050_13260
ko:K19235	seec:CFSAN002050_10775
ko:K00590	seec:CFSAN002050_00480
ko:K19162	seec:CFSAN002050_08975
ko:K19168	seec:CFSAN002050_21580
ko:K19164	seec:CFSAN002050_05985
ko:K09951	seec:CFSAN002050_21000
ko:K19270	seec:CFSAN002050_18595
ko:K07497	seec:CFSAN002050_01675
ko:K07497	seec:CFSAN002050_01165
ko:K07497	seec:CFSAN002050_22125
ko:K07497	seec:CFSAN002050_19495
ko:K07497	seec:CFSAN002050_08080
ko:K07497	seec:CFSAN002050_08085
ko:K07497	seec:CFSAN002050_20145
ko:K01992	seec:CFSAN002050_10625
ko:K01992	seec:CFSAN002050_10630
ko:K01992	seec:CFSAN002050_24875
ko:K19265	seec:CFSAN002050_18970
ko:K01066	seec:CFSAN002050_03025
ko:K08348	seec:CFSAN002050_14245
ko:K03722	seec:CFSAN002050_15585
ko:K19416	seec:CFSAN002050_11815
ko:K03722	seec:CFSAN002050_10685
ko:K19335	seec:CFSAN002050_14795
ko:K19353	seec:CFSAN002050_03430
ko:K19267	seec:CFSAN002050_05410
ko:K19337	seec:CFSAN002050_15905
ko:K19304	seec:CFSAN002050_15920
ko:K19505	seec:CFSAN002050_06155
ko:K19334	seec:CFSAN002050_05755
ko:K19302	seec:CFSAN002050_10875
ko:K19270	seec:CFSAN002050_13010
ko:K19354	seec:CFSAN002050_25505
ko:K19336	seec:CFSAN002050_14800
ko:K19333	seec:CFSAN002050_15685
ko:K21637	seec:CFSAN002050_22595
ko:K01785	seec:CFSAN002050_02975
ko:K02485	seec:CFSAN002050_15230
ko:K03293	seec:CFSAN002050_02535
ko:K06884	seec:CFSAN002050_15105
ko:K06884	seec:CFSAN002050_13965
ko:K06884	seec:CFSAN002050_11990
ko:K19303	seec:CFSAN002050_13560
ko:K19510	seec:CFSAN002050_06185
ko:K19507	seec:CFSAN002050_06165
ko:K19611	seec:CFSAN002050_09535
ko:K19509	seec:CFSAN002050_09480
ko:K19506	seec:CFSAN002050_06160
ko:K02257	seec:CFSAN002050_08805
ko:K19508	seec:CFSAN002050_06170
ko:K19509	seec:CFSAN002050_06175
ko:K00525	seec:CFSAN002050_18310
ko:K02796	seec:CFSAN002050_15635
ko:K19592	seec:CFSAN002050_08360
ko:K19594	seec:CFSAN002050_08345
ko:K19709	seec:CFSAN002050_13175
ko:K19688	seec:CFSAN002050_10850
ko:K19745	seec:CFSAN002050_23850
ko:K19778	seec:CFSAN002050_14205
ko:K19776	seec:CFSAN002050_02045
ko:K07119	seec:CFSAN002050_14345
ko:K00799	seec:CFSAN002050_10860
ko:K06131	seec:CFSAN002050_10610
ko:K00799	seec:CFSAN002050_18670
ko:K06132	seec:CFSAN002050_12130
ko:K07147	seec:CFSAN002050_23855
ko:K15777	seec:CFSAN002050_22920
ko:K19784	seec:CFSAN002050_02120
ko:K07662	seec:CFSAN002050_03185
ko:K19802	seec:CFSAN002050_14865
ko:K01023	seec:CFSAN002050_22935
ko:K07497	seec:CFSAN002050_22450
ko:K07497	seec:CFSAN002050_22955
ko:K07497	seec:CFSAN002050_11090
ko:K07126	seec:CFSAN002050_08800
ko:K19803	seec:CFSAN002050_18065
ko:K19804	seec:CFSAN002050_15000
ko:K19810	seec:CFSAN002050_05075
ko:K07497	seec:CFSAN002050_08220
ko:K07497	seec:CFSAN002050_05660
ko:K07126	seec:CFSAN002050_08795
ko:K08970	seec:CFSAN002050_00960
ko:K07493	seec:CFSAN002050_09390
ko:K21636	seec:CFSAN002050_05680
ko:K20023	seec:CFSAN002050_25455
ko:K02483	seec:CFSAN002050_01065
ko:K20265	seec:CFSAN002050_18725
ko:K07686	seec:CFSAN002050_01825
ko:K20276	seec:CFSAN002050_20115
ko:K19591	seec:CFSAN002050_09105
ko:K01612	seec:CFSAN002050_20925
ko:K01236	seec:CFSAN002050_14195
ko:K20542	seec:CFSAN002050_25045
ko:K20534	seec:CFSAN002050_03845
ko:K20543	seec:CFSAN002050_25040
ko:K20534	seec:CFSAN002050_09405
ko:K20541	seec:CFSAN002050_25050
ko:K21394	seec:CFSAN002050_25325
ko:K22132	seec:CFSAN002050_21290
ko:K03195	seec:CFSAN002050_00320
ko:K20609	seec:CFSAN002050_14460
ko:K01214	seec:CFSAN002050_14185
ko:K02438	seec:CFSAN002050_24640
ko:K21029	seec:CFSAN002050_10810
ko:K21021	seec:CFSAN002050_20030
ko:K21084	seec:CFSAN002050_17550
ko:K21085	seec:CFSAN002050_16745
ko:K21086	seec:CFSAN002050_25015
ko:K21087	seec:CFSAN002050_15465
ko:K21089	seec:CFSAN002050_17800
ko:K08968	seec:CFSAN002050_15710
ko:K21090	seec:CFSAN002050_15615
ko:K00526	seec:CFSAN002050_20335
ko:K16711	seec:CFSAN002050_17430
ko:K00560	seec:CFSAN002050_21365
ko:K01520	seec:CFSAN002050_01575
ko:K04068	seec:CFSAN002050_05675
ko:K03676	seec:CFSAN002050_25480
ko:K00558	seec:CFSAN002050_00920
ko:K06217	seec:CFSAN002050_09960
ko:K02315	seec:CFSAN002050_06200
ko:K02314	seec:CFSAN002050_22435
ko:K09882	seec:CFSAN002050_00045
ko:K06223	seec:CFSAN002050_00235
ko:K00857	seec:CFSAN002050_15215
ko:K02316	seec:CFSAN002050_23040
ko:K06197	seec:CFSAN002050_15320
ko:K14744	seec:CFSAN002050_11500
ko:K09961	seec:CFSAN002050_11520
ko:K09960	seec:CFSAN002050_11530
ko:K07313	seec:CFSAN002050_15740
ko:K06903	seec:CFSAN002050_03830
ko:K06905	seec:CFSAN002050_03860
ko:K06866	seec:CFSAN002050_19910
ko:K06908	seec:CFSAN002050_03890
ko:K06907	seec:CFSAN002050_03895
ko:K06217	seec:CFSAN002050_12020
ko:K14744	seec:CFSAN002050_16125
ko:K02314	seec:CFSAN002050_16215
ko:K02315	seec:CFSAN002050_04180
ko:K14744	seec:CFSAN002050_04260
ko:K06909	seec:CFSAN002050_04280
ko:K09961	seec:CFSAN002050_04285
ko:K14059	seec:CFSAN002050_16330
ko:K06191	seec:CFSAN002050_20320
ko:K06223	seec:CFSAN002050_24380
ko:K02314	seec:CFSAN002050_04465
ko:K03546	seec:CFSAN002050_08570
ko:K00558	seec:CFSAN002050_16770
ko:K11089	seec:CFSAN002050_24555
ko:K00558	seec:CFSAN002050_16980
ko:K03292	seec:CFSAN002050_07200
ko:K21366	seec:CFSAN002050_17375
ko:K05934	seec:CFSAN002050_17095
ko:K02335	seec:CFSAN002050_02875
ko:K02483	seec:CFSAN002050_00995
ko:K03892	seec:CFSAN002050_17030
ko:K21393	seec:CFSAN002050_25330
ko:K21395	seec:CFSAN002050_25335
ko:K21449	seec:CFSAN002050_25425
ko:K21470	seec:CFSAN002050_11320
ko:K21602	seec:CFSAN002050_25305
ko:K21645	seec:CFSAN002050_10375
ko:K21739	seec:CFSAN002050_09430
ko:K21740	seec:CFSAN002050_09435
ko:K21741	seec:CFSAN002050_09440
ko:K21746	seec:CFSAN002050_09425
ko:K21698	seec:CFSAN002050_23805
ko:K21695	seec:CFSAN002050_23800
ko:K21759	seec:CFSAN002050_20930
ko:K21948	seec:CFSAN002050_20900
ko:K21990	seec:CFSAN002050_18895
ko:K22041	seec:CFSAN002050_12455
ko:K22015	seec:CFSAN002050_04670
ko:K22015	seec:CFSAN002050_04665
ko:K22024	seec:CFSAN002050_07310
ko:K22025	seec:CFSAN002050_20885
ko:K22051	seec:CFSAN002050_05145
ko:K03741	seec:CFSAN002050_17025
ko:K08319	seec:CFSAN002050_20905
ko:K22131	seec:CFSAN002050_20890
ko:K01816	seec:CFSAN002050_09205
ko:K14274	seec:CFSAN002050_20010
ko:K22130	seec:CFSAN002050_20895
ko:K03595	seec:CFSAN002050_19845
ko:K22129	seec:CFSAN002050_07305
ko:K22105	seec:CFSAN002050_03470
ko:K22104	seec:CFSAN002050_23670
ko:K22110	seec:CFSAN002050_03140
ko:K22110	seec:CFSAN002050_02950
ko:K22270	seec:CFSAN002050_17880
ko:K03079	seec:CFSAN002050_25350
ko:K08994	seec:CFSAN002050_14040
ko:K03078	seec:CFSAN002050_25345
ko:K03077	seec:CFSAN002050_25355
ko:K03077	seec:CFSAN002050_06950
ko:K15634	seec:CFSAN002050_06410
ko:K22397	seec:CFSAN002050_24615
ko:K22293	seec:CFSAN002050_13950
ko:K13566	seec:CFSAN002050_08140
ko:K11206	seec:CFSAN002050_09765
ko:K22488	seec:CFSAN002050_20670
ko:K22486	seec:CFSAN002050_20680
ko:K22489	seec:CFSAN002050_20915
ko:K22501	seec:CFSAN002050_15445
ko:K00424	seec:CFSAN002050_10265
ko:K22487	seec:CFSAN002050_20660
ko:K22505	seec:CFSAN002050_20655
ko:K22512	seec:CFSAN002050_20775
ko:K22504	seec:CFSAN002050_20790
ko:K22506	seec:CFSAN002050_20770
ko:K22507	seec:CFSAN002050_20750
ko:K22508	seec:CFSAN002050_20745
ko:K22509	seec:CFSAN002050_20740
ko:K22510	seec:CFSAN002050_20735
ko:K22511	seec:CFSAN002050_20785
ko:K22513	seec:CFSAN002050_20765
ko:K22514	seec:CFSAN002050_20760
