ko:K22350	ppun:PP4_25610
ko:K21834	ppun:PP4_03380
ko:K21830	ppun:PP4_51930
ko:K21826	ppun:PP4_21280
ko:K21883	ppun:PP4_22550
ko:K21832	ppun:PP4_03430
ko:K21990	ppun:PP4_10980
ko:K05802	ppun:PP4_45670
ko:K22044	ppun:PP4_14610
ko:K00043	ppun:PP4_31900
ko:K03741	ppun:PP4_30780
ko:K01816	ppun:PP4_14680
ko:K22132	ppun:PP4_41860
ko:K22067	ppun:PP4_37550
ko:K22294	ppun:PP4_17730
ko:K22082	ppun:PP4_21650
ko:K22083	ppun:PP4_21660
ko:K03595	ppun:PP4_09840
ko:K07183	ppun:PP4_37560
ko:K00302	ppun:PP4_03520
ko:K00304	ppun:PP4_03510
ko:K00304	ppun:PP4_19930
ko:K00302	ppun:PP4_19920
ko:K22187	ppun:PP4_20470
ko:K22187	ppun:PP4_31410
ko:K08994	ppun:PP4_12020
ko:K08994	ppun:PP4_44510
ko:K16048	ppun:PP4_27240
ko:K22292	ppun:PP4_40070
ko:K22250	ppun:PP4_50710
ko:K22296	ppun:PP4_17760
ko:K22345	ppun:PP4_44970
ko:K22303	ppun:PP4_02270
ko:K02257	ppun:PP4_01020
ko:K02257	ppun:PP4_44640
ko:K11391	ppun:PP4_07090
ko:K01593	ppun:PP4_33460
ko:K11206	ppun:PP4_43690
ko:K13566	ppun:PP4_44150
ko:K22491	ppun:PP4_26300
ko:K22491	ppun:PP4_07300
ko:K22491	ppun:PP4_45390
ko:K22468	ppun:PP4_03100
ko:K22510	ppun:PP4_16720
ko:K22504	ppun:PP4_16620
ko:K22506	ppun:PP4_16650
ko:K22507	ppun:PP4_16690
ko:K22508	ppun:PP4_16700
ko:K22509	ppun:PP4_16710
ko:K22511	ppun:PP4_16630
ko:K22512	ppun:PP4_16800
ko:K22513	ppun:PP4_16660
ko:K22551	ppun:PP4_47300
