ko:K00984	senn:SN31241_23340
ko:K06909	senn:SN31241_18230
ko:K01520	senn:SN31241_1480
ko:K03676	senn:SN31241_1780
ko:K03292	senn:SN31241_11350
ko:K05934	senn:SN31241_31280
ko:K00713	senn:SN31241_29530
ko:K00713	senn:SN31241_29540
ko:K03892	senn:SN31241_31150
ko:K21393	senn:SN31241_2110
ko:K21395	senn:SN31241_2100
ko:K21449	senn:SN31241_1910
ko:K21470	senn:SN31241_20080
ko:K21430	senn:SN31241_19160
ko:K21602	senn:SN31241_2160
ko:K21645	senn:SN31241_17630
ko:K21739	senn:SN31241_15670
ko:K21740	senn:SN31241_15680
ko:K21741	senn:SN31241_15690
ko:K21746	senn:SN31241_15660
ko:K21698	senn:SN31241_44910
ko:K21695	senn:SN31241_44900
ko:K21948	senn:SN31241_40100
ko:K21990	senn:SN31241_35010
ko:K22041	senn:SN31241_22810
ko:K22015	senn:SN31241_6040
ko:K22015	senn:SN31241_6030
ko:K22024	senn:SN31241_11520
ko:K22025	senn:SN31241_40070
ko:K22051	senn:SN31241_7360
ko:K03741	senn:SN31241_31140
ko:K08319	senn:SN31241_40110
ko:K22131	senn:SN31241_40080
ko:K01816	senn:SN31241_15240
ko:K14274	senn:SN31241_37790
ko:K22130	senn:SN31241_40090
ko:K03595	senn:SN31241_36910
ko:K22129	senn:SN31241_11510
ko:K22105	senn:SN31241_45600
ko:K22104	senn:SN31241_44640
ko:K22110	senn:SN31241_46790
ko:K22110	senn:SN31241_21980
ko:K22110	senn:SN31241_47230
ko:K22270	senn:SN31241_32870
ko:K03079	senn:SN31241_2070
ko:K08994	senn:SN31241_26000
ko:K03078	senn:SN31241_2080
ko:K03077	senn:SN31241_2060
ko:K03077	senn:SN31241_10820
ko:K15634	senn:SN31241_9620
ko:K22397	senn:SN31241_3610
ko:K22293	senn:SN31241_25820
ko:K13566	senn:SN31241_13050
ko:K11206	senn:SN31241_16370
ko:K22488	senn:SN31241_39660
ko:K22486	senn:SN31241_39680
ko:K22489	senn:SN31241_40130
ko:K00424	senn:SN31241_17450
ko:K22487	senn:SN31241_39640
ko:K22505	senn:SN31241_39630
ko:K22512	senn:SN31241_39870
ko:K22504	senn:SN31241_39900
ko:K22506	senn:SN31241_39860
ko:K22507	senn:SN31241_39820
ko:K22508	senn:SN31241_39810
ko:K22509	senn:SN31241_39800
ko:K22510	senn:SN31241_39790
ko:K22511	senn:SN31241_39890
ko:K22513	senn:SN31241_39850
ko:K22514	senn:SN31241_39840
