ko:K07591	eok:G2583_3841
ko:K19778	eok:G2583_4244
ko:K19780	eok:G2583_1697
ko:K07493	eok:G2583_1912
ko:K00799	eok:G2583_1068
ko:K07484	eok:G2583_3628
ko:K06131	eok:G2583_1017
ko:K00799	eok:G2583_2838
ko:K01612	eok:G2583_3386
ko:K06132	eok:G2583_1305
ko:K07147	eok:G2583_2421
ko:K07119	eok:G2583_1810
ko:K15777	eok:G2583_3765
ko:K07497	eok:G2583_3657
ko:K19784	eok:G2583_4504
ko:K13069	eok:G2583_1902
ko:K19802	eok:G2583_1672
ko:K12137	eok:G2583_3005
ko:K07493	eok:G2583_1594
ko:K07494	eok:G2583_3640
ko:K19803	eok:G2583_2717
ko:K19804	eok:G2583_1621
ko:K19810	eok:G2583_4973
ko:K19956	eok:G2583_4840
ko:K19997	eok:G2583_2565
ko:K19956	eok:G2583_3590
ko:K20265	eok:G2583_1855
ko:K07686	eok:G2583_4460
ko:K20264	eok:G2583_0476
ko:K20542	eok:G2583_4267
ko:K20543	eok:G2583_4266
ko:K20552	eok:G2583_4443
ko:K20541	eok:G2583_4268
ko:K22443	eok:G2583_2249
ko:K22111	eok:G2583_5110
ko:K22132	eok:G2583_3466
ko:K02438	eok:G2583_4132
ko:K20883	eok:G2583_2558
ko:K02790	eok:G2583_2015
ko:K02791	eok:G2583_2015
ko:K21029	eok:G2583_1054
ko:K21084	eok:G2583_2592
ko:K21085	eok:G2583_2407
ko:K21086	eok:G2583_4261
ko:K21087	eok:G2583_1457
ko:K21088	eok:G2583_1690
ko:K21089	eok:G2583_2664
ko:K21021	eok:G2583_3186
ko:K21028	eok:G2583_2203
ko:K21090	eok:G2583_2263
ko:K21091	eok:G2583_1688
ko:K21039	eok:G2583_0939
ko:K00525	eok:G2583_3323
ko:K00526	eok:G2583_3324
ko:K04068	eok:G2583_5066
ko:K06952	eok:G2583_5180
ko:K01160	eok:G2583_5192
ko:K07313	eok:G2583_0307
ko:K01160	eok:G2583_1552
ko:K14744	eok:G2583_1560
ko:K07474	eok:G2583_1565
ko:K21039	eok:G2583_1591
ko:K06906	eok:G2583_2149
ko:K06908	eok:G2583_2153
ko:K06907	eok:G2583_2154
ko:K06905	eok:G2583_2155
ko:K02316	eok:G2583_3790
ko:K14059	eok:G2583_0346
ko:K00560	eok:G2583_3481
ko:K09960	eok:G2583_3118
ko:K09961	eok:G2583_3120
ko:K06866	eok:G2583_3161
ko:K07313	eok:G2583_0964
ko:K14744	eok:G2583_0971
ko:K07336	eok:G2583_1032
ko:K14744	eok:G2583_1941
ko:K03546	eok:G2583_0505
ko:K03676	eok:G2583_4349
ko:K06217	eok:G2583_0823
ko:K07313	eok:G2583_2288
ko:K03546	eok:G2583_3286
ko:K06191	eok:G2583_3321
ko:K01520	eok:G2583_4376
ko:K07455	eok:G2583_1699
ko:K06223	eok:G2583_4084
ko:K06217	eok:G2583_1255
ko:K06197	eok:G2583_1489
ko:K00857	eok:G2583_1512
ko:K06903	eok:G2583_2140
ko:K00558	eok:G2583_2412
ko:K14744	eok:G2583_2455
ko:K02314	eok:G2583_4876
ko:K07497	eok:G2583_3646
ko:K07497	eok:G2583_pO550044
ko:K07493	eok:G2583_3642
ko:K00525	eok:G2583_2772
ko:K02335	eok:G2583_4662
ko:K21449	eok:G2583_4341
ko:K21470	eok:G2583_1160
ko:K22105	eok:G2583_4778
ko:K21498	eok:G2583_0596
ko:K01451	eok:G2583_4776
ko:K21511	eok:G2583_0695
ko:K21512	eok:G2583_0692
ko:K21498	eok:G2583_1840
ko:K21739	eok:G2583_0403
ko:K21740	eok:G2583_0402
ko:K21741	eok:G2583_0400
ko:K21742	eok:G2583_3784
ko:K21746	eok:G2583_0404
ko:K21698	eok:G2583_3963
ko:K21695	eok:G2583_3962
ko:K21759	eok:G2583_3385
ko:K00875	eok:G2583_2621
ko:K02334	eok:G2583_3135
ko:K21936	eok:G2583_4238
ko:K21963	eok:G2583_0386
ko:K21965	eok:G2583_0384
ko:K21966	eok:G2583_0383
ko:K21974	eok:G2583_1418
ko:K21975	eok:G2583_1420
ko:K21968	eok:G2583_0381
ko:K21976	eok:G2583_1421
ko:K21990	eok:G2583_2883
ko:K22041	eok:G2583_1371
ko:K22051	eok:G2583_4986
ko:K22014	eok:G2583_0691
ko:K21964	eok:G2583_0385
ko:K21967	eok:G2583_0382
ko:K21972	eok:G2583_1415
ko:K01816	eok:G2583_0628
ko:K05275	eok:G2583_1764
ko:K03595	eok:G2583_3147
ko:K22104	eok:G2583_3946
ko:K22110	eok:G2583_5112
ko:K22110	eok:G2583_4675
ko:K22214	eok:G2583_3574
ko:K22270	eok:G2583_2678
ko:K08994	eok:G2583_1885
ko:K03077	eok:G2583_0064
ko:K22300	eok:G2583_1540
ko:K15634	eok:G2583_5254
ko:K22300	eok:G2583_2476
ko:K22304	eok:G2583_2479
ko:K22302	eok:G2583_3258
ko:K22302	eok:G2583_1964
ko:K22304	eok:G2583_1534
ko:K22304	eok:G2583_1968
ko:K22293	eok:G2583_1907
ko:K22302	eok:G2583_1541
ko:K22302	eok:G2583_2475
ko:K13566	eok:G2583_0255
ko:K11206	eok:G2583_0789
ko:K22489	eok:G2583_3388
ko:K07319	eok:G2583_pO550159
ko:K00424	eok:G2583_0901
ko:K22504	eok:G2583_3514
ko:K22511	eok:G2583_3513
