ko:K19296	ppb:PPUBIRD1_4283
ko:K11384	ppb:PPUBIRD1_0161
ko:K01729	ppb:PPUBIRD1_4280
ko:K06970	ppb:PPUBIRD1_1027
ko:K09472	ppb:PPUBIRD1_3091
ko:K02030	ppb:PPUBIRD1_4454
ko:K02030	ppb:PPUBIRD1_2199
ko:K02030	ppb:PPUBIRD1_0308
ko:K02030	ppb:PPUBIRD1_0700
ko:K02030	ppb:PPUBIRD1_4739
ko:K06016	ppb:PPUBIRD1_3138
ko:K06016	ppb:PPUBIRD1_0665
ko:K06016	ppb:PPUBIRD1_1786
ko:K00114	ppb:PPUBIRD1_2997
ko:K14742	ppb:PPUBIRD1_4052
ko:K06148	ppb:PPUBIRD1_3853
ko:K09810	ppb:PPUBIRD1_3499
ko:K01485	ppb:PPUBIRD1_2549
ko:K06075	ppb:PPUBIRD1_1385
ko:K03559	ppb:PPUBIRD1_5100
ko:K06075	ppb:PPUBIRD1_0204
ko:K03559	ppb:PPUBIRD1_3725
ko:K17716	ppb:PPUBIRD1_3833
ko:K00265	ppb:PPUBIRD1_4865
ko:K11383	ppb:PPUBIRD1_0160
ko:K07794	ppb:PPUBIRD1_4140
ko:K00114	ppb:PPUBIRD1_3002
ko:K11441	ppb:PPUBIRD1_2402
ko:K00032	ppb:PPUBIRD1_2404
ko:K02226	ppb:PPUBIRD1_3937
ko:K01426	ppb:PPUBIRD1_2627
ko:K01426	ppb:PPUBIRD1_2722
ko:K00042	ppb:PPUBIRD1_1557
ko:K00108	ppb:PPUBIRD1_0085
ko:K00108	ppb:PPUBIRD1_4853
ko:K00128	ppb:PPUBIRD1_5052
ko:K01426	ppb:PPUBIRD1_2803
ko:K16872	ppb:PPUBIRD1_1353
ko:K01467	ppb:PPUBIRD1_2858
ko:K03719	ppb:PPUBIRD1_4559
ko:K03719	ppb:PPUBIRD1_1544
ko:K03719	ppb:PPUBIRD1_5065
ko:K03767	ppb:PPUBIRD1_1358
ko:K03574	ppb:PPUBIRD1_4214
ko:K16011	ppb:PPUBIRD1_4284
ko:K04065	ppb:PPUBIRD1_4408
ko:K12255	ppb:PPUBIRD1_1376
ko:K12976	ppb:PPUBIRD1_0783
ko:K07215	ppb:PPUBIRD1_1055
ko:K12253	ppb:PPUBIRD1_2039
ko:K13490	ppb:PPUBIRD1_4067
ko:K02030	ppb:PPUBIRD1_4764
ko:K17226	ppb:PPUBIRD1_2999
ko:K03417	ppb:PPUBIRD1_3352
ko:K02030	ppb:PPUBIRD1_2033
ko:K08316	ppb:PPUBIRD1_4904
ko:K02030	ppb:PPUBIRD1_0562
ko:K17315	ppb:PPUBIRD1_1065
ko:K01802	ppb:PPUBIRD1_1538
ko:K16841	ppb:PPUBIRD1_1541
ko:K17316	ppb:PPUBIRD1_1066
ko:K02030	ppb:PPUBIRD1_1586
ko:K17325	ppb:PPUBIRD1_3393
ko:K17323	ppb:PPUBIRD1_3391
ko:K17321	ppb:PPUBIRD1_3389
ko:K02030	ppb:PPUBIRD1_4812
ko:K17317	ppb:PPUBIRD1_1067
ko:K02028	ppb:PPUBIRD1_2195
ko:K17103	ppb:PPUBIRD1_0776
ko:K02030	ppb:PPUBIRD1_2164
ko:K19609	ppb:PPUBIRD1_0573
ko:K04091	ppb:PPUBIRD1_0264
ko:K19611	ppb:PPUBIRD1_3412
ko:K02028	ppb:PPUBIRD1_0309
ko:K02052	ppb:PPUBIRD1_0449
ko:K03457	ppb:PPUBIRD1_1542
ko:K03457	ppb:PPUBIRD1_2145
ko:K17060	ppb:PPUBIRD1_1117
ko:K17061	ppb:PPUBIRD1_1116
ko:K17324	ppb:PPUBIRD1_3394
ko:K17247	ppb:PPUBIRD1_4375
ko:K17103	ppb:PPUBIRD1_4377
ko:K05603	ppb:PPUBIRD1_4825
ko:K02028	ppb:PPUBIRD1_2092
ko:K00951	ppb:PPUBIRD1_3961
ko:K17218	ppb:PPUBIRD1_0082
ko:K01897	ppb:PPUBIRD1_1348
ko:K01897	ppb:PPUBIRD1_1349
ko:K17713	ppb:PPUBIRD1_0907
ko:K15555	ppb:PPUBIRD1_0266
ko:K10112	ppb:PPUBIRD1_1068
ko:K10439	ppb:PPUBIRD1_3224
ko:K02029	ppb:PPUBIRD1_4811
ko:K01990	ppb:PPUBIRD1_3008
ko:K01990	ppb:PPUBIRD1_3730
ko:K07576	ppb:PPUBIRD1_3837
ko:K01992	ppb:PPUBIRD1_1615
ko:K01990	ppb:PPUBIRD1_1614
ko:K01992	ppb:PPUBIRD1_3009
ko:K01992	ppb:PPUBIRD1_3729
ko:K07576	ppb:PPUBIRD1_2481
ko:K17686	ppb:PPUBIRD1_0636
ko:K01533	ppb:PPUBIRD1_1595
ko:K18139	ppb:PPUBIRD1_4176
ko:K17723	ppb:PPUBIRD1_1782
ko:K03892	ppb:PPUBIRD1_2954
ko:K03566	ppb:PPUBIRD1_0704
ko:K03566	ppb:PPUBIRD1_2589
ko:K06518	ppb:PPUBIRD1_4320
ko:K03566	ppb:PPUBIRD1_4445
ko:K05540	ppb:PPUBIRD1_4603
ko:K17758	ppb:PPUBIRD1_4686
ko:K11928	ppb:PPUBIRD1_4729
ko:K01791	ppb:PPUBIRD1_3800
ko:K19746	ppb:PPUBIRD1_3408
ko:K07263	ppb:PPUBIRD1_4902
ko:K07263	ppb:PPUBIRD1_4903
ko:K01658	ppb:PPUBIRD1_0457
ko:K00537	ppb:PPUBIRD1_4029
ko:K00248	ppb:PPUBIRD1_4732
ko:K07577	ppb:PPUBIRD1_1156
ko:K00632	ppb:PPUBIRD1_3517
ko:K00344	ppb:PPUBIRD1_0101
ko:K00018	ppb:PPUBIRD1_0809
ko:K00661	ppb:PPUBIRD1_4956
ko:K00138	ppb:PPUBIRD1_2995
ko:K00128	ppb:PPUBIRD1_2101
ko:K17735	ppb:PPUBIRD1_0331
ko:K00135	ppb:PPUBIRD1_0236
ko:K01497	ppb:PPUBIRD1_0563
ko:K02614	ppb:PPUBIRD1_2491
ko:K17737	ppb:PPUBIRD1_2614
ko:K17736	ppb:PPUBIRD1_0334
ko:K00249	ppb:PPUBIRD1_3245
ko:K02614	ppb:PPUBIRD1_0270
ko:K01007	ppb:PPUBIRD1_3571
ko:K00146	ppb:PPUBIRD1_2327
ko:K07003	ppb:PPUBIRD1_2663
ko:K07003	ppb:PPUBIRD1_2913
ko:K07003	ppb:PPUBIRD1_3632
ko:K18028	ppb:PPUBIRD1_1863
ko:K13995	ppb:PPUBIRD1_1867
ko:K18030	ppb:PPUBIRD1_1860
ko:K01133	ppb:PPUBIRD1_0106
ko:K17989	ppb:PPUBIRD1_2805
ko:K07506	ppb:PPUBIRD1_3649
ko:K00130	ppb:PPUBIRD1_0751
ko:K18138	ppb:PPUBIRD1_0957
ko:K00004	ppb:PPUBIRD1_0602
ko:K00108	ppb:PPUBIRD1_2104
ko:K00091	ppb:PPUBIRD1_2703
ko:K01758	ppb:PPUBIRD1_1304
ko:K18093	ppb:PPUBIRD1_1242
ko:K01046	ppb:PPUBIRD1_4641
ko:K09017	ppb:PPUBIRD1_0644
ko:K18029	ppb:PPUBIRD1_1861
ko:K03585	ppb:PPUBIRD1_0958
ko:K21430	ppb:PPUBIRD1_3453
ko:K00557	ppb:PPUBIRD1_4350
ko:K07222	ppb:PPUBIRD1_2221
ko:K01473	ppb:PPUBIRD1_2279
ko:K03566	ppb:PPUBIRD1_3475
ko:K01267	ppb:PPUBIRD1_3887
ko:K18118	ppb:PPUBIRD1_0183
ko:K00523	ppb:PPUBIRD1_5008
ko:K03769	ppb:PPUBIRD1_2308
ko:K14055	ppb:PPUBIRD1_2482
ko:K07165	ppb:PPUBIRD1_0867
ko:K07165	ppb:PPUBIRD1_3459
ko:K07165	ppb:PPUBIRD1_4302
ko:K07165	ppb:PPUBIRD1_0917
ko:K07165	ppb:PPUBIRD1_3579
ko:K01414	ppb:PPUBIRD1_0126
ko:K16088	ppb:PPUBIRD1_0300
ko:K09458	ppb:PPUBIRD1_2919
ko:K14055	ppb:PPUBIRD1_2929
ko:K06995	ppb:PPUBIRD1_2933
ko:K00979	ppb:PPUBIRD1_3811
ko:K07165	ppb:PPUBIRD1_0387
ko:K07165	ppb:PPUBIRD1_2216
ko:K07165	ppb:PPUBIRD1_2239
ko:K18298	ppb:PPUBIRD1_2363
ko:K18299	ppb:PPUBIRD1_2362
ko:K18300	ppb:PPUBIRD1_2361
ko:K18306	ppb:PPUBIRD1_3589
ko:K18307	ppb:PPUBIRD1_3588
ko:K13629	ppb:PPUBIRD1_2989
ko:K22349	ppb:PPUBIRD1_2303
ko:K02230	ppb:PPUBIRD1_2289
ko:K07263	ppb:PPUBIRD1_4905
ko:K07263	ppb:PPUBIRD1_4906
ko:K07690	ppb:PPUBIRD1_2377
ko:K01652	ppb:PPUBIRD1_2416
ko:K11102	ppb:PPUBIRD1_2430
ko:K07107	ppb:PPUBIRD1_2454
ko:K00404	ppb:PPUBIRD1_1601
ko:K00404	ppb:PPUBIRD1_1602
ko:K03435	ppb:PPUBIRD1_0837
ko:K11073	ppb:PPUBIRD1_2585
ko:K11073	ppb:PPUBIRD1_3456
ko:K12256	ppb:PPUBIRD1_3471
ko:K02624	ppb:PPUBIRD1_0052
ko:K03582	ppb:PPUBIRD1_4372
ko:K02035	ppb:PPUBIRD1_1850
ko:K06076	ppb:PPUBIRD1_1889
ko:K02411	ppb:PPUBIRD1_4471
ko:K11735	ppb:PPUBIRD1_2824
ko:K11735	ppb:PPUBIRD1_2825
ko:K11735	ppb:PPUBIRD1_4508
ko:K00763	ppb:PPUBIRD1_2069
ko:K00019	ppb:PPUBIRD1_2916
ko:K03300	ppb:PPUBIRD1_2925
ko:K01652	ppb:PPUBIRD1_1201
ko:K01897	ppb:PPUBIRD1_2090
ko:K02029	ppb:PPUBIRD1_2093
ko:K03406	ppb:PPUBIRD1_2096
ko:K00763	ppb:PPUBIRD1_2128
ko:K03576	ppb:PPUBIRD1_2977
ko:K16090	ppb:PPUBIRD1_2178
ko:K00694	ppb:PPUBIRD1_3055
ko:K15461	ppb:PPUBIRD1_3861
ko:K18138	ppb:PPUBIRD1_2336
ko:K11747	ppb:PPUBIRD1_0756
ko:K03579	ppb:PPUBIRD1_4555
ko:K11073	ppb:PPUBIRD1_2043
ko:K18301	ppb:PPUBIRD1_4045
ko:K18303	ppb:PPUBIRD1_4043
ko:K00138	ppb:PPUBIRD1_0594
ko:K18297	ppb:PPUBIRD1_3581
ko:K18297	ppb:PPUBIRD1_2058
ko:K01139	ppb:PPUBIRD1_5095
ko:K16234	ppb:PPUBIRD1_4819
ko:K18480	ppb:PPUBIRD1_0168
ko:K00681	ppb:PPUBIRD1_2258
ko:K00681	ppb:PPUBIRD1_4355
ko:K02650	ppb:PPUBIRD1_0687
ko:K18691	ppb:PPUBIRD1_1086
ko:K18650	ppb:PPUBIRD1_1854
ko:K21645	ppb:PPUBIRD1_0006
ko:K18841	ppb:PPUBIRD1_0817
ko:K18800	ppb:PPUBIRD1_4992
ko:K18893	ppb:PPUBIRD1_1357
ko:K20862	ppb:PPUBIRD1_5026
ko:K00466	ppb:PPUBIRD1_1202
ko:K18893	ppb:PPUBIRD1_3062
ko:K01971	ppb:PPUBIRD1_2515
ko:K09892	ppb:PPUBIRD1_4997
ko:K18954	ppb:PPUBIRD1_2256
ko:K18954	ppb:PPUBIRD1_2625
ko:K18850	ppb:PPUBIRD1_1797
ko:K18930	ppb:PPUBIRD1_4440
ko:K03496	ppb:PPUBIRD1_4859
ko:K03496	ppb:PPUBIRD1_1517
ko:K03496	ppb:PPUBIRD1_3275
ko:K03169	ppb:PPUBIRD1_1795
ko:K03497	ppb:PPUBIRD1_0066
ko:K03496	ppb:PPUBIRD1_0067
ko:K03502	ppb:PPUBIRD1_1887
ko:K03502	ppb:PPUBIRD1_1888
ko:K03497	ppb:PPUBIRD1_2742
ko:K03502	ppb:PPUBIRD1_2745
ko:K12203	ppb:PPUBIRD1_4493
ko:K12204	ppb:PPUBIRD1_4494
ko:K12217	ppb:PPUBIRD1_4498
ko:K12206	ppb:PPUBIRD1_4499
ko:K12213	ppb:PPUBIRD1_4505
ko:K12214	ppb:PPUBIRD1_4506
ko:K11811	ppb:PPUBIRD1_2957
ko:K03496	ppb:PPUBIRD1_2124
ko:K03646	ppb:PPUBIRD1_1258
ko:K03646	ppb:PPUBIRD1_1259
ko:K07665	ppb:PPUBIRD1_3496
ko:K03761	ppb:PPUBIRD1_4160
ko:K07215	ppb:PPUBIRD1_3098
ko:K07483	ppb:PPUBIRD1_4536
ko:K03976	ppb:PPUBIRD1_1127
ko:K19055	ppb:PPUBIRD1_0230
ko:K03526	ppb:PPUBIRD1_0904
ko:K18981	ppb:PPUBIRD1_1845
ko:K21405	ppb:PPUBIRD1_3395
ko:K00335	ppb:PPUBIRD1_1727
ko:K18979	ppb:PPUBIRD1_4687
ko:K18997	ppb:PPUBIRD1_4634
ko:K02663	ppb:PPUBIRD1_4871
ko:K06858	ppb:PPUBIRD1_0565
ko:K00148	ppb:PPUBIRD1_0359
ko:K19155	ppb:PPUBIRD1_2910
ko:K19156	ppb:PPUBIRD1_2909
ko:K03668	ppb:PPUBIRD1_3969
ko:K03458	ppb:PPUBIRD1_1565
ko:K12979	ppb:PPUBIRD1_1329
ko:K09017	ppb:PPUBIRD1_1781
ko:K12976	ppb:PPUBIRD1_2578
ko:K03293	ppb:PPUBIRD1_1109
ko:K01154	ppb:PPUBIRD1_4451
ko:K06992	ppb:PPUBIRD1_2880
ko:K16291	ppb:PPUBIRD1_3365
ko:K01505	ppb:PPUBIRD1_3642
ko:K07749	ppb:PPUBIRD1_4084
ko:K01710	ppb:PPUBIRD1_1484
ko:K01710	ppb:PPUBIRD1_3827
ko:K05799	ppb:PPUBIRD1_3400
ko:K09017	ppb:PPUBIRD1_1561
ko:K01239	ppb:PPUBIRD1_3218
ko:K00344	ppb:PPUBIRD1_5006
ko:K03446	ppb:PPUBIRD1_4290
ko:K12979	ppb:PPUBIRD1_3264
ko:K19168	ppb:PPUBIRD1_4132
ko:K19221	ppb:PPUBIRD1_3945
ko:K00336	ppb:PPUBIRD1_1726
ko:K06867	ppb:PPUBIRD1_3777
ko:K01066	ppb:PPUBIRD1_1631
ko:K19290	ppb:PPUBIRD1_4274
ko:K01992	ppb:PPUBIRD1_5004
ko:K03722	ppb:PPUBIRD1_1171
ko:K04771	ppb:PPUBIRD1_4126
ko:K19293	ppb:PPUBIRD1_4279
ko:K19294	ppb:PPUBIRD1_4281
ko:K19295	ppb:PPUBIRD1_4282
ko:K02031	ppb:PPUBIRD1_1852
ko:K00059	ppb:PPUBIRD1_3761
ko:K03574	ppb:PPUBIRD1_2506
ko:K01795	ppb:PPUBIRD1_4278
ko:K19337	ppb:PPUBIRD1_0019
ko:K19337	ppb:PPUBIRD1_1071
ko:K19416	ppb:PPUBIRD1_1823
ko:K01785	ppb:PPUBIRD1_1210
ko:K19353	ppb:PPUBIRD1_3101
ko:K19291	ppb:PPUBIRD1_4275
ko:K19292	ppb:PPUBIRD1_4276
ko:K19302	ppb:PPUBIRD1_4596
ko:K21699	ppb:PPUBIRD1_0645
ko:K15669	ppb:PPUBIRD1_1474
ko:K06884	ppb:PPUBIRD1_2505
ko:K06884	ppb:PPUBIRD1_2526
ko:K19610	ppb:PPUBIRD1_3965
ko:K19609	ppb:PPUBIRD1_3964
ko:K11209	ppb:PPUBIRD1_1746
ko:K19610	ppb:PPUBIRD1_0574
ko:K19577	ppb:PPUBIRD1_2412
ko:K19577	ppb:PPUBIRD1_3147
ko:K19577	ppb:PPUBIRD1_3319
ko:K03446	ppb:PPUBIRD1_3586
ko:K00799	ppb:PPUBIRD1_4215
ko:K19591	ppb:PPUBIRD1_0635
ko:K19713	ppb:PPUBIRD1_1958
ko:K00992	ppb:PPUBIRD1_0444
ko:K07315	ppb:PPUBIRD1_3042
ko:K07165	ppb:PPUBIRD1_3261
ko:K07666	ppb:PPUBIRD1_2959
ko:K07645	ppb:PPUBIRD1_2958
ko:K01003	ppb:PPUBIRD1_4171
ko:K06132	ppb:PPUBIRD1_5070
ko:K00799	ppb:PPUBIRD1_3731
ko:K19784	ppb:PPUBIRD1_1712
ko:K06131	ppb:PPUBIRD1_2510
ko:K07147	ppb:PPUBIRD1_4376
ko:K07119	ppb:PPUBIRD1_3796
ko:K15777	ppb:PPUBIRD1_3746
ko:K17722	ppb:PPUBIRD1_1783
ko:K13028	ppb:PPUBIRD1_2719
ko:K19803	ppb:PPUBIRD1_0278
ko:K00380	ppb:PPUBIRD1_3913
ko:K09796	ppb:PPUBIRD1_3305
ko:K09796	ppb:PPUBIRD1_4623
ko:K06889	ppb:PPUBIRD1_0043
ko:K20034	ppb:PPUBIRD1_2436
ko:K09471	ppb:PPUBIRD1_5067
ko:K20971	ppb:PPUBIRD1_4564
ko:K20276	ppb:PPUBIRD1_0852
ko:K20807	ppb:PPUBIRD1_2724
ko:K20444	ppb:PPUBIRD1_1485
ko:K00632	ppb:PPUBIRD1_2492
ko:K20455	ppb:PPUBIRD1_3350
ko:K20543	ppb:PPUBIRD1_3052
ko:K09788	ppb:PPUBIRD1_3349
ko:K20541	ppb:PPUBIRD1_3054
ko:K20972	ppb:PPUBIRD1_4608
ko:K01214	ppb:PPUBIRD1_1769
ko:K11529	ppb:PPUBIRD1_1556
ko:K20881	ppb:PPUBIRD1_0286
ko:K14055	ppb:PPUBIRD1_2484
ko:K14055	ppb:PPUBIRD1_2576
ko:K21001	ppb:PPUBIRD1_3529
ko:K21062	ppb:PPUBIRD1_1293
ko:K13877	ppb:PPUBIRD1_1292
ko:K13877	ppb:PPUBIRD1_2190
ko:K00821	ppb:PPUBIRD1_0409
ko:K21137	ppb:PPUBIRD1_4968
ko:K21021	ppb:PPUBIRD1_4369
ko:K20973	ppb:PPUBIRD1_3740
ko:K20974	ppb:PPUBIRD1_1679
ko:K20975	ppb:PPUBIRD1_3012
ko:K00840	ppb:PPUBIRD1_1421
ko:K20976	ppb:PPUBIRD1_1497
ko:K20977	ppb:PPUBIRD1_1496
ko:K20978	ppb:PPUBIRD1_1495
ko:K21053	ppb:PPUBIRD1_0641
ko:K07689	ppb:PPUBIRD1_1751
ko:K13877	ppb:PPUBIRD1_3095
ko:K21024	ppb:PPUBIRD1_0965
ko:K21029	ppb:PPUBIRD1_0781
ko:K21023	ppb:PPUBIRD1_2211
ko:K21060	ppb:PPUBIRD1_1291
ko:K08968	ppb:PPUBIRD1_3738
ko:K21136	ppb:PPUBIRD1_4969
ko:K21134	ppb:PPUBIRD1_4967
ko:K21218	ppb:PPUBIRD1_1137
ko:K03553	ppb:PPUBIRD1_3987
ko:K03676	ppb:PPUBIRD1_4842
ko:K00287	ppb:PPUBIRD1_4922
ko:K00560	ppb:PPUBIRD1_4932
ko:K01520	ppb:PPUBIRD1_5080
ko:K07336	ppb:PPUBIRD1_0913
ko:K03676	ppb:PPUBIRD1_2709
ko:K06223	ppb:PPUBIRD1_2746
ko:K02315	ppb:PPUBIRD1_2780
ko:K00558	ppb:PPUBIRD1_2790
ko:K03546	ppb:PPUBIRD1_3627
ko:K14059	ppb:PPUBIRD1_2799
ko:K06217	ppb:PPUBIRD1_4570
ko:K02314	ppb:PPUBIRD1_4663
ko:K02316	ppb:PPUBIRD1_0426
ko:K02483	ppb:PPUBIRD1_3281
ko:K00525	ppb:PPUBIRD1_1220
ko:K02335	ppb:PPUBIRD1_0151
ko:K20938	ppb:PPUBIRD1_2265
ko:K22468	ppb:PPUBIRD1_0755
ko:K07709	ppb:PPUBIRD1_2369
ko:K12205	ppb:PPUBIRD1_4495
ko:K02032	ppb:PPUBIRD1_1853
ko:K02482	ppb:PPUBIRD1_2730
ko:K05375	ppb:PPUBIRD1_1971
ko:K00526	ppb:PPUBIRD1_1218
ko:K03862	ppb:PPUBIRD1_2026
ko:K20938	ppb:PPUBIRD1_0245
ko:K21416	ppb:PPUBIRD1_0605
ko:K21417	ppb:PPUBIRD1_0604
ko:K02483	ppb:PPUBIRD1_2338
ko:K02483	ppb:PPUBIRD1_2829
ko:K02483	ppb:PPUBIRD1_0299
ko:K21405	ppb:PPUBIRD1_2322
ko:K21405	ppb:PPUBIRD1_0607
ko:K21420	ppb:PPUBIRD1_1808
ko:K21405	ppb:PPUBIRD1_0595
ko:K22044	ppb:PPUBIRD1_3889
ko:K01451	ppb:PPUBIRD1_2629
ko:K01420	ppb:PPUBIRD1_1591
ko:K01420	ppb:PPUBIRD1_2485
ko:K21711	ppb:PPUBIRD1_0018
ko:K08685	ppb:PPUBIRD1_2330
ko:K00344	ppb:PPUBIRD1_2673
ko:K00344	ppb:PPUBIRD1_2184
ko:K21757	ppb:PPUBIRD1_2050
ko:K21825	ppb:PPUBIRD1_1419
ko:K21829	ppb:PPUBIRD1_2546
ko:K21826	ppb:PPUBIRD1_0327
ko:K21833	ppb:PPUBIRD1_0340
ko:K21834	ppb:PPUBIRD1_0341
ko:K21830	ppb:PPUBIRD1_4920
ko:K21826	ppb:PPUBIRD1_2063
ko:K21832	ppb:PPUBIRD1_0346
ko:K21990	ppb:PPUBIRD1_1199
ko:K05802	ppb:PPUBIRD1_0749
ko:K00043	ppb:PPUBIRD1_3027
ko:K03741	ppb:PPUBIRD1_2956
ko:K01816	ppb:PPUBIRD1_1558
ko:K22132	ppb:PPUBIRD1_4033
ko:K22067	ppb:PPUBIRD1_3558
ko:K22294	ppb:PPUBIRD1_1859
ko:K13874	ppb:PPUBIRD1_1844
ko:K13874	ppb:PPUBIRD1_2442
ko:K03595	ppb:PPUBIRD1_4122
ko:K07183	ppb:PPUBIRD1_3559
ko:K00302	ppb:PPUBIRD1_0356
ko:K00304	ppb:PPUBIRD1_0355
ko:K22112	ppb:PPUBIRD1_3045
ko:K22110	ppb:PPUBIRD1_1846
ko:K22187	ppb:PPUBIRD1_2979
ko:K08994	ppb:PPUBIRD1_1299
ko:K08994	ppb:PPUBIRD1_0877
ko:K22292	ppb:PPUBIRD1_3849
ko:K22250	ppb:PPUBIRD1_4792
ko:K22296	ppb:PPUBIRD1_1862
ko:K22345	ppb:PPUBIRD1_0830
ko:K02257	ppb:PPUBIRD1_0138
ko:K02257	ppb:PPUBIRD1_0860
ko:K11391	ppb:PPUBIRD1_4344
ko:K01593	ppb:PPUBIRD1_3125
ko:K11206	ppb:PPUBIRD1_0991
ko:K22424	ppb:PPUBIRD1_0774
ko:K13566	ppb:PPUBIRD1_0910
ko:K22491	ppb:PPUBIRD1_2934
ko:K22491	ppb:PPUBIRD1_4325
ko:K22491	ppb:PPUBIRD1_0786
ko:K22551	ppb:PPUBIRD1_4459
