ko:K12132	bthu:YBT1518_21170
ko:K22106	bthu:YBT1518_16245
ko:K03547	bthu:YBT1518_06125
ko:K07456	bthu:YBT1518_18905
ko:K22278	bthu:YBT1518_10930
ko:K22278	bthu:YBT1518_19850
ko:K02257	bthu:YBT1518_21895
ko:K01551	bthu:YBT1518_01750
ko:K13566	bthu:YBT1518_22350
ko:K18672	bthu:YBT1518_27100
ko:K22491	bthu:YBT1518_08465
